SourceFiscalYear,Organization,AccountTitle,BudgetActivityTitle,AGtitle,SAG.Title,FiscalYear,OriginType,Type,Amount,Amount2
2017,Navy,Operation and Maitenance,Navy - Operating Forces,Air Operations,Intermediate Maintenance,2016,Total,Enacted,6278.0,0.0
2017,Navy,Operation and Maitenance,Navy - Operating Forces,Air Operations,Aircraft Depot Maintenance,2016,Total,Enacted,103012.0,0.0
2017,Navy,Operation and Maitenance,Navy - Operating Forces,Air Operations,Aircraft Depot Operations Support,2016,Total,Enacted,326.0,0.0
2017,Navy,Operation and Maitenance,Navy - Operating Forces,Air Operations,Aviation Logistics,2016,Total,Enacted,13436.0,0.0
2017,Navy,Operation and Maitenance,Navy - Operating Forces,Ship Operations,Mission and Other Ship Operations,2016,Total,Enacted,0.0,0.0
2017,Navy,Operation and Maitenance,Navy - Operating Forces,Ship Operations,Ship Operations Support & Training,2016,Total,Enacted,557.0,0.0
2017,Navy,Operation and Maitenance,Navy - Operating Forces,Ship Operations,Ship Depot Maintenance,2016,Total,Enacted,0.0,0.0
2017,Navy,Operation and Maitenance,Navy - Operating Forces,Combat Operations/Support,Combat Communications,2016,Total,Enacted,13925.0,0.0
2017,Navy,Operation and Maitenance,Navy - Operating Forces,Combat Operations/Support,Combat Support Forces,2016,Total,Enacted,122358.0,0.0
2017,Navy,Operation and Maitenance,Navy - Operating Forces,Weapons Support,Weapons Maintenance,2016,Total,Enacted,0.0,0.0
2017,Navy,Operation and Maitenance,Navy - Operating Forces,Base Support,Enterprise Information,2016,Total,Enacted,29382.0,0.0
2017,Navy,Operation and Maitenance,Navy - Operating Forces,Base Support,"Sustainment, Restoration and Modernization",2016,Total,Enacted,51036.0,0.0
2017,Navy,Operation and Maitenance,Navy - Operating Forces,Base Support,Base Operating Support,2016,Total,Enacted,102160.0,0.0
2017,Navy,Operation and Maitenance,Navy - Administration and Servicewide Activities,Servicewide Support,Administration,2016,Total,Enacted,1505.0,0.0
2017,Navy,Operation and Maitenance,Navy - Administration and Servicewide Activities,Servicewide Support,Military Manpower and Personnel Management,2016,Total,Enacted,13782.0,0.0
2017,Navy,Operation and Maitenance,Navy - Administration and Servicewide Activities,Servicewide Support,Servicewide Communications,2016,Total,Enacted,3437.0,0.0
2017,Navy,Operation and Maitenance,Navy - Administration and Servicewide Activities,Logistics Operations and Technical Support,Acquisition and Program Management,2016,Total,Enacted,3210.0,0.0
2017,Navy,Operation and Maitenance,Navy - Administration and Servicewide Activities,Cancelled Accounts,Cancelled Account Adjustments,2016,Total,Enacted,0.0,0.0
2017,Navy,Operation and Maitenance,Navy - Operating Forces,Expeditionary Forces,Operating Forces,2016,Total,Enacted,99170.0,0.0
2017,Navy,Operation and Maitenance,Navy - Operating Forces,Expeditionary Forces,Depot Maintenance,2016,Total,Enacted,18254.0,0.0
2017,Navy,Operation and Maitenance,Navy - Operating Forces,Base Support,"Sustainment, Restoration and Modernization",2016,Total,Enacted,30143.0,0.0
2017,Navy,Operation and Maitenance,Navy - Operating Forces,Base Support,Base Operating Support,2016,Total,Enacted,108810.0,0.0
2017,Navy,Operation and Maitenance,Navy - Administration and Servicewide Activities,Servicewide Support,Servicewide Transportation,2016,Total,Enacted,924.0,0.0
2017,Navy,Operation and Maitenance,Navy - Administration and Servicewide Activities,Servicewide Support,Administration,2016,Total,Enacted,10866.0,0.0
2017,Navy,Operation and Maitenance,Navy - Administration and Servicewide Activities,Servicewide Support,Recruiting and Advertising,2016,Total,Enacted,8785.0,0.0
2017,Navy,Operation and Maitenance,Navy - Administration and Servicewide Activities,Cancelled Accounts,Cancelled Account Adjustment,2016,Total,Enacted,0.0,0.0
2017,Navy,Operation and Maitenance,Navy - Operating Forces,Servicewide Support,"Ship Modernization, Operations & Sustainment Fund",2016,Total,Enacted,0.0,0.0
2017,Air Force,Operation and Maitenance,Air Force - Operating Forces,Air Operations,Primary Combat Forces,2016,Total,Enacted,4424655.0,0.0
2017,Air Force,Operation and Maitenance,Air Force - Operating Forces,Air Operations,Combat Enhancement Forces,2016,Total,Enacted,2672369.0,0.0
2017,Air Force,Operation and Maitenance,Air Force - Operating Forces,Air Operations,"Air Operations Training (OJT, Maintain Skills)",2016,Total,Enacted,1679491.0,0.0
2017,Air Force,Operation and Maitenance,Air Force - Operating Forces,Air Operations,Depot Maintenance,2016,Total,Enacted,7516532.0,0.0
2017,Air Force,Operation and Maitenance,Air Force - Operating Forces,Air Operations,"Facilities Sustainment, Restoration & Modernization",2016,Total,Enacted,2057201.0,0.0
2017,Air Force,Operation and Maitenance,Air Force - Operating Forces,Air Operations,Base Support,2016,Total,Enacted,3457352.0,0.0
2017,Air Force,Operation and Maitenance,Air Force - Operating Forces,Combat Related Operations,Global C3I and Early Warning,2016,Total,Enacted,935920.0,0.0
2017,Air Force,Operation and Maitenance,Air Force - Operating Forces,Combat Related Operations,Other Combat Ops Spt Programs,2016,Total,Enacted,1072259.0,0.0
2017,Air Force,Operation and Maitenance,Air Force - Operating Forces,Space Operations,Launch Facilities,2016,Total,Enacted,271886.0,0.0
2017,Air Force,Operation and Maitenance,Air Force - Operating Forces,Space Operations,Space Control Systems,2016,Total,Enacted,387339.0,0.0
2017,Air Force,Operation and Maitenance,Air Force - Operating Forces,COCOM,Combatant Commanders Direct Mission Support,2016,Total,Enacted,982843.0,0.0
2017,Air Force,Operation and Maitenance,Air Force - Operating Forces,COCOM,Combatant Commanders Core Operations,2016,Total,Enacted,198997.0,0.0
2017,Air Force,Operation and Maitenance,Air Force - Operating Forces,NA,Classified Programs,2016,Total,Enacted,933370.0,0.0
2017,Air Force,Operation and Maitenance,Air Force - Mobilization,Mobility Operations,Airlift Operations,2016,Total,Enacted,4687314.0,0.0
2017,Air Force,Operation and Maitenance,Air Force - Mobilization,Mobility Operations,Mobilization Preparedness,2016,Total,Enacted,243528.0,0.0
2017,Air Force,Operation and Maitenance,Air Force - Mobilization,Mobility Operations,Depot Maintenance,2016,Total,Enacted,2128630.0,0.0
2017,Air Force,Operation and Maitenance,Air Force - Mobilization,Mobility Operations,"Facilities Sustainment, Restoration & Modernization",2016,Total,Enacted,273474.0,0.0
2017,Air Force,Operation and Maitenance,Air Force - Mobilization,Mobility Operations,Base Support,2016,Total,Enacted,706441.0,0.0
2017,Air Force,Operation and Maitenance,Air Force - Training and Recruiting,Accession Training,Officer Acquisition,2016,Total,Enacted,89243.0,0.0
2017,Air Force,Operation and Maitenance,Air Force - Training and Recruiting,Accession Training,Recruit Training,2016,Total,Enacted,21684.0,0.0
2017,Air Force,Operation and Maitenance,Air Force - Training and Recruiting,Accession Training,Reserve Officers Training Corps (ROTC),2016,Total,Enacted,77525.0,0.0
2017,Air Force,Operation and Maitenance,Air Force - Training and Recruiting,Accession Training,"Facilities Sustainment, Restoration & Modernization",2016,Total,Enacted,240382.0,0.0
2017,Air Force,Operation and Maitenance,Air Force - Training and Recruiting,Accession Training,Base Support,2016,Total,Enacted,765070.0,0.0
2017,Air Force,Operation and Maitenance,Air Force - Training and Recruiting,Basic Skill and Advanced Training,Specialized Skill Training,2016,Total,Enacted,377289.0,0.0
2017,Air Force,Operation and Maitenance,Air Force - Training and Recruiting,Basic Skill and Advanced Training,Flight Training,2016,Total,Enacted,667713.0,0.0
2017,Air Force,Operation and Maitenance,Air Force - Training and Recruiting,Basic Skill and Advanced Training,Professional Development Education,2016,Total,Enacted,227945.0,0.0
2017,Air Force,Operation and Maitenance,Air Force - Training and Recruiting,Basic Skill and Advanced Training,Training Support,2016,Total,Enacted,76385.0,0.0
2017,Air Force,Operation and Maitenance,Air Force - Training and Recruiting,Basic Skill and Advanced Training,Depot Maintenance,2016,Total,Enacted,375513.0,0.0
2017,Air Force,Operation and Maitenance,Air Force - Training and Recruiting,"Recruiting, and Other Training & Education",Recruiting and Advertising,2016,Total,Enacted,73558.0,0.0
2017,Air Force,Operation and Maitenance,Air Force - Training and Recruiting,"Recruiting, and Other Training & Education",Examining,2016,Total,Enacted,3803.0,0.0
2017,Air Force,Operation and Maitenance,Air Force - Training and Recruiting,"Recruiting, and Other Training & Education",Off-Duty and Voluntary Education,2016,Total,Enacted,180475.0,0.0
2017,Air Force,Operation and Maitenance,Air Force - Training and Recruiting,"Recruiting, and Other Training & Education",Civilian Education and Training,2016,Total,Enacted,163973.0,0.0
2017,Air Force,Operation and Maitenance,Air Force - Training and Recruiting,"Recruiting, and Other Training & Education",Junior ROTC,2016,Total,Enacted,59228.0,0.0
2017,Air Force,Operation and Maitenance,Air Force - Administration and Servicewide Activities,Logistics Operations,Logistics Operations,2016,Total,Enacted,1207952.0,0.0
2017,Air Force,Operation and Maitenance,Air Force - Administration and Servicewide Activities,Logistics Operations,Technical Support Activities,2016,Total,Enacted,948973.0,0.0
2017,Air Force,Operation and Maitenance,Air Force - Administration and Servicewide Activities,Logistics Operations,Depot Maintenance,2016,Total,Enacted,61745.0,0.0
2017,Air Force,Operation and Maitenance,Air Force - Administration and Servicewide Activities,Logistics Operations,"Facilities Sustainment, Restoration & Modernization",2016,Total,Enacted,314295.0,0.0
2017,Air Force,Operation and Maitenance,Air Force - Administration and Servicewide Activities,Logistics Operations,Base Support,2016,Total,Enacted,1106056.0,0.0
2017,Air Force,Operation and Maitenance,Air Force - Administration and Servicewide Activities,Servicewide Activities,Administration,2016,Total,Enacted,802481.0,0.0
2017,Air Force,Operation and Maitenance,Air Force - Administration and Servicewide Activities,Servicewide Activities,Servicewide Communications,2016,Total,Enacted,608064.0,0.0
2017,Air Force,Operation and Maitenance,Air Force - Administration and Servicewide Activities,Servicewide Activities,Other Servicewide Activities,2016,Total,Enacted,1015263.0,0.0
2017,Air Force,Operation and Maitenance,Air Force - Administration and Servicewide Activities,Servicewide Activities,Civil Air Patrol,2016,Total,Enacted,27400.0,0.0
2017,Air Force,Operation and Maitenance,Air Force - Administration and Servicewide Activities,Servicewide Activities,Judgement Fund Reimbursement,2016,Total,Enacted,0.0,0.0
2017,Air Force,Operation and Maitenance,Air Force - Administration and Servicewide Activities,Support to Other Nations,International Support,2016,Total,Enacted,88221.0,0.0
2017,Air Force,Operation and Maitenance,Air Force - Administration and Servicewide Activities,NA,Classified Programs,2016,Total,Enacted,1137514.0,0.0
2017,Air Force,Operation and Maitenance,Air Force - Operating Forces,Air Operations,Primary Combat Forces,2016,Total,Enacted,1606040.0,0.0
2017,Air Force,Operation and Maitenance,Air Force - Operating Forces,Air Operations,Mission Support Operations,2016,Total,Enacted,211663.0,0.0
2017,Air Force,Operation and Maitenance,Air Force - Operating Forces,Air Operations,Depot Maintenance,2016,Total,Enacted,538122.0,0.0
2017,Air Force,Operation and Maitenance,Air Force - Operating Forces,Air Operations,"Facilities Sustainment, Restoration & Modernization",2016,Total,Enacted,112028.0,0.0
2017,Air Force,Operation and Maitenance,Air Force - Operating Forces,Air Operations,Base Support,2016,Total,Enacted,376515.0,0.0
2017,Air Force,Operation and Maitenance,Air Force - Administration and Servicewide Activities,Servicewide Activities,Administration,2016,Total,Enacted,53921.0,0.0
2017,Air Force,Operation and Maitenance,Air Force - Administration and Servicewide Activities,Servicewide Activities,Recruiting and Advertising,2016,Total,Enacted,14359.0,0.0
2017,Air Force,Operation and Maitenance,Air Force - Administration and Servicewide Activities,Servicewide Activities,Military Manpower and Pers Mgmt (ARPC),2016,Total,Enacted,13665.0,0.0
2017,Air Force,Operation and Maitenance,Air Force - Administration and Servicewide Activities,Servicewide Activities,Other Pers Support (Disability Comp),2016,Total,Enacted,6606.0,0.0
2017,Air Force,Operation and Maitenance,Air Force - Administration and Servicewide Activities,Servicewide Activities,Audiovisual,2016,Total,Enacted,0.0,0.0
2017,Air Force,Operation and Maitenance,Air Force - Operating Forces,Air Operations,Aircraft Operations,2016,Total,Enacted,3244242.0,0.0
2017,Air Force,Operation and Maitenance,Air Force - Operating Forces,Air Operations,Mission Support Operations,2016,Total,Enacted,734484.0,0.0
2017,Air Force,Operation and Maitenance,Air Force - Operating Forces,Air Operations,Depot Maintenance,2016,Total,Enacted,1768636.0,0.0
2017,Air Force,Operation and Maitenance,Air Force - Operating Forces,Air Operations,"Facilities Sustainment, Restoration & Modernization",2016,Total,Enacted,297045.0,0.0
2017,Air Force,Operation and Maitenance,Air Force - Operating Forces,Air Operations,Base Support,2016,Total,Enacted,572545.0,0.0
2017,Air Force,Operation and Maitenance,Air Force - Administration and Servicewide Activities,Servicewide Activities,Administration,2016,Total,Enacted,23071.0,0.0
2017,Air Force,Operation and Maitenance,Air Force - Administration and Servicewide Activities,Servicewide Activities,Recruiting and Advertising,2016,Total,Enacted,29849.0,0.0
2017,Army,Operation and Maitenance,Army - Department Of The Army,Defense Environmental Restoration Fund,"Environmental Restoration, Army",2016,Total,Enacted,234829.0,0.0
2017,Navy,Operation and Maitenance,Navy - Department Of The Navy,Closed Account Adjustments,"Environmental Restoration, Navy",2016,Total,Enacted,3e5,0.0
2017,Air Force,Operation and Maitenance,Air Force - Department Of The Air Force,Closed Account Adjustments,"Environmental Restoration, Air Force",2016,Total,Enacted,368131.0,0.0
2017,Air Force,Operation and Maitenance,Air Force - Concept Obligations,Disposal of DoD Real Property,Disposal of DoD Real Property,2016,Total,Enacted,1247.0,0.0
2017,Army,Operation and Maitenance,Army - Concept Obligations,Disposal of DoD Real Property,Disposal of DoD Real Property,2016,Total,Enacted,9501.0,0.0
2017,Navy,Operation and Maitenance,Navy - Concept Obligations,Disposal of DoD Real Property,Disposal of DoD Real Property,2016,Total,Enacted,7252.0,0.0
2017,Air Force,Operation and Maitenance,Air Force - Concept Obligations,Lease of DoD Real Property,Lease of DoD Real Property,2016,Total,Enacted,10443.0,0.0
2017,Army,Operation and Maitenance,Army - Concept Obligations,Lease of DoD Real Property,Lease of DoD Real Property,2016,Total,Enacted,22148.0,0.0
2017,Navy,Operation and Maitenance,Navy - Concept Obligations,Lease of DoD Real Property,Lease of DoD Real Property,2016,Total,Enacted,7409.0,0.0
2017,Army,Operation and Maitenance,Army - Operating Forces,Land Forces,Maneuver Units,2017,Base,PB,0.0,791450.0
