SourceFiscalYear,Organization,AccountTitle,BudgetActivityTitle,AGtitle,SAG.Title,FiscalYear,OriginType,Type,Amount,Amount2
2014,Air Force,Operation and Maitenance,Air Force - Undistributed,Undistributed,Adj to Match Continuing Resolution,2013,Base,Enacted,0.0,9800.0
2014,Army,Operation and Maitenance,Army - Undistributed,Undistributed,Adj to Match Continuing Resolution,2013,Base,Enacted,0.0,6350.0
2014,Navy,Operation and Maitenance,Navy - Undistributed,Undistributed,Adj to Match Continuing Resolution,2013,Base,Enacted,0.0,36742.0
2014,Air Force,Operation and Maitenance,Air Force - Concept Obligations,Lease of DoD Real Property,Lease of DoD Real Property,2013,Base,Enacted,0.0,3029.0
2014,Army,Operation and Maitenance,Army - Concept Obligations,Lease of DoD Real Property,Lease of DoD Real Property,2013,Base,Enacted,0.0,9e3
2014,Navy,Operation and Maitenance,Navy - Concept Obligations,Lease of DoD Real Property,Lease of DoD Real Property,2013,Base,Enacted,0.0,0.0
2014,Air Force,Operation and Maitenance,Air Force - Undistributed,Undistributed,Adj to Match Continuing Resolution,2013,Base,Enacted,0.0,22471.0
2014,Army,Operation and Maitenance,Army - Undistributed,Undistributed,Adj to Match Continuing Resolution,2013,Base,Enacted,0.0,16400.0
2014,Navy,Operation and Maitenance,Navy - Undistributed,Undistributed,Adj to Match Continuing Resolution,2013,Base,Enacted,0.0,41736.0
2014,Army,Operation and Maitenance,Army - Operating Forces,Land Forces,Maneuver Units,2013,OCO,Enacted,0.0,0.0
2014,Army,Operation and Maitenance,Army - Operating Forces,Land Forces,Modular Support Brigades,2013,OCO,Enacted,0.0,0.0
2014,Army,Operation and Maitenance,Army - Operating Forces,Land Forces,Echelons Above Brigade,2013,OCO,Enacted,0.0,0.0
2014,Army,Operation and Maitenance,Army - Operating Forces,Land Forces,Theater Level Assets,2013,OCO,Enacted,0.0,2758162.0
2014,Army,Operation and Maitenance,Army - Operating Forces,Land Forces,Land Forces Operations Support,2013,OCO,Enacted,0.0,991396.0
2014,Army,Operation and Maitenance,Army - Operating Forces,Land Forces,Aviation Assets,2013,OCO,Enacted,0.0,40300.0
2014,Army,Operation and Maitenance,Army - Operating Forces,Land Forces,Force Readiness Operations Support,2013,OCO,Enacted,0.0,1755445.0
2014,Army,Operation and Maitenance,Army - Operating Forces,Land Forces,Land Forces Systems Readiness,2013,OCO,Enacted,0.0,307244.0
2014,Army,Operation and Maitenance,Army - Operating Forces,Land Forces,Land Forces Depot Maintenance,2013,OCO,Enacted,0.0,0.0
2014,Army,Operation and Maitenance,Army - Operating Forces,Land Forces,Base Operations Support,2013,OCO,Enacted,0.0,393165.0
2014,Army,Operation and Maitenance,Army - Operating Forces,Land Forces,"Facilities Sustainment, Restoration & Modernization",2013,OCO,Enacted,0.0,25e4
2014,Army,Operation and Maitenance,Army - Operating Forces,Land Forces,Management and Operational Headquarters,2013,OCO,Enacted,0.0,0.0
2014,Army,Operation and Maitenance,Army - Operating Forces,Land Forces,Combatant Commanders Core Operations,2013,OCO,Enacted,0.0,0.0
2014,Army,Operation and Maitenance,Army - Operating Forces,Land Forces,Additional Activities,2013,OCO,Enacted,0.0,12524137.0
2014,Army,Operation and Maitenance,Army - Operating Forces,Land Forces,Commanders Emergency Response Program,2013,OCO,,0.0,0.0
2014,Army,Operation and Maitenance,Army - Operating Forces,Land Forces,RESET,2013,OCO,Enacted,0.0,3687973.0
2014,Army,Operation and Maitenance,Army - Operating Forces,Land Forces,Combatant Commanders Ancillary Missions,2013,OCO,Enacted,0.0,0.0
2014,Army,Operation and Maitenance,Army - Mobilization,Mobility Operations,Strategic Mobility,2013,OCO,Enacted,0.0,0.0
2014,Army,Operation and Maitenance,Army - Mobilization,Mobility Operations,Army Prepositioned Stocks,2013,OCO,Enacted,0.0,0.0
2014,Army,Operation and Maitenance,Army - Mobilization,Mobility Operations,Industrial Preparedness,2013,OCO,Enacted,0.0,0.0
2014,Army,Operation and Maitenance,Army - Training and Recruiting,Accession Training,Officer Acquisition,2013,OCO,Enacted,0.0,0.0
2014,Army,Operation and Maitenance,Army - Training and Recruiting,Accession Training,Recruit Training,2013,OCO,Enacted,0.0,0.0
2014,Army,Operation and Maitenance,Army - Training and Recruiting,Accession Training,One Station Unit Training,2013,OCO,Enacted,0.0,0.0
2014,Army,Operation and Maitenance,Army - Training and Recruiting,Accession Training,Senior Reserve Officers Training Corps,2013,OCO,Enacted,0.0,0.0
2014,Army,Operation and Maitenance,Army - Training and Recruiting,Basic Skills and Advanced Training,Specialized Skill Training,2013,OCO,Enacted,0.0,0.0
2014,Army,Operation and Maitenance,Army - Training and Recruiting,Basic Skills and Advanced Training,Flight Training,2013,OCO,Enacted,0.0,0.0
2014,Army,Operation and Maitenance,Army - Training and Recruiting,Basic Skills and Advanced Training,Professional Development Education,2013,OCO,Enacted,0.0,0.0
2014,Army,Operation and Maitenance,Army - Training and Recruiting,Basic Skills and Advanced Training,Training and Operations,2013,OCO,Enacted,0.0,0.0
2014,Army,Operation and Maitenance,Army - Training and Recruiting,"Recruiting, and Other Training & Education",Recruiting and Advertising,2013,OCO,Enacted,0.0,0.0
2014,Army,Operation and Maitenance,Army - Training and Recruiting,"Recruiting, and Other Training & Education",Examining,2013,OCO,Enacted,0.0,0.0
2014,Army,Operation and Maitenance,Army - Training and Recruiting,"Recruiting, and Other Training & Education",Off-Duty and Voluntary Education,2013,OCO,Enacted,0.0,0.0
2014,Army,Operation and Maitenance,Army - Training and Recruiting,"Recruiting, and Other Training & Education",Civilian Education and Training,2013,OCO,Enacted,0.0,0.0
2014,Army,Operation and Maitenance,Army - Training and Recruiting,"Recruiting, and Other Training & Education",Junior Reserve Officer Training Corps,2013,OCO,Enacted,0.0,0.0
2014,Army,Operation and Maitenance,Army - Administration and Servicewide Activities,Logistics Operations and Technical Support,Servicewide Transportation,2013,OCO,Enacted,0.0,3238310.0
2014,Army,Operation and Maitenance,Army - Administration and Servicewide Activities,Logistics Operations and Technical Support,Central Supply Activities,2013,OCO,Enacted,0.0,129e3
2014,Army,Operation and Maitenance,Army - Administration and Servicewide Activities,Logistics Operations and Technical Support,Logistics Operations,2013,OCO,Enacted,0.0,0.0
2014,Army,Operation and Maitenance,Army - Administration and Servicewide Activities,Logistics Operations and Technical Support,Ammunition Management,2013,OCO,Enacted,0.0,78022.0
2014,Army,Operation and Maitenance,Army - Administration and Servicewide Activities,Servicewide Support,Administration,2013,OCO,Enacted,0.0,0.0
2014,Army,Operation and Maitenance,Army - Administration and Servicewide Activities,Servicewide Support,Servicewide Communications,2013,OCO,Enacted,0.0,0.0
2014,Army,Operation and Maitenance,Army - Administration and Servicewide Activities,Servicewide Support,Manpower Management,2013,OCO,Enacted,0.0,0.0
2014,Army,Operation and Maitenance,Army - Administration and Servicewide Activities,Servicewide Support,Other Personnel Support,2013,OCO,Enacted,0.0,137277.0
2014,Army,Operation and Maitenance,Army - Administration and Servicewide Activities,Servicewide Support,Other Servicewide Activities,2013,OCO,Enacted,0.0,72293.0
2014,Army,Operation and Maitenance,Army - Administration and Servicewide Activities,Servicewide Support,Army Claims Activities,2013,OCO,Enacted,0.0,0.0
2014,Army,Operation and Maitenance,Army - Administration and Servicewide Activities,Servicewide Support,Real Estate Management,2013,OCO,Enacted,0.0,0.0
2014,Army,Operation and Maitenance,Army - Administration and Servicewide Activities,Servicewide Support,Base Operations Support,2013,OCO,Enacted,0.0,0.0
2014,Army,Operation and Maitenance,Army - Administration and Servicewide Activities,Support to Other Nations,Support of NATO Operations,2013,OCO,Enacted,0.0,0.0
2014,Army,Operation and Maitenance,Army - Administration and Servicewide Activities,Support to Other Nations,Misc. Support of Other Nations,2013,OCO,Enacted,0.0,0.0
2014,Army,Operation and Maitenance,Army - Administration and Servicewide Activities,Administration,Closed Account Adjustments,2013,OCO,Enacted,0.0,0.0
2014,Army,Operation and Maitenance,Army - Administration and Servicewide Activities,Administration,Foreign Currency Fluctuation,2013,OCO,Enacted,0.0,0.0
2014,Army,Operation and Maitenance,Army - Administration and Servicewide Activities,Administration,Defense Environmental Restoration Account (DERA),2013,OCO,Enacted,0.0,0.0
2014,Army,Operation and Maitenance,Army - Administration and Servicewide Activities,Judgment Fund,Judgment Fund,2013,OCO,Enacted,0.0,0.0
2014,Army,Operation and Maitenance,Army - Administration and Servicewide Activities,NA,Classified Programs,2013,OCO,Enacted,0.0,1828717.0
2014,Army,Operation and Maitenance,Army - Undistributed,Undistributed,Adj to Match Continuing Resolution,2013,OCO,Enacted,0.0,0.0
2014,Army,Operation and Maitenance,Army - Operating Forces,Land Forces,Maneuver Units,2013,OCO,Enacted,0.0,0.0
2014,Army,Operation and Maitenance,Army - Operating Forces,Land Forces,Modular Support Brigades,2013,OCO,Enacted,0.0,0.0
2014,Army,Operation and Maitenance,Army - Operating Forces,Land Forces,Echelons Above Brigade,2013,OCO,Enacted,0.0,78600.0
2014,Army,Operation and Maitenance,Army - Operating Forces,Land Forces,Theater Level Assets,2013,OCO,Enacted,0.0,0.0
2014,Army,Operation and Maitenance,Army - Operating Forces,Land Forces,Land Forces Operations Support,2013,OCO,Enacted,0.0,20811.0
2014,Army,Operation and Maitenance,Army - Operating Forces,Land Forces,Aviation Assets,2013,OCO,Enacted,0.0,0.0
2014,Army,Operation and Maitenance,Army - Operating Forces,Land Forces,Force Readiness Operations Support,2013,OCO,Enacted,0.0,20726.0
2014,Army,Operation and Maitenance,Army - Operating Forces,Land Forces,Land Forces Systems Readiness,2013,OCO,Enacted,0.0,0.0
2014,Army,Operation and Maitenance,Army - Operating Forces,Land Forces,Land Forces Depot Maintenance,2013,OCO,Enacted,0.0,0.0
2014,Army,Operation and Maitenance,Army - Operating Forces,Land Forces,Base Operations Support,2013,OCO,Enacted,0.0,34400.0
2014,Army,Operation and Maitenance,Army - Operating Forces,Land Forces,"Facilities Sustainment, Restoration & Modernization",2013,OCO,Enacted,0.0,0.0
2014,Army,Operation and Maitenance,Army - Operating Forces,Land Forces,Management and Operational Headquarters,2013,OCO,Enacted,0.0,0.0
2014,Army,Operation and Maitenance,Army - Administration and Servicewide Activities,Logistics Operations and Technical Support,Servicewide Transportation,2013,OCO,Enacted,0.0,0.0
2014,Army,Operation and Maitenance,Army - Administration and Servicewide Activities,Servicewide Support,Administration,2013,OCO,Enacted,0.0,0.0
2014,Army,Operation and Maitenance,Army - Administration and Servicewide Activities,Servicewide Support,Servicewide Communications,2013,OCO,Enacted,0.0,0.0
2014,Army,Operation and Maitenance,Army - Administration and Servicewide Activities,Servicewide Support,Manpower Management,2013,OCO,Enacted,0.0,0.0
2014,Army,Operation and Maitenance,Army - Administration and Servicewide Activities,Servicewide Support,Recruiting and Advertising,2013,OCO,Enacted,0.0,0.0
2014,Army,Operation and Maitenance,Army - Undistributed,Undistributed,Adj to Match Continuing Resolution,2013,OCO,Enacted,0.0,0.0
2014,Army,Operation and Maitenance,Army - Operating Forces,Land Forces,Maneuver Units,2013,OCO,Enacted,0.0,38485.0
2014,Army,Operation and Maitenance,Army - Operating Forces,Land Forces,Modular Support Brigades,2013,OCO,Enacted,0.0,1959.0
2014,Army,Operation and Maitenance,Army - Operating Forces,Land Forces,Echelons Above Brigade,2013,OCO,Enacted,0.0,20076.0
2014,Army,Operation and Maitenance,Army - Operating Forces,Land Forces,Theater Level Assets,2013,OCO,Enacted,0.0,2028.0
2014,Army,Operation and Maitenance,Army - Operating Forces,Land Forces,Land Forces Operations Support,2013,OCO,Enacted,0.0,0.0
2014,Army,Operation and Maitenance,Army - Operating Forces,Land Forces,Aviation Assets,2013,OCO,Enacted,0.0,183811.0
2014,Army,Operation and Maitenance,Army - Operating Forces,Land Forces,Force Readiness Operations Support,2013,OCO,Enacted,0.0,43780.0
2014,Army,Operation and Maitenance,Army - Operating Forces,Land Forces,Land Forces Systems Readiness,2013,OCO,Enacted,0.0,0.0
2014,Army,Operation and Maitenance,Army - Operating Forces,Land Forces,Land Forces Depot Maintenance,2013,OCO,Enacted,0.0,0.0
2014,Army,Operation and Maitenance,Army - Operating Forces,Land Forces,Base Operations Support,2013,OCO,Enacted,0.0,70237.0
2014,Army,Operation and Maitenance,Army - Operating Forces,Land Forces,"Facilities Sustainment, Restoration & Modernization",2013,OCO,Enacted,0.0,0.0
2014,Army,Operation and Maitenance,Army - Operating Forces,Land Forces,Management and Operational Headquarters,2013,OCO,Enacted,0.0,20072.0
2014,Army,Operation and Maitenance,Army - Administration and Servicewide Activities,Logistics Operations and Technical Support,Servicewide Transportation,2013,OCO,Enacted,0.0,0.0
2014,Army,Operation and Maitenance,Army - Administration and Servicewide Activities,Servicewide Support,Real Estate Management,2013,OCO,Enacted,0.0,0.0
2014,Army,Operation and Maitenance,Army - Administration and Servicewide Activities,Servicewide Support,Administration,2013,OCO,Enacted,0.0,0.0
2014,Army,Operation and Maitenance,Army - Administration and Servicewide Activities,Servicewide Support,Servicewide Communications,2013,OCO,Enacted,0.0,2e3
2014,Army,Operation and Maitenance,Army - Administration and Servicewide Activities,Servicewide Support,Manpower Management,2013,OCO,Enacted,0.0,0.0
2014,Army,Operation and Maitenance,Army - Administration and Servicewide Activities,Servicewide Support,Recruiting and Advertising,2013,OCO,Enacted,0.0,0.0
2014,Army,Operation and Maitenance,Army - Undistributed,Undistributed,Adj to Match Continuing Resolution,2013,OCO,Enacted,0.0,0.0
2014,Army,Operation and Maitenance,Army - Ministry of Defense,Defense Forces,"Sustainment, Restoration and Modernization",2013,OCO,Enacted,0.0,2523825.0
2014,Army,Operation and Maitenance,Army - Ministry of Defense,Defense Forces,Infrastructure,2013,OCO,Enacted,0.0,19e4
2014,Army,Operation and Maitenance,Army - Ministry of Defense,Defense Forces,Equipment and Transportation,2013,OCO,Enacted,0.0,241521.0
2014,Army,Operation and Maitenance,Army - Ministry of Defense,Defense Forces,Training and Operations,2013,OCO,Enacted,0.0,758380.0
2014,Army,Operation and Maitenance,Army - Ministry of Defense,Administration,Afghanistan Security Forces Fund,2013,OCO,Enacted,0.0,0.0
2014,Army,Operation and Maitenance,Army - Ministry of Interior,Interior Forces,"Sustainment, Restoration and Modernization",2013,OCO,Enacted,0.0,1305950.0
2014,Army,Operation and Maitenance,Army - Ministry of Interior,Interior Forces,Infrastructure,2013,OCO,Enacted,0.0,5e4
2014,Army,Operation and Maitenance,Army - Ministry of Interior,Interior Forces,Equipment and Transportation,2013,OCO,Enacted,0.0,84859.0
2014,Army,Operation and Maitenance,Army - Ministry of Interior,Interior Forces,Training and Operations,2013,OCO,Enacted,0.0,569868.0
2014,Army,Operation and Maitenance,Army - Ministry of Interior,Administration,Ministry Of Interior,2013,OCO,Enacted,0.0,0.0
2014,Army,Operation and Maitenance,Army - Detainee Ops,Related Activities,"Sustainment, Restoration and Modernization",2013,OCO,Enacted,0.0,18325.0
2014,Army,Operation and Maitenance,Army - Detainee Ops,Related Activities,Infrastructure,2013,OCO,Enacted,0.0,1200.0
2014,Army,Operation and Maitenance,Army - Detainee Ops,Related Activities,Equipment and Transportation,2013,OCO,Enacted,0.0,1239.0
2014,Army,Operation and Maitenance,Army - Detainee Ops,Related Activities,Training and Operations,2013,OCO,Enacted,0.0,4e3
2014,Army,Operation and Maitenance,Army - Contributions,Related Activities,Contributions,2013,OCO,Enacted,0.0,0.0
2014,Army,Operation and Maitenance,Army - Afghanistan Infrastructure Fund,Administration,Power,2013,OCO,Enacted,0.0,0.0
2014,Army,Operation and Maitenance,Army - Afghanistan Infrastructure Fund,Administration,Power,2013,OCO,,0.0,0.0
2014,Army,Operation and Maitenance,Army - Afghanistan Infrastructure Fund,Administration,Transportation,2013,OCO,Enacted,0.0,0.0
2014,Army,Operation and Maitenance,Army - Afghanistan Infrastructure Fund,Administration,Water,2013,OCO,Enacted,0.0,0.0
2014,Navy,Operation and Maitenance,Navy - Operating Forces,Air Operations,Mission and Other Flight Operations,2013,OCO,Enacted,0.0,937098.0
2014,Navy,Operation and Maitenance,Navy - Operating Forces,Air Operations,Fleet Air Training,2013,OCO,Enacted,0.0,0.0
2014,Navy,Operation and Maitenance,Navy - Operating Forces,Air Operations,Aviation Technical Data & Engineering Services,2013,OCO,Enacted,0.0,1e3
2014,Navy,Operation and Maitenance,Navy - Operating Forces,Air Operations,Air Operations and Safety Support,2013,OCO,Enacted,0.0,15794.0
2014,Navy,Operation and Maitenance,Navy - Operating Forces,Air Operations,Air Systems Support,2013,OCO,Enacted,0.0,19013.0
2014,Navy,Operation and Maitenance,Navy - Operating Forces,Air Operations,Aircraft Depot Maintenance,2013,OCO,Enacted,0.0,201912.0
2014,Navy,Operation and Maitenance,Navy - Operating Forces,Air Operations,Aircraft Depot Operations Support,2013,OCO,Enacted,0.0,3e3
2014,Navy,Operation and Maitenance,Navy - Operating Forces,Air Operations,Aviation Logistics,2013,OCO,Enacted,0.0,44150.0
2014,Navy,Operation and Maitenance,Navy - Operating Forces,Ship Operations,Mission and Other Ship Operations,2013,OCO,Enacted,0.0,463738.0
2014,Navy,Operation and Maitenance,Navy - Operating Forces,Ship Operations,Ship Operations Support & Training,2013,OCO,Enacted,0.0,24774.0
2014,Navy,Operation and Maitenance,Navy - Operating Forces,Ship Operations,Ship Depot Maintenance,2013,OCO,Enacted,0.0,1310010.0
2014,Navy,Operation and Maitenance,Navy - Operating Forces,Ship Operations,Ship Depot Operations Support,2013,OCO,Enacted,0.0,0.0
2014,Navy,Operation and Maitenance,Navy - Operating Forces,Combat Related Operations,Combat Communications,2013,OCO,Enacted,0.0,42965.0
2014,Navy,Operation and Maitenance,Navy - Operating Forces,Combat Related Operations,Electronic Warfare,2013,OCO,Enacted,0.0,0.0
2014,Navy,Operation and Maitenance,Navy - Operating Forces,Combat Related Operations,Space Systems and Surveillance,2013,OCO,Enacted,0.0,0.0
2014,Navy,Operation and Maitenance,Navy - Operating Forces,Combat Related Operations,Warfare Tactics,2013,OCO,Enacted,0.0,25970.0
2014,Navy,Operation and Maitenance,Navy - Operating Forces,Combat Related Operations,Operational Meteorology and Oceanography,2013,OCO,Enacted,0.0,19226.0
2014,Navy,Operation and Maitenance,Navy - Operating Forces,Combat Related Operations,Combat Support Forces,2013,OCO,Enacted,0.0,1668359.0
2014,Navy,Operation and Maitenance,Navy - Operating Forces,Combat Related Operations,Equipment and Transportation,2013,OCO,Enacted,0.0,7954.0
2014,Navy,Operation and Maitenance,Navy - Operating Forces,Combat Related Operations,Depot Operations Support,2013,OCO,Enacted,0.0,0.0
2014,Navy,Operation and Maitenance,Navy - Operating Forces,Combat Related Operations,Combatant Commanders Core Operations,2013,OCO,Enacted,0.0,0.0
2014,Navy,Operation and Maitenance,Navy - Operating Forces,Combat Related Operations,Combatant Commanders Direct Mission Support,2013,OCO,Enacted,0.0,0.0
2014,Navy,Operation and Maitenance,Navy - Operating Forces,Weapons Support,Cruise Missile,2013,OCO,Enacted,0.0,0.0
2014,Navy,Operation and Maitenance,Navy - Operating Forces,Weapons Support,Fleet Ballistic Missile,2013,OCO,Enacted,0.0,0.0
2014,Navy,Operation and Maitenance,Navy - Operating Forces,Weapons Support,In-Service Weapons Systems Support,2013,OCO,Enacted,0.0,94655.0
2014,Navy,Operation and Maitenance,Navy - Operating Forces,Weapons Support,Weapons Maintenance,2013,OCO,Enacted,0.0,303087.0
2014,Navy,Operation and Maitenance,Navy - Operating Forces,Weapons Support,Other Weapon Systems Support,2013,OCO,Enacted,0.0,0.0
2014,Navy,Operation and Maitenance,Navy - Operating Forces,Base Support,Enterprise Information,2013,OCO,Enacted,0.0,0.0
2014,Navy,Operation and Maitenance,Navy - Operating Forces,Base Support,"Sustainment, Restoration and Modernization",2013,OCO,Enacted,0.0,3218.0
2014,Navy,Operation and Maitenance,Navy - Operating Forces,Base Support,Base Support,2013,OCO,Enacted,0.0,143442.0
2014,Navy,Operation and Maitenance,Navy - Mobilization,Ready Reserve and Prepositioning Force,Ship Prepositioning and Surge,2013,OCO,Enacted,0.0,0.0
2014,Navy,Operation and Maitenance,Navy - Mobilization,Activations/Inactivations,Aircraft Activations/Inactivations,2013,OCO,Enacted,0.0,0.0
2014,Navy,Operation and Maitenance,Navy - Mobilization,Activations/Inactivations,Ship Activations/Inactivations,2013,OCO,Enacted,0.0,0.0
2014,Navy,Operation and Maitenance,Navy - Mobilization,Mobilization Preparation,Expeditionary Health Services Systems,2013,OCO,Enacted,0.0,31395.0
2014,Navy,Operation and Maitenance,Navy - Mobilization,Mobilization Preparation,Industrial Preparedness,2013,OCO,Enacted,0.0,0.0
2014,Navy,Operation and Maitenance,Navy - Mobilization,Mobilization Preparation,Coast Guard Support,2013,OCO,Enacted,0.0,254461.0
2014,Navy,Operation and Maitenance,Navy - Training and Recruiting,Accession Training,Officer Acquisition,2013,OCO,Enacted,0.0,0.0
2014,Navy,Operation and Maitenance,Navy - Training and Recruiting,Accession Training,Recruit Training,2013,OCO,Enacted,0.0,0.0
2014,Navy,Operation and Maitenance,Navy - Training and Recruiting,Accession Training,Reserve Officers Training Corps,2013,OCO,Enacted,0.0,0.0
2014,Navy,Operation and Maitenance,Navy - Training and Recruiting,Basic Skills and Advanced Training,Specialized Skill Training,2013,OCO,Enacted,0.0,50903.0
2014,Navy,Operation and Maitenance,Navy - Training and Recruiting,Basic Skills and Advanced Training,Flight Training,2013,OCO,Enacted,0.0,0.0
2014,Navy,Operation and Maitenance,Navy - Training and Recruiting,Basic Skills and Advanced Training,Professional Development Education,2013,OCO,Enacted,0.0,0.0
2014,Navy,Operation and Maitenance,Navy - Training and Recruiting,Basic Skills and Advanced Training,Training and Operations,2013,OCO,Enacted,0.0,0.0
2014,Navy,Operation and Maitenance,Navy - Training and Recruiting,"Recruiting, and Other Training & Education",Recruiting and Advertising,2013,OCO,Enacted,0.0,0.0
2014,Navy,Operation and Maitenance,Navy - Training and Recruiting,"Recruiting, and Other Training & Education",Off-Duty and Voluntary Education,2013,OCO,Enacted,0.0,0.0
2014,Navy,Operation and Maitenance,Navy - Training and Recruiting,"Recruiting, and Other Training & Education",Civilian Education and Training,2013,OCO,Enacted,0.0,0.0
2014,Navy,Operation and Maitenance,Navy - Training and Recruiting,"Recruiting, and Other Training & Education",Junior Reserve Officer Training Corps,2013,OCO,Enacted,0.0,0.0
2014,Navy,Operation and Maitenance,Navy - Administration and Servicewide Activities,Servicewide Support,Administration,2013,OCO,Enacted,0.0,1377.0
2014,Navy,Operation and Maitenance,Navy - Administration and Servicewide Activities,Servicewide Support,External Relations,2013,OCO,Enacted,0.0,487.0
2014,Navy,Operation and Maitenance,Navy - Administration and Servicewide Activities,Servicewide Support,Civilian Manpower and Personnel Management,2013,OCO,Enacted,0.0,0.0
2014,Navy,Operation and Maitenance,Navy - Administration and Servicewide Activities,Servicewide Support,Military Manpower and Personnel Management,2013,OCO,Enacted,0.0,6022.0
2014,Navy,Operation and Maitenance,Navy - Administration and Servicewide Activities,Servicewide Support,Other Personnel Support,2013,OCO,Enacted,0.0,3514.0
2014,Navy,Operation and Maitenance,Navy - Administration and Servicewide Activities,Servicewide Support,Servicewide Communications,2013,OCO,Enacted,0.0,0.0
2014,Navy,Operation and Maitenance,Navy - Administration and Servicewide Activities,Servicewide Support,Medical Activities,2013,OCO,Enacted,0.0,0.0
2014,Navy,Operation and Maitenance,Navy - Administration and Servicewide Activities,Logistics Operations and Technical Support,Servicewide Transportation,2013,OCO,Enacted,0.0,184864.0
2014,Navy,Operation and Maitenance,Navy - Administration and Servicewide Activities,Logistics Operations and Technical Support,Environmental Programs,2013,OCO,Enacted,0.0,0.0
2014,Navy,Operation and Maitenance,Navy - Administration and Servicewide Activities,Logistics Operations and Technical Support,"Planning, Engineering and Design",2013,OCO,Enacted,0.0,0.0
2014,Navy,Operation and Maitenance,Navy - Administration and Servicewide Activities,Logistics Operations and Technical Support,Acquisition and Program Management,2013,OCO,Enacted,0.0,2026.0
2014,Navy,Operation and Maitenance,Navy - Administration and Servicewide Activities,Logistics Operations and Technical Support,"Hull, Mechanical and Electrical Support",2013,OCO,Enacted,0.0,0.0
2014,Navy,Operation and Maitenance,Navy - Administration and Servicewide Activities,Logistics Operations and Technical Support,Combat/Weapons Systems,2013,OCO,Enacted,0.0,0.0
2014,Navy,Operation and Maitenance,Navy - Administration and Servicewide Activities,Logistics Operations and Technical Support,Space and Electronic Warfare Systems,2013,OCO,Enacted,0.0,0.0
2014,Navy,Operation and Maitenance,Navy - Administration and Servicewide Activities,Investigations and Security Programs,Naval Investigative Service,2013,OCO,Enacted,0.0,1425.0
2014,Navy,Operation and Maitenance,Navy - Administration and Servicewide Activities,Support to Other Nations,International Headquarters and Agencies,2013,OCO,Enacted,0.0,0.0
2014,Navy,Operation and Maitenance,Navy - Administration and Servicewide Activities,Cancelled Accounts,Cancelled Account Adjustments,2013,OCO,Enacted,0.0,0.0
2014,Navy,Operation and Maitenance,Navy - Administration and Servicewide Activities,Cancelled Accounts,Judgment Fund,2013,OCO,Enacted,0.0,0.0
2014,Navy,Operation and Maitenance,Navy - Administration and Servicewide Activities,NA,Classified Programs,2013,OCO,Enacted,0.0,14556.0
2014,Navy,Operation and Maitenance,Navy - Undistributed,Undistributed,Adj to Match Continuing Resolution,2013,OCO,Enacted,0.0,0.0
2014,Navy,Operation and Maitenance,Navy - Operating Forces,Expeditionary Forces,Operating Forces,2013,OCO,Enacted,0.0,1921258.0
2014,Navy,Operation and Maitenance,Navy - Operating Forces,Expeditionary Forces,Field Logistics,2013,OCO,Enacted,0.0,1094028.0
2014,Navy,Operation and Maitenance,Navy - Operating Forces,Expeditionary Forces,Depot Maintenance,2013,OCO,Enacted,0.0,222824.0
2014,Navy,Operation and Maitenance,Navy - Operating Forces,USMC Prepositioning,Maritime Prepositioning,2013,OCO,Enacted,0.0,0.0
2014,Navy,Operation and Maitenance,Navy - Operating Forces,Base Support,"Sustainment, Restoration and Modernization",2013,OCO,Enacted,0.0,0.0
2014,Navy,Operation and Maitenance,Navy - Operating Forces,Base Support,Base Support,2013,OCO,Enacted,0.0,88690.0
2014,Navy,Operation and Maitenance,Navy - Training and Recruiting,Accession Training,Recruit Training,2013,OCO,Enacted,0.0,0.0
2014,Navy,Operation and Maitenance,Navy - Training and Recruiting,Accession Training,Officer Acquisition,2013,OCO,Enacted,0.0,0.0
2014,Navy,Operation and Maitenance,Navy - Training and Recruiting,Basic Skills and Advanced Training,Specialized Skill Training,2013,OCO,Enacted,0.0,0.0
2014,Navy,Operation and Maitenance,Navy - Training and Recruiting,Basic Skills and Advanced Training,Professional Development Education,2013,OCO,Enacted,0.0,0.0
2014,Navy,Operation and Maitenance,Navy - Training and Recruiting,Basic Skills and Advanced Training,Training and Operations,2013,OCO,Enacted,0.0,215212.0
2014,Navy,Operation and Maitenance,Navy - Training and Recruiting,"Recruiting, and Other Training & Education",Recruiting and Advertising,2013,OCO,Enacted,0.0,0.0
2014,Navy,Operation and Maitenance,Navy - Training and Recruiting,"Recruiting, and Other Training & Education",Off-Duty and Voluntary Education,2013,OCO,Enacted,0.0,0.0
2014,Navy,Operation and Maitenance,Navy - Training and Recruiting,"Recruiting, and Other Training & Education",Junior Reserve Officer Training Corps,2013,OCO,Enacted,0.0,0.0
2014,Navy,Operation and Maitenance,Navy - Administration and Servicewide Activities,Servicewide Support,Servicewide Transportation,2013,OCO,Enacted,0.0,512627.0
2014,Navy,Operation and Maitenance,Navy - Administration and Servicewide Activities,Servicewide Support,Administration,2013,OCO,Enacted,0.0,0.0
2014,Navy,Operation and Maitenance,Navy - Administration and Servicewide Activities,Servicewide Support,Acquisition and Program Management,2013,OCO,Enacted,0.0,0.0
2014,Navy,Operation and Maitenance,Navy - Undistributed,Undistributed,Adj to Match Continuing Resolution,2013,OCO,Enacted,0.0,0.0
