SourceFiscalYear,Organization,AccountTitle,BudgetActivityTitle,AGtitle,SAG.Title,FiscalYear,Amount2,Amount,Amount3
2012,Army,Operation and Maitenance,Army - Operating Forces,Land Forces,Land Forces Operations Support,2011,1399332.0,0.0,0.0
2012,Army,Operation and Maitenance,Army - Operating Forces,Land Forces,Land Forces Operations Support,2011,1399332.0,0.0,0.0
2012,Army,Operation and Maitenance,Army - Operating Forces,Land Forces,Land Forces Operations Support,2011,1399332.0,0.0,0.0
2012,Army,Operation and Maitenance,Army - Operating Forces,Land Forces,Land Forces Operations Support,2011,1399332.0,0.0,0.0
2012,Army,Operation and Maitenance,Army - Operating Forces,Land Forces,Land Forces Operations Support,2011,1399332.0,0.0,0.0
2012,Army,Operation and Maitenance,Army - Operating Forces,Land Forces,Land Forces Operations Support,2011,1399332.0,0.0,0.0
2012,Army,Operation and Maitenance,Army - Operating Forces,Land Forces,Land Forces Operations Support,2011,1399332.0,0.0,0.0
2012,Army,Operation and Maitenance,Army - Operating Forces,Land Forces,Land Forces Operations Support,2011,1399332.0,0.0,0.0
2012,Army,Operation and Maitenance,Army - Operating Forces,Land Forces,Land Forces Operations Support,2011,1399332.0,0.0,0.0
2012,Army,Operation and Maitenance,Army - Operating Forces,Land Forces,Land Forces Operations Support,2011,1399332.0,0.0,0.0
2012,Army,Operation and Maitenance,Army - Operating Forces,Land Forces,Land Forces Operations Support,2011,1399332.0,0.0,0.0
2012,Army,Operation and Maitenance,Army - Operating Forces,Land Forces,Land Forces Operations Support,2011,1399332.0,0.0,0.0
2012,Army,Operation and Maitenance,Army - Operating Forces,Land Forces,Land Forces Operations Support,2011,1399332.0,0.0,0.0
2012,Army,Operation and Maitenance,Army - Operating Forces,Land Forces,Land Forces Operations Support,2011,1399332.0,0.0,0.0
2012,Army,Operation and Maitenance,Army - Operating Forces,Land Forces,Land Forces Operations Support,2011,1399332.0,0.0,0.0
2012,Army,Operation and Maitenance,Army - Operating Forces,Land Forces,Aviation Assets,2011,897666.0,897666.0,0.0
2012,Army,Operation and Maitenance,Army - Operating Forces,Land Forces,Aviation Assets,2011,897666.0,897666.0,0.0
2012,Army,Operation and Maitenance,Army - Operating Forces,Land Forces,Aviation Assets,2011,897666.0,897666.0,0.0
2012,Army,Operation and Maitenance,Army - Operating Forces,Land Forces,Aviation Assets,2011,897666.0,897666.0,0.0
2012,Army,Operation and Maitenance,Army - Operating Forces,Land Forces,Aviation Assets,2011,897666.0,897666.0,0.0
2012,Army,Operation and Maitenance,Army - Operating Forces,Land Forces,Aviation Assets,2011,897666.0,897666.0,0.0
2012,Army,Operation and Maitenance,Army - Operating Forces,Land Forces,Aviation Assets,2011,897666.0,70378.0,0.0
2012,Army,Operation and Maitenance,Army - Operating Forces,Land Forces,Aviation Assets,2011,897666.0,70378.0,0.0
2012,Army,Operation and Maitenance,Army - Operating Forces,Land Forces,Aviation Assets,2011,897666.0,70378.0,0.0
2012,Army,Operation and Maitenance,Army - Operating Forces,Land Forces,Aviation Assets,2011,897666.0,70378.0,0.0
2012,Army,Operation and Maitenance,Army - Operating Forces,Land Forces,Aviation Assets,2011,897666.0,70378.0,0.0
2012,Army,Operation and Maitenance,Army - Operating Forces,Land Forces,Aviation Assets,2011,897666.0,70378.0,0.0
2012,Army,Operation and Maitenance,Army - Operating Forces,Land Forces,Aviation Assets,2011,897666.0,838895.0,0.0
2012,Army,Operation and Maitenance,Army - Operating Forces,Land Forces,Aviation Assets,2011,897666.0,838895.0,0.0
2012,Army,Operation and Maitenance,Army - Operating Forces,Land Forces,Aviation Assets,2011,897666.0,838895.0,0.0
2012,Army,Operation and Maitenance,Army - Operating Forces,Land Forces,Aviation Assets,2011,897666.0,838895.0,0.0
2012,Army,Operation and Maitenance,Army - Operating Forces,Land Forces,Aviation Assets,2011,897666.0,838895.0,0.0
2012,Army,Operation and Maitenance,Army - Operating Forces,Land Forces,Aviation Assets,2011,897666.0,838895.0,0.0
2012,Army,Operation and Maitenance,Army - Operating Forces,Land Forces,Aviation Assets,2011,897666.0,0.0,0.0
2012,Army,Operation and Maitenance,Army - Operating Forces,Land Forces,Aviation Assets,2011,897666.0,0.0,0.0
2012,Army,Operation and Maitenance,Army - Operating Forces,Land Forces,Aviation Assets,2011,897666.0,0.0,0.0
2012,Army,Operation and Maitenance,Army - Operating Forces,Land Forces,Aviation Assets,2011,897666.0,0.0,0.0
2012,Army,Operation and Maitenance,Army - Operating Forces,Land Forces,Aviation Assets,2011,897666.0,0.0,0.0
2012,Army,Operation and Maitenance,Army - Operating Forces,Land Forces,Aviation Assets,2011,897666.0,0.0,0.0
2012,Army,Operation and Maitenance,Army - Operating Forces,Land Forces,Aviation Assets,2011,897666.0,0.0,0.0
2012,Army,Operation and Maitenance,Army - Operating Forces,Land Forces,Aviation Assets,2011,897666.0,0.0,0.0
2012,Army,Operation and Maitenance,Army - Operating Forces,Land Forces,Aviation Assets,2011,897666.0,0.0,0.0
2012,Army,Operation and Maitenance,Army - Operating Forces,Land Forces,Aviation Assets,2011,897666.0,0.0,0.0
2012,Army,Operation and Maitenance,Army - Operating Forces,Land Forces,Aviation Assets,2011,897666.0,0.0,0.0
2012,Army,Operation and Maitenance,Army - Operating Forces,Land Forces,Aviation Assets,2011,897666.0,0.0,0.0
2012,Army,Operation and Maitenance,Army - Operating Forces,Land Forces,Aviation Assets,2011,897666.0,0.0,0.0
2012,Army,Operation and Maitenance,Army - Operating Forces,Land Forces,Aviation Assets,2011,897666.0,0.0,0.0
2012,Army,Operation and Maitenance,Army - Operating Forces,Land Forces,Aviation Assets,2011,897666.0,0.0,0.0
2012,Army,Operation and Maitenance,Army - Operating Forces,Land Forces,Aviation Assets,2011,897666.0,0.0,0.0
2012,Army,Operation and Maitenance,Army - Operating Forces,Land Forces,Aviation Assets,2011,897666.0,0.0,0.0
2012,Army,Operation and Maitenance,Army - Operating Forces,Land Forces,Aviation Assets,2011,897666.0,0.0,0.0
2012,Army,Operation and Maitenance,Army - Operating Forces,Land Forces,Force Readiness Operations Support,2011,2520995.0,2520995.0,0.0
2012,Army,Operation and Maitenance,Army - Operating Forces,Land Forces,Force Readiness Operations Support,2011,2520995.0,2520995.0,0.0
2012,Army,Operation and Maitenance,Army - Operating Forces,Land Forces,Force Readiness Operations Support,2011,2520995.0,2520995.0,0.0
2012,Army,Operation and Maitenance,Army - Operating Forces,Land Forces,Force Readiness Operations Support,2011,2520995.0,2520995.0,0.0
2012,Army,Operation and Maitenance,Army - Operating Forces,Land Forces,Force Readiness Operations Support,2011,2520995.0,2520995.0,0.0
2012,Army,Operation and Maitenance,Army - Operating Forces,Land Forces,Force Readiness Operations Support,2011,2520995.0,2520995.0,0.0
2012,Army,Operation and Maitenance,Army - Operating Forces,Land Forces,Force Readiness Operations Support,2011,2520995.0,391326.0,0.0
2012,Army,Operation and Maitenance,Army - Operating Forces,Land Forces,Force Readiness Operations Support,2011,2520995.0,391326.0,0.0
2012,Army,Operation and Maitenance,Army - Operating Forces,Land Forces,Force Readiness Operations Support,2011,2520995.0,391326.0,0.0
2012,Army,Operation and Maitenance,Army - Operating Forces,Land Forces,Force Readiness Operations Support,2011,2520995.0,391326.0,0.0
2012,Army,Operation and Maitenance,Army - Operating Forces,Land Forces,Force Readiness Operations Support,2011,2520995.0,391326.0,0.0
2012,Army,Operation and Maitenance,Army - Operating Forces,Land Forces,Force Readiness Operations Support,2011,2520995.0,391326.0,0.0
2012,Army,Operation and Maitenance,Army - Operating Forces,Land Forces,Force Readiness Operations Support,2011,2520995.0,570119.0,0.0
2012,Army,Operation and Maitenance,Army - Operating Forces,Land Forces,Force Readiness Operations Support,2011,2520995.0,570119.0,0.0
2012,Army,Operation and Maitenance,Army - Operating Forces,Land Forces,Force Readiness Operations Support,2011,2520995.0,570119.0,0.0
2012,Army,Operation and Maitenance,Army - Operating Forces,Land Forces,Force Readiness Operations Support,2011,2520995.0,570119.0,0.0
2012,Army,Operation and Maitenance,Army - Operating Forces,Land Forces,Force Readiness Operations Support,2011,2520995.0,570119.0,0.0
2012,Army,Operation and Maitenance,Army - Operating Forces,Land Forces,Force Readiness Operations Support,2011,2520995.0,570119.0,0.0
2012,Army,Operation and Maitenance,Army - Operating Forces,Land Forces,Force Readiness Operations Support,2011,2520995.0,0.0,0.0
2012,Army,Operation and Maitenance,Army - Operating Forces,Land Forces,Force Readiness Operations Support,2011,2520995.0,0.0,0.0
