"","SourceFiscalYear","AccountDSI","AccountTitle","Organization","BudgetActivity","BudgetActivityTitle","LineNumber","ProgramElement","ProgramElementTitle","LineNumber","IncludeInTOA","IncludeInTOA","Classified","FiscalYear","OriginType","ActualTotal","EnactedTotal","EnactedType","PBtotal","PBtype"
"17",2017,"2040A","Research, Development, Test & Eval, Army","ARMY","02","Applied Research","17  ","0602624A","Weapons and Munitions Technology","17  ","Y","Y","U",2015,"Total",62131,NA,NA,NA,NA
"18",2017,"2040A","Research, Development, Test & Eval, Army","ARMY","02","Applied Research","18  ","0602705A","Electronics and Electronic Devices","18  ","Y","Y","U",2015,"Total",72442,NA,NA,NA,NA
"19",2017,"2040A","Research, Development, Test & Eval, Army","ARMY","02","Applied Research","19  ","0602709A","Night Vision Technology","19  ","Y","Y","U",2015,"Total",44694,NA,NA,NA,NA
"20",2017,"2040A","Research, Development, Test & Eval, Army","ARMY","02","Applied Research","20  ","0602712A","Countermine Systems","20  ","Y","Y","U",2015,"Total",28597,NA,NA,NA,NA
"21",2017,"2040A","Research, Development, Test & Eval, Army","ARMY","02","Applied Research","21  ","0602716A","Human Factors Engineering Technology","21  ","Y","Y","U",2015,"Total",23434,NA,NA,NA,NA
"22",2017,"2040A","Research, Development, Test & Eval, Army","ARMY","02","Applied Research","22  ","0602720A","Environmental Quality Technology","22  ","Y","Y","U",2015,"Total",15288,NA,NA,NA,NA
"23",2017,"2040A","Research, Development, Test & Eval, Army","ARMY","02","Applied Research","23  ","0602782A","Command, Control, Communications Technology","23  ","Y","Y","U",2015,"Total",33117,NA,NA,NA,NA
"24",2017,"2040A","Research, Development, Test & Eval, Army","ARMY","02","Applied Research","24  ","0602783A","Computer and Software Technology","24  ","Y","Y","U",2015,"Total",10514,NA,NA,NA,NA
"25",2017,"2040A","Research, Development, Test & Eval, Army","ARMY","02","Applied Research","25  ","0602784A","Military Engineering Technology","25  ","Y","Y","U",2015,"Total",66582,NA,NA,NA,NA
"26",2017,"2040A","Research, Development, Test & Eval, Army","ARMY","02","Applied Research","26  ","0602785A","Manpower/Personnel/Training Technology","26  ","Y","Y","U",2015,"Total",21280,NA,NA,NA,NA
"27",2017,"2040A","Research, Development, Test & Eval, Army","ARMY","02","Applied Research","27  ","0602786A","Warfighter Technology","27  ","Y","Y","U",2015,"Total",31597,NA,NA,NA,NA
"28",2017,"2040A","Research, Development, Test & Eval, Army","ARMY","02","Applied Research","28  ","0602787A","Medical Technology","28  ","Y","Y","U",2015,"Total",74285,NA,NA,NA,NA
"29",2017,"2040A","Research, Development, Test & Eval, Army","ARMY","03","Advanced Technology Development","29  ","0603001A","Warfighter Advanced Technology","29  ","Y","Y","U",2015,"Total",75833,NA,NA,NA,NA
"30",2017,"2040A","Research, Development, Test & Eval, Army","ARMY","03","Advanced Technology Development","30  ","0603002A","Medical Advanced Technology","30  ","Y","Y","U",2015,"Total",104997,NA,NA,NA,NA
"31",2017,"2040A","Research, Development, Test & Eval, Army","ARMY","03","Advanced Technology Development","31  ","0603003A","Aviation Advanced Technology","31  ","Y","Y","U",2015,"Total",99762,NA,NA,NA,NA
"32",2017,"2040A","Research, Development, Test & Eval, Army","ARMY","03","Advanced Technology Development","32  ","0603004A","Weapons and Munitions Advanced Technology","32  ","Y","Y","U",2015,"Total",72176,NA,NA,NA,NA
"33",2017,"2040A","Research, Development, Test & Eval, Army","ARMY","03","Advanced Technology Development","33  ","0603005A","Combat Vehicle and Automotive Advanced Technology","33  ","Y","Y","U",2015,"Total",143606,NA,NA,NA,NA
"34",2017,"2040A","Research, Development, Test & Eval, Army","ARMY","03","Advanced Technology Development","34  ","0603006A","Space Application Advanced Technology","34  ","Y","Y","U",2015,"Total",6664,NA,NA,NA,NA
"35",2017,"2040A","Research, Development, Test & Eval, Army","ARMY","03","Advanced Technology Development","35  ","0603007A","Manpower, Personnel and Training Advanced Technology","35  ","Y","Y","U",2015,"Total",11677,NA,NA,NA,NA
"36",2017,"2040A","Research, Development, Test & Eval, Army","ARMY","03","Advanced Technology Development","36  ","0603008A","Electronic Warfare Advanced Technology","36  ","Y","Y","U",2015,"Total",43416,NA,NA,NA,NA
"37",2017,"2040A","Research, Development, Test & Eval, Army","ARMY","03","Advanced Technology Development","37  ","0603009A","TRACTOR HIKE","37  ","Y","Y","U",2015,"Total",7492,NA,NA,NA,NA
"38",2017,"2040A","Research, Development, Test & Eval, Army","ARMY","03","Advanced Technology Development","38  ","0603015A","Next Generation Training & Simulation Systems","38  ","Y","Y","U",2015,"Total",16103,NA,NA,NA,NA
"39",2017,"2040A","Research, Development, Test & Eval, Army","ARMY","03","Advanced Technology Development","39  ","0603020A","TRACTOR ROSE","39  ","Y","Y","U",2015,"Total",14483,NA,NA,NA,NA
"40",2017,"2040A","Research, Development, Test & Eval, Army","ARMY","03","Advanced Technology Development","40  ","0603125A","Combating Terrorism - Technology Development","40  ","Y","Y","U",2015,"Total",23334,NA,NA,NA,NA
"41",2017,"2040A","Research, Development, Test & Eval, Army","ARMY","03","Advanced Technology Development","41  ","0603130A","TRACTOR NAIL","41  ","Y","Y","U",2015,"Total",3440,NA,NA,NA,NA
"42",2017,"2040A","Research, Development, Test & Eval, Army","ARMY","03","Advanced Technology Development","42  ","0603131A","TRACTOR EGGS","42  ","Y","Y","U",2015,"Total",2406,NA,NA,NA,NA
"43",2017,"2040A","Research, Development, Test & Eval, Army","ARMY","03","Advanced Technology Development","43  ","0603270A","Electronic Warfare Technology","43  ","Y","Y","U",2015,"Total",27238,NA,NA,NA,NA
"44",2017,"2040A","Research, Development, Test & Eval, Army","ARMY","03","Advanced Technology Development","44  ","0603313A","Missile and Rocket Advanced Technology","44  ","Y","Y","U",2015,"Total",78302,NA,NA,NA,NA
"45",2017,"2040A","Research, Development, Test & Eval, Army","ARMY","03","Advanced Technology Development","45  ","0603322A","TRACTOR CAGE","45  ","Y","Y","U",2015,"Total",11105,NA,NA,NA,NA
"46",2017,"2040A","Research, Development, Test & Eval, Army","ARMY","03","Advanced Technology Development","46  ","0603461A","High Performance Computing Modernization Program","46  ","Y","Y","U",2015,"Total",214614,NA,NA,NA,NA
"47",2017,"2040A","Research, Development, Test & Eval, Army","ARMY","03","Advanced Technology Development","47  ","0603606A","Landmine Warfare and Barrier Advanced Technology","47  ","Y","Y","U",2015,"Total",12795,NA,NA,NA,NA
"48",2017,"2040A","Research, Development, Test & Eval, Army","ARMY","03","Advanced Technology Development","48  ","0603607A","Joint Service Small Arms Program","48  ","Y","Y","U",2015,"Total",7055,NA,NA,NA,NA
"49",2017,"2040A","Research, Development, Test & Eval, Army","ARMY","03","Advanced Technology Development","49  ","0603710A","Night Vision Advanced Technology","49  ","Y","Y","U",2015,"Total",46056,NA,NA,NA,NA
"50",2017,"2040A","Research, Development, Test & Eval, Army","ARMY","03","Advanced Technology Development","50  ","0603728A","Environmental Quality Technology Demonstrations","50  ","Y","Y","U",2015,"Total",11311,NA,NA,NA,NA
"51",2017,"2040A","Research, Development, Test & Eval, Army","ARMY","03","Advanced Technology Development","51  ","0603734A","Military Engineering Advanced Technology","51  ","Y","Y","U",2015,"Total",17124,NA,NA,NA,NA
"52",2017,"2040A","Research, Development, Test & Eval, Army","ARMY","03","Advanced Technology Development","52  ","0603772A","Advanced Tactical Computer Science and Sensor Technology","52  ","Y","Y","U",2015,"Total",38098,NA,NA,NA,NA
"53",2017,"2040A","Research, Development, Test & Eval, Army","ARMY","03","Advanced Technology Development","53  ","0603794A","C3 Advanced Technology","53  ","Y","Y","U",2015,"Total",0,NA,NA,NA,NA
"54",2017,"2040A","Research, Development, Test & Eval, Army","ARMY","04","Advanced Component Development & Prototypes","54  ","0603305A","Army Missle Defense Systems Integration","54  ","Y","Y","U",2015,"Total",25672,NA,NA,NA,NA
"55",2017,"2040A","Research, Development, Test & Eval, Army","ARMY","04","Advanced Component Development & Prototypes","55  ","0603308A","Army Space Systems Integration","55  ","Y","Y","U",2015,"Total",13804,NA,NA,NA,NA
"56",2017,"2040A","Research, Development, Test & Eval, Army","ARMY","04","Advanced Component Development & Prototypes","56  ","0603619A","Landmine Warfare and Barrier - Adv Dev","56  ","Y","Y","U",2015,"Total",0,NA,NA,NA,NA
"57",2017,"2040A","Research, Development, Test & Eval, Army","ARMY","04","Advanced Component Development & Prototypes","57  ","0603627A","Smoke, Obscurant and Target Defeating Sys-Adv Dev","57  ","Y","Y","U",2015,"Total",0,NA,NA,NA,NA
"58",2017,"2040A","Research, Development, Test & Eval, Army","ARMY","04","Advanced Component Development & Prototypes","58  ","0603639A","Tank and Medium Caliber Ammunition","58  ","Y","Y","U",2015,"Total",25317,NA,NA,NA,NA
"59",2017,"2040A","Research, Development, Test & Eval, Army","ARMY","04","Advanced Component Development & Prototypes","59  ","0603747A","Soldier Support and Survivability","59  ","Y","Y","U",2015,"Total",8633,NA,NA,NA,NA
"60",2017,"2040A","Research, Development, Test & Eval, Army","ARMY","04","Advanced Component Development & Prototypes","60  ","0603766A","Tactical Electronic Surveillance System - Adv Dev","60  ","Y","Y","U",2015,"Total",9255,NA,NA,NA,NA
"61",2017,"2040A","Research, Development, Test & Eval, Army","ARMY","04","Advanced Component Development & Prototypes","61  ","0603774A","Night Vision Systems Advanced Development","61  ","Y","Y","U",2015,"Total",3521,NA,NA,NA,NA
"62",2017,"2040A","Research, Development, Test & Eval, Army","ARMY","04","Advanced Component Development & Prototypes","62  ","0603779A","Environmental Quality Technology - Dem/Val","62  ","Y","Y","U",2015,"Total",7529,NA,NA,NA,NA
"63",2017,"2040A","Research, Development, Test & Eval, Army","ARMY","04","Advanced Component Development & Prototypes","63  ","0603790A","NATO Research and Development","63  ","Y","Y","U",2015,"Total",2839,NA,NA,NA,NA
"64",2017,"2040A","Research, Development, Test & Eval, Army","ARMY","04","Advanced Component Development & Prototypes","64  ","0603801A","Aviation - Adv Dev","64  ","Y","Y","U",2015,"Total",0,NA,NA,NA,NA
"65",2017,"2040A","Research, Development, Test & Eval, Army","ARMY","04","Advanced Component Development & Prototypes","65  ","0603804A","Logistics and Engineer Equipment - Adv Dev","65  ","Y","Y","U",2015,"Total",13188,NA,NA,NA,NA
"66",2017,"2040A","Research, Development, Test & Eval, Army","ARMY","04","Advanced Component Development & Prototypes","66  ","0603807A","Medical Systems - Adv Dev","66  ","Y","Y","U",2015,"Total",22825,NA,NA,NA,NA
"67",2017,"2040A","Research, Development, Test & Eval, Army","ARMY","04","Advanced Component Development & Prototypes","67  ","0603827A","Soldier Systems - Advanced Development","67  ","Y","Y","U",2015,"Total",9194,NA,NA,NA,NA
"68",2017,"2040A","Research, Development, Test & Eval, Army","ARMY","04","Advanced Component Development & Prototypes","68  ","0604100A","Analysis Of Alternatives","68  ","Y","Y","U",2015,"Total",9685,NA,NA,NA,NA
"69",2017,"2040A","Research, Development, Test & Eval, Army","ARMY","04","Advanced Component Development & Prototypes","69  ","0604114A","Lower Tier Air Missile Defense (LTAMD) Sensor","69  ","Y","Y","U",2015,"Total",0,NA,NA,NA,NA
"70",2017,"2040A","Research, Development, Test & Eval, Army","ARMY","04","Advanced Component Development & Prototypes","70  ","0604115A","Technology Maturation Initiatives","70  ","Y","Y","U",2015,"Total",43083,NA,NA,NA,NA
"71",2017,"2040A","Research, Development, Test & Eval, Army","ARMY","04","Advanced Component Development & Prototypes","71  ","0604120A","Assured Positioning, Navigation and Timing (PNT)","71  ","Y","Y","U",2015,"Total",11447,NA,NA,NA,NA
"72",2017,"2040A","Research, Development, Test & Eval, Army","ARMY","04","Advanced Component Development & Prototypes","72  ","0604319A","Indirect Fire Protection Capability Increment 2-Intercept (IFPC2)","72  ","Y","Y","U",2015,"Total",92475,NA,NA,NA,NA
"73",2017,"2040A","Research, Development, Test & Eval, Army","ARMY","04","Advanced Component Development & Prototypes","73  ","0305251A","Cyberspace Operations Forces and Force Support","73  ","Y","Y","U",2015,"Total",0,NA,NA,NA,NA
"74",2017,"2040A","Research, Development, Test & Eval, Army","ARMY","05","System Development & Demonstration","74  ","0604201A","Aircraft Avionics","74  ","Y","Y","U",2015,"Total",39583,NA,NA,NA,NA
"75",2017,"2040A","Research, Development, Test & Eval, Army","ARMY","05","System Development & Demonstration","75  ","0604270A","Electronic Warfare Development","75  ","Y","Y","U",2015,"Total",5792,NA,NA,NA,NA
"76",2017,"2040A","Research, Development, Test & Eval, Army","ARMY","05","System Development & Demonstration","76  ","0604280A","Joint Tactical Radio","76  ","Y","Y","U",2015,"Total",9454,NA,NA,NA,NA
"77",2017,"2040A","Research, Development, Test & Eval, Army","ARMY","05","System Development & Demonstration","77  ","0604290A","Mid-tier Networking Vehicular Radio (MNVR)","77  ","Y","Y","U",2015,"Total",9355,NA,NA,NA,NA
"78",2017,"2040A","Research, Development, Test & Eval, Army","ARMY","05","System Development & Demonstration","78  ","0604321A","All Source Analysis System","78  ","Y","Y","U",2015,"Total",5532,NA,NA,NA,NA
"79",2017,"2040A","Research, Development, Test & Eval, Army","ARMY","05","System Development & Demonstration","79  ","0604328A","TRACTOR CAGE","79  ","Y","Y","U",2015,"Total",19929,NA,NA,NA,NA
"80",2017,"2040A","Research, Development, Test & Eval, Army","ARMY","05","System Development & Demonstration","80  ","0604601A","Infantry Support Weapons","80  ","Y","Y","U",2015,"Total",36826,NA,NA,NA,NA
"81",2017,"2040A","Research, Development, Test & Eval, Army","ARMY","05","System Development & Demonstration","81  ","0604604A","Medium Tactical Vehicles","81  ","Y","Y","U",2015,"Total",202,NA,NA,NA,NA
"82",2017,"2040A","Research, Development, Test & Eval, Army","ARMY","05","System Development & Demonstration","82  ","0604611A","JAVELIN","82  ","Y","Y","U",2015,"Total",4006,NA,NA,NA,NA
"83",2017,"2040A","Research, Development, Test & Eval, Army","ARMY","05","System Development & Demonstration","83  ","0604622A","Family of Heavy Tactical Vehicles","83  ","Y","Y","U",2015,"Total",12768,NA,NA,NA,NA
"84",2017,"2040A","Research, Development, Test & Eval, Army","ARMY","05","System Development & Demonstration","84  ","0604633A","Air Traffic Control","84  ","Y","Y","U",2015,"Total",17066,NA,NA,NA,NA
"85",2017,"2040A","Research, Development, Test & Eval, Army","ARMY","05","System Development & Demonstration","85  ","0604641A","Tactical Unmanned Ground Vehicle (TUGV)","85  ","Y","Y","U",2015,"Total",2663,NA,NA,NA,NA
"86",2017,"2040A","Research, Development, Test & Eval, Army","ARMY","05","System Development & Demonstration","86  ","0604642A","Light Tactical Wheeled Vehicles","86  ","Y","Y","U",2015,"Total",0,NA,NA,NA,NA
"87",2017,"2040A","Research, Development, Test & Eval, Army","ARMY","05","System Development & Demonstration","87  ","0604645A","Armored Systems Modernization (ASM) - Eng Dev","87  ","Y","Y","U",2015,"Total",0,NA,NA,NA,NA
"88",2017,"2040A","Research, Development, Test & Eval, Army","ARMY","05","System Development & Demonstration","88  ","0604710A","Night Vision Systems - Eng Dev","88  ","Y","Y","U",2015,"Total",58997,NA,NA,NA,NA
"89",2017,"2040A","Research, Development, Test & Eval, Army","ARMY","05","System Development & Demonstration","89  ","0604713A","Combat Feeding, Clothing, and Equipment","89  ","Y","Y","U",2015,"Total",2983,NA,NA,NA,NA
"90",2017,"2040A","Research, Development, Test & Eval, Army","ARMY","05","System Development & Demonstration","90  ","0604715A","Non-System Training Devices - Eng Dev","90  ","Y","Y","U",2015,"Total",8775,NA,NA,NA,NA
"91",2017,"2040A","Research, Development, Test & Eval, Army","ARMY","05","System Development & Demonstration","91  ","0604741A","Air Defense Command, Control and Intelligence - Eng Dev","91  ","Y","Y","U",2015,"Total",15294,NA,NA,NA,NA
"92",2017,"2040A","Research, Development, Test & Eval, Army","ARMY","05","System Development & Demonstration","92  ","0604742A","Constructive Simulation Systems Development","92  ","Y","Y","U",2015,"Total",4394,NA,NA,NA,NA
"93",2017,"2040A","Research, Development, Test & Eval, Army","ARMY","05","System Development & Demonstration","93  ","0604746A","Automatic Test Equipment Development","93  ","Y","Y","U",2015,"Total",10685,NA,NA,NA,NA
"94",2017,"2040A","Research, Development, Test & Eval, Army","ARMY","05","System Development & Demonstration","94  ","0604760A","Distributive Interactive Simulations (DIS) - Eng Dev","94  ","Y","Y","U",2015,"Total",9699,NA,NA,NA,NA
"95",2017,"2040A","Research, Development, Test & Eval, Army","ARMY","05","System Development & Demonstration","95  ","0604780A","Combined Arms Tactical Trainer (CATT) Core","95  ","Y","Y","U",2015,"Total",33422,NA,NA,NA,NA
"96",2017,"2040A","Research, Development, Test & Eval, Army","ARMY","05","System Development & Demonstration","96  ","0604798A","Brigade Analysis, Integration and Evaluation","96  ","Y","Y","U",2015,"Total",82957,NA,NA,NA,NA
"97",2017,"2040A","Research, Development, Test & Eval, Army","ARMY","05","System Development & Demonstration","97  ","0604802A","Weapons and Munitions - Eng Dev","97  ","Y","Y","U",2015,"Total",17312,NA,NA,NA,NA
"98",2017,"2040A","Research, Development, Test & Eval, Army","ARMY","05","System Development & Demonstration","98  ","0604804A","Logistics and Engineer Equipment - Eng Dev","98  ","Y","Y","U",2015,"Total",23652,NA,NA,NA,NA
"99",2017,"2040A","Research, Development, Test & Eval, Army","ARMY","05","System Development & Demonstration","99  ","0604805A","Command, Control, Communications Systems - Eng Dev","99  ","Y","Y","U",2015,"Total",5116,NA,NA,NA,NA
"100",2017,"2040A","Research, Development, Test & Eval, Army","ARMY","05","System Development & Demonstration","100 ","0604807A","Medical Materiel/Medical Biological Defense Equipment - Eng Dev","100 ","Y","Y","U",2015,"Total",29441,NA,NA,NA,NA
"101",2017,"2040A","Research, Development, Test & Eval, Army","ARMY","05","System Development & Demonstration","101 ","0604808A","Landmine Warfare/Barrier - Eng Dev","101 ","Y","Y","U",2015,"Total",53579,NA,NA,NA,NA
"102",2017,"2040A","Research, Development, Test & Eval, Army","ARMY","05","System Development & Demonstration","102 ","0604818A","Army Tactical Command & Control Hardware & Software","102 ","Y","Y","U",2015,"Total",29690,NA,NA,NA,NA
"103",2017,"2040A","Research, Development, Test & Eval, Army","ARMY","05","System Development & Demonstration","103 ","0604820A","Radar Development","103 ","Y","Y","U",2015,"Total",5022,NA,NA,NA,NA
"104",2017,"2040A","Research, Development, Test & Eval, Army","ARMY","05","System Development & Demonstration","104 ","0604822A","General Fund Enterprise Business System (GFEBS)","104 ","Y","Y","U",2015,"Total",5500,NA,NA,NA,NA
"105",2017,"2040A","Research, Development, Test & Eval, Army","ARMY","05","System Development & Demonstration","105 ","0604823A","Firefinder","105 ","Y","Y","U",2015,"Total",22587,NA,NA,NA,NA
"106",2017,"2040A","Research, Development, Test & Eval, Army","ARMY","05","System Development & Demonstration","106 ","0604827A","Soldier Systems - Warrior Dem/Val","106 ","Y","Y","U",2015,"Total",5942,NA,NA,NA,NA
"107",2017,"2040A","Research, Development, Test & Eval, Army","ARMY","05","System Development & Demonstration","107 ","0604854A","Artillery Systems - EMD","107 ","Y","Y","U",2015,"Total",1838,NA,NA,NA,NA
"108",2017,"2040A","Research, Development, Test & Eval, Army","ARMY","05","System Development & Demonstration","108 ","0605013A","Information Technology Development","108 ","Y","Y","U",2015,"Total",64982,NA,NA,NA,NA
"109",2017,"2040A","Research, Development, Test & Eval, Army","ARMY","05","System Development & Demonstration","109 ","0605018A","Integrated Personnel and Pay System-Army (IPPS-A)","109 ","Y","Y","U",2015,"Total",62831,NA,NA,NA,NA
"110",2017,"2040A","Research, Development, Test & Eval, Army","ARMY","05","System Development & Demonstration","110 ","0605028A","Armored Multi-Purpose Vehicle (AMPV)","110 ","Y","Y","U",2015,"Total",88797,NA,NA,NA,NA
"111",2017,"2040A","Research, Development, Test & Eval, Army","ARMY","05","System Development & Demonstration","111 ","0605029A","Integrated Ground Security Surveillance Response Capability (IGSSR-C)","111 ","Y","Y","U",2015,"Total",0,NA,NA,NA,NA
"112",2017,"2040A","Research, Development, Test & Eval, Army","ARMY","05","System Development & Demonstration","112 ","0605030A","Joint Tactical Network Center (JTNC)","112 ","Y","Y","U",2015,"Total",8615,NA,NA,NA,NA
"113",2017,"2040A","Research, Development, Test & Eval, Army","ARMY","05","System Development & Demonstration","113 ","0605031A","Joint Tactical Network (JTN)","113 ","Y","Y","U",2015,"Total",17305,NA,NA,NA,NA
"114",2017,"2040A","Research, Development, Test & Eval, Army","ARMY","05","System Development & Demonstration","114 ","0605032A","TRACTOR TIRE","114 ","Y","Y","U",2015,"Total",0,NA,NA,NA,NA
"115",2017,"2040A","Research, Development, Test & Eval, Army","ARMY","05","System Development & Demonstration","115 ","0605033A","Ground-Based Operational Surveillance System - Expeditionary (GBOSS-E)","115 ","Y","Y","U",2015,"Total",0,NA,NA,NA,NA
"116",2017,"2040A","Research, Development, Test & Eval, Army","ARMY","05","System Development & Demonstration","116 ","0605034A","Tactical Security System (TSS)","116 ","Y","Y","U",2015,"Total",0,NA,NA,NA,NA
"117",2017,"2040A","Research, Development, Test & Eval, Army","ARMY","05","System Development & Demonstration","117 ","0605035A","Common Infrared Countermeasures (CIRCM)","117 ","Y","Y","U",2015,"Total",169196,NA,NA,NA,NA
"118",2017,"2040A","Research, Development, Test & Eval, Army","ARMY","05","System Development & Demonstration","118 ","0605036A","Combating Weapons of Mass Destruction (CWMD)","118 ","Y","Y","U",2015,"Total",0,NA,NA,NA,NA
"119",2017,"2040A","Research, Development, Test & Eval, Army","ARMY","05","System Development & Demonstration","119 ","0605041A","Defensive CYBER Tool Development","119 ","Y","Y","U",2015,"Total",0,NA,NA,NA,NA
"120",2017,"2040A","Research, Development, Test & Eval, Army","ARMY","05","System Development & Demonstration","120 ","0605042A","Tactical Network Radio Systems (Low-Tier)","120 ","Y","Y","U",2015,"Total",0,NA,NA,NA,NA
"121",2017,"2040A","Research, Development, Test & Eval, Army","ARMY","05","System Development & Demonstration","121 ","0605047A","Contract Writing System","121 ","Y","Y","U",2015,"Total",0,NA,NA,NA,NA
"122",2017,"2040A","Research, Development, Test & Eval, Army","ARMY","05","System Development & Demonstration","122 ","0605051A","Aircraft Survivability Development","122 ","Y","Y","U",2015,"Total",0,NA,NA,NA,NA
"123",2017,"2040A","Research, Development, Test & Eval, Army","ARMY","05","System Development & Demonstration","123 ","0605052A","Indirect Fire Protection Capability Inc 2 - Block 1","123 ","Y","Y","U",2015,"Total",0,NA,NA,NA,NA
"124",2017,"2040A","Research, Development, Test & Eval, Army","ARMY","05","System Development & Demonstration","124 ","0605350A","WIN-T Increment 3 - Full Networking","124 ","Y","Y","U",2015,"Total",108851,NA,NA,NA,NA
"125",2017,"2040A","Research, Development, Test & Eval, Army","ARMY","05","System Development & Demonstration","125 ","0605380A","AMF Joint Tactical Radio System (JTRS)","125 ","Y","Y","U",2015,"Total",6616,NA,NA,NA,NA
"126",2017,"2040A","Research, Development, Test & Eval, Army","ARMY","05","System Development & Demonstration","126 ","0605450A","Joint Air-to-Ground Missile (JAGM)","126 ","Y","Y","U",2015,"Total",80585,NA,NA,NA,NA
"127",2017,"2040A","Research, Development, Test & Eval, Army","ARMY","05","System Development & Demonstration","127 ","0605456A","PAC-3/MSE Missile","127 ","Y","Y","U",2015,"Total",33709,NA,NA,NA,NA
"128",2017,"2040A","Research, Development, Test & Eval, Army","ARMY","05","System Development & Demonstration","128 ","0605457A","Army Integrated Air and Missile Defense (AIAMD)","128 ","Y","Y","U",2015,"Total",147250,NA,NA,NA,NA
"129",2017,"2040A","Research, Development, Test & Eval, Army","ARMY","05","System Development & Demonstration","129 ","0605625A","Manned Ground Vehicle","129 ","Y","Y","U",2015,"Total",47265,NA,NA,NA,NA
"130",2017,"2040A","Research, Development, Test & Eval, Army","ARMY","05","System Development & Demonstration","130 ","0605626A","Aerial Common Sensor","130 ","Y","Y","U",2015,"Total",20328,NA,NA,NA,NA
"131",2017,"2040A","Research, Development, Test & Eval, Army","ARMY","05","System Development & Demonstration","131 ","0605766A","National Capabilities Integration (MIP)","131 ","Y","Y","U",2015,"Total",18254,NA,NA,NA,NA
"132",2017,"2040A","Research, Development, Test & Eval, Army","ARMY","05","System Development & Demonstration","132 ","0605812A","Joint Light Tactical Vehicle (JLTV) Engineering and Manufacturing Development Ph","132 ","Y","Y","U",2015,"Total",43302,NA,NA,NA,NA
"133",2017,"2040A","Research, Development, Test & Eval, Army","ARMY","05","System Development & Demonstration","133 ","0605830A","Aviation Ground Support Equipment","133 ","Y","Y","U",2015,"Total",9655,NA,NA,NA,NA
