"","SourceFiscalYear","AccountDSI","AccountTitle","Organization","BudgetActivity","BudgetActivityTitle","BSA","BSAtitle","LineNumber","LineItem","LineItemTitle","CostType","CostTypeTitle","LineNumber","AddOrNonAdd","Classified","FiscalYear","OriginType","PBtotal","PBtype","QuantPBtotal","QuantPBtype"
"1261",2013,"2035A","Other Procurement, Army","ARMY","02","Communications and Electronics Equipment","80","Elect Equip - Tact Int Rel Act (TIARA)","67 ","9607KA2550","Digital Topographic Spt Sys (DTSS)","A","Weapon System Cost","67 ","Add","U",2012,"Base",NA,0,NA,0
"1262",2013,"2035A","Other Procurement, Army","ARMY","02","Communications and Electronics Equipment","80","Elect Equip - Tact Int Rel Act (TIARA)","68 ","9654BU4050","Drug Interdiction Program (Dip) (TIARA)","A","Weapon System Cost","68 ","Add","U",2012,"Base",NA,0,NA,0
"1263",2013,"2035A","Other Procurement, Army","ARMY","02","Communications and Electronics Equipment","80","Elect Equip - Tact Int Rel Act (TIARA)","69 ","9690BZ7316","DCGS-A (MIP)","A","Weapon System Cost","69 ","Add","U",2012,"Base",NA,124548,NA,0
"1264",2013,"2035A","Other Procurement, Army","ARMY","02","Communications and Electronics Equipment","80","Elect Equip - Tact Int Rel Act (TIARA)","70 ","9692BZ8401","Joint Tactical Ground Station (JTAGS)","A","Weapon System Cost","70 ","Add","U",2012,"Base",NA,1199,NA,5
"1265",2013,"2035A","Other Procurement, Army","ARMY","02","Communications and Electronics Equipment","80","Elect Equip - Tact Int Rel Act (TIARA)","71 ","9704BA0326","TROJAN (MIP)","A","Weapon System Cost","71 ","Add","U",2012,"Base",NA,32707,NA,0
"1266",2013,"2035A","Other Procurement, Army","ARMY","02","Communications and Electronics Equipment","80","Elect Equip - Tact Int Rel Act (TIARA)","72 ","9912BZ9750","Mod of In-Svc Equip (Intel Spt) (MIP)","A","Weapon System Cost","72 ","Add","U",2012,"Base",NA,9163,NA,0
"1267",2013,"2035A","Other Procurement, Army","ARMY","02","Communications and Electronics Equipment","80","Elect Equip - Tact Int Rel Act (TIARA)","73 ","9925BK5275","CI Humint Auto Reprinting and Collection","A","Weapon System Cost","73 ","Add","U",2012,"Base",NA,3493,NA,0
"1268",2013,"2035A","Other Procurement, Army","ARMY","02","Communications and Electronics Equipment","80","Elect Equip - Tact Int Rel Act (TIARA)","74 ","9990BK5278","Items Less Than $5 Million (MIP)","A","Weapon System Cost","74 ","Add","U",2012,"Base",NA,802,NA,1
"1269",2013,"2035A","Other Procurement, Army","ARMY","02","Communications and Electronics Equipment","83","Elect Equip - Electronic Warfare (EW)","75 ","8387B05201","Lightweight Counter Mortar Radar","A","Weapon System Cost","75 ","Add","U",2012,"Base",NA,33810,NA,4
"1270",2013,"2035A","Other Procurement, Army","ARMY","02","Communications and Electronics Equipment","83","Elect Equip - Electronic Warfare (EW)","76 ","8490VA8000","Crew","A","Weapon System Cost","76 ","Add","U",2012,"Base",NA,0,NA,0
"1271",2013,"2035A","Other Procurement, Army","ARMY","02","Communications and Electronics Equipment","83","Elect Equip - Electronic Warfare (EW)","77 ","9926BL5287","Fmly of Persistent Surveillance Capabilities","A","Weapon System Cost","77 ","Add","U",2012,"Base",NA,0,NA,0
"1272",2013,"2035A","Other Procurement, Army","ARMY","02","Communications and Electronics Equipment","83","Elect Equip - Electronic Warfare (EW)","78 ","9996BL5283","Counterintelligence/Security Countermeasures","A","Weapon System Cost","78 ","Add","U",2012,"Base",NA,1252,NA,0
"1273",2013,"2035A","Other Procurement, Army","ARMY","02","Communications and Electronics Equipment","83","Elect Equip - Electronic Warfare (EW)","79 ","9997BL5285","CI Modernization","A","Weapon System Cost","79 ","Add","U",2012,"Base",NA,1332,NA,0
"1274",2013,"2035A","Other Procurement, Army","ARMY","02","Communications and Electronics Equipment","86","Elect Equip - Tactical Surv. (Tac Surv)","80 ","0121WK5053","Faad Gbs","A","Weapon System Cost","80 ","Add","U",2012,"Base",NA,3958,NA,0
"1275",2013,"2035A","Other Procurement, Army","ARMY","02","Communications and Electronics Equipment","86","Elect Equip - Tactical Surv. (Tac Surv)","81 ","0125WK5057","Sentinel Mods","A","Weapon System Cost","81 ","Add","U",2012,"Base",NA,41657,NA,28
"1276",2013,"2035A","Other Procurement, Army","ARMY","02","Communications and Electronics Equipment","86","Elect Equip - Tactical Surv. (Tac Surv)","82 ","0127KA2300","Sense Through the Wall (STTW)","A","Weapon System Cost","82 ","Add","U",2012,"Base",NA,47498,NA,5932
"1277",2013,"2035A","Other Procurement, Army","ARMY","02","Communications and Electronics Equipment","86","Elect Equip - Tactical Surv. (Tac Surv)","83 ","0140KA3500","Night Vision Devices","A","Weapon System Cost","83 ","Add","U",2012,"Base",NA,156204,NA,8759
"1278",2013,"2035A","Other Procurement, Army","ARMY","02","Communications and Electronics Equipment","86","Elect Equip - Tactical Surv. (Tac Surv)","84 ","0142K38300","Long Range Advanced Scout Surveillance System","A","Weapon System Cost","84 ","Add","U",2012,"Base",NA,102334,NA,118
"1279",2013,"2035A","Other Procurement, Army","ARMY","02","Communications and Electronics Equipment","86","Elect Equip - Tactical Surv. (Tac Surv)","85 ","0152K22900","Night Vision, Thermal Wpn Sight","A","Weapon System Cost","85 ","Add","U",2012,"Base",NA,186859,NA,0
"1280",2013,"2035A","Other Procurement, Army","ARMY","02","Communications and Electronics Equipment","86","Elect Equip - Tactical Surv. (Tac Surv)","86 ","0155K35110","Small Tactical Optical Rifle Mounted MLRF","A","Weapon System Cost","86 ","Add","U",2012,"Base",NA,10227,NA,0
"1281",2013,"2035A","Other Procurement, Army","ARMY","02","Communications and Electronics Equipment","86","Elect Equip - Tactical Surv. (Tac Surv)","87 ","0165BZ0526","Counter-Rocket, Artillery & Mortar (C-RAM)","A","Weapon System Cost","87 ","Add","U",2012,"Base",NA,15774,NA,0
"1282",2013,"2035A","Other Procurement, Army","ARMY","02","Communications and Electronics Equipment","86","Elect Equip - Tactical Surv. (Tac Surv)","88 ","0169BZ6501","Base Expeditiary Targeting and Surv Sys","A","Weapon System Cost","88 ","Add","U",2012,"Base",NA,0,NA,0
"1283",2013,"2035A","Other Procurement, Army","ARMY","02","Communications and Electronics Equipment","86","Elect Equip - Tactical Surv. (Tac Surv)","89 ","0170AD5311","Green Laser Interdiction System (GLIS)","A","Weapon System Cost","89 ","Add","U",2012,"Base",NA,25356,NA,0
"1284",2013,"2035A","Other Procurement, Army","ARMY","02","Communications and Electronics Equipment","86","Elect Equip - Tactical Surv. (Tac Surv)","90 ","0173BZ0501","Indirect Fire Protection Family of Systems","A","Weapon System Cost","90 ","Add","U",2012,"Base",NA,0,NA,0
"1285",2013,"2035A","Other Procurement, Army","ARMY","02","Communications and Electronics Equipment","86","Elect Equip - Tactical Surv. (Tac Surv)","91 ","0200K27900","Profiler","A","Weapon System Cost","91 ","Add","U",2012,"Base",NA,3312,NA,13
"1286",2013,"2035A","Other Procurement, Army","ARMY","02","Communications and Electronics Equipment","86","Elect Equip - Tactical Surv. (Tac Surv)","92 ","0224BZ7325","Mod of In-Svc Equip (Firefinder Radars)","A","Weapon System Cost","92 ","Add","U",2012,"Base",NA,3005,NA,0
"1287",2013,"2035A","Other Procurement, Army","ARMY","02","Communications and Electronics Equipment","86","Elect Equip - Tactical Surv. (Tac Surv)","93 ","0240W61900","Force XXI Battle Cmd Brigade & Below (FBCB2)","A","Weapon System Cost","93 ","Add","U",2012,"Base",NA,0,NA,0
"1288",2013,"2035A","Other Procurement, Army","ARMY","02","Communications and Electronics Equipment","86","Elect Equip - Tactical Surv. (Tac Surv)","94 ","0245W61990","Joint Battle Command - Platform (JBC-P)","A","Weapon System Cost","94 ","Add","U",2012,"Base",NA,69514,NA,3427
"1289",2013,"2035A","Other Procurement, Army","ARMY","02","Communications and Electronics Equipment","86","Elect Equip - Tactical Surv. (Tac Surv)","95 ","0250K31100","Lightweight Laser Designator/Rangefinder","A","Weapon System Cost","95 ","Add","U",2012,"Base",NA,58042,NA,325
"1290",2013,"2035A","Other Procurement, Army","ARMY","02","Communications and Electronics Equipment","86","Elect Equip - Tactical Surv. (Tac Surv)","96 ","0255KA3100","Mod of In-Svc Equip (LLDR)","A","Weapon System Cost","96 ","Add","U",2012,"Base",NA,0,NA,0
"1291",2013,"2035A","Other Procurement, Army","ARMY","02","Communications and Electronics Equipment","86","Elect Equip - Tactical Surv. (Tac Surv)","97 ","5726K99200","Computer Ballistics:  LHMBC XM32","A","Weapon System Cost","97 ","Add","U",2012,"Base",NA,0,NA,0
"1292",2013,"2035A","Other Procurement, Army","ARMY","02","Communications and Electronics Equipment","86","Elect Equip - Tactical Surv. (Tac Surv)","98 ","7500K99300","Mortar Fire Control System","A","Weapon System Cost","98 ","Add","U",2012,"Base",NA,17022,NA,0
"1293",2013,"2035A","Other Procurement, Army","ARMY","02","Communications and Electronics Equipment","86","Elect Equip - Tactical Surv. (Tac Surv)","99 ","8386BA5500","Counterfire Radars","A","Weapon System Cost","99 ","Add","U",2012,"Base",NA,227629,NA,14
"1294",2013,"2035A","Other Procurement, Army","ARMY","02","Communications and Electronics Equipment","86","Elect Equip - Tactical Surv. (Tac Surv)","100","8700BZ5050","Enhanced Sensor & Monitoring System","A","Weapon System Cost","100","Add","U",2012,"Base",NA,2226,NA,0
"1295",2013,"2035A","Other Procurement, Army","ARMY","02","Communications and Electronics Equipment","89","Elect Equip - Tactical C2 Systems","101","9040BZ9865","Tactical Operations Centers","A","Weapon System Cost","101","Add","U",2012,"Base",NA,54907,NA,246
"1296",2013,"2035A","Other Procurement, Army","ARMY","02","Communications and Electronics Equipment","89","Elect Equip - Tactical C2 Systems","102","9060B28501","Fire Support C2 Family","A","Weapon System Cost","102","Add","U",2012,"Base",NA,54223,NA,911
"1297",2013,"2035A","Other Procurement, Army","ARMY","02","Communications and Electronics Equipment","89","Elect Equip - Tactical C2 Systems","103","9142W34600","Battle Command Sustainment Support System","A","Weapon System Cost","103","Add","U",2012,"Base",NA,12454,NA,612
"1298",2013,"2035A","Other Procurement, Army","ARMY","02","Communications and Electronics Equipment","89","Elect Equip - Tactical C2 Systems","104","9262AD5050","Faad C2","A","Weapon System Cost","104","Add","U",2012,"Base",NA,5030,NA,0
"1299",2013,"2035A","Other Procurement, Army","ARMY","02","Communications and Electronics Equipment","89","Elect Equip - Tactical C2 Systems","105","9266AD5070","AIR & MSL Defense Planning & Control Sys","A","Weapon System Cost","105","Add","U",2012,"Base",NA,62710,NA,11
"1300",2013,"2035A","Other Procurement, Army","ARMY","02","Communications and Electronics Equipment","89","Elect Equip - Tactical C2 Systems","106","9329B78504","Knight Family","A","Weapon System Cost","106","Add","U",2012,"Base",NA,46488,NA,0
"1301",2013,"2035A","Other Procurement, Army","ARMY","02","Communications and Electronics Equipment","89","Elect Equip - Tactical C2 Systems","107","9442BD3955","Life Cycle Software Support (LCSS)","A","Weapon System Cost","107","Add","U",2012,"Base",NA,1807,NA,0
"1302",2013,"2035A","Other Procurement, Army","ARMY","02","Communications and Electronics Equipment","89","Elect Equip - Tactical C2 Systems","108","9502BZ8889","Automatic Identification Technology","A","Weapon System Cost","108","Add","U",2012,"Base",NA,27324,NA,0
"1303",2013,"2035A","Other Procurement, Army","ARMY","02","Communications and Electronics Equipment","89","Elect Equip - Tactical C2 Systems","109","9510BZ8900","TC AIMS II","A","Weapon System Cost","109","Add","U",2012,"Base",NA,0,NA,0
"1304",2013,"2035A","Other Procurement, Army","ARMY","02","Communications and Electronics Equipment","89","Elect Equip - Tactical C2 Systems","110","9678B93900","Tactical Internet Manager","A","Weapon System Cost","110","Add","U",2012,"Base",NA,0,NA,0
"1305",2013,"2035A","Other Procurement, Army","ARMY","02","Communications and Electronics Equipment","89","Elect Equip - Tactical C2 Systems","111","9705BA9301","Network Management Initialization and Service","A","Weapon System Cost","111","Add","U",2012,"Base",NA,0,NA,0
"1306",2013,"2035A","Other Procurement, Army","ARMY","02","Communications and Electronics Equipment","89","Elect Equip - Tactical C2 Systems","112","9742BA9320","Maneuver Control System (MCS)","A","Weapon System Cost","112","Add","U",2012,"Base",NA,34031,NA,498
"1307",2013,"2035A","Other Procurement, Army","ARMY","02","Communications and Electronics Equipment","89","Elect Equip - Tactical C2 Systems","113","9920W10801","Single Army Logistics Enterprise (SALE)","A","Weapon System Cost","113","Add","U",2012,"Base",NA,124026,NA,5422
"1308",2013,"2035A","Other Procurement, Army","ARMY","02","Communications and Electronics Equipment","89","Elect Equip - Tactical C2 Systems","114","9966BZ9966","Reconnaissance and Surveying Instrument Set","A","Weapon System Cost","114","Add","U",2012,"Base",NA,19113,NA,0
"1309",2013,"2035A","Other Procurement, Army","ARMY","02","Communications and Electronics Equipment","92","Elect Equip - Automation","115","3001BE4169","Army Training Modernization","A","Weapon System Cost","115","Add","U",2012,"Base",NA,11192,NA,0
"1310",2013,"2035A","Other Procurement, Army","ARMY","02","Communications and Electronics Equipment","92","Elect Equip - Automation","116","3002BD3000","Automated Data Processing Equip","A","Weapon System Cost","116","Add","U",2012,"Base",NA,174772,NA,0
"1311",2013,"2035A","Other Procurement, Army","ARMY","02","Communications and Electronics Equipment","92","Elect Equip - Automation","117","3004B55500","General Fund Enterprise Business Sys Fam","A","Weapon System Cost","117","Add","U",2012,"Base",NA,25459,NA,0
"1312",2013,"2035A","Other Procurement, Army","ARMY","02","Communications and Electronics Equipment","92","Elect Equip - Automation","118","3051BD3501","CSS Communications","A","Weapon System Cost","118","Add","U",2012,"Base",NA,39310,NA,452
"1313",2013,"2035A","Other Procurement, Army","ARMY","02","Communications and Electronics Equipment","92","Elect Equip - Automation","119","9956BE4167","Reserve Component Automation Sys (RCAS)","A","Weapon System Cost","119","Add","U",2012,"Base",NA,41248,NA,0
"1314",2013,"2035A","Other Procurement, Army","ARMY","02","Communications and Electronics Equipment","95","Elect Equip - Audio Visual Sys (A/V)","120","9988BK5289","Items Less Than $5 Million (A/V)","A","Weapon System Cost","120","Add","U",2012,"Base",NA,10437,NA,0
"1315",2013,"2035A","Other Procurement, Army","ARMY","02","Communications and Electronics Equipment","95","Elect Equip - Audio Visual Sys (A/V)","121","9998BL5300","Items Less Than $5 Million","A","Weapon System Cost","121","Add","U",2012,"Base",NA,4395,NA,65
"1316",2013,"2035A","Other Procurement, Army","ARMY","02","Communications and Electronics Equipment","98","Elect Equip - Support","122","2716BF5400","Production Base Support (C-E)","A","Weapon System Cost","122","Add","U",2012,"Base",NA,571,NA,0
"1317",2013,"2035A","Other Procurement, Army","ARMY","02","Communications and Electronics Equipment","98","Elect Equip - Support","123","8496B00002","BCT Network","A","Weapon System Cost","123","Add","U",2012,"Base",NA,0,NA,0
"1318",2013,"2035A","Other Procurement, Army","ARMY","02","Communications and Electronics Equipment","98","Elect Equip - Support","124","8500BU4555","Defense Rapid Innovation Program","A","Weapon System Cost","124","Add","U",2012,"Base",NA,0,NA,0
"1319",2013,"2035A","Other Procurement, Army",NA,"02","Communications and Electronics Equipment","99","Classified Programs",NA,"9999999999","Classified Programs",NA,NA,NA,"Add","U",2012,"Base",NA,4273,NA,0
"1320",2013,"2035A","Other Procurement, Army","ARMY","03","Other Support Equipment","10","Chemical Defensive Equipment","125","2205W01103","Protective Systems","A","Weapon System Cost","125","Add","U",2012,"Base",NA,0,NA,0
"1321",2013,"2035A","Other Procurement, Army","ARMY","03","Other Support Equipment","10","Chemical Defensive Equipment","126","2224M11205","Family of Non-Lethal Equipment  (FNLE)","A","Weapon System Cost","126","Add","U",2012,"Base",NA,5213,NA,1675
"1322",2013,"2035A","Other Procurement, Army","ARMY","03","Other Support Equipment","10","Chemical Defensive Equipment","127","2300M90101","Base Defense Systems (BDS)","A","Weapon System Cost","127","Add","U",2012,"Base",NA,41204,NA,9408
"1323",2013,"2035A","Other Procurement, Army","ARMY","03","Other Support Equipment","10","Chemical Defensive Equipment","128","4516M01001","CBRN Soldier Protection","A","Weapon System Cost","128","Add","U",2012,"Base",NA,10700,NA,15941
"1324",2013,"2035A","Other Procurement, Army","ARMY","03","Other Support Equipment","10","Chemical Defensive Equipment","129","6230MX0600","Smoke & Obscurant Family: SOF (NON AAO ITEM)","A","Weapon System Cost","129","Add","U",2012,"Base",NA,362,NA,60
"1325",2013,"2035A","Other Procurement, Army","ARMY","03","Other Support Equipment","15","Bridging Equipment","130","2831MX0100","Tactical Bridging","A","Weapon System Cost","130","Add","U",2012,"Base",NA,77428,NA,27
"1326",2013,"2035A","Other Procurement, Army","ARMY","03","Other Support Equipment","15","Bridging Equipment","131","3542MA8890","Tactical Bridge, Float-Ribbon","A","Weapon System Cost","131","Add","U",2012,"Base",NA,45454,NA,89
"1327",2013,"2035A","Other Procurement, Army","ARMY","03","Other Support Equipment","20","Engineer (Non-Construction) Equipment","132","2876R68200","Handheld Standoff Minefield Detection Sys-Hst","A","Weapon System Cost","132","Add","U",2012,"Base",NA,39263,NA,1908
"1328",2013,"2035A","Other Procurement, Army","ARMY","03","Other Support Equipment","20","Engineer (Non-Construction) Equipment","133","2881R68400","Grnd Standoff Mine Detectn Sysm (GSTAMIDS)","A","Weapon System Cost","133","Add","U",2012,"Base",NA,20678,NA,72
"1329",2013,"2035A","Other Procurement, Army","ARMY","03","Other Support Equipment","20","Engineer (Non-Construction) Equipment","134","4865M80400","Robotic Combat Support System (Rcss)","A","Weapon System Cost","134","Add","U",2012,"Base",NA,22297,NA,0
"1330",2013,"2035A","Other Procurement, Army","ARMY","03","Other Support Equipment","20","Engineer (Non-Construction) Equipment","135","5900MA9200","Explosive Ordnance Disposal Eqpmt (EOD EQPMT)","A","Weapon System Cost","135","Add","U",2012,"Base",NA,17626,NA,607
"1331",2013,"2035A","Other Procurement, Army","ARMY","03","Other Support Equipment","20","Engineer (Non-Construction) Equipment","136","5912M60001","Remote Demolition Systems","A","Weapon System Cost","136","Add","U",2012,"Base",NA,14672,NA,289
"1332",2013,"2035A","Other Procurement, Army","ARMY","03","Other Support Equipment","20","Engineer (Non-Construction) Equipment","137","5943MA7700","< $5m, Countermine Equipment","A","Weapon System Cost","137","Add","U",2012,"Base",NA,7352,NA,0
"1333",2013,"2035A","Other Procurement, Army","ARMY","03","Other Support Equipment","25","Combat Service Support Equipment","138","0100MF9000","Heaters and ECU'S","A","Weapon System Cost","138","Add","U",2012,"Base",NA,10109,NA,866
"1334",2013,"2035A","Other Procurement, Army","ARMY","03","Other Support Equipment","25","Combat Service Support Equipment","139","8796MA6800","Soldier Enhancement","A","Weapon System Cost","139","Add","U",2012,"Base",NA,9591,NA,0
"1335",2013,"2035A","Other Procurement, Army","ARMY","03","Other Support Equipment","25","Combat Service Support Equipment","140","8822G01101","Personnel Recovery Support System (PRSS)","A","Weapon System Cost","140","Add","U",2012,"Base",NA,8509,NA,0
"1336",2013,"2035A","Other Procurement, Army","ARMY","03","Other Support Equipment","25","Combat Service Support Equipment","141","8825R80501","Ground Soldier System","A","Weapon System Cost","141","Add","U",2012,"Base",NA,63500,NA,1917
"1337",2013,"2035A","Other Procurement, Army","ARMY","03","Other Support Equipment","25","Combat Service Support Equipment","142","8840M80600","Mounted Soldier System","A","Weapon System Cost","142","Add","U",2012,"Base",NA,5000,NA,0
"1338",2013,"2035A","Other Procurement, Army","ARMY","03","Other Support Equipment","25","Combat Service Support Equipment","143","8860M80200","Force Provider","A","Weapon System Cost","143","Add","U",2012,"Base",NA,0,NA,0
"1339",2013,"2035A","Other Procurement, Army","ARMY","03","Other Support Equipment","25","Combat Service Support Equipment","144","9120M65800","Field Feeding Equipment","A","Weapon System Cost","144","Add","U",2012,"Base",NA,26860,NA,241
"1340",2013,"2035A","Other Procurement, Army","ARMY","03","Other Support Equipment","25","Combat Service Support Equipment","145","9140MA7804","Cargo Aerial Del & Personnel Parachute System","A","Weapon System Cost","145","Add","U",2012,"Base",NA,68392,NA,10164
"1341",2013,"2035A","Other Procurement, Army","ARMY","03","Other Support Equipment","25","Combat Service Support Equipment","146","9197R16500","Mortuary Affairs Systems","A","Weapon System Cost","146","Add","U",2012,"Base",NA,7384,NA,0
"1342",2013,"2035A","Other Procurement, Army","ARMY","03","Other Support Equipment","25","Combat Service Support Equipment","147","9462R70001","Family of Engr Combat and Construction Sets","A","Weapon System Cost","147","Add","U",2012,"Base",NA,54190,NA,394
"1343",2013,"2035A","Other Procurement, Army","ARMY","03","Other Support Equipment","25","Combat Service Support Equipment","148","9530ML5301","Items Less Than $5 Million","A","Weapon System Cost","148","Add","U",2012,"Base",NA,12482,NA,783
"1344",2013,"2035A","Other Procurement, Army","ARMY","03","Other Support Equipment","30","Petroleum Equipment","149","4700MA6000","Distribution Systems, Petroleum & Water","A","Weapon System Cost","149","Add","U",2012,"Base",NA,75457,NA,571
"1345",2013,"2035A","Other Procurement, Army","ARMY","03","Other Support Equipment","40","Medical Equipment","150","7500MN1000","Combat Support Medical","A","Weapon System Cost","150","Add","U",2012,"Base",NA,53450,NA,2746
"1346",2013,"2035A","Other Procurement, Army","ARMY","03","Other Support Equipment","40","Medical Equipment","151","7774G13010","MEDEVAC Misson Equipment Package (MEP)","A","Weapon System Cost","151","Add","U",2012,"Base",NA,0,NA,0
"1347",2013,"2035A","Other Procurement, Army","ARMY","03","Other Support Equipment","45","Maintenance Equipment","152","0639G05301","Mobile Maintenance Equipment Systems","A","Weapon System Cost","152","Add","U",2012,"Base",NA,16572,NA,182
"1348",2013,"2035A","Other Procurement, Army","ARMY","03","Other Support Equipment","45","Maintenance Equipment","153","9562ML5345","Items Less Than $5 Million (MAINT EQ)","A","Weapon System Cost","153","Add","U",2012,"Base",NA,3852,NA,130
"1349",2013,"2035A","Other Procurement, Army","ARMY","03","Other Support Equipment","50","Construction Equipment","154","0375R03800","Grader, Road Mtzd, Hvy, 6x4 (CCE)","A","Weapon System Cost","154","Add","U",2012,"Base",NA,2201,NA,0
"1350",2013,"2035A","Other Procurement, Army","ARMY","03","Other Support Equipment","50","Construction Equipment","155","0502R11011","Skid Steer Loader (SSL) Family of System","A","Weapon System Cost","155","Add","U",2012,"Base",NA,3984,NA,30
"1351",2013,"2035A","Other Procurement, Army","ARMY","03","Other Support Equipment","50","Construction Equipment","156","0822RA0100","Scrapers,  Earthmoving","A","Weapon System Cost","156","Add","U",2012,"Base",NA,21031,NA,30
"1352",2013,"2035A","Other Procurement, Army","ARMY","03","Other Support Equipment","50","Construction Equipment","157","1900R02000","Mission Modules - Engineering","A","Weapon System Cost","157","Add","U",2012,"Base",NA,43432,NA,56
"1353",2013,"2035A","Other Procurement, Army","ARMY","03","Other Support Equipment","50","Construction Equipment","158","3410X02300","Compactor","A","Weapon System Cost","158","Add","U",2012,"Base",NA,2859,NA,0
"1354",2013,"2035A","Other Procurement, Army","ARMY","03","Other Support Equipment","50","Construction Equipment","159","4100R04500","Loaders","A","Weapon System Cost","159","Add","U",2012,"Base",NA,0,NA,0
"1355",2013,"2035A","Other Procurement, Army","ARMY","03","Other Support Equipment","50","Construction Equipment","160","4428X01500","Hydraulic Excavator","A","Weapon System Cost","160","Add","U",2012,"Base",NA,0,NA,0
"1356",2013,"2035A","Other Procurement, Army","ARMY","03","Other Support Equipment","50","Construction Equipment","161","4700M05800","Tractor, Full Tracked","A","Weapon System Cost","161","Add","U",2012,"Base",NA,50434,NA,147
"1357",2013,"2035A","Other Procurement, Army","ARMY","03","Other Support Equipment","50","Construction Equipment","162","4734R06701","All Terrain Cranes","A","Weapon System Cost","162","Add","U",2012,"Base",NA,0,NA,0
"1358",2013,"2035A","Other Procurement, Army","ARMY","03","Other Support Equipment","50","Construction Equipment","163","6445M08100","Plant, Asphalt Mixing","A","Weapon System Cost","163","Add","U",2012,"Base",NA,614,NA,0
"1359",2013,"2035A","Other Procurement, Army","ARMY","03","Other Support Equipment","50","Construction Equipment","164","7495R05901","High Mobility Engineer Excavator (HMEE)","A","Weapon System Cost","164","Add","U",2012,"Base",NA,18974,NA,40
"1360",2013,"2035A","Other Procurement, Army","ARMY","03","Other Support Equipment","50","Construction Equipment","165","9061R03001","Enhanced Rapid Airfield Construction Capa","A","Weapon System Cost","165","Add","U",2012,"Base",NA,0,NA,0
"1361",2013,"2035A","Other Procurement, Army","ARMY","03","Other Support Equipment","50","Construction Equipment","166","9120M05500","Const Equip Esp","A","Weapon System Cost","166","Add","U",2012,"Base",NA,9771,NA,35
"1362",2013,"2035A","Other Procurement, Army","ARMY","03","Other Support Equipment","50","Construction Equipment","167","9462ML5350","Items Less Than $5 Million (Const Equip)","A","Weapon System Cost","167","Add","U",2012,"Base",NA,12654,NA,12
"1363",2013,"2035A","Other Procurement, Army","ARMY","03","Other Support Equipment","55","Rail Float Containerization Equipment","168","3464M11203","Joint High Speed Vessel (JHSV)","A","Weapon System Cost","168","Add","U",2012,"Base",NA,0,NA,0
"1364",2013,"2035A","Other Procurement, Army","ARMY","03","Other Support Equipment","55","Rail Float Containerization Equipment","169","3466M11204","Harbormaster Command and Control Center","A","Weapon System Cost","169","Add","U",2012,"Base",NA,0,NA,0
"1365",2013,"2035A","Other Procurement, Army","ARMY","03","Other Support Equipment","55","Rail Float Containerization Equipment","170","9552ML5355","Items Less Than $5 Million (Float/Rail)","A","Weapon System Cost","170","Add","U",2012,"Base",NA,10175,NA,0
"1366",2013,"2035A","Other Procurement, Army","ARMY","03","Other Support Equipment","60","Generators","171","0426MA9800","Generators and Associated Equip","A","Weapon System Cost","171","Add","U",2012,"Base",NA,31897,NA,376
"1367",2013,"2035A","Other Procurement, Army","ARMY","03","Other Support Equipment","65","Material Handling Equipment","172","5382M41200","Rough Terrain Container Handler (RTCH)","A","Weapon System Cost","172","Add","U",2012,"Base",NA,0,NA,0
"1368",2013,"2035A","Other Procurement, Army","ARMY","03","Other Support Equipment","65","Material Handling Equipment","173","5558G41001","Family of Forklifts","A","Weapon System Cost","173","Add","U",2012,"Base",NA,10944,NA,101
"1369",2013,"2035A","Other Procurement, Army","ARMY","03","Other Support Equipment","65","Material Handling Equipment","174","7240M41800","All Terrain Lifting Army System","A","Weapon System Cost","174","Add","U",2012,"Base",NA,21859,NA,110
"1370",2013,"2035A","Other Procurement, Army","ARMY","03","Other Support Equipment","70","Training Equipment","175","1780MA6600","Combat Training Centers Support","A","Weapon System Cost","175","Add","U",2012,"Base",NA,46117,NA,180
"1371",2013,"2035A","Other Procurement, Army","ARMY","03","Other Support Equipment","70","Training Equipment","176","2062NA0100","Training Devices, Nonsystem","A","Weapon System Cost","176","Add","U",2012,"Base",NA,180892,NA,0
"1372",2013,"2035A","Other Procurement, Army","ARMY","03","Other Support Equipment","70","Training Equipment","177","6650NA0170","Close Combat Tactical Trainer","A","Weapon System Cost","177","Add","U",2012,"Base",NA,13290,NA,0
"1373",2013,"2035A","Other Procurement, Army","ARMY","03","Other Support Equipment","70","Training Equipment","178","6800NA0173","Aviation Combined Arms Tactical Trainer","A","Weapon System Cost","178","Add","U",2012,"Base",NA,9413,NA,0
"1374",2013,"2035A","Other Procurement, Army","ARMY","03","Other Support Equipment","70","Training Equipment","179","6860NA0176","Gaming Technology In Support of Army Training","A","Weapon System Cost","179","Add","U",2012,"Base",NA,0,NA,0
"1375",2013,"2035A","Other Procurement, Army","ARMY","03","Other Support Equipment","80","Test Measure and Dig Equipment (TMD)","180","0100N10000","Calibration Sets Equipment","A","Weapon System Cost","180","Add","U",2012,"Base",NA,13618,NA,5
"1376",2013,"2035A","Other Procurement, Army","ARMY","03","Other Support Equipment","80","Test Measure and Dig Equipment (TMD)","181","0200MB4000","Integrated Family of Test Equipment (IFTE)","A","Weapon System Cost","181","Add","U",2012,"Base",NA,36937,NA,1812
"1377",2013,"2035A","Other Procurement, Army","ARMY","03","Other Support Equipment","80","Test Measure and Dig Equipment (TMD)","182","0600N11000","Test Equipment Modernization (TEMOD)","A","Weapon System Cost","182","Add","U",2012,"Base",NA,30451,NA,9899
