"","SourceFiscalYear","AccountDSI","AccountTitle","Organization","BudgetActivity","BudgetActivityTitle","LineNumber","LineNumber","SAG","SAG.Title","Classified","FiscalYear","OriginType","ActualTotal","EnactedTotal","PBtotal","PBtype"
"361",2011,"5189D","Lease of DoD Real Property","AF","10","Concept Obligations","","","110","Lease Of DoD Real Property","U",2009,"Total",0,NA,NA,NA
"362",2011,"5189D","Lease of DoD Real Property","ARMY","10","Concept Obligations","","","110","Lease Of DoD Real Property","U",2009,"Total",0,NA,NA,NA
"363",2011,"5189D","Lease of DoD Real Property","NAVY","10","Concept Obligations","","","110","Lease Of DoD Real Property","U",2009,"Total",0,NA,NA,NA
"364",2011,"5189D","Lease of DoD Real Property","UNDD","10","Concept Obligations","130","130","110","Lease Of DoD Real Property","U",2009,"Total",21048,NA,NA,NA
"365",2011,"5193D","DoD Overseas Mil Facility Investment Recovery","AF","10","Concept Obligations","","","110","DoD Overseas Mil Facility Investment Recovery","U",2009,"Total",0,NA,NA,NA
"366",2011,"5193D","DoD Overseas Mil Facility Investment Recovery","ARMY","10","Concept Obligations","140","140","110","DoD Overseas Mil Facility Investment Recovery","U",2009,"Total",0,NA,NA,NA
"367",2011,"5193D","DoD Overseas Mil Facility Investment Recovery","UNDD","10","Concept Obligations","","","110","DoD Overseas Mil Facility Investment Recovery","U",2009,"Total",28,NA,NA,NA
"368",2011,"2020A","Operation & Maintenance, Army","ARMY","01","Operating Forces","010","010","111","Maneuver Units","U",2010,"Total",NA,1028656,1028656,NA
"369",2011,"2020A","Operation & Maintenance, Army","ARMY","01","Operating Forces","020","020","112","Modular Support Brigades","U",2010,"Total",NA,106313,106313,NA
"370",2011,"2020A","Operation & Maintenance, Army","ARMY","01","Operating Forces","030","030","113","Echelons Above Brigade","U",2010,"Total",NA,719212,719212,NA
"371",2011,"2020A","Operation & Maintenance, Army","ARMY","01","Operating Forces","040","040","114","Theater Level Assets","U",2010,"Total",NA,698982,698982,NA
"372",2011,"2020A","Operation & Maintenance, Army","ARMY","01","Operating Forces","050","050","115","Land Forces Operations Support","U",2010,"Total",NA,1214479,1214479,NA
"373",2011,"2020A","Operation & Maintenance, Army","ARMY","01","Operating Forces","060","060","116","Aviation Assets","U",2010,"Total",NA,766464,766464,NA
"374",2011,"2020A","Operation & Maintenance, Army","ARMY","01","Operating Forces","070","070","121","Force Readiness Operations Support","U",2010,"Total",NA,2061728,2061728,NA
"375",2011,"2020A","Operation & Maintenance, Army","ARMY","01","Operating Forces","080","080","122","Land Forces Systems Readiness","U",2010,"Total",NA,627203,627203,NA
"376",2011,"2020A","Operation & Maintenance, Army","ARMY","01","Operating Forces","090","090","123","Land Forces Depot Maintenance","U",2010,"Total",NA,686295,686295,NA
"377",2011,"2020A","Operation & Maintenance, Army","ARMY","01","Operating Forces","100","100","131","Base Operations Support","U",2010,"Total",NA,7524258,7524258,NA
"378",2011,"2020A","Operation & Maintenance, Army","ARMY","01","Operating Forces","110","110","132","Facilities Sustainment, Restoration, & Modernization","U",2010,"Total",NA,2231474,2231474,NA
"379",2011,"2020A","Operation & Maintenance, Army","ARMY","01","Operating Forces","120","120","133","Management And Operational Hq","U",2010,"Total",NA,338682,338682,NA
"380",2011,"2020A","Operation & Maintenance, Army","ARMY","01","Operating Forces","130","130","134","Combatant Commanders Core Operations","U",2010,"Total",NA,122936,122936,NA
"381",2011,"2020A","Operation & Maintenance, Army","ARMY","01","Operating Forces","140","140","135","Additional Activities","U",2010,"Total",NA,43164599,43164599,NA
"382",2011,"2020A","Operation & Maintenance, Army","ARMY","01","Operating Forces","150","150","136","CommanderS Emergency Response Program","U",2010,"Total",NA,1200000,1200000,NA
"383",2011,"2020A","Operation & Maintenance, Army","ARMY","01","Operating Forces","160","160","137","RESET","U",2010,"Total",NA,7867551,7867551,NA
"384",2011,"2020A","Operation & Maintenance, Army","ARMY","01","Operating Forces","170","170","138","Combatant Commanders Ancillary Missions","U",2010,"Total",NA,454335,454335,NA
"385",2011,"2020A","Operation & Maintenance, Army","ARMY","02","Mobilization","180","180","211","Strategic Mobility","U",2010,"Total",NA,217148,217148,NA
"386",2011,"2020A","Operation & Maintenance, Army","ARMY","02","Mobilization","190","190","212","Army Prepositioning Stocks","U",2010,"Total",NA,97953,97953,NA
"387",2011,"2020A","Operation & Maintenance, Army","ARMY","02","Mobilization","200","200","213","Industrial Preparedness","U",2010,"Total",NA,5757,5757,NA
"388",2011,"2020A","Operation & Maintenance, Army","ARMY","03","Training and Recruiting","210","210","311","Officer Acquisition","U",2010,"Total",NA,125420,125420,NA
"389",2011,"2020A","Operation & Maintenance, Army","ARMY","03","Training and Recruiting","220","220","312","Recruit Training","U",2010,"Total",NA,73330,73330,NA
"390",2011,"2020A","Operation & Maintenance, Army","ARMY","03","Training and Recruiting","230","230","313","One Station Unit Training","U",2010,"Total",NA,61038,61038,NA
"391",2011,"2020A","Operation & Maintenance, Army","ARMY","03","Training and Recruiting","240","240","314","Senior Reserve Officers Training Corps","U",2010,"Total",NA,446440,446440,NA
"392",2011,"2020A","Operation & Maintenance, Army","ARMY","03","Training and Recruiting","250","250","321","Specialized Skill Training","U",2010,"Total",NA,972717,972717,NA
"393",2011,"2020A","Operation & Maintenance, Army","ARMY","03","Training and Recruiting","260","260","322","Flight Training","U",2010,"Total",NA,997618,997618,NA
"394",2011,"2020A","Operation & Maintenance, Army","ARMY","03","Training and Recruiting","270","270","323","Professional Development Education","U",2010,"Total",NA,167447,167447,NA
"395",2011,"2020A","Operation & Maintenance, Army","ARMY","03","Training and Recruiting","280","280","324","Training Support","U",2010,"Total",NA,684070,684070,NA
"396",2011,"2020A","Operation & Maintenance, Army","ARMY","03","Training and Recruiting","290","290","331","Recruiting And Advertising","U",2010,"Total",NA,537000,537000,NA
"397",2011,"2020A","Operation & Maintenance, Army","ARMY","03","Training and Recruiting","300","300","332","Examining","U",2010,"Total",NA,146871,146871,NA
"398",2011,"2020A","Operation & Maintenance, Army","ARMY","03","Training and Recruiting","310","310","333","Off-Duty And Voluntary Education","U",2010,"Total",NA,233099,233099,NA
"399",2011,"2020A","Operation & Maintenance, Army","ARMY","03","Training and Recruiting","320","320","334","Civilian Education And Training","U",2010,"Total",NA,212897,212897,NA
"400",2011,"2020A","Operation & Maintenance, Army","ARMY","03","Training and Recruiting","330","330","335","Junior ROTC","U",2010,"Total",NA,152232,152232,NA
"401",2011,"2020A","Operation & Maintenance, Army","ARMY","04","Admin & Srvwide Activities","340","340","411","Security Programs","U",2010,"Total",NA,2742312,2742312,NA
"402",2011,"2020A","Operation & Maintenance, Army","ARMY","04","Admin & Srvwide Activities","350","350","421","Servicewide Transportation","U",2010,"Total",NA,5831509,5831509,NA
"403",2011,"2020A","Operation & Maintenance, Army","ARMY","04","Admin & Srvwide Activities","360","360","422","Central Supply Activities","U",2010,"Total",NA,614087,614087,NA
"404",2011,"2020A","Operation & Maintenance, Army","ARMY","04","Admin & Srvwide Activities","370","370","423","Logistic Support Activities","U",2010,"Total",NA,494376,494376,NA
"405",2011,"2020A","Operation & Maintenance, Army","ARMY","04","Admin & Srvwide Activities","380","380","424","Ammunition Management","U",2010,"Total",NA,434658,434658,NA
"406",2011,"2020A","Operation & Maintenance, Army","ARMY","04","Admin & Srvwide Activities","390","390","431","Administration","U",2010,"Total",NA,781518,781518,NA
"407",2011,"2020A","Operation & Maintenance, Army","ARMY","04","Admin & Srvwide Activities","400","400","432","Servicewide Communications","U",2010,"Total",NA,1180232,1180232,NA
"408",2011,"2020A","Operation & Maintenance, Army","ARMY","04","Admin & Srvwide Activities","410","410","433","Manpower Management","U",2010,"Total",NA,289383,289383,NA
"409",2011,"2020A","Operation & Maintenance, Army","ARMY","04","Admin & Srvwide Activities","420","420","434","Other Personnel Support","U",2010,"Total",NA,221114,221114,NA
"410",2011,"2020A","Operation & Maintenance, Army","ARMY","04","Admin & Srvwide Activities","430","430","435","Other Service Support","U",2010,"Total",NA,976464,976464,NA
"411",2011,"2020A","Operation & Maintenance, Army","ARMY","04","Admin & Srvwide Activities","440","440","436","Army Claims Activities","U",2010,"Total",NA,211828,211828,NA
"412",2011,"2020A","Operation & Maintenance, Army","ARMY","04","Admin & Srvwide Activities","450","450","437","Real Estate Management","U",2010,"Total",NA,118785,118785,NA
"413",2011,"2020A","Operation & Maintenance, Army","ARMY","04","Admin & Srvwide Activities","460","460","441","Support Of NATO Operations","U",2010,"Total",NA,430381,430381,NA
"414",2011,"2020A","Operation & Maintenance, Army","ARMY","04","Admin & Srvwide Activities","470","470","442","Misc. Support Of Other Nations","U",2010,"Total",NA,13613,13613,NA
"415",2011,"2022A","Operation & Maintenance, Army, RA","ARMY","01","Operating Forces","010","010","132","Facilities Sustainment, Restoration, & Modernization","U",2010,"Total",NA,0,0,NA
"416",2011,"2080A","Operation & Maintenance, Army Res","ARMY","01","Operating Forces","010","010","111","Maneuver Units","U",2010,"Total",NA,1403,1403,NA
"417",2011,"2080A","Operation & Maintenance, Army Res","ARMY","01","Operating Forces","020","020","112","Modular Support Brigades","U",2010,"Total",NA,12707,12707,NA
"418",2011,"2080A","Operation & Maintenance, Army Res","ARMY","01","Operating Forces","030","030","113","Echelons Above Brigade","U",2010,"Total",NA,473320,473320,NA
"419",2011,"2080A","Operation & Maintenance, Army Res","ARMY","01","Operating Forces","040","040","114","Theater Level Assets","U",2010,"Total",NA,152439,152439,NA
"420",2011,"2080A","Operation & Maintenance, Army Res","ARMY","01","Operating Forces","050","050","115","Land Forces Operations Support","U",2010,"Total",NA,516985,516985,NA
"421",2011,"2080A","Operation & Maintenance, Army Res","ARMY","01","Operating Forces","060","060","116","Aviation Assets","U",2010,"Total",NA,61063,61063,NA
"422",2011,"2080A","Operation & Maintenance, Army Res","ARMY","01","Operating Forces","070","070","121","Force Readiness Operations Support","U",2010,"Total",NA,290443,290443,NA
"423",2011,"2080A","Operation & Maintenance, Army Res","ARMY","01","Operating Forces","080","080","122","Land Forces Systems Readiness","U",2010,"Total",NA,106569,106569,NA
"424",2011,"2080A","Operation & Maintenance, Army Res","ARMY","01","Operating Forces","090","090","123","Land Forces Depot Maintenance","U",2010,"Total",NA,118433,118433,NA
"425",2011,"2080A","Operation & Maintenance, Army Res","ARMY","01","Operating Forces","100","100","131","Base Operations Support","U",2010,"Total",NA,522310,522310,NA
"426",2011,"2080A","Operation & Maintenance, Army Res","ARMY","01","Operating Forces","110","110","132","Facilities Sustainment, Restoration, & Modernization","U",2010,"Total",NA,210814,210814,NA
"427",2011,"2080A","Operation & Maintenance, Army Res","ARMY","01","Operating Forces","120","120","135","Additional Activities","U",2010,"Total",NA,263336,263336,NA
"428",2011,"2080A","Operation & Maintenance, Army Res","ARMY","04","Admin & Srvwd Activities","130","130","421","Servicewide Transportation","U",2010,"Total",NA,9291,9291,NA
"429",2011,"2080A","Operation & Maintenance, Army Res","ARMY","04","Admin & Srvwd Activities","140","140","431","Administration","U",2010,"Total",NA,72075,72075,NA
"430",2011,"2080A","Operation & Maintenance, Army Res","ARMY","04","Admin & Srvwd Activities","150","150","432","Servicewide Communications","U",2010,"Total",NA,4435,4435,NA
"431",2011,"2080A","Operation & Maintenance, Army Res","ARMY","04","Admin & Srvwd Activities","160","160","433","Manpower Management","U",2010,"Total",NA,9104,9104,NA
"432",2011,"2080A","Operation & Maintenance, Army Res","ARMY","04","Admin & Srvwd Activities","170","170","434","Recruiting And Advertising","U",2010,"Total",NA,61202,61202,NA
"433",2011,"2081A","Operation & Maintenance, Army Res, RA","ARMY","01","Operating Forces","010","010","132","Facilities Sustainment, Restoration, & Modernization","U",2010,"Total",NA,0,0,NA
"434",2011,"2065A","Operation & Maintenance, ANG","ARMY","01","Operating Forces","010","010","111","Maneuver Units","U",2010,"Total",NA,864277,864277,NA
"435",2011,"2065A","Operation & Maintenance, ANG","ARMY","01","Operating Forces","020","020","112","Modular Support Brigades","U",2010,"Total",NA,170065,170065,NA
"436",2011,"2065A","Operation & Maintenance, ANG","ARMY","01","Operating Forces","030","030","113","Echelons Above Brigade","U",2010,"Total",NA,594320,594320,NA
"437",2011,"2065A","Operation & Maintenance, ANG","ARMY","01","Operating Forces","040","040","114","Theater Level Assets","U",2010,"Total",NA,252352,252352,NA
"438",2011,"2065A","Operation & Maintenance, ANG","ARMY","01","Operating Forces","050","050","115","Land Forces Operations Support","U",2010,"Total",NA,29941,29941,NA
"439",2011,"2065A","Operation & Maintenance, ANG","ARMY","01","Operating Forces","060","060","116","Aviation Assets","U",2010,"Total",NA,814214,814214,NA
"440",2011,"2065A","Operation & Maintenance, ANG","ARMY","01","Operating Forces","070","070","121","Force Readiness Operations Support","U",2010,"Total",NA,428475,428475,NA
"441",2011,"2065A","Operation & Maintenance, ANG","ARMY","01","Operating Forces","080","080","122","Land Forces Systems Readiness","U",2010,"Total",NA,107701,107701,NA
"442",2011,"2065A","Operation & Maintenance, ANG","ARMY","01","Operating Forces","090","090","123","Land Forces Depot Maintenance","U",2010,"Total",NA,389389,389389,NA
"443",2011,"2065A","Operation & Maintenance, ANG","ARMY","01","Operating Forces","100","100","131","Base Operations Support","U",2010,"Total",NA,801943,801943,NA
"444",2011,"2065A","Operation & Maintenance, ANG","ARMY","01","Operating Forces","110","110","132","Facilities Sustainment, Restoration, & Modernization","U",2010,"Total",NA,592820,592820,NA
"445",2011,"2065A","Operation & Maintenance, ANG","ARMY","01","Operating Forces","120","120","133","Management And Operational Hq","U",2010,"Total",NA,551476,551476,NA
"446",2011,"2065A","Operation & Maintenance, ANG","ARMY","01","Operating Forces","130","130","135","Additional Activities","U",2010,"Total",NA,464110,464110,NA
"447",2011,"2065A","Operation & Maintenance, ANG","ARMY","04","Admin & Srvwd Activities","140","140","421","Servicewide Transportation","U",2010,"Total",NA,0,0,NA
"448",2011,"2065A","Operation & Maintenance, ANG","ARMY","04","Admin & Srvwd Activities","150","150","431","Administration","U",2010,"Total",NA,120386,120386,NA
"449",2011,"2065A","Operation & Maintenance, ANG","ARMY","04","Admin & Srvwd Activities","160","160","432","Servicewide Communications","U",2010,"Total",NA,48020,48020,NA
"450",2011,"2065A","Operation & Maintenance, ANG","ARMY","04","Admin & Srvwd Activities","170","170","433","Manpower Management","U",2010,"Total",NA,7920,7920,NA
"451",2011,"2065A","Operation & Maintenance, ANG","ARMY","04","Admin & Srvwd Activities","180","180","434","Recruiting And Advertising","U",2010,"Total",NA,440999,440999,NA
"452",2011,"2066A","Operation & Maintenance, ANG, RA","ARMY","01","Operating Forces","010","010","132","Facilities Sustainment, Restoration, & Modernization","U",2010,"Total",NA,0,0,NA
"453",2011,"2091A","Afghanistan Security Forces Fund","ARMY","01","Ministry of Defense","010","010","ES01","Infrastructure","U",2010,"Total",NA,1427320,1427320,NA
"454",2011,"2091A","Afghanistan Security Forces Fund","ARMY","01","Ministry of Defense","020","020","ES02","Equipment And Transportation","U",2010,"Total",NA,2192492,2192492,NA
"455",2011,"2091A","Afghanistan Security Forces Fund","ARMY","01","Ministry of Defense","030","030","ES03","Training And Operations","U",2010,"Total",NA,280298,280298,NA
"456",2011,"2091A","Afghanistan Security Forces Fund","ARMY","01","Ministry of Defense","040","040","ES04","Sustainment","U",2010,"Total",NA,1759787,1759787,NA
"457",2011,"2091A","Afghanistan Security Forces Fund","ARMY","02","Ministry of Interior","060","060","ES05","Infrastructure","U",2010,"Total",NA,1017584,1017584,NA
"458",2011,"2091A","Afghanistan Security Forces Fund","ARMY","02","Ministry of Interior","070","070","ES06","Equipment And Transportation","U",2010,"Total",NA,437686,437686,NA
"459",2011,"2091A","Afghanistan Security Forces Fund","ARMY","02","Ministry of Interior","080","080","ES07","Training And Operations","U",2010,"Total",NA,767117,767117,NA
"460",2011,"2091A","Afghanistan Security Forces Fund","ARMY","02","Ministry of Interior","090","090","ES08","Sustainment","U",2010,"Total",NA,1236966,1236966,NA
"461",2011,"2091A","Afghanistan Security Forces Fund","ARMY","03","Associated Activities","110","110","ES10","Sustainment","U",2010,"Total",NA,5919,5919,NA
"462",2011,"2091A","Afghanistan Security Forces Fund","ARMY","03","Associated Activities","120","120","ES11","Training And Operations","U",2010,"Total",NA,1500,1500,NA
"463",2011,"2091A","Afghanistan Security Forces Fund","ARMY","03","Associated Activities","","","ES12","Infrastructure","U",2010,"Total",NA,40100,40100,NA
"464",2011,"2091A","Afghanistan Security Forces Fund","ARMY","03","Associated Activities","","","ES14","Coin Activities","U",2010,"Total",NA,0,0,NA
"465",2011,"2092A","Iraq Security Forces Fund","ARMY","01","Ministry of Defense","","","ES02","Equipment And Transportation","U",2010,"Total",NA,158425,158425,NA
"466",2011,"2092A","Iraq Security Forces Fund","ARMY","01","Ministry of Defense","","","ES03","Training","U",2010,"Total",NA,0,0,NA
"467",2011,"2092A","Iraq Security Forces Fund","ARMY","01","Ministry of Defense","","","ES04","Sustainment","U",2010,"Total",NA,550000,550000,NA
"468",2011,"2092A","Iraq Security Forces Fund","ARMY","02","Ministry of Interior","","","ES06","Equipment And Transportation","U",2010,"Total",NA,0,0,NA
"469",2011,"2092A","Iraq Security Forces Fund","ARMY","02","Ministry of Interior","","","ES07","Training","U",2010,"Total",NA,291575,291575,NA
"470",2011,"2092A","Iraq Security Forces Fund","ARMY","02","Ministry of Interior","","","ES08","Sustainment","U",2010,"Total",NA,0,0,NA
"471",2011,"2092A","Iraq Security Forces Fund","ARMY","03","Associated Activities","","","ES10","Quick Response Force","U",2010,"Total",NA,0,0,NA
"472",2011,"2095A","Pakistan Counterinsurgency Capability Fund","ARMY","01","Defense Security Forces","020","020","ES01","Infrastructure","U",2010,"Total",NA,31800,31800,NA
"473",2011,"2095A","Pakistan Counterinsurgency Capability Fund","ARMY","01","Defense Security Forces","030","030","ES02","Equipment/Transportation","U",2010,"Total",NA,423600,423600,NA
"474",2011,"2095A","Pakistan Counterinsurgency Capability Fund","ARMY","01","Defense Security Forces","040","040","ES03","Training And Operations","U",2010,"Total",NA,52400,52400,NA
"475",2011,"2095A","Pakistan Counterinsurgency Capability Fund","ARMY","02","Frontier Corps","060","060","ES01","Infrastructure","U",2010,"Total",NA,73000,73000,NA
"476",2011,"2095A","Pakistan Counterinsurgency Capability Fund","ARMY","02","Frontier Corps","070","070","ES02","Equipment/Transportation","U",2010,"Total",NA,110700,110700,NA
"477",2011,"2095A","Pakistan Counterinsurgency Capability Fund","ARMY","02","Frontier Corps","080","080","ES03","Training And Operations","U",2010,"Total",NA,4500,4500,NA
"478",2011,"2095A","Pakistan Counterinsurgency Capability Fund","ARMY","03","Related Activities","100","100","ES04","Humanitarian Assistance","U",2010,"Total",NA,4000,4000,NA
"479",2011,"1804N","Operation & Maintenance, Navy","NAVY","01","Operating Forces","010","010","1A1A","Mission And Other Flight Operations","U",2010,"Total",NA,5403845,5403845,NA
"480",2011,"1804N","Operation & Maintenance, Navy","NAVY","01","Operating Forces","020","020","1A2A","Fleet Air Training","U",2010,"Total",NA,123887,123887,NA
"481",2011,"1804N","Operation & Maintenance, Navy","NAVY","01","Operating Forces","030","030","1A3A","Aviation Technical Data & Engineering Services","U",2010,"Total",NA,53175,53175,NA
"482",2011,"1804N","Operation & Maintenance, Navy","NAVY","01","Operating Forces","040","040","1A4A","Air Operations And Safety Support","U",2010,"Total",NA,146844,146844,NA
"483",2011,"1804N","Operation & Maintenance, Navy","NAVY","01","Operating Forces","050","050","1A4N","Air Systems Support","U",2010,"Total",NA,523718,523718,NA
"484",2011,"1804N","Operation & Maintenance, Navy","NAVY","01","Operating Forces","060","060","1A5A","Aircraft Depot Maintenance","U",2010,"Total",NA,1245817,1245817,NA
"485",2011,"1804N","Operation & Maintenance, Navy","NAVY","01","Operating Forces","070","070","1A6A","Aircraft Depot Operations Support","U",2010,"Total",NA,31620,31620,NA
"486",2011,"1804N","Operation & Maintenance, Navy","NAVY","01","Operating Forces","080","080","1B1B","Mission And Other Ship Operations","U",2010,"Total",NA,4423701,4423701,NA
"487",2011,"1804N","Operation & Maintenance, Navy","NAVY","01","Operating Forces","090","090","1B2B","Ship Operations Support & Training","U",2010,"Total",NA,709425,709425,NA
"488",2011,"1804N","Operation & Maintenance, Navy","NAVY","01","Operating Forces","100","100","1B4B","Ship Depot Maintenance","U",2010,"Total",NA,5265476,5265476,NA
"489",2011,"1804N","Operation & Maintenance, Navy","NAVY","01","Operating Forces","110","110","1B5B","Ship Depot Operations Support","U",2010,"Total",NA,1144409,1144409,NA
"490",2011,"1804N","Operation & Maintenance, Navy","NAVY","01","Operating Forces","120","120","1C1C","Combat Communications","U",2010,"Total",NA,611921,611921,NA
"491",2011,"1804N","Operation & Maintenance, Navy","NAVY","01","Operating Forces","130","130","1C2C","Electronic Warfare","U",2010,"Total",NA,83248,83248,NA
"492",2011,"1804N","Operation & Maintenance, Navy","NAVY","01","Operating Forces","140","140","1C3C","Space Systems And Surveillance","U",2010,"Total",NA,156609,156609,NA
"493",2011,"1804N","Operation & Maintenance, Navy","NAVY","01","Operating Forces","150","150","1C4C","Warfare Tactics","U",2010,"Total",NA,430508,430508,NA
"494",2011,"1804N","Operation & Maintenance, Navy","NAVY","01","Operating Forces","160","160","1C5C","Operational Meteorology And Oceanography","U",2010,"Total",NA,330220,330220,NA
"495",2011,"1804N","Operation & Maintenance, Navy","NAVY","01","Operating Forces","170","170","1C6C","Combat Support Forces","U",2010,"Total",NA,3203673,3203673,NA
"496",2011,"1804N","Operation & Maintenance, Navy","NAVY","01","Operating Forces","180","180","1C7C","Equipment Maintenance","U",2010,"Total",NA,183821,183821,NA
"497",2011,"1804N","Operation & Maintenance, Navy","NAVY","01","Operating Forces","190","190","1C8C","Depot Operations Support","U",2010,"Total",NA,4927,4927,NA
"498",2011,"1804N","Operation & Maintenance, Navy","NAVY","01","Operating Forces","200","200","1CCH","Combatant Commanders Core Operations","U",2010,"Total",NA,185494,185494,NA
"499",2011,"1804N","Operation & Maintenance, Navy","NAVY","01","Operating Forces","210","210","1CCM","Combatant Commanders Direct Mission Support","U",2010,"Total",NA,257268,257268,NA
"500",2011,"1804N","Operation & Maintenance, Navy","NAVY","01","Operating Forces","220","220","1D1D","Cruise Missile","U",2010,"Total",NA,127867,127867,NA
"501",2011,"1804N","Operation & Maintenance, Navy","NAVY","01","Operating Forces","230","230","1D2D","Fleet Ballistic Missile","U",2010,"Total",NA,1115354,1115354,NA
"502",2011,"1804N","Operation & Maintenance, Navy","NAVY","01","Operating Forces","240","240","1D3D","In-Service Weapons Systems Support","U",2010,"Total",NA,131610,131610,NA
"503",2011,"1804N","Operation & Maintenance, Navy","NAVY","01","Operating Forces","250","250","1D4D","Weapons Maintenance","U",2010,"Total",NA,532017,532017,NA
"504",2011,"1804N","Operation & Maintenance, Navy","NAVY","01","Operating Forces","260","260","1D7D","Other Weapon Systems Support","U",2010,"Total",NA,341006,341006,NA
"505",2011,"1804N","Operation & Maintenance, Navy","NAVY","01","Operating Forces","270","270","BSIT","Enterprise Information","U",2010,"Total",NA,1038114,1038114,NA
"506",2011,"1804N","Operation & Maintenance, Navy","NAVY","01","Operating Forces","280","280","BSM1","Sustainment, Restoration And Modernization","U",2010,"Total",NA,1736777,1736777,NA
"507",2011,"1804N","Operation & Maintenance, Navy","NAVY","01","Operating Forces","290","290","BSS1","Base Operating Support","U",2010,"Total",NA,4465850,4465850,NA
"508",2011,"1804N","Operation & Maintenance, Navy","NAVY","02","Mobilization","300","300","2A1F","Ship Prepositioning And Surge","U",2010,"Total",NA,428118,428118,NA
"509",2011,"1804N","Operation & Maintenance, Navy","NAVY","02","Mobilization","310","310","2B1G","Aircraft Activations/Inactivations","U",2010,"Total",NA,7292,7292,NA
"510",2011,"1804N","Operation & Maintenance, Navy","NAVY","02","Mobilization","320","320","2B2G","Ship Activations/Inactivations","U",2010,"Total",NA,192582,192582,NA
"511",2011,"1804N","Operation & Maintenance, Navy","NAVY","02","Mobilization","330","330","2C1H","Expeditionary Health Services Systems","U",2010,"Total",NA,28408,28408,NA
"512",2011,"1804N","Operation & Maintenance, Navy","NAVY","02","Mobilization","340","340","2C2H","Industrial Readiness","U",2010,"Total",NA,2339,2339,NA
"513",2011,"1804N","Operation & Maintenance, Navy","NAVY","02","Mobilization","350","350","2C3H","Coast Guard Support","U",2010,"Total",NA,28721,28721,NA
"514",2011,"1804N","Operation & Maintenance, Navy","NAVY","03","Training and Recruiting","360","360","3A1J","Officer Acquisition","U",2010,"Total",NA,143699,143699,NA
"515",2011,"1804N","Operation & Maintenance, Navy","NAVY","03","Training and Recruiting","370","370","3A2J","Recruit Training","U",2010,"Total",NA,10742,10742,NA
"516",2011,"1804N","Operation & Maintenance, Navy","NAVY","03","Training and Recruiting","380","380","3A3J","Reserve Officers Training Corps","U",2010,"Total",NA,132114,132114,NA
"517",2011,"1804N","Operation & Maintenance, Navy","NAVY","03","Training and Recruiting","390","390","3B1K","Specialized Skill Training","U",2010,"Total",NA,581051,581051,NA
"518",2011,"1804N","Operation & Maintenance, Navy","NAVY","03","Training and Recruiting","400","400","3B2K","Flight Training","U",2010,"Total",NA,1355017,1355017,NA
"519",2011,"1804N","Operation & Maintenance, Navy","NAVY","03","Training and Recruiting","410","410","3B3K","Professional Development Education","U",2010,"Total",NA,170148,170148,NA
"520",2011,"1804N","Operation & Maintenance, Navy","NAVY","03","Training and Recruiting","420","420","3B4K","Training Support","U",2010,"Total",NA,155269,155269,NA
"521",2011,"1804N","Operation & Maintenance, Navy","NAVY","03","Training and Recruiting","430","430","3C1L","Recruiting And Advertising","U",2010,"Total",NA,256007,256007,NA
"522",2011,"1804N","Operation & Maintenance, Navy","NAVY","03","Training and Recruiting","440","440","3C3L","Off-Duty And Voluntary Education","U",2010,"Total",NA,155116,155116,NA
"523",2011,"1804N","Operation & Maintenance, Navy","NAVY","03","Training and Recruiting","450","450","3C4L","Civilian Education And Training","U",2010,"Total",NA,99859,99859,NA
"524",2011,"1804N","Operation & Maintenance, Navy","NAVY","03","Training and Recruiting","460","460","3C5L","Junior ROTC","U",2010,"Total",NA,49303,49303,NA
"525",2011,"1804N","Operation & Maintenance, Navy","NAVY","04","Admin & Srvwd Activities","470","470","4A1M","Administration","U",2010,"Total",NA,778508,778508,NA
"526",2011,"1804N","Operation & Maintenance, Navy","NAVY","04","Admin & Srvwd Activities","480","480","4A2M","External Relations","U",2010,"Total",NA,7103,7103,NA
"527",2011,"1804N","Operation & Maintenance, Navy","NAVY","04","Admin & Srvwd Activities","490","490","4A3M","Civilian Manpower And Personnel Management","U",2010,"Total",NA,114532,114532,NA
"528",2011,"1804N","Operation & Maintenance, Navy","NAVY","04","Admin & Srvwd Activities","500","500","4A4M","Military Manpower And Personnel Management","U",2010,"Total",NA,188656,188656,NA
"529",2011,"1804N","Operation & Maintenance, Navy","NAVY","04","Admin & Srvwd Activities","510","510","4A5M","Other Personnel Support","U",2010,"Total",NA,297954,297954,NA
"530",2011,"1804N","Operation & Maintenance, Navy","NAVY","04","Admin & Srvwd Activities","520","520","4A6M","Servicewide Communications","U",2010,"Total",NA,434852,434852,NA
"531",2011,"1804N","Operation & Maintenance, Navy","NAVY","04","Admin & Srvwd Activities","530","530","4A8M","Medical Activities","U",2010,"Total",NA,0,0,NA
"532",2011,"1804N","Operation & Maintenance, Navy","NAVY","04","Admin & Srvwd Activities","540","540","4B1N","Servicewide Transportation","U",2010,"Total",NA,468112,468112,NA
"533",2011,"1804N","Operation & Maintenance, Navy","NAVY","04","Admin & Srvwd Activities","550","550","4B2E","Environmental Programs","U",2010,"Total",NA,0,0,NA
"534",2011,"1804N","Operation & Maintenance, Navy","NAVY","04","Admin & Srvwd Activities","560","560","4B2N","Planning, Engineering And Design","U",2010,"Total",NA,241707,241707,NA
