"","SourceFiscalYear","AccountDSI","AccountTitle","Organization","BudgetActivity","BudgetActivityTitle","LineNumber","LineNumber","SAG","SAG.Title","Classified","FiscalYear","OriginType","ActualTotal","EnactedTotal","PBtotal","PBtype"
"1528",2011,"2080A","Operation & Maintenance, Army Res","ARMY","01","Operating Forces","120","120","135","Additional Activities","U",2011,"Total",NA,NA,286950,NA
"1529",2011,"2080A","Operation & Maintenance, Army Res","ARMY","04","Admin & Srvwd Activities","130","130","421","Servicewide Transportation","U",2011,"Total",NA,NA,12717,NA
"1530",2011,"2080A","Operation & Maintenance, Army Res","ARMY","04","Admin & Srvwd Activities","140","140","431","Administration","U",2011,"Total",NA,NA,74685,NA
"1531",2011,"2080A","Operation & Maintenance, Army Res","ARMY","04","Admin & Srvwd Activities","150","150","432","Servicewide Communications","U",2011,"Total",NA,NA,3797,NA
"1532",2011,"2080A","Operation & Maintenance, Army Res","ARMY","04","Admin & Srvwd Activities","160","160","433","Manpower Management","U",2011,"Total",NA,NA,9245,NA
"1533",2011,"2080A","Operation & Maintenance, Army Res","ARMY","04","Admin & Srvwd Activities","170","170","434","Recruiting And Advertising","U",2011,"Total",NA,NA,61877,NA
"1534",2011,"2081A","Operation & Maintenance, Army Res, RA","ARMY","01","Operating Forces","010","010","132","Facilities Sustainment, Restoration, & Modernization","U",2011,"Total",NA,NA,0,NA
"1535",2011,"2065A","Operation & Maintenance, ANG","ARMY","01","Operating Forces","010","010","111","Maneuver Units","U",2011,"Total",NA,NA,807193,NA
"1536",2011,"2065A","Operation & Maintenance, ANG","ARMY","01","Operating Forces","020","020","112","Modular Support Brigades","U",2011,"Total",NA,NA,166474,NA
"1537",2011,"2065A","Operation & Maintenance, ANG","ARMY","01","Operating Forces","030","030","113","Echelons Above Brigade","U",2011,"Total",NA,NA,607567,NA
"1538",2011,"2065A","Operation & Maintenance, ANG","ARMY","01","Operating Forces","040","040","114","Theater Level Assets","U",2011,"Total",NA,NA,249930,NA
"1539",2011,"2065A","Operation & Maintenance, ANG","ARMY","01","Operating Forces","050","050","115","Land Forces Operations Support","U",2011,"Total",NA,NA,35657,NA
"1540",2011,"2065A","Operation & Maintenance, ANG","ARMY","01","Operating Forces","060","060","116","Aviation Assets","U",2011,"Total",NA,NA,838895,NA
"1541",2011,"2065A","Operation & Maintenance, ANG","ARMY","01","Operating Forces","070","070","121","Force Readiness Operations Support","U",2011,"Total",NA,NA,570119,NA
"1542",2011,"2065A","Operation & Maintenance, ANG","ARMY","01","Operating Forces","080","080","122","Land Forces Systems Readiness","U",2011,"Total",NA,NA,121980,NA
"1543",2011,"2065A","Operation & Maintenance, ANG","ARMY","01","Operating Forces","090","090","123","Land Forces Depot Maintenance","U",2011,"Total",NA,NA,380789,NA
"1544",2011,"2065A","Operation & Maintenance, ANG","ARMY","01","Operating Forces","100","100","131","Base Operations Support","U",2011,"Total",NA,NA,933514,NA
"1545",2011,"2065A","Operation & Maintenance, ANG","ARMY","01","Operating Forces","110","110","132","Facilities Sustainment, Restoration, & Modernization","U",2011,"Total",NA,NA,621843,NA
"1546",2011,"2065A","Operation & Maintenance, ANG","ARMY","01","Operating Forces","120","120","133","Management And Operational Hq","U",2011,"Total",NA,NA,540738,NA
"1547",2011,"2065A","Operation & Maintenance, ANG","ARMY","01","Operating Forces","130","130","135","Additional Activities","U",2011,"Total",NA,NA,544349,NA
"1548",2011,"2065A","Operation & Maintenance, ANG","ARMY","04","Admin & Srvwd Activities","140","140","421","Servicewide Transportation","U",2011,"Total",NA,NA,17771,NA
"1549",2011,"2065A","Operation & Maintenance, ANG","ARMY","04","Admin & Srvwd Activities","150","150","431","Administration","U",2011,"Total",NA,NA,183781,NA
"1550",2011,"2065A","Operation & Maintenance, ANG","ARMY","04","Admin & Srvwd Activities","160","160","432","Servicewide Communications","U",2011,"Total",NA,NA,48188,NA
"1551",2011,"2065A","Operation & Maintenance, ANG","ARMY","04","Admin & Srvwd Activities","170","170","433","Manpower Management","U",2011,"Total",NA,NA,8020,NA
"1552",2011,"2065A","Operation & Maintenance, ANG","ARMY","04","Admin & Srvwd Activities","180","180","434","Recruiting And Advertising","U",2011,"Total",NA,NA,440245,NA
"1553",2011,"2066A","Operation & Maintenance, ANG, RA","ARMY","01","Operating Forces","010","010","132","Facilities Sustainment, Restoration, & Modernization","U",2011,"Total",NA,NA,0,NA
"1554",2011,"2091A","Afghanistan Security Forces Fund","ARMY","01","Ministry of Defense","010","010","ES01","Infrastructure","U",2011,"Total",NA,NA,1790933,NA
"1555",2011,"2091A","Afghanistan Security Forces Fund","ARMY","01","Ministry of Defense","020","020","ES02","Equipment And Transportation","U",2011,"Total",NA,NA,1846623,NA
"1556",2011,"2091A","Afghanistan Security Forces Fund","ARMY","01","Ministry of Defense","030","030","ES03","Training And Operations","U",2011,"Total",NA,NA,836842,NA
"1557",2011,"2091A","Afghanistan Security Forces Fund","ARMY","01","Ministry of Defense","040","040","ES04","Sustainment","U",2011,"Total",NA,NA,2992616,NA
"1558",2011,"2091A","Afghanistan Security Forces Fund","ARMY","02","Ministry of Interior","060","060","ES05","Infrastructure","U",2011,"Total",NA,NA,1078413,NA
"1559",2011,"2091A","Afghanistan Security Forces Fund","ARMY","02","Ministry of Interior","070","070","ES06","Equipment And Transportation","U",2011,"Total",NA,NA,917966,NA
"1560",2011,"2091A","Afghanistan Security Forces Fund","ARMY","02","Ministry of Interior","080","080","ES07","Training And Operations","U",2011,"Total",NA,NA,990213,NA
"1561",2011,"2091A","Afghanistan Security Forces Fund","ARMY","02","Ministry of Interior","090","090","ES08","Sustainment","U",2011,"Total",NA,NA,1098845,NA
"1562",2011,"2091A","Afghanistan Security Forces Fund","ARMY","03","Associated Activities","110","110","ES10","Sustainment","U",2011,"Total",NA,NA,6037,NA
"1563",2011,"2091A","Afghanistan Security Forces Fund","ARMY","03","Associated Activities","120","120","ES11","Training And Operations","U",2011,"Total",NA,NA,1530,NA
"1564",2011,"2091A","Afghanistan Security Forces Fund","ARMY","03","Associated Activities","","","ES12","Infrastructure","U",2011,"Total",NA,NA,58265,NA
"1565",2011,"2091A","Afghanistan Security Forces Fund","ARMY","03","Associated Activities","","","ES14","Coin Activities","U",2011,"Total",NA,NA,1000,NA
"1566",2011,"2092A","Iraq Security Forces Fund","ARMY","01","Ministry of Defense","","","ES02","Equipment And Transportation","U",2011,"Total",NA,NA,1067706,NA
"1567",2011,"2092A","Iraq Security Forces Fund","ARMY","01","Ministry of Defense","","","ES03","Training","U",2011,"Total",NA,NA,248075,NA
"1568",2011,"2092A","Iraq Security Forces Fund","ARMY","01","Ministry of Defense","","","ES04","Sustainment","U",2011,"Total",NA,NA,341125,NA
"1569",2011,"2092A","Iraq Security Forces Fund","ARMY","02","Ministry of Interior","","","ES06","Equipment And Transportation","U",2011,"Total",NA,NA,220469,NA
"1570",2011,"2092A","Iraq Security Forces Fund","ARMY","02","Ministry of Interior","","","ES07","Training","U",2011,"Total",NA,NA,0,NA
"1571",2011,"2092A","Iraq Security Forces Fund","ARMY","02","Ministry of Interior","","","ES08","Sustainment","U",2011,"Total",NA,NA,47625,NA
"1572",2011,"2092A","Iraq Security Forces Fund","ARMY","03","Associated Activities","","","ES10","Quick Response Force","U",2011,"Total",NA,NA,75000,NA
"1573",2011,"2095A","Pakistan Counterinsurgency Capability Fund","ARMY","01","Defense Security Forces","020","020","ES01","Infrastructure","U",2011,"Total",NA,NA,0,NA
"1574",2011,"2095A","Pakistan Counterinsurgency Capability Fund","ARMY","01","Defense Security Forces","030","030","ES02","Equipment/Transportation","U",2011,"Total",NA,NA,0,NA
"1575",2011,"2095A","Pakistan Counterinsurgency Capability Fund","ARMY","01","Defense Security Forces","040","040","ES03","Training And Operations","U",2011,"Total",NA,NA,0,NA
"1576",2011,"2095A","Pakistan Counterinsurgency Capability Fund","ARMY","02","Frontier Corps","060","060","ES01","Infrastructure","U",2011,"Total",NA,NA,0,NA
"1577",2011,"2095A","Pakistan Counterinsurgency Capability Fund","ARMY","02","Frontier Corps","070","070","ES02","Equipment/Transportation","U",2011,"Total",NA,NA,0,NA
"1578",2011,"2095A","Pakistan Counterinsurgency Capability Fund","ARMY","02","Frontier Corps","080","080","ES03","Training And Operations","U",2011,"Total",NA,NA,0,NA
"1579",2011,"2095A","Pakistan Counterinsurgency Capability Fund","ARMY","03","Related Activities","100","100","ES04","Humanitarian Assistance","U",2011,"Total",NA,NA,0,NA
"1580",2011,"1804N","Operation & Maintenance, Navy","NAVY","01","Operating Forces","010","010","1A1A","Mission And Other Flight Operations","U",2011,"Total",NA,NA,6269750,NA
"1581",2011,"1804N","Operation & Maintenance, Navy","NAVY","01","Operating Forces","020","020","1A2A","Fleet Air Training","U",2011,"Total",NA,NA,84798,NA
"1582",2011,"1804N","Operation & Maintenance, Navy","NAVY","01","Operating Forces","030","030","1A3A","Aviation Technical Data & Engineering Services","U",2011,"Total",NA,NA,40332,NA
"1583",2011,"1804N","Operation & Maintenance, Navy","NAVY","01","Operating Forces","040","040","1A4A","Air Operations And Safety Support","U",2011,"Total",NA,NA,127322,NA
"1584",2011,"1804N","Operation & Maintenance, Navy","NAVY","01","Operating Forces","050","050","1A4N","Air Systems Support","U",2011,"Total",NA,NA,400087,NA
"1585",2011,"1804N","Operation & Maintenance, Navy","NAVY","01","Operating Forces","060","060","1A5A","Aircraft Depot Maintenance","U",2011,"Total",NA,NA,1454524,NA
"1586",2011,"1804N","Operation & Maintenance, Navy","NAVY","01","Operating Forces","070","070","1A6A","Aircraft Depot Operations Support","U",2011,"Total",NA,NA,27448,NA
"1587",2011,"1804N","Operation & Maintenance, Navy","NAVY","01","Operating Forces","080","080","1B1B","Mission And Other Ship Operations","U",2011,"Total",NA,NA,4848378,NA
"1588",2011,"1804N","Operation & Maintenance, Navy","NAVY","01","Operating Forces","090","090","1B2B","Ship Operations Support & Training","U",2011,"Total",NA,NA,756455,NA
"1589",2011,"1804N","Operation & Maintenance, Navy","NAVY","01","Operating Forces","100","100","1B4B","Ship Depot Maintenance","U",2011,"Total",NA,NA,6028226,NA
"1590",2011,"1804N","Operation & Maintenance, Navy","NAVY","01","Operating Forces","110","110","1B5B","Ship Depot Operations Support","U",2011,"Total",NA,NA,1344844,NA
"1591",2011,"1804N","Operation & Maintenance, Navy","NAVY","01","Operating Forces","120","120","1C1C","Combat Communications","U",2011,"Total",NA,NA,653537,NA
"1592",2011,"1804N","Operation & Maintenance, Navy","NAVY","01","Operating Forces","130","130","1C2C","Electronic Warfare","U",2011,"Total",NA,NA,89340,NA
"1593",2011,"1804N","Operation & Maintenance, Navy","NAVY","01","Operating Forces","140","140","1C3C","Space Systems And Surveillance","U",2011,"Total",NA,NA,177397,NA
"1594",2011,"1804N","Operation & Maintenance, Navy","NAVY","01","Operating Forces","150","150","1C4C","Warfare Tactics","U",2011,"Total",NA,NA,498869,NA
"1595",2011,"1804N","Operation & Maintenance, Navy","NAVY","01","Operating Forces","160","160","1C5C","Operational Meteorology And Oceanography","U",2011,"Total",NA,NA,341380,NA
"1596",2011,"1804N","Operation & Maintenance, Navy","NAVY","01","Operating Forces","170","170","1C6C","Combat Support Forces","U",2011,"Total",NA,NA,3821345,NA
"1597",2011,"1804N","Operation & Maintenance, Navy","NAVY","01","Operating Forces","180","180","1C7C","Equipment Maintenance","U",2011,"Total",NA,NA,169662,NA
"1598",2011,"1804N","Operation & Maintenance, Navy","NAVY","01","Operating Forces","190","190","1C8C","Depot Operations Support","U",2011,"Total",NA,NA,2836,NA
"1599",2011,"1804N","Operation & Maintenance, Navy","NAVY","01","Operating Forces","200","200","1CCH","Combatant Commanders Core Operations","U",2011,"Total",NA,NA,215250,NA
"1600",2011,"1804N","Operation & Maintenance, Navy","NAVY","01","Operating Forces","210","210","1CCM","Combatant Commanders Direct Mission Support","U",2011,"Total",NA,NA,281526,NA
"1601",2011,"1804N","Operation & Maintenance, Navy","NAVY","01","Operating Forces","220","220","1D1D","Cruise Missile","U",2011,"Total",NA,NA,130219,NA
"1602",2011,"1804N","Operation & Maintenance, Navy","NAVY","01","Operating Forces","230","230","1D2D","Fleet Ballistic Missile","U",2011,"Total",NA,NA,1138418,NA
"1603",2011,"1804N","Operation & Maintenance, Navy","NAVY","01","Operating Forces","240","240","1D3D","In-Service Weapons Systems Support","U",2011,"Total",NA,NA,188302,NA
"1604",2011,"1804N","Operation & Maintenance, Navy","NAVY","01","Operating Forces","250","250","1D4D","Weapons Maintenance","U",2011,"Total",NA,NA,542080,NA
"1605",2011,"1804N","Operation & Maintenance, Navy","NAVY","01","Operating Forces","260","260","1D7D","Other Weapon Systems Support","U",2011,"Total",NA,NA,383689,NA
"1606",2011,"1804N","Operation & Maintenance, Navy","NAVY","01","Operating Forces","270","270","BSIT","Enterprise Information","U",2011,"Total",NA,NA,830857,NA
"1607",2011,"1804N","Operation & Maintenance, Navy","NAVY","01","Operating Forces","280","280","BSM1","Sustainment, Restoration And Modernization","U",2011,"Total",NA,NA,1928636,NA
"1608",2011,"1804N","Operation & Maintenance, Navy","NAVY","01","Operating Forces","290","290","BSS1","Base Operating Support","U",2011,"Total",NA,NA,4884606,NA
"1609",2011,"1804N","Operation & Maintenance, Navy","NAVY","02","Mobilization","300","300","2A1F","Ship Prepositioning And Surge","U",2011,"Total",NA,NA,451347,NA
"1610",2011,"1804N","Operation & Maintenance, Navy","NAVY","02","Mobilization","310","310","2B1G","Aircraft Activations/Inactivations","U",2011,"Total",NA,NA,7593,NA
"1611",2011,"1804N","Operation & Maintenance, Navy","NAVY","02","Mobilization","320","320","2B2G","Ship Activations/Inactivations","U",2011,"Total",NA,NA,177482,NA
"1612",2011,"1804N","Operation & Maintenance, Navy","NAVY","02","Mobilization","330","330","2C1H","Expeditionary Health Services Systems","U",2011,"Total",NA,NA,75390,NA
"1613",2011,"1804N","Operation & Maintenance, Navy","NAVY","02","Mobilization","340","340","2C2H","Industrial Readiness","U",2011,"Total",NA,NA,2707,NA
"1614",2011,"1804N","Operation & Maintenance, Navy","NAVY","02","Mobilization","350","350","2C3H","Coast Guard Support","U",2011,"Total",NA,NA,278306,NA
"1615",2011,"1804N","Operation & Maintenance, Navy","NAVY","03","Training and Recruiting","360","360","3A1J","Officer Acquisition","U",2011,"Total",NA,NA,141057,NA
"1616",2011,"1804N","Operation & Maintenance, Navy","NAVY","03","Training and Recruiting","370","370","3A2J","Recruit Training","U",2011,"Total",NA,NA,10853,NA
"1617",2011,"1804N","Operation & Maintenance, Navy","NAVY","03","Training and Recruiting","380","380","3A3J","Reserve Officers Training Corps","U",2011,"Total",NA,NA,143504,NA
"1618",2011,"1804N","Operation & Maintenance, Navy","NAVY","03","Training and Recruiting","390","390","3B1K","Specialized Skill Training","U",2011,"Total",NA,NA,614458,NA
"1619",2011,"1804N","Operation & Maintenance, Navy","NAVY","03","Training and Recruiting","400","400","3B2K","Flight Training","U",2011,"Total",NA,NA,1538171,NA
"1620",2011,"1804N","Operation & Maintenance, Navy","NAVY","03","Training and Recruiting","410","410","3B3K","Professional Development Education","U",2011,"Total",NA,NA,162844,NA
"1621",2011,"1804N","Operation & Maintenance, Navy","NAVY","03","Training and Recruiting","420","420","3B4K","Training Support","U",2011,"Total",NA,NA,176553,NA
"1622",2011,"1804N","Operation & Maintenance, Navy","NAVY","03","Training and Recruiting","430","430","3C1L","Recruiting And Advertising","U",2011,"Total",NA,NA,261287,NA
"1623",2011,"1804N","Operation & Maintenance, Navy","NAVY","03","Training and Recruiting","440","440","3C3L","Off-Duty And Voluntary Education","U",2011,"Total",NA,NA,145560,NA
"1624",2011,"1804N","Operation & Maintenance, Navy","NAVY","03","Training and Recruiting","450","450","3C4L","Civilian Education And Training","U",2011,"Total",NA,NA,109865,NA
"1625",2011,"1804N","Operation & Maintenance, Navy","NAVY","03","Training and Recruiting","460","460","3C5L","Junior ROTC","U",2011,"Total",NA,NA,50369,NA
"1626",2011,"1804N","Operation & Maintenance, Navy","NAVY","04","Admin & Srvwd Activities","470","470","4A1M","Administration","U",2011,"Total",NA,NA,833275,NA
"1627",2011,"1804N","Operation & Maintenance, Navy","NAVY","04","Admin & Srvwd Activities","480","480","4A2M","External Relations","U",2011,"Total",NA,NA,8099,NA
"1628",2011,"1804N","Operation & Maintenance, Navy","NAVY","04","Admin & Srvwd Activities","490","490","4A3M","Civilian Manpower And Personnel Management","U",2011,"Total",NA,NA,119288,NA
"1629",2011,"1804N","Operation & Maintenance, Navy","NAVY","04","Admin & Srvwd Activities","500","500","4A4M","Military Manpower And Personnel Management","U",2011,"Total",NA,NA,205989,NA
"1630",2011,"1804N","Operation & Maintenance, Navy","NAVY","04","Admin & Srvwd Activities","510","510","4A5M","Other Personnel Support","U",2011,"Total",NA,NA,285286,NA
"1631",2011,"1804N","Operation & Maintenance, Navy","NAVY","04","Admin & Srvwd Activities","520","520","4A6M","Servicewide Communications","U",2011,"Total",NA,NA,531738,NA
"1632",2011,"1804N","Operation & Maintenance, Navy","NAVY","04","Admin & Srvwd Activities","530","530","4A8M","Medical Activities","U",2011,"Total",NA,NA,0,NA
"1633",2011,"1804N","Operation & Maintenance, Navy","NAVY","04","Admin & Srvwd Activities","540","540","4B1N","Servicewide Transportation","U",2011,"Total",NA,NA,531162,NA
"1634",2011,"1804N","Operation & Maintenance, Navy","NAVY","04","Admin & Srvwd Activities","550","550","4B2E","Environmental Programs","U",2011,"Total",NA,NA,0,NA
"1635",2011,"1804N","Operation & Maintenance, Navy","NAVY","04","Admin & Srvwd Activities","560","560","4B2N","Planning, Engineering And Design","U",2011,"Total",NA,NA,259990,NA
"1636",2011,"1804N","Operation & Maintenance, Navy","NAVY","04","Admin & Srvwd Activities","570","570","4B3N","Acquisition And Program Management","U",2011,"Total",NA,NA,874160,NA
"1637",2011,"1804N","Operation & Maintenance, Navy","NAVY","04","Admin & Srvwd Activities","580","580","4B5N","Hull, Mechanical And Electrical Support","U",2011,"Total",NA,NA,55217,NA
"1638",2011,"1804N","Operation & Maintenance, Navy","NAVY","04","Admin & Srvwd Activities","590","590","4B6N","Combat/Weapons Systems","U",2011,"Total",NA,NA,19053,NA
"1639",2011,"1804N","Operation & Maintenance, Navy","NAVY","04","Admin & Srvwd Activities","600","600","4B7N","Space And Electronic Warfare Systems","U",2011,"Total",NA,NA,79855,NA
"1640",2011,"1804N","Operation & Maintenance, Navy","NAVY","04","Admin & Srvwd Activities","610","610","4C1P","Naval Investigative Service","U",2011,"Total",NA,NA,627948,NA
"1641",2011,"1804N","Operation & Maintenance, Navy","NAVY","04","Admin & Srvwd Activities","670","670","4D1Q","International Headquarters And Agencies","U",2011,"Total",NA,NA,5567,NA
"1642",2011,"1804N","Operation & Maintenance, Navy","NAVY","04","Admin & Srvwd Activities","680","680","4EMM","Cancelled Account Adjustments","U",2011,"Total",NA,NA,0,NA
"1643",2011,"1804N","Operation & Maintenance, Navy","NAVY","04","Admin & Srvwd Activities","690","690","4EPJ","Judgement Fund","U",2011,"Total",NA,NA,0,NA
"1644",2011,"1804N","Operation & Maintenance, Navy","","04","Admin & Srvwd Activities","","","9999","Classified Programs","U",2011,"Total",NA,NA,636856,NA
"1645",2011,"1805N","Operation & Maintenance, Navy, RA","NAVY","01","Operating Forces","010","010","BSM1","Sustainment, Restoration And Modernization","U",2011,"Total",NA,NA,0,NA
"1646",2011,"1106N","Operation & Maintenance, Marine Corps","NAVY","01","Operating Forces","010","010","1A1A","Operational Forces","U",2011,"Total",NA,NA,3194250,NA
"1647",2011,"1106N","Operation & Maintenance, Marine Corps","NAVY","01","Operating Forces","020","020","1A2A","Field Logistics","U",2011,"Total",NA,NA,1173364,NA
"1648",2011,"1106N","Operation & Maintenance, Marine Corps","NAVY","01","Operating Forces","030","030","1A3A","Depot Maintenance","U",2011,"Total",NA,NA,602141,NA
"1649",2011,"1106N","Operation & Maintenance, Marine Corps","NAVY","01","Operating Forces","040","040","1B1B","Maritime Prepositioning","U",2011,"Total",NA,NA,80152,NA
"1650",2011,"1106N","Operation & Maintenance, Marine Corps","NAVY","01","Operating Forces","050","050","1B2B","Norway Prepositioning","U",2011,"Total",NA,NA,0,NA
"1651",2011,"1106N","Operation & Maintenance, Marine Corps","NAVY","01","Operating Forces","060","060","1CCM","Combatant Commanders Direct Mission Support","U",2011,"Total",NA,NA,0,NA
"1652",2011,"1106N","Operation & Maintenance, Marine Corps","NAVY","01","Operating Forces","070","070","BSM1","Sustainment, Restoration, & Modernization","U",2011,"Total",NA,NA,594904,NA
"1653",2011,"1106N","Operation & Maintenance, Marine Corps","NAVY","01","Operating Forces","080","080","BSS1","Base Operating Support","U",2011,"Total",NA,NA,2261438,NA
"1654",2011,"1106N","Operation & Maintenance, Marine Corps","NAVY","03","Training and Recruiting","090","090","3A1C","Recruit Training","U",2011,"Total",NA,NA,16096,NA
"1655",2011,"1106N","Operation & Maintenance, Marine Corps","NAVY","03","Training and Recruiting","100","100","3A2C","Officer Acquisition","U",2011,"Total",NA,NA,420,NA
"1656",2011,"1106N","Operation & Maintenance, Marine Corps","NAVY","03","Training and Recruiting","110","110","3B1D","Specialized Skill Training","U",2011,"Total",NA,NA,91197,NA
"1657",2011,"1106N","Operation & Maintenance, Marine Corps","NAVY","03","Training and Recruiting","120","120","3B2D","Flight Training","U",2011,"Total",NA,NA,0,NA
"1658",2011,"1106N","Operation & Maintenance, Marine Corps","NAVY","03","Training and Recruiting","130","130","3B3D","Professional Development Education","U",2011,"Total",NA,NA,32379,NA
"1659",2011,"1106N","Operation & Maintenance, Marine Corps","NAVY","03","Training and Recruiting","140","140","3B4D","Training Support","U",2011,"Total",NA,NA,542813,NA
"1660",2011,"1106N","Operation & Maintenance, Marine Corps","NAVY","03","Training and Recruiting","150","150","3C1F","Recruiting And Advertising","U",2011,"Total",NA,NA,233663,NA
"1661",2011,"1106N","Operation & Maintenance, Marine Corps","NAVY","03","Training and Recruiting","160","160","3C2F","Off-Duty And Voluntary Education","U",2011,"Total",NA,NA,61980,NA
"1662",2011,"1106N","Operation & Maintenance, Marine Corps","NAVY","03","Training and Recruiting","170","170","3C3F","Junior ROTC","U",2011,"Total",NA,NA,19497,NA
"1663",2011,"1106N","Operation & Maintenance, Marine Corps","NAVY","03","Training and Recruiting","180","180","BSM3","Sustainment, Restoration And Modernization","U",2011,"Total",NA,NA,0,NA
"1664",2011,"1106N","Operation & Maintenance, Marine Corps","NAVY","03","Training and Recruiting","190","190","BSS3","Base Operating Support","U",2011,"Total",NA,NA,0,NA
"1665",2011,"1106N","Operation & Maintenance, Marine Corps","NAVY","04","Admin & Srvwd Activities","200","200","4A2G","Special Support","U",2011,"Total",NA,NA,0,NA
"1666",2011,"1106N","Operation & Maintenance, Marine Corps","NAVY","04","Admin & Srvwd Activities","210","210","4A3G","Servicewide Transportation","U",2011,"Total",NA,NA,389569,NA
"1667",2011,"1106N","Operation & Maintenance, Marine Corps","NAVY","04","Admin & Srvwd Activities","220","220","4A4G","Administration","U",2011,"Total",NA,NA,345429,NA
"1668",2011,"1106N","Operation & Maintenance, Marine Corps","NAVY","04","Admin & Srvwd Activities","230","230","4B3N","Acquisition & Program Management","U",2011,"Total",NA,NA,87570,NA
"1669",2011,"1106N","Operation & Maintenance, Marine Corps","NAVY","04","Admin & Srvwd Activities","240","240","BSM4","Sustainment, Restoration, And Modernization","U",2011,"Total",NA,NA,0,NA
"1670",2011,"1106N","Operation & Maintenance, Marine Corps","NAVY","04","Admin & Srvwd Activities","250","250","BSS4","Base Operating Support","U",2011,"Total",NA,NA,0,NA
"1671",2011,"1116N","Operation & Maintenance, MC, RA","NAVY","01","Operating Forces","010","010","BSM1","Sustainment, Restoration, & Modernization","U",2011,"Total",NA,NA,0,NA
"1672",2011,"1806N","Operation & Maintenance, Navy Res","NAVY","01","Operating Forces","010","010","1A1A","Mission And Other Flight Operations","U",2011,"Total",NA,NA,648738,NA
"1673",2011,"1806N","Operation & Maintenance, Navy Res","NAVY","01","Operating Forces","020","020","1A3A","Intermediate Maintenance","U",2011,"Total",NA,NA,13609,NA
"1674",2011,"1806N","Operation & Maintenance, Navy Res","NAVY","01","Operating Forces","030","030","1A4A","Air Operations And Safety Support","U",2011,"Total",NA,NA,2668,NA
"1675",2011,"1806N","Operation & Maintenance, Navy Res","NAVY","01","Operating Forces","040","040","1A5A","Aircraft Depot Maintenance","U",2011,"Total",NA,NA,158137,NA
"1676",2011,"1806N","Operation & Maintenance, Navy Res","NAVY","01","Operating Forces","050","050","1A6A","Aircraft Depot Operations Support","U",2011,"Total",NA,NA,309,NA
"1677",2011,"1806N","Operation & Maintenance, Navy Res","NAVY","01","Operating Forces","060","060","1B1B","Mission And Other Ship Operations","U",2011,"Total",NA,NA,75152,NA
"1678",2011,"1806N","Operation & Maintenance, Navy Res","NAVY","01","Operating Forces","070","070","1B2B","Ship Operations Support & Training","U",2011,"Total",NA,NA,587,NA
"1679",2011,"1806N","Operation & Maintenance, Navy Res","NAVY","01","Operating Forces","080","080","1B4B","Ship Depot Maintenance","U",2011,"Total",NA,NA,91551,NA
"1680",2011,"1806N","Operation & Maintenance, Navy Res","NAVY","01","Operating Forces","090","090","1C1C","Combat Communications","U",2011,"Total",NA,NA,19067,NA
"1681",2011,"1806N","Operation & Maintenance, Navy Res","NAVY","01","Operating Forces","100","100","1C6C","Combat Support Forces","U",2011,"Total",NA,NA,152355,NA
"1682",2011,"1806N","Operation & Maintenance, Navy Res","NAVY","01","Operating Forces","110","110","1D4D","Weapons Maintenance","U",2011,"Total",NA,NA,5492,NA
"1683",2011,"1806N","Operation & Maintenance, Navy Res","NAVY","01","Operating Forces","120","120","BSIT","Enterprise Information","U",2011,"Total",NA,NA,56046,NA
"1684",2011,"1806N","Operation & Maintenance, Navy Res","NAVY","01","Operating Forces","130","130","BSMR","Sustainment, Restoration And Modernization","U",2011,"Total",NA,NA,81407,NA
"1685",2011,"1806N","Operation & Maintenance, Navy Res","NAVY","01","Operating Forces","140","140","BSSR","Base Operating Support","U",2011,"Total",NA,NA,131988,NA
"1686",2011,"1806N","Operation & Maintenance, Navy Res","NAVY","04","Admin & Srvwd Activities","150","150","4A1M","Administration","U",2011,"Total",NA,NA,3276,NA
"1687",2011,"1806N","Operation & Maintenance, Navy Res","NAVY","04","Admin & Srvwd Activities","160","160","4A4M","Military Manpower And Personnel Management","U",2011,"Total",NA,NA,14762,NA
"1688",2011,"1806N","Operation & Maintenance, Navy Res","NAVY","04","Admin & Srvwd Activities","170","170","4A6M","Servicewide Communications","U",2011,"Total",NA,NA,2628,NA
"1689",2011,"1806N","Operation & Maintenance, Navy Res","NAVY","04","Admin & Srvwd Activities","180","180","4A9M","Other Servicewide Support","U",2011,"Total",NA,NA,0,NA
"1690",2011,"1806N","Operation & Maintenance, Navy Res","NAVY","04","Admin & Srvwd Activities","190","190","4B3N","Acquisition And Program Management","U",2011,"Total",NA,NA,3551,NA
"1691",2011,"1806N","Operation & Maintenance, Navy Res","NAVY","04","Admin & Srvwd Activities","200","200","4EMM","Cancelled Account Adjustments","U",2011,"Total",NA,NA,0,NA
"1692",2011,"1806N","Operation & Maintenance, Navy Res","NAVY","04","Admin & Srvwd Activities","210","210","4EPJ","Judgment Fund","U",2011,"Total",NA,NA,0,NA
"1693",2011,"1807N","Operation & Maintenance, Navy Reserve, RA","NAVY","01","Operating Forces","010","010","BSM1","Facilities Sustainment, Restoration & Mod (Fsrm)","U",2011,"Total",NA,NA,0,NA
"1694",2011,"1107N","Operation & Maintenance, MC Reserve","NAVY","01","Operating Forces","010","010","1A1A","Operating Forces","U",2011,"Total",NA,NA,128137,NA
"1695",2011,"1107N","Operation & Maintenance, MC Reserve","NAVY","01","Operating Forces","020","020","1A3A","Depot Maintenance","U",2011,"Total",NA,NA,16392,NA
