"","SourceFiscalYear","AccountDSI","AccountTitle","Organization","BudgetActivity","BudgetActivityTitle","BSA","BSAtitle","LineNumber","LineItem","LineItemTitle","CostType","CostTypeTitle","LineNumber","AddOrNonAdd","Classified","FiscalYear","OriginType","ActualTotal","EnactedTotal","PBtotal","PBtype","QuantActualTotal","QuantPBtotal","QuantPBtype"
"4696",2011,"1507N","Weapons Procurement, Navy","NAVY","03","Torpedoes and Related Equipment","01","Torpedoes And Related Equip","19 ","3141","ASW Targets","A","Weapon System Cost","19 ","Add","U",2011,"OCO",NA,NA,NA,0,NA,NA,0
"4697",2011,"1507N","Weapons Procurement, Navy","NAVY","03","Torpedoes and Related Equipment","02","Mod Of Torpedoes And Related Equip","20 ","3215","MK-54 Torpedo Mods","A","Weapon System Cost","20 ","Add","U",2011,"OCO",NA,NA,NA,0,NA,NA,0
"4698",2011,"1507N","Weapons Procurement, Navy","NAVY","03","Torpedoes and Related Equipment","02","Mod Of Torpedoes And Related Equip","21 ","3225","MK-48 Torpedo ADCAP Mods","A","Weapon System Cost","21 ","Add","U",2011,"OCO",NA,NA,NA,0,NA,NA,0
"4699",2011,"1507N","Weapons Procurement, Navy","NAVY","03","Torpedoes and Related Equipment","02","Mod Of Torpedoes And Related Equip","22 ","3231","Quickstrike Mine","A","Weapon System Cost","22 ","Add","U",2011,"OCO",NA,NA,NA,0,NA,NA,0
"4700",2011,"1507N","Weapons Procurement, Navy","NAVY","03","Torpedoes and Related Equipment","03","Support Equipment","23 ","3301","Torpedo Support Equipment","A","Weapon System Cost","23 ","Add","U",2011,"OCO",NA,NA,NA,0,NA,NA,0
"4701",2011,"1507N","Weapons Procurement, Navy","NAVY","03","Torpedoes and Related Equipment","03","Support Equipment","24 ","3302","ASW Range Support","A","Weapon System Cost","24 ","Add","U",2011,"OCO",NA,NA,NA,0,NA,NA,0
"4702",2011,"1507N","Weapons Procurement, Navy","NAVY","03","Torpedoes and Related Equipment","04","Destination Transportation","25 ","2410","First Destination Transportation","A","Weapon System Cost","25 ","Add","U",2011,"OCO",NA,NA,NA,0,NA,NA,0
"4703",2011,"1507N","Weapons Procurement, Navy","NAVY","04","Other Weapons","01","Guns And Gun Mounts","26 ","4129","Small Arms And Weapons","A","Weapon System Cost","26 ","Add","U",2011,"OCO",NA,NA,NA,4998,NA,NA,0
"4704",2011,"1507N","Weapons Procurement, Navy","NAVY","04","Other Weapons","02","Modification Of Guns And Gun Mounts","27 ","4205","CIWS Mods","A","Weapon System Cost","27 ","Add","U",2011,"OCO",NA,NA,NA,0,NA,NA,0
"4705",2011,"1507N","Weapons Procurement, Navy","NAVY","04","Other Weapons","02","Modification Of Guns And Gun Mounts","28 ","4206","Coast Guard Weapons","A","Weapon System Cost","28 ","Add","U",2011,"OCO",NA,NA,NA,0,NA,NA,0
"4706",2011,"1507N","Weapons Procurement, Navy","NAVY","04","Other Weapons","02","Modification Of Guns And Gun Mounts","29 ","4217","Gun Mount Mods","A","Weapon System Cost","29 ","Add","U",2011,"OCO",NA,NA,NA,0,NA,NA,0
"4707",2011,"1507N","Weapons Procurement, Navy","NAVY","04","Other Weapons","02","Modification Of Guns And Gun Mounts","30 ","4221","LCS Module Weapons","A","Weapon System Cost","30 ","Add","U",2011,"OCO",NA,NA,NA,0,NA,NA,0
"4708",2011,"1507N","Weapons Procurement, Navy","NAVY","04","Other Weapons","02","Modification Of Guns And Gun Mounts","31 ","4223","Cruiser Modernization Weapons","A","Weapon System Cost","31 ","Add","U",2011,"OCO",NA,NA,NA,0,NA,NA,0
"4709",2011,"1507N","Weapons Procurement, Navy","NAVY","04","Other Weapons","02","Modification Of Guns And Gun Mounts","32 ","4225","Airborne Mine Neutralization Systems","A","Weapon System Cost","32 ","Add","U",2011,"OCO",NA,NA,NA,0,NA,NA,0
"4710",2011,"1507N","Weapons Procurement, Navy","NAVY","04","Other Weapons","04","Other","33 ","4227","Marine Corps Tactial Unmanned Aerial System","A","Weapon System Cost","33 ","Add","U",2011,"OCO",NA,NA,NA,0,NA,NA,0
"4711",2011,"1507N","Weapons Procurement, Navy","NAVY","04","Other Weapons","04","Other","34 ","4500","Cancelled Account Adjustments","A","Weapon System Cost","34 ","Add","U",2011,"OCO",NA,NA,NA,0,NA,NA,0
"4712",2011,"1507N","Weapons Procurement, Navy","NAVY","06","Spares and Repair Parts","01","Spares And Repair Parts","35 ","6120","Spares And Repair Parts","A","Weapon System Cost","35 ","Add","U",2011,"OCO",NA,NA,NA,0,NA,NA,0
"4713",2011,"1508N","Procurement of Ammo, Navy & MC","NAVY","01","Proc Ammo, Navy","01","Navy Ammunition","1  ","0145","General Purpose Bombs","A","Weapon System Cost","1  ","Add","U",2011,"OCO",NA,NA,NA,6060,NA,NA,0
"4714",2011,"1508N","Procurement of Ammo, Navy & MC","NAVY","01","Proc Ammo, Navy","01","Navy Ammunition","2  ","0148","JDAM","A","Weapon System Cost","2  ","Add","U",2011,"OCO",NA,NA,NA,0,NA,NA,0
"4715",2011,"1508N","Procurement of Ammo, Navy & MC","NAVY","01","Proc Ammo, Navy","01","Navy Ammunition","3  ","0151","Airborne Rockets, All Types","A","Weapon System Cost","3  ","Add","U",2011,"OCO",NA,NA,NA,76043,NA,NA,0
"4716",2011,"1508N","Procurement of Ammo, Navy & MC","NAVY","01","Proc Ammo, Navy","01","Navy Ammunition","4  ","0155","Machine Gun Ammunition","A","Weapon System Cost","4  ","Add","U",2011,"OCO",NA,NA,NA,69660,NA,NA,0
"4717",2011,"1508N","Procurement of Ammo, Navy & MC","NAVY","01","Proc Ammo, Navy","01","Navy Ammunition","5  ","0160","Practice Bombs","A","Weapon System Cost","5  ","Add","U",2011,"OCO",NA,NA,NA,0,NA,NA,0
"4718",2011,"1508N","Procurement of Ammo, Navy & MC","NAVY","01","Proc Ammo, Navy","01","Navy Ammunition","6  ","0180","Cartridges & Cart Actuated Devices","A","Weapon System Cost","6  ","Add","U",2011,"OCO",NA,NA,NA,0,NA,NA,0
"4719",2011,"1508N","Procurement of Ammo, Navy & MC","NAVY","01","Proc Ammo, Navy","01","Navy Ammunition","7  ","0182","Air Expendable Countermeasures","A","Weapon System Cost","7  ","Add","U",2011,"OCO",NA,NA,NA,33632,NA,NA,0
"4720",2011,"1508N","Procurement of Ammo, Navy & MC","NAVY","01","Proc Ammo, Navy","01","Navy Ammunition","8  ","0194","JATOS","A","Weapon System Cost","8  ","Add","U",2011,"OCO",NA,NA,NA,0,NA,NA,0
"4721",2011,"1508N","Procurement of Ammo, Navy & MC","NAVY","01","Proc Ammo, Navy","01","Navy Ammunition","9  ","0250","5 Inch/54 Gun Ammunition","A","Weapon System Cost","9  ","Add","U",2011,"OCO",NA,NA,NA,0,NA,NA,0
"4722",2011,"1508N","Procurement of Ammo, Navy & MC","NAVY","01","Proc Ammo, Navy","01","Navy Ammunition","10 ","0266","Intermediate Caliber Gun Ammunition","A","Weapon System Cost","10 ","Add","U",2011,"OCO",NA,NA,NA,0,NA,NA,0
"4723",2011,"1508N","Procurement of Ammo, Navy & MC","NAVY","01","Proc Ammo, Navy","01","Navy Ammunition","11 ","0270","Other Ship Gun Ammunition","A","Weapon System Cost","11 ","Add","U",2011,"OCO",NA,NA,NA,455,NA,NA,0
"4724",2011,"1508N","Procurement of Ammo, Navy & MC","NAVY","01","Proc Ammo, Navy","01","Navy Ammunition","12 ","0335","Small Arms & Landing Party Ammo","A","Weapon System Cost","12 ","Add","U",2011,"OCO",NA,NA,NA,7757,NA,NA,0
"4725",2011,"1508N","Procurement of Ammo, Navy & MC","NAVY","01","Proc Ammo, Navy","01","Navy Ammunition","13 ","0340","Pyrotechnic And Demolition","A","Weapon System Cost","13 ","Add","U",2011,"OCO",NA,NA,NA,1209,NA,NA,0
"4726",2011,"1508N","Procurement of Ammo, Navy & MC","NAVY","01","Proc Ammo, Navy","01","Navy Ammunition","14 ","0400","Ammunition Less Than $5 Million","A","Weapon System Cost","14 ","Add","U",2011,"OCO",NA,NA,NA,0,NA,NA,0
"4727",2011,"1508N","Procurement of Ammo, Navy & MC","NAVY","02","Proc Ammo, MC","01","Marine Corps Ammunition","15 ","1000","Small Arms Ammunition","A","Weapon System Cost","15 ","Add","U",2011,"OCO",NA,NA,NA,19498,NA,NA,0
"4728",2011,"1508N","Procurement of Ammo, Navy & MC","NAVY","02","Proc Ammo, MC","01","Marine Corps Ammunition","16 ","1030","Linear Charges, All Types","A","Weapon System Cost","16 ","Add","U",2011,"OCO",NA,NA,NA,4677,NA,NA,0
"4729",2011,"1508N","Procurement of Ammo, Navy & MC","NAVY","02","Proc Ammo, MC","01","Marine Corps Ammunition","17 ","1050","40 Mm, All Types","A","Weapon System Cost","17 ","Add","U",2011,"OCO",NA,NA,NA,11307,NA,NA,0
"4730",2011,"1508N","Procurement of Ammo, Navy & MC","NAVY","02","Proc Ammo, MC","01","Marine Corps Ammunition","18 ","1083","60mm, All Types","A","Weapon System Cost","18 ","Add","U",2011,"OCO",NA,NA,NA,17150,NA,NA,0
"4731",2011,"1508N","Procurement of Ammo, Navy & MC","NAVY","02","Proc Ammo, MC","01","Marine Corps Ammunition","19 ","1091","81mm, All Types","A","Weapon System Cost","19 ","Add","U",2011,"OCO",NA,NA,NA,27738,NA,NA,0
"4732",2011,"1508N","Procurement of Ammo, Navy & MC","NAVY","02","Proc Ammo, MC","01","Marine Corps Ammunition","20 ","1121","120mm, All Types","A","Weapon System Cost","20 ","Add","U",2011,"OCO",NA,NA,NA,96895,NA,NA,0
"4733",2011,"1508N","Procurement of Ammo, Navy & MC","NAVY","02","Proc Ammo, MC","01","Marine Corps Ammunition","21 ","1388","Ctg 25mm, All Types","A","Weapon System Cost","21 ","Add","U",2011,"OCO",NA,NA,NA,990,NA,NA,0
"4734",2011,"1508N","Procurement of Ammo, Navy & MC","NAVY","02","Proc Ammo, MC","01","Marine Corps Ammunition","22 ","1468","Grenades, All Types","A","Weapon System Cost","22 ","Add","U",2011,"OCO",NA,NA,NA,6137,NA,NA,0
"4735",2011,"1508N","Procurement of Ammo, Navy & MC","NAVY","02","Proc Ammo, MC","01","Marine Corps Ammunition","23 ","1471","Rockets, All Types","A","Weapon System Cost","23 ","Add","U",2011,"OCO",NA,NA,NA,13543,NA,NA,0
"4736",2011,"1508N","Procurement of Ammo, Navy & MC","NAVY","02","Proc Ammo, MC","01","Marine Corps Ammunition","24 ","1473","Artillery, All Types","A","Weapon System Cost","24 ","Add","U",2011,"OCO",NA,NA,NA,137118,NA,NA,0
"4737",2011,"1508N","Procurement of Ammo, Navy & MC","NAVY","02","Proc Ammo, MC","01","Marine Corps Ammunition","25 ","1500","Demolition Munitions, All Types","A","Weapon System Cost","25 ","Add","U",2011,"OCO",NA,NA,NA,9296,NA,NA,0
"4738",2011,"1508N","Procurement of Ammo, Navy & MC","NAVY","02","Proc Ammo, MC","01","Marine Corps Ammunition","26 ","1625","Fuze, All Types","A","Weapon System Cost","26 ","Add","U",2011,"OCO",NA,NA,NA,25888,NA,NA,0
"4739",2011,"1508N","Procurement of Ammo, Navy & MC","NAVY","02","Proc Ammo, MC","01","Marine Corps Ammunition","27 ","1628","Non Lethals","A","Weapon System Cost","27 ","Add","U",2011,"OCO",NA,NA,NA,31,NA,NA,0
"4740",2011,"1508N","Procurement of Ammo, Navy & MC","NAVY","02","Proc Ammo, MC","01","Marine Corps Ammunition","28 ","1630","Ammo Modernization","A","Weapon System Cost","28 ","Add","U",2011,"OCO",NA,NA,NA,0,NA,NA,0
"4741",2011,"1508N","Procurement of Ammo, Navy & MC","NAVY","02","Proc Ammo, MC","01","Marine Corps Ammunition","29 ","1660","Items Less Than $5 Million","A","Weapon System Cost","29 ","Add","U",2011,"OCO",NA,NA,NA,0,NA,NA,0
"4742",2011,"1611N","Shipbuilding & Conversion, Navy","NAVY","02","Other Warships","01","Other Warships","1  ","2001","Carrier Replacement Program","L","Subsequent Full Funding (CY)","1  ","Add","U",2011,"OCO",NA,NA,NA,0,NA,NA,0
"4743",2011,"1611N","Shipbuilding & Conversion, Navy","NAVY","02","Other Warships","01","Other Warships","1  ","2001","Carrier Replacement Program","N","Completion of Prior Year Shipbuilding (CY)","1  ","Add","U",2011,"OCO",NA,NA,NA,0,NA,NA,0
"4744",2011,"1611N","Shipbuilding & Conversion, Navy","NAVY","02","Other Warships","01","Other Warships","2  ","2001","Carrier Replacement Program","C","Advance Procurement (CY)","2  ","Add","U",2011,"OCO",NA,NA,NA,0,NA,NA,0
"4745",2011,"1611N","Shipbuilding & Conversion, Navy","NAVY","02","Other Warships","01","Other Warships","3  ","2013","Virginia Class Submarine","A","Weapon System Cost","3  ","Add","U",2011,"OCO",NA,NA,NA,0,NA,NA,0
"4746",2011,"1611N","Shipbuilding & Conversion, Navy","NAVY","02","Other Warships","01","Other Warships","3  ","2013","Virginia Class Submarine","B","Less: Advance Procurement (PY)","3  ","Add","U",2011,"OCO",NA,NA,NA,0,NA,NA,0
"4747",2011,"1611N","Shipbuilding & Conversion, Navy","NAVY","02","Other Warships","01","Other Warships","3  ","2013","Virginia Class Submarine","N","Completion of Prior Year Shipbuilding (CY)","3  ","Add","U",2011,"OCO",NA,NA,NA,0,NA,NA,0
"4748",2011,"1611N","Shipbuilding & Conversion, Navy","NAVY","02","Other Warships","01","Other Warships","4  ","2013","Virginia Class Submarine","C","Advance Procurement (CY)","4  ","Add","U",2011,"OCO",NA,NA,NA,0,NA,NA,0
"4749",2011,"1611N","Shipbuilding & Conversion, Navy","NAVY","02","Other Warships","01","Other Warships","5  ","2086","CVN Refueling Overhauls","A","Weapon System Cost","5  ","Add","U",2011,"OCO",NA,NA,NA,0,NA,NA,0
"4750",2011,"1611N","Shipbuilding & Conversion, Navy","NAVY","02","Other Warships","01","Other Warships","5  ","2086","CVN Refueling Overhauls","B","Less: Advance Procurement (PY)","5  ","Add","U",2011,"OCO",NA,NA,NA,0,NA,NA,0
"4751",2011,"1611N","Shipbuilding & Conversion, Navy","NAVY","02","Other Warships","01","Other Warships","5  ","2086","CVN Refueling Overhauls","E","Less: Subsequent Full Funding (FY)","5  ","Add","U",2011,"OCO",NA,NA,NA,0,NA,NA,0
"4752",2011,"1611N","Shipbuilding & Conversion, Navy","NAVY","02","Other Warships","01","Other Warships","5  ","2086","CVN Refueling Overhauls","L","Subsequent Full Funding (CY)","5  ","Add","U",2011,"OCO",NA,NA,NA,0,NA,NA,0
"4753",2011,"1611N","Shipbuilding & Conversion, Navy","NAVY","02","Other Warships","01","Other Warships","6  ","2086","CVN Refueling Overhauls","C","Advance Procurement (CY)","6  ","Add","U",2011,"OCO",NA,NA,NA,0,NA,NA,0
"4754",2011,"1611N","Shipbuilding & Conversion, Navy","NAVY","02","Other Warships","01","Other Warships","7  ","2113","SSBN Ero","A","Weapon System Cost","7  ","Add","U",2011,"OCO",NA,NA,NA,0,NA,NA,0
"4755",2011,"1611N","Shipbuilding & Conversion, Navy","NAVY","02","Other Warships","01","Other Warships","7  ","2113","SSBN Ero","B","Less: Advance Procurement (PY)","7  ","Add","U",2011,"OCO",NA,NA,NA,0,NA,NA,0
"4756",2011,"1611N","Shipbuilding & Conversion, Navy","NAVY","02","Other Warships","01","Other Warships","7  ","2113","SSBN Ero","N","Completion of Prior Year Shipbuilding (CY)","7  ","Add","U",2011,"OCO",NA,NA,NA,0,NA,NA,0
"4757",2011,"1611N","Shipbuilding & Conversion, Navy","NAVY","02","Other Warships","01","Other Warships","8  ","2113","SSBN Ero","C","Advance Procurement (CY)","8  ","Add","U",2011,"OCO",NA,NA,NA,0,NA,NA,0
"4758",2011,"1611N","Shipbuilding & Conversion, Navy","NAVY","02","Other Warships","01","Other Warships","9  ","2119","DDG 1000","A","Weapon System Cost","9  ","Add","U",2011,"OCO",NA,NA,NA,0,NA,NA,0
"4759",2011,"1611N","Shipbuilding & Conversion, Navy","NAVY","02","Other Warships","01","Other Warships","9  ","2119","DDG 1000","B","Less: Advance Procurement (PY)","9  ","Add","U",2011,"OCO",NA,NA,NA,0,NA,NA,0
"4760",2011,"1611N","Shipbuilding & Conversion, Navy","NAVY","02","Other Warships","01","Other Warships","9  ","2119","DDG 1000","E","Less: Subsequent Full Funding (FY)","9  ","Add","U",2011,"OCO",NA,NA,NA,0,NA,NA,0
"4761",2011,"1611N","Shipbuilding & Conversion, Navy","NAVY","02","Other Warships","01","Other Warships","9  ","2119","DDG 1000","L","Subsequent Full Funding (CY)","9  ","Add","U",2011,"OCO",NA,NA,NA,0,NA,NA,0
"4762",2011,"1611N","Shipbuilding & Conversion, Navy","NAVY","02","Other Warships","01","Other Warships","10 ","2122","DDG-51","A","Weapon System Cost","10 ","Add","U",2011,"OCO",NA,NA,NA,0,NA,NA,0
"4763",2011,"1611N","Shipbuilding & Conversion, Navy","NAVY","02","Other Warships","01","Other Warships","10 ","2122","DDG-51","B","Less: Advance Procurement (PY)","10 ","Add","U",2011,"OCO",NA,NA,NA,0,NA,NA,0
"4764",2011,"1611N","Shipbuilding & Conversion, Navy","NAVY","02","Other Warships","01","Other Warships","11 ","2122","DDG-51","C","Advance Procurement (CY)","11 ","Add","U",2011,"OCO",NA,NA,NA,0,NA,NA,0
"4765",2011,"1611N","Shipbuilding & Conversion, Navy","NAVY","02","Other Warships","01","Other Warships","12 ","2127","Littoral Combat Ship","A","Weapon System Cost","12 ","Add","U",2011,"OCO",NA,NA,NA,0,NA,NA,0
"4766",2011,"1611N","Shipbuilding & Conversion, Navy","NAVY","02","Other Warships","01","Other Warships","13 ","2127","Littoral Combat Ship","C","Advance Procurement (CY)","13 ","Add","U",2011,"OCO",NA,NA,NA,0,NA,NA,0
"4767",2011,"1611N","Shipbuilding & Conversion, Navy","NAVY","03","Amphibious Ships","01","Amphibious Ships","14 ","3036","LPD-17","A","Weapon System Cost","14 ","Add","U",2011,"OCO",NA,NA,NA,0,NA,NA,0
"4768",2011,"1611N","Shipbuilding & Conversion, Navy","NAVY","03","Amphibious Ships","01","Amphibious Ships","14 ","3036","LPD-17","B","Less: Advance Procurement (PY)","14 ","Add","U",2011,"OCO",NA,NA,NA,0,NA,NA,0
"4769",2011,"1611N","Shipbuilding & Conversion, Navy","NAVY","03","Amphibious Ships","01","Amphibious Ships","14 ","3036","LPD-17","E","Less: Subsequent Full Funding (FY)","14 ","Add","U",2011,"OCO",NA,NA,NA,0,NA,NA,0
"4770",2011,"1611N","Shipbuilding & Conversion, Navy","NAVY","03","Amphibious Ships","01","Amphibious Ships","14 ","3036","LPD-17","L","Subsequent Full Funding (CY)","14 ","Add","U",2011,"OCO",NA,NA,NA,0,NA,NA,0
"4771",2011,"1611N","Shipbuilding & Conversion, Navy","NAVY","03","Amphibious Ships","01","Amphibious Ships","14 ","3036","LPD-17","N","Completion of Prior Year Shipbuilding (CY)","14 ","Add","U",2011,"OCO",NA,NA,NA,0,NA,NA,0
"4772",2011,"1611N","Shipbuilding & Conversion, Navy","NAVY","03","Amphibious Ships","01","Amphibious Ships","15 ","3036","LPD-17","C","Advance Procurement (CY)","15 ","Add","U",2011,"OCO",NA,NA,NA,0,NA,NA,0
"4773",2011,"1611N","Shipbuilding & Conversion, Navy","NAVY","03","Amphibious Ships","01","Amphibious Ships","16 ","3041","Lha Replacement","A","Weapon System Cost","16 ","Add","U",2011,"OCO",NA,NA,NA,0,NA,NA,0
"4774",2011,"1611N","Shipbuilding & Conversion, Navy","NAVY","03","Amphibious Ships","01","Amphibious Ships","16 ","3041","Lha Replacement","B","Less: Advance Procurement (PY)","16 ","Add","U",2011,"OCO",NA,NA,NA,0,NA,NA,0
"4775",2011,"1611N","Shipbuilding & Conversion, Navy","NAVY","03","Amphibious Ships","01","Amphibious Ships","16 ","3041","Lha Replacement","E","Less: Subsequent Full Funding (FY)","16 ","Add","U",2011,"OCO",NA,NA,NA,0,NA,NA,0
"4776",2011,"1611N","Shipbuilding & Conversion, Navy","NAVY","03","Amphibious Ships","01","Amphibious Ships","16 ","3041","Lha Replacement","N","Completion of Prior Year Shipbuilding (CY)","16 ","Add","U",2011,"OCO",NA,NA,NA,0,NA,NA,0
"4777",2011,"1611N","Shipbuilding & Conversion, Navy","NAVY","03","Amphibious Ships","01","Amphibious Ships","17 ","3041","Lha Replacement","C","Advance Procurement (CY)","17 ","Add","U",2011,"OCO",NA,NA,NA,0,NA,NA,0
"4778",2011,"1611N","Shipbuilding & Conversion, Navy","NAVY","03","Amphibious Ships","01","Amphibious Ships","18 ","3043","Intratheater Connector","A","Weapon System Cost","18 ","Add","U",2011,"OCO",NA,NA,NA,0,NA,NA,0
"4779",2011,"1611N","Shipbuilding & Conversion, Navy","NAVY","05","Auxiliaries, Craft, and Prior-Year Program Costs","01","Auxiliaries, Craft And Prior Yr Program Cost","19 ","5087","Oceanographic Ships","A","Weapon System Cost","19 ","Add","U",2011,"OCO",NA,NA,NA,0,NA,NA,0
"4780",2011,"1611N","Shipbuilding & Conversion, Navy","NAVY","05","Auxiliaries, Craft, and Prior-Year Program Costs","01","Auxiliaries, Craft And Prior Yr Program Cost","20 ","5110","Outfitting","A","Weapon System Cost","20 ","Add","U",2011,"OCO",NA,NA,NA,0,NA,NA,0
"4781",2011,"1611N","Shipbuilding & Conversion, Navy","NAVY","05","Auxiliaries, Craft, and Prior-Year Program Costs","01","Auxiliaries, Craft And Prior Yr Program Cost","21 ","5113","Service Craft","A","Weapon System Cost","21 ","Add","U",2011,"OCO",NA,NA,NA,0,NA,NA,0
"4782",2011,"1611N","Shipbuilding & Conversion, Navy","NAVY","05","Auxiliaries, Craft, and Prior-Year Program Costs","01","Auxiliaries, Craft And Prior Yr Program Cost","22 ","5139","LCAC SLEP","A","Weapon System Cost","22 ","Add","U",2011,"OCO",NA,NA,NA,0,NA,NA,0
"4783",2011,"1611N","Shipbuilding & Conversion, Navy","NAVY","05","Auxiliaries, Craft, and Prior-Year Program Costs","01","Auxiliaries, Craft And Prior Yr Program Cost","23 ","5145","Cancelled Account Adjustments","A","Weapon System Cost","23 ","Add","U",2011,"OCO",NA,NA,NA,0,NA,NA,0
"4784",2011,"1810N","Other Procurement, Navy","NAVY","01","Ships Support Equipment","01","Ship Propulsion Equipment","1  ","0110","LM-2500 Gas Turbine","A","Weapon System Cost","1  ","Add","U",2011,"OCO",NA,NA,NA,0,NA,NA,0
"4785",2011,"1810N","Other Procurement, Navy","NAVY","01","Ships Support Equipment","01","Ship Propulsion Equipment","2  ","0120","Allison 501k Gas Turbine","A","Weapon System Cost","2  ","Add","U",2011,"OCO",NA,NA,NA,0,NA,NA,0
"4786",2011,"1810N","Other Procurement, Navy","NAVY","01","Ships Support Equipment","01","Ship Propulsion Equipment","3  ","0180","Other Propulsion Equipment","A","Weapon System Cost","3  ","Add","U",2011,"OCO",NA,NA,NA,0,NA,NA,0
"4787",2011,"1810N","Other Procurement, Navy","NAVY","01","Ships Support Equipment","06","Navigation Equipment","4  ","0670","Other Navigation Equipment","A","Weapon System Cost","4  ","Add","U",2011,"OCO",NA,NA,NA,0,NA,NA,0
"4788",2011,"1810N","Other Procurement, Navy","NAVY","01","Ships Support Equipment","08","Periscopes","5  ","0831","Sub Periscopes & Imaging Equip","A","Weapon System Cost","5  ","Add","U",2011,"OCO",NA,NA,NA,0,NA,NA,0
"4789",2011,"1810N","Other Procurement, Navy","NAVY","01","Ships Support Equipment","09","Other Shipboard Equipment","6  ","0900","DDG Mod","A","Weapon System Cost","6  ","Add","U",2011,"OCO",NA,NA,NA,0,NA,NA,0
"4790",2011,"1810N","Other Procurement, Navy","NAVY","01","Ships Support Equipment","09","Other Shipboard Equipment","7  ","0910","Firefighting Equipment","A","Weapon System Cost","7  ","Add","U",2011,"OCO",NA,NA,NA,0,NA,NA,0
"4791",2011,"1810N","Other Procurement, Navy","NAVY","01","Ships Support Equipment","09","Other Shipboard Equipment","8  ","0925","Command And Control Switchboard","A","Weapon System Cost","8  ","Add","U",2011,"OCO",NA,NA,NA,0,NA,NA,0
"4792",2011,"1810N","Other Procurement, Navy","NAVY","01","Ships Support Equipment","09","Other Shipboard Equipment","9  ","0935","Pollution Control Equipment","A","Weapon System Cost","9  ","Add","U",2011,"OCO",NA,NA,NA,0,NA,NA,0
"4793",2011,"1810N","Other Procurement, Navy","NAVY","01","Ships Support Equipment","09","Other Shipboard Equipment","10 ","0941","Submarine Support Equipment","A","Weapon System Cost","10 ","Add","U",2011,"OCO",NA,NA,NA,0,NA,NA,0
"4794",2011,"1810N","Other Procurement, Navy","NAVY","01","Ships Support Equipment","09","Other Shipboard Equipment","11 ","0942","Virginia Class Support Equipment","A","Weapon System Cost","11 ","Add","U",2011,"OCO",NA,NA,NA,0,NA,NA,0
"4795",2011,"1810N","Other Procurement, Navy","NAVY","01","Ships Support Equipment","09","Other Shipboard Equipment","12 ","0945","Submarine Batteries","A","Weapon System Cost","12 ","Add","U",2011,"OCO",NA,NA,NA,0,NA,NA,0
"4796",2011,"1810N","Other Procurement, Navy","NAVY","01","Ships Support Equipment","09","Other Shipboard Equipment","13 ","0950","Strategic Platform Support Equip","A","Weapon System Cost","13 ","Add","U",2011,"OCO",NA,NA,NA,0,NA,NA,0
"4797",2011,"1810N","Other Procurement, Navy","NAVY","01","Ships Support Equipment","09","Other Shipboard Equipment","14 ","0955","DSSP Equipment","A","Weapon System Cost","14 ","Add","U",2011,"OCO",NA,NA,NA,0,NA,NA,0
"4798",2011,"1810N","Other Procurement, Navy","NAVY","01","Ships Support Equipment","09","Other Shipboard Equipment","15 ","0960","CG Modernization","A","Weapon System Cost","15 ","Add","U",2011,"OCO",NA,NA,NA,0,NA,NA,0
"4799",2011,"1810N","Other Procurement, Navy","NAVY","01","Ships Support Equipment","09","Other Shipboard Equipment","16 ","0970","LCAC","A","Weapon System Cost","16 ","Add","U",2011,"OCO",NA,NA,NA,0,NA,NA,0
"4800",2011,"1810N","Other Procurement, Navy","NAVY","01","Ships Support Equipment","09","Other Shipboard Equipment","17 ","0975","Minesweeping Equipment","A","Weapon System Cost","17 ","Add","U",2011,"OCO",NA,NA,NA,0,NA,NA,0
"4801",2011,"1810N","Other Procurement, Navy","NAVY","01","Ships Support Equipment","09","Other Shipboard Equipment","18 ","0977","Underwater Eod Programs","A","Weapon System Cost","18 ","Add","U",2011,"OCO",NA,NA,NA,0,NA,NA,0
"4802",2011,"1810N","Other Procurement, Navy","NAVY","01","Ships Support Equipment","09","Other Shipboard Equipment","19 ","0981","Items Less Than $5 Million","A","Weapon System Cost","19 ","Add","U",2011,"OCO",NA,NA,NA,0,NA,NA,0
"4803",2011,"1810N","Other Procurement, Navy","NAVY","01","Ships Support Equipment","09","Other Shipboard Equipment","20 ","0989","Chemical Warfare Detectors","A","Weapon System Cost","20 ","Add","U",2011,"OCO",NA,NA,NA,0,NA,NA,0
"4804",2011,"1810N","Other Procurement, Navy","NAVY","01","Ships Support Equipment","09","Other Shipboard Equipment","21 ","0990","Submarine Life Support System","A","Weapon System Cost","21 ","Add","U",2011,"OCO",NA,NA,NA,0,NA,NA,0
"4805",2011,"1810N","Other Procurement, Navy","NAVY","01","Ships Support Equipment","10","Reactor Plant Equipment","22 ","1010","Reactor Power Units","A","Weapon System Cost","22 ","Add","U",2011,"OCO",NA,NA,NA,0,NA,NA,0
"4806",2011,"1810N","Other Procurement, Navy","NAVY","01","Ships Support Equipment","10","Reactor Plant Equipment","23 ","1020","Reactor Components","A","Weapon System Cost","23 ","Add","U",2011,"OCO",NA,NA,NA,0,NA,NA,0
"4807",2011,"1810N","Other Procurement, Navy","NAVY","01","Ships Support Equipment","11","Ocean Engineering","24 ","1130","Diving And Salvage Equipment","A","Weapon System Cost","24 ","Add","U",2011,"OCO",NA,NA,NA,0,NA,NA,0
