"","SourceFiscalYear","Account","MilDeptDW","AccountTitle","Organization","BudgetActivity","BudgetActivityTitle","StateCountry","StateCountryTitle","FacilityCategoryTitle","LocationTitle","ConstructionProjectTitle","Classified","FiscalYear","OriginType","ActualTotal","EnactedTotal","PBtype"
"702",2014,"051201","A","FY 2005 BRAC - A","ARMY","01","FY2005 BRAC","ZU","WORLDWIDE UNSPECIFIED","Base Realignment & Closure Account V","Unspecified Worldwide Locations","USA-121: Fort Gillem, GA","U","2013","Total",NA,4976,NA
"703",2014,"051201","A","FY 2005 BRAC - A","ARMY","01","FY2005 BRAC","ZU","WORLDWIDE UNSPECIFIED","Base Realignment & Closure Account V","Unspecified Worldwide Locations","USA-222: Fort Mcpherson, GA","U","2013","Total",NA,6772,NA
"704",2014,"051201","A","FY 2005 BRAC - A","ARMY","01","FY2005 BRAC","ZU","WORLDWIDE UNSPECIFIED","Base Realignment & Closure Account V","Unspecified Worldwide Locations","Program Management Various Locations","U","2013","Total",NA,20453,NA
"705",2014,"051201","A","FY 2005 BRAC - A","ARMY","01","FY2005 BRAC","ZU","WORLDWIDE UNSPECIFIED","Base Realignment & Closure Account V","Unspecified Worldwide Locations","USA-223: Fort Monmouth, NJ","U","2013","Total",NA,9989,NA
"706",2014,"051201","A","FY 2005 BRAC - A","ARMY","01","FY2005 BRAC","ZU","WORLDWIDE UNSPECIFIED","Base Realignment & Closure Account V","Unspecified Worldwide Locations","USA-36: Red River Army Depot","U","2013","Total",NA,1385,NA
"707",2014,"051201","A","FY 2005 BRAC - A","ARMY","01","FY2005 BRAC","ZU","WORLDWIDE UNSPECIFIED","Base Realignment & Closure Account V","Unspecified Worldwide Locations","USA-113: Fort Monroe, VA","U","2013","Total",NA,12184,NA
"708",2014,"051201","A","FY 2005 BRAC - A","ARMY","01","FY2005 BRAC","ZU","WORLDWIDE UNSPECIFIED","Base Realignment & Closure Account V","Unspecified Worldwide Locations","USA-236: RC Transformation In CT","U","2013","Total",NA,557,NA
"709",2014,"051201","A","FY 2005 BRAC - A","ARMY","01","FY2005 BRAC","ZU","WORLDWIDE UNSPECIFIED","Base Realignment & Closure Account V","Unspecified Worldwide Locations","USA-242: RC Transformation In NY","U","2013","Total",NA,172,NA
"710",2014,"051201","A","FY 2005 BRAC - A","ARMY","01","FY2005 BRAC","ZU","WORLDWIDE UNSPECIFIED","Base Realignment & Closure Account V","Unspecified Worldwide Locations","USA-253: RC Transformation In PA","U","2013","Total",NA,100,NA
"711",2014,"051201","A","FY 2005 BRAC - A","ARMY","01","FY2005 BRAC","ZU","WORLDWIDE UNSPECIFIED","Base Realignment & Closure Account V","Unspecified Worldwide Locations","USA-212: USAR Cmd & Cntrl - New England","U","2013","Total",NA,222,NA
"712",2014,"051201","A","FY 2005 BRAC - A","ARMY","01","FY2005 BRAC","ZU","WORLDWIDE UNSPECIFIED","Base Realignment & Closure Account V","Unspecified Worldwide Locations","USA-167: USAR Command and Control - NE","U","2013","Total",NA,175,NA
"713",2014,"051201","A","FY 2005 BRAC - A","ARMY","01","FY2005 BRAC","ZU","WORLDWIDE UNSPECIFIED","Base Realignment & Closure Account V","Unspecified Worldwide Locations","Ind-112: River Bank Army Ammo Plant, Ca","U","2013","Total",NA,22431,NA
"714",2014,"051201","A","FY 2005 BRAC - A","ARMY","01","FY2005 BRAC","ZU","WORLDWIDE UNSPECIFIED","Base Realignment & Closure Account V","Unspecified Worldwide Locations","Ind-119: Newport Chemical Depot, In","U","2013","Total",NA,197,NA
"715",2014,"051201","A","FY 2005 BRAC - A","ARMY","01","FY2005 BRAC","ZU","WORLDWIDE UNSPECIFIED","Base Realignment & Closure Account V","Unspecified Worldwide Locations","Ind-106: Kansas Army Ammunition Plant, Ks","U","2013","Total",NA,7280,NA
"716",2014,"051201","A","FY 2005 BRAC - A","ARMY","01","FY2005 BRAC","ZU","WORLDWIDE UNSPECIFIED","Base Realignment & Closure Account V","Unspecified Worldwide Locations","Ind-110: Mississippi Army Ammo Plant, Ms","U","2013","Total",NA,160,NA
"717",2014,"051201","A","FY 2005 BRAC - A","ARMY","01","FY2005 BRAC","ZU","WORLDWIDE UNSPECIFIED","Base Realignment & Closure Account V","Unspecified Worldwide Locations","Ind-122: Lone Star Army Ammo Plant, Tx","U","2013","Total",NA,11379,NA
"718",2014,"051201","A","FY 2005 BRAC - A","ARMY","01","FY2005 BRAC","ZU","WORLDWIDE UNSPECIFIED","Base Realignment & Closure Account V","Unspecified Worldwide Locations","Med-2: Walter Reed Nmmc, Bethesda, Md","U","2013","Total",NA,7787,NA
"719",2014,"051201","A","FY 2005 BRAC - A","ARMY","20","Undistributed","ZU","WORLDWIDE UNSPECIFIED","General","Unspecified Worldwide Locations","Adj to Match Continuing Resolution","U","2013","Total",NA,-106219,NA
"720",2014,"1205","N","Mil Con, Navy","NAVY","01","MAJOR CONST","AZ","ARIZONA","Safety, Disp, & Rehab Fac","Yuma","Security Operations Complex","U","2013","Total",NA,13300,NA
"721",2014,"1205","N","Mil Con, Navy","NAVY","01","MAJOR CONST","AZ","ARIZONA","Airfield Aprons","Yuma","Combat Aircraft Loading Apron","U","2013","Total",NA,15985,NA
"722",2014,"1205","N","Mil Con, Navy","NAVY","01","MAJOR CONST","CA","CALIFORNIA","Communication Buildings","Camp Pendleton, California","Communication Information Systems Ops Complex","U","2013","Total",NA,78897,NA
"723",2014,"1205","N","Mil Con, Navy","NAVY","01","MAJOR CONST","CA","CALIFORNIA","Roads","Camp Pendleton, California","San Jacinto Road Extension","U","2013","Total",NA,5074,NA
"724",2014,"1205","N","Mil Con, Navy","NAVY","01","MAJOR CONST","CA","CALIFORNIA","Simulation Facilities","Camp Pendleton, California","MV22 Aviation Simulator Building","U","2013","Total",NA,4139,NA
"725",2014,"1205","N","Mil Con, Navy","NAVY","01","MAJOR CONST","CA","CALIFORNIA","Aircraft Maintenance Facilities","Miramar","Hangar 5 Renovations & Addition","U","2013","Total",NA,27897,NA
"726",2014,"1205","N","Mil Con, Navy","NAVY","01","MAJOR CONST","CA","CALIFORNIA","Training Buildings","Point Mugu","BAMS Maintenance Training Facility","U","2013","Total",NA,14843,NA
"727",2014,"1205","N","Mil Con, Navy","NAVY","01","MAJOR CONST","CA","CALIFORNIA","Operational Support Facilities Other Than Buildings","San Diego","Entry Contol Point (Gate Five)","U","2013","Total",NA,11752,NA
"728",2014,"1205","N","Mil Con, Navy","NAVY","01","MAJOR CONST","CA","CALIFORNIA","Training Buildings","San Diego","LCS Training Facility","U","2013","Total",NA,59436,NA
"729",2014,"1205","N","Mil Con, Navy","NAVY","01","MAJOR CONST","CA","CALIFORNIA","Rdt&E Science Laborartories","Seal Beach","Strategic Systems Evaluation Lab Consolidatio","U","2013","Total",NA,30594,NA
"730",2014,"1205","N","Mil Con, Navy","NAVY","01","MAJOR CONST","CA","CALIFORNIA","Land Purchase, Condemnation, Donation or Transfer","Twentynine Palms, California","Land Expansion - Phase 2","U","2013","Total",NA,47270,NA
"731",2014,"1205","N","Mil Con, Navy","NAVY","01","MAJOR CONST","CA","CALIFORNIA","Enlisted Personnel Unaccompanied Personnel Housing","Coronado","Bachelor Quarters","U","2013","Total",NA,76063,NA
"732",2014,"1205","N","Mil Con, Navy","NAVY","01","MAJOR CONST","CA","CALIFORNIA","Simulation Facilities","Coronado","H-60S Simulator Training Facility","U","2013","Total",NA,2478,NA
"733",2014,"1205","N","Mil Con, Navy","NAVY","01","MAJOR CONST","FL","FLORIDA","Training Buildings","Jacksonville","BAMS Mission Control Complex","U","2013","Total",NA,21980,NA
"734",2014,"1205","N","Mil Con, Navy","NAVY","01","MAJOR CONST","HI","HAWAII","Electric Power Transmission & Dist Lines","Kaneohe Bay","MV-22 Hangar and Infrastructure","U","2013","Total",NA,82630,NA
"735",2014,"1205","N","Mil Con, Navy","NAVY","01","MAJOR CONST","HI","HAWAII","Aircraft Maintenance Facilities","Kaneohe Bay","Aircraft Staging Area","U","2013","Total",NA,14680,NA
"736",2014,"1205","N","Mil Con, Navy","NAVY","01","MAJOR CONST","MS","MISSISSIPPI","Unaccom Personnel Housing Mess Fac","Meridian","Dining Facility","U","2013","Total",NA,10926,NA
"737",2014,"1205","N","Mil Con, Navy","NAVY","01","MAJOR CONST","NJ","NEW JERSEY","Missile & Space RDT&E Buildings","Earle","Combat System Engineering Bldg","U","2013","Total",NA,33498,NA
"738",2014,"1205","N","Mil Con, Navy","NAVY","01","MAJOR CONST","NC","NORTH CAROLINA","Training Buildings","Camp Lejeune, North Carolina","Staff NCO Academy Facilities","U","2013","Total",NA,28986,NA
"739",2014,"1205","N","Mil Con, Navy","NAVY","01","MAJOR CONST","NC","NORTH CAROLINA","Roads","Camp Lejeune, North Carolina","Base Access and Road - Phase 3","U","2013","Total",NA,40904,NA
"740",2014,"1205","N","Mil Con, Navy","NAVY","01","MAJOR CONST","NC","NORTH CAROLINA","Admin Bldgs","Cherry Point Marine Corps Air Station","Marine Air Support Squadron Compound","U","2013","Total",NA,34310,NA
"741",2014,"1205","N","Mil Con, Navy","NAVY","01","MAJOR CONST","NC","NORTH CAROLINA","Install & Ready-Issue Ammunition Storage","Cherry Point Marine Corps Air Station","Armory","U","2013","Total",NA,11581,NA
"742",2014,"1205","N","Mil Con, Navy","NAVY","01","MAJOR CONST","NC","NORTH CAROLINA","Admin Bldgs","New River","Personnel Administration Center","U","2013","Total",NA,8525,NA
"743",2014,"1205","N","Mil Con, Navy","NAVY","01","MAJOR CONST","SC","SOUTH CAROLINA","Misc Items & Equip Maint Facilities","Beaufort","Ground Support Equipment Shop","U","2013","Total",NA,9465,NA
"744",2014,"1205","N","Mil Con, Navy","NAVY","01","MAJOR CONST","SC","SOUTH CAROLINA","Airfield Runways","Beaufort","Simulated LHD Flight Deck","U","2013","Total",NA,12887,NA
"745",2014,"1205","N","Mil Con, Navy","NAVY","01","MAJOR CONST","SC","SOUTH CAROLINA","Misc Utilities-Each","Beaufort","Recycling/Hazardous Waste Facility","U","2013","Total",NA,3743,NA
"746",2014,"1205","N","Mil Con, Navy","NAVY","01","MAJOR CONST","SC","SOUTH CAROLINA","Aircraft Maintenance Facilities","Beaufort","Aircraft Maintenance Hangar","U","2013","Total",NA,42010,NA
"747",2014,"1205","N","Mil Con, Navy","NAVY","01","MAJOR CONST","SC","SOUTH CAROLINA","Airfield Operational Facilities Other Than Buildings","Beaufort","Airfield Security Upgrades","U","2013","Total",NA,13675,NA
"748",2014,"1205","N","Mil Con, Navy","NAVY","01","MAJOR CONST","SC","SOUTH CAROLINA","Roads","Parris Island","Front Gate ATFP Improvements","U","2013","Total",NA,10135,NA
"749",2014,"1205","N","Mil Con, Navy","NAVY","01","MAJOR CONST","VA","VIRGINIA","Training Buildings","Dahlgren","Cruiser/Destroyer Upgrade Training Facility","U","2013","Total",NA,16494,NA
"750",2014,"1205","N","Mil Con, Navy","NAVY","01","MAJOR CONST","VA","VIRGINIA","Indoor Athletic Fac","Dahlgren","Physical Fitness Center","U","2013","Total",NA,11734,NA
"751",2014,"1205","N","Mil Con, Navy","NAVY","01","MAJOR CONST","VA","VIRGINIA","Enlisted Personnel Unaccompanied Personnel Housing","Oceana Naval Air Station","A School Barracks","U","2013","Total",NA,39086,NA
"752",2014,"1205","N","Mil Con, Navy","NAVY","01","MAJOR CONST","VA","VIRGINIA","Electric Power Transmission & Dist Lines","Portsmouth","Drydock 8 Electrical Distribution Upgrade","U","2013","Total",NA,32706,NA
"753",2014,"1205","N","Mil Con, Navy","NAVY","01","MAJOR CONST","VA","VIRGINIA","Officers Unaccom Personnel Housing","Quantico","The Basic School Student Quarters - Phase 7","U","2013","Total",NA,31012,NA
"754",2014,"1205","N","Mil Con, Navy","NAVY","01","MAJOR CONST","VA","VIRGINIA","Roads","Quantico","Infrastructure - Widen Russell Road","U","2013","Total",NA,14826,NA
"755",2014,"1205","N","Mil Con, Navy","NAVY","01","MAJOR CONST","VA","VIRGINIA","Unaccom Personnel Housing Mess Fac","Quantico","Weapons Training Battalion Mess Hall","U","2013","Total",NA,12876,NA
"756",2014,"1205","N","Mil Con, Navy","NAVY","01","MAJOR CONST","VA","VIRGINIA","Admin Bldgs","Yorktown","Regimental Headquarters","U","2013","Total",NA,11015,NA
"757",2014,"1205","N","Mil Con, Navy","NAVY","01","MAJOR CONST","VA","VIRGINIA","Enlisted Personnel Unaccompanied Personnel Housing","Yorktown","Bachelor Enlisted Quarters","U","2013","Total",NA,18422,NA
"758",2014,"1205","N","Mil Con, Navy","NAVY","01","MAJOR CONST","VA","VIRGINIA","Tank and Automotive Maintenance Facilities","Yorktown","Motor Transportation Facility","U","2013","Total",NA,6188,NA
"759",2014,"1205","N","Mil Con, Navy","NAVY","01","MAJOR CONST","VA","VIRGINIA","Install & Org Covered Storage","Yorktown","Supply Warehouse Facility","U","2013","Total",NA,8939,NA
"760",2014,"1205","N","Mil Con, Navy","NAVY","01","MAJOR CONST","VA","VIRGINIA","Install & Org Covered Storage","Yorktown","Armory","U","2013","Total",NA,4259,NA
"761",2014,"1205","N","Mil Con, Navy","NAVY","01","MAJOR CONST","WA","WASHINGTON","Simulation Facilities","Whidbey Island","EA-18G Flight Simulator Facility","U","2013","Total",NA,6272,NA
"762",2014,"1205","N","Mil Con, Navy","NAVY","01","MAJOR CONST","WA","WASHINGTON","Piers and Wharfs","Kitsap","Explosives Handling Wharf #2 (INC)","U","2013","Total",NA,280041,NA
"763",2014,"1205","N","Mil Con, Navy","NAVY","01","MAJOR CONST","BI","BAHRAIN ISLAND","Enlisted Personnel Unaccompanied Personnel Housing","SW Asia","Transient Quarters","U","2013","Total",NA,41529,NA
"764",2014,"1205","N","Mil Con, Navy","NAVY","01","MAJOR CONST","BI","BAHRAIN ISLAND","Unaccom Personnel Housing Mess Fac","SW Asia","Combined Dining Facility","U","2013","Total",NA,9819,NA
"765",2014,"1205","N","Mil Con, Navy","NAVY","01","MAJOR CONST","DG","DIEGO GARCIA","Misc Utilities-Each","Diego Garcia","Communications Infrastructure","U","2013","Total",NA,1691,NA
"766",2014,"1205","N","Mil Con, Navy","NAVY","01","MAJOR CONST","GR","GREECE","Airfield Aprons","Souda Bay","Aircraft Parking Apron Expansion","U","2013","Total",NA,20493,NA
"767",2014,"1205","N","Mil Con, Navy","NAVY","01","MAJOR CONST","GR","GREECE","Roads","Souda Bay","Intermodal Access Road","U","2013","Total",NA,4630,NA
"768",2014,"1205","N","Mil Con, Navy","NAVY","01","MAJOR CONST","JA","JAPAN","Aircraft Maintenance Facilities","Iwakuni","Maintenance Hangar Improvements","U","2013","Total",NA,5722,NA
"769",2014,"1205","N","Mil Con, Navy","NAVY","01","MAJOR CONST","JA","JAPAN","Airfield Runways","Iwakuni","Vertical Take-Off and Landing Pad North","U","2013","Total",NA,7416,NA
"770",2014,"1205","N","Mil Con, Navy","NAVY","01","MAJOR CONST","JA","JAPAN","Officers Unaccom Personnel Housing","Okinawa","Bachelor Quarters","U","2013","Total",NA,8206,NA
"771",2014,"1205","N","Mil Con, Navy","NAVY","01","MAJOR CONST","ML","MARIANA ISLANDS","Airfield Aprons","Guam","North Ramp Parking - Andersen AFB (INC)","U","2013","Total",NA,25904,NA
"772",2014,"1205","N","Mil Con, Navy","NAVY","01","MAJOR CONST","RO","ROMANIA","Operational Support Facilities Other Than Buildings","Romania, Various","AEGIS Ashore Missile Defense Complex","U","2013","Total",NA,45205,NA
"773",2014,"1205","N","Mil Con, Navy","NAVY","01","MAJOR CONST","SP","SPAIN","Airfield Operational Buildings","Rota","General Purpose Warehouse","U","2013","Total",NA,3378,NA
"774",2014,"1205","N","Mil Con, Navy","NAVY","01","MAJOR CONST","SP","SPAIN","Airfield Operational Buildings","Rota","High Explosive Magazine","U","2013","Total",NA,13837,NA
"775",2014,"1205","N","Mil Con, Navy","NAVY","01","MAJOR CONST","ZU","WORLDWIDE UNSPECIFIED","Training Buildings","Various Worldwide Locations","BAMS Operational Facilities","U","2013","Total",NA,34048,NA
"776",2014,"1205","N","Mil Con, Navy","NAVY","01","MAJOR CONST","DJ","DJIBOUTI","Admin Bldgs","Camp Lemonier, Djibouti","Containerized Living and Work Unit","U","2013","Total",NA,7510,NA
"777",2014,"1205","N","Mil Con, Navy","NAVY","01","MAJOR CONST","DJ","DJIBOUTI","Unaccom Personnel Housing Mess Fac","Camp Lemonier, Djibouti","Galley Addition and Warehouse","U","2013","Total",NA,22220,NA
"778",2014,"1205","N","Mil Con, Navy","NAVY","01","MAJOR CONST","DJ","DJIBOUTI","Communication Buildings","Camp Lemonier, Djibouti","Horn of Africa Joint Operations Center","U","2013","Total",NA,42730,NA
"779",2014,"1205","N","Mil Con, Navy","NAVY","01","MAJOR CONST","DJ","DJIBOUTI","Indoor Athletic Fac","Camp Lemonier, Djibouti","Fitness Center","U","2013","Total",NA,26960,NA
"780",2014,"1205","N","Mil Con, Navy","NAVY","02","MINOR CONST","ZU","WORLDWIDE UNSPECIFIED","General","Unspecified Worldwide Locations","Unspecified Minor Construction","U","2013","Total",NA,16535,NA
"781",2014,"1205","N","Mil Con, Navy","NAVY","03","Planning & Design","ZU","WORLDWIDE UNSPECIFIED","General","Unspecified Worldwide Locations","MCON Design Funds","U","2013","Total",NA,102619,NA
"782",2014,"1205","N","Mil Con, Navy","NAVY","20","Undistributed","ZU","WORLDWIDE UNSPECIFIED","General","Unspecified Worldwide Locations","Adj to Match Continuing Resolution","U","2013","Total",NA,398615,NA
"783",2014,"051002","N","BRAC - Navy","NAVY","04","BASE CLOSURE IV","ZU","WORLDWIDE UNSPECIFIED","Base Realignment & Closure Account IV","Base Realignment & Closure, Navy","Base Realignment & Closure","U","2013","Total",NA,146951,NA
"784",2014,"051002","N","BRAC - Navy","NAVY","20","Undistributed","ZU","WORLDWIDE UNSPECIFIED","General","Unspecified Worldwide Locations","Adj to Match Continuing Resolution","U","2013","Total",NA,-16808,NA
"785",2014,"1235","N","Mil Con, Navy Res","NAVY","01","MAJOR CONST","AZ","ARIZONA","Training Buildings","Yuma","Reserve Training Facility - Yuma AZ","U","2013","Total",NA,5379,NA
"786",2014,"1235","N","Mil Con, Navy Res","NAVY","01","MAJOR CONST","IA","IOWA","Training Buildings","Fort Des Moines","Joint Reserve Center - Des Moines IA","U","2013","Total",NA,19162,NA
"787",2014,"1235","N","Mil Con, Navy Res","NAVY","01","MAJOR CONST","LA","LOUISIANA","Enlisted Personnel Unaccompanied Personnel Housing","New Orleans","Transient Quarters","U","2013","Total",NA,7187,NA
"788",2014,"1235","N","Mil Con, Navy Res","NAVY","01","MAJOR CONST","NY","NEW YORK","Training Buildings","Brooklyn","Vehicle Maint. Fac. - Brooklyn NY","U","2013","Total",NA,4430,NA
"789",2014,"1235","N","Mil Con, Navy Res","NAVY","01","MAJOR CONST","TX","TEXAS","Ground Operational Facilities Other Than Buildings","Fort Worth","Commercial Vehicle Inspection Site","U","2013","Total",NA,11256,NA
"790",2014,"1235","N","Mil Con, Navy Res","NAVY","03","Planning & Design","ZU","WORLDWIDE UNSPECIFIED","General","Unspecified Worldwide Locations","USMCR Planning and Design","U","2013","Total",NA,2118,NA
"791",2014,"1235","N","Mil Con, Navy Res","NAVY","20","Undistributed","ZU","WORLDWIDE UNSPECIFIED","General","Unspecified Worldwide Locations","Adj to Match Continuing Resolution","U","2013","Total",NA,-23072,NA
"792",2014,"0730","N","Fam Hsg Con, N/MC","NAVY","03","CONSTRUCTION IMPROVEMENTS","ZU","WORLDWIDE UNSPECIFIED","FH Post Acquisition Construction Improvements","Unspecified Worldwide Locations","Improvements","U","2013","Total",NA,97655,NA
"793",2014,"0730","N","Fam Hsg Con, N/MC","NAVY","04","PLANNING & DESIGN","ZU","WORLDWIDE UNSPECIFIED","Family Housing P&D","Unspecified Worldwide Locations","Design","U","2013","Total",NA,4527,NA
"794",2014,"0730","N","Fam Hsg Con, N/MC","NAVY","20","Undistributed","ZU","WORLDWIDE UNSPECIFIED","General","Unspecified Worldwide Locations","Adj to Match Continuing Resolution","U","2013","Total",NA,-592,NA
"795",2014,"0735","N","Fam Hsg O&M, N/MC","NAVY","05","UTILITIES","ZU","WORLDWIDE UNSPECIFIED","FH Utilities Account","Unspecified Worldwide Locations","Utilities Account","U","2013","Total",NA,80860,NA
"796",2014,"0735","N","Fam Hsg O&M, N/MC","NAVY","06","Operation","ZU","WORLDWIDE UNSPECIFIED","FH Furnishings Account","Unspecified Worldwide Locations","Furnishings Account","U","2013","Total",NA,17697,NA
"797",2014,"0735","N","Fam Hsg O&M, N/MC","NAVY","06","Operation","ZU","WORLDWIDE UNSPECIFIED","FH Management Account","Unspecified Worldwide Locations","Management Account","U","2013","Total",NA,62741,NA
"798",2014,"0735","N","Fam Hsg O&M, N/MC","NAVY","06","Operation","ZU","WORLDWIDE UNSPECIFIED","FH Miscellaneous Account","Unspecified Worldwide Locations","Miscellaneous Account","U","2013","Total",NA,491,NA
"799",2014,"0735","N","Fam Hsg O&M, N/MC","NAVY","06","Operation","ZU","WORLDWIDE UNSPECIFIED","FH Services Account","Unspecified Worldwide Locations","Services Account","U","2013","Total",NA,19615,NA
"800",2014,"0735","N","Fam Hsg O&M, N/MC","NAVY","07","LEASING","ZU","WORLDWIDE UNSPECIFIED","FH Leasing Account","Unspecified Worldwide Locations","Leasing","U","2013","Total",NA,83774,NA
"801",2014,"0735","N","Fam Hsg O&M, N/MC","NAVY","08","Maintenance","ZU","WORLDWIDE UNSPECIFIED","FH Maintenance Of Real Property","Unspecified Worldwide Locations","Maintenance of Real Property","U","2013","Total",NA,85254,NA
"802",2014,"0735","N","Fam Hsg O&M, N/MC","NAVY","12","HOUSING PVT SUPPORT","ZU","WORLDWIDE UNSPECIFIED","FH Privatization Support","Unspecified Worldwide Locations","Privatization Support Costs","U","2013","Total",NA,27798,NA
"803",2014,"0735","N","Fam Hsg O&M, N/MC","NAVY","20","Undistributed","ZU","WORLDWIDE UNSPECIFIED","General","Unspecified Worldwide Locations","Adj to Match Continuing Resolution","U","2013","Total",NA,-8116,NA
"804",2014,"051202","N","FY 2005 BRAC - N","NAVY","01","FY 2005 BRAC","ZU","WORLDWIDE UNSPECIFIED","Base Realignment & Closure Account V","Unspecified Worldwide Locations","DON-172: NWS Seal Beach, Concord, CA","U","2013","Total",NA,2129,NA
"805",2014,"051202","N","FY 2005 BRAC - N","NAVY","01","FY 2005 BRAC","ZU","WORLDWIDE UNSPECIFIED","Base Realignment & Closure Account V","Unspecified Worldwide Locations","DON-138: NAS Brunswick, ME","U","2013","Total",NA,4897,NA
"806",2014,"051202","N","FY 2005 BRAC - N","NAVY","01","FY 2005 BRAC","ZU","WORLDWIDE UNSPECIFIED","Base Realignment & Closure Account V","Unspecified Worldwide Locations","DON-157: MCSA Kansas City, MO","U","2013","Total",NA,39,NA
"807",2014,"051202","N","FY 2005 BRAC - N","NAVY","01","FY 2005 BRAC","ZU","WORLDWIDE UNSPECIFIED","Base Realignment & Closure Account V","Unspecified Worldwide Locations","DON-84: JRB Willow Grove & Cambria Reg AP","U","2013","Total",NA,189,NA
"808",2014,"051202","N","FY 2005 BRAC - N","NAVY","01","FY 2005 BRAC","ZU","WORLDWIDE UNSPECIFIED","Base Realignment & Closure Account V","Unspecified Worldwide Locations","DON-168: NS Newport, RI","U","2013","Total",NA,1742,NA
"809",2014,"051202","N","FY 2005 BRAC - N","NAVY","01","FY 2005 BRAC","ZU","WORLDWIDE UNSPECIFIED","Base Realignment & Closure Account V","Unspecified Worldwide Locations","DON-100: Planing, Design and Management","U","2013","Total",NA,5038,NA
"810",2014,"051202","N","FY 2005 BRAC - N","NAVY","01","FY 2005 BRAC","ZU","WORLDWIDE UNSPECIFIED","Base Realignment & Closure Account V","Unspecified Worldwide Locations","DON-101: Various Locations","U","2013","Total",NA,4176,NA
"811",2014,"051202","N","FY 2005 BRAC - N","NAVY","20","Undistributed","ZU","WORLDWIDE UNSPECIFIED","General","Unspecified Worldwide Locations","Adj to Match Continuing Resolution","U","2013","Total",NA,-18210,NA
"812",2014,"3300","F","MilCon, Air Force","AF","01","MAJOR CONSTRUCTION","AR","ARKANSAS","Aircraft Maintenance Facilities","Little Rock AFB","C-130J Fuel Systems Maintenance Hangar","U","2013","Total",NA,26000,NA
"813",2014,"3300","F","MilCon, Air Force","AF","01","MAJOR CONSTRUCTION","AR","ARKANSAS","Training Buildings","Little Rock AFB","C-130J Flight Simulator Addition","U","2013","Total",NA,4178,NA
"814",2014,"3300","F","MilCon, Air Force","AF","01","MAJOR CONSTRUCTION","FL","FLORIDA","Aircraft Maintenance Facilities","Tyndall AFB","F-22 ADAL Hangar for Low Observable/Composite","U","2013","Total",NA,14750,NA
"815",2014,"3300","F","MilCon, Air Force","AF","01","MAJOR CONSTRUCTION","GA","GEORGIA","Airfield Operational Buildings","Fort Stewart, Georgia","Air Support Operations Center (ASOC)","U","2013","Total",NA,7250,NA
"816",2014,"3300","F","MilCon, Air Force","AF","01","MAJOR CONSTRUCTION","GA","GEORGIA","Training Buildings","Moody AFB","HC-130J Simulator Facility","U","2013","Total",NA,8500,NA
"817",2014,"3300","F","MilCon, Air Force","AF","01","MAJOR CONSTRUCTION","NE","NEBRASKA","Admin Bldgs","Offutt AFB","US STRATCOM Replacement Facility, Incr 2","U","2013","Total",NA,161000,NA
"818",2014,"3300","F","MilCon, Air Force","AF","01","MAJOR CONSTRUCTION","NM","NEW MEXICO","Aircraft Maintenance Facilities","Holloman AFB","MQ-9 Maintenance Hangar","U","2013","Total",NA,25000,NA
"819",2014,"3300","F","MilCon, Air Force","AF","01","MAJOR CONSTRUCTION","ND","NORTH DAKOTA","Misc Items & Equip Maint Facilities","Minot AFB","B-52 Add/Alter Munitions AGE Facility","U","2013","Total",NA,4600,NA
"820",2014,"3300","F","MilCon, Air Force","AF","01","MAJOR CONSTRUCTION","TX","TEXAS","Enlisted Personnel Unaccompanied Personnel Housing","Joint Base San Antonio","Dormitory (144 RM)","U","2013","Total",NA,18000,NA
"821",2014,"3300","F","MilCon, Air Force","AF","01","MAJOR CONSTRUCTION","UT","UTAH","Aircraft Maintenance Facilities","Hill AFB","F-35 ADAL Hangar 45W/AMU","U","2013","Total",NA,7250,NA
"822",2014,"3300","F","MilCon, Air Force","AF","01","MAJOR CONSTRUCTION","UT","UTAH","Install & Ready-Issue Ammunition Storage","Hill AFB","F-35 Modular Storage Magazines","U","2013","Total",NA,2280,NA
"823",2014,"3300","F","MilCon, Air Force","AF","01","MAJOR CONSTRUCTION","UT","UTAH","Training Buildings","Hill AFB","F-35 ADAL Building 118 for Flight Simulator","U","2013","Total",NA,4000,NA
"824",2014,"3300","F","MilCon, Air Force","AF","01","MAJOR CONSTRUCTION","GL","GREENLAND","Enlisted Personnel Unaccompanied Personnel Housing","Thule AB","Dormitory (48 PN)","U","2013","Total",NA,24500,NA
"825",2014,"3300","F","MilCon, Air Force","AF","01","MAJOR CONSTRUCTION","GU","GUAM","Aircraft Maintenance Facilities","Joint Region Marianas","Guam Strike Fuel Systems Maintenance Hangar","U","2013","Total",NA,0,NA
"826",2014,"3300","F","MilCon, Air Force","AF","01","MAJOR CONSTRUCTION","IT","ITALY","Training Buildings","Aviano AB","F-16 Mission Training Center","U","2013","Total",NA,9400,NA
"827",2014,"3300","F","MilCon, Air Force","AF","01","MAJOR CONSTRUCTION","PO","PORTUGAL","Sewage & Industrial Waste Collection Lines","Lajes Field","Sanitary Sewer Lift/Pump Station","U","2013","Total",NA,2000,NA
"828",2014,"3300","F","MilCon, Air Force","AF","01","MAJOR CONSTRUCTION","ZU","WORLDWIDE UNSPECIFIED","Emergency Unaccom Personnel Housing","Unspecified Worldwide Locations","Transient Contingency Dormitory - 100 RM","U","2013","Total",NA,17625,NA
