"","SourceFiscalYear","AccountDSI","AccountTitle","Organization","BudgetActivity","BudgetActivityTitle","AGtitle","LineNumber","LineNumber","SAG","SAG.Title","IncludeInTOA","IncludeInTOA","Classified","FiscalYear","OriginType","ActualTotal","EnactedTotal","EnactedType","PBtotal","PBtype"
"30",2015,"2020A","Operation & Maintenance, Army","ARMY","03","Training and Recruiting","Recruiting, and Other Training & Education","300","300","332","Examining","Y","Y","U",2013,"Total",153482,NA,NA,NA,NA
"31",2015,"2020A","Operation & Maintenance, Army","ARMY","03","Training and Recruiting","Recruiting, and Other Training & Education","310","310","333","Off-Duty and Voluntary Education","Y","Y","U",2013,"Total",229641,NA,NA,NA,NA
"32",2015,"2020A","Operation & Maintenance, Army","ARMY","03","Training and Recruiting","Recruiting, and Other Training & Education","320","320","334","Civilian Education and Training","Y","Y","U",2013,"Total",136812,NA,NA,NA,NA
"33",2015,"2020A","Operation & Maintenance, Army","ARMY","03","Training and Recruiting","Recruiting, and Other Training & Education","330","330","335","Junior Reserve Officer Training Corps","Y","Y","U",2013,"Total",164585,NA,NA,NA,NA
"34",2015,"2020A","Operation & Maintenance, Army","ARMY","04","Admin & Srvwide Activities","Logistics Operations","350","350","421","Servicewide Transportation","Y","Y","U",2013,"Total",4467406,NA,NA,NA,NA
"35",2015,"2020A","Operation & Maintenance, Army","ARMY","04","Admin & Srvwide Activities","Logistics Operations","360","360","422","Central Supply Activities","Y","Y","U",2013,"Total",753694,NA,NA,NA,NA
"36",2015,"2020A","Operation & Maintenance, Army","ARMY","04","Admin & Srvwide Activities","Logistics Operations","370","370","423","Logistic Support Activities","Y","Y","U",2013,"Total",639881,NA,NA,NA,NA
"37",2015,"2020A","Operation & Maintenance, Army","ARMY","04","Admin & Srvwide Activities","Logistics Operations","380","380","424","Ammunition Management","Y","Y","U",2013,"Total",447146,NA,NA,NA,NA
"38",2015,"2020A","Operation & Maintenance, Army","ARMY","04","Admin & Srvwide Activities","Servicewide Support","390","390","431","Administration","Y","Y","U",2013,"Total",521960,NA,NA,NA,NA
"39",2015,"2020A","Operation & Maintenance, Army","ARMY","04","Admin & Srvwide Activities","Servicewide Support","400","400","432","Servicewide Communications","Y","Y","U",2013,"Total",1690044,NA,NA,NA,NA
"40",2015,"2020A","Operation & Maintenance, Army","ARMY","04","Admin & Srvwide Activities","Servicewide Support","410","410","433","Manpower Management","Y","Y","U",2013,"Total",284608,NA,NA,NA,NA
"41",2015,"2020A","Operation & Maintenance, Army","ARMY","04","Admin & Srvwide Activities","Servicewide Support","420","420","434","Other Personnel Support","Y","Y","U",2013,"Total",298358,NA,NA,NA,NA
"42",2015,"2020A","Operation & Maintenance, Army","ARMY","04","Admin & Srvwide Activities","Servicewide Support","430","430","435","Other Service Support","Y","Y","U",2013,"Total",1109015,NA,NA,NA,NA
"43",2015,"2020A","Operation & Maintenance, Army","ARMY","04","Admin & Srvwide Activities","Servicewide Support","440","440","436","Army Claims Activities","Y","Y","U",2013,"Total",207860,NA,NA,NA,NA
"44",2015,"2020A","Operation & Maintenance, Army","ARMY","04","Admin & Srvwide Activities","Servicewide Support","450","450","437","Real Estate Management","Y","Y","U",2013,"Total",195930,NA,NA,NA,NA
"45",2015,"2020A","Operation & Maintenance, Army","ARMY","04","Admin & Srvwide Activities","Servicewide Support","460","460","438","Financial Management and Audit Readiness","Y","Y","U",2013,"Total",193665,NA,NA,NA,NA
"46",2015,"2020A","Operation & Maintenance, Army","ARMY","04","Admin & Srvwide Activities","Support of Other Nations","470","470","441","International Military Headquarters","Y","Y","U",2013,"Total",434784,NA,NA,NA,NA
"47",2015,"2020A","Operation & Maintenance, Army","ARMY","04","Admin & Srvwide Activities","Support of Other Nations","480","480","442","Misc. Support of Other Nations","Y","Y","U",2013,"Total",19668,NA,NA,NA,NA
"48",2015,"2020A","Operation & Maintenance, Army","ARMY","04","Admin & Srvwide Activities","Closed Account Adjustments","490","490","451","Closed Account Adjustments","Y","Y","U",2013,"Total",20748,NA,NA,NA,NA
"49",2015,"2020A","Operation & Maintenance, Army","ARMY","04","Admin & Srvwide Activities","Closed Account Adjustments","500","500","471","Foreign Currency Fluctuation","Y","Y","U",2013,"Total",-53807,NA,NA,NA,NA
"50",2015,"2020A","Operation & Maintenance, Army","ARMY","04","Admin & Srvwide Activities","Closed Account Adjustments","510","510","493","Defense Environmental Restoration Account (DERA)","Y","Y","U",2013,"Total",565563,NA,NA,NA,NA
"51",2015,"2020A","Operation & Maintenance, Army","ARMY","04","Admin & Srvwide Activities","Judgment Fund","520","520","461","Judgment Fund","Y","Y","U",2013,"Total",1384,NA,NA,NA,NA
"52",2015,"2020A","Operation & Maintenance, Army","","04","Admin & Srvwide Activities","","","","9999","Classified Programs","Y","Y","U",2013,"Total",2959642,NA,NA,NA,NA
"53",2015,"2080A","Operation & Maintenance, Army Res","ARMY","01","Operating Forces","Land Forces","010","010","111","Maneuver Units","Y","Y","U",2013,"Total",1299,NA,NA,NA,NA
"54",2015,"2080A","Operation & Maintenance, Army Res","ARMY","01","Operating Forces","Land Forces","020","020","112","Modular Support Brigades","Y","Y","U",2013,"Total",14467,NA,NA,NA,NA
"55",2015,"2080A","Operation & Maintenance, Army Res","ARMY","01","Operating Forces","Land Forces","030","030","113","Echelons Above Brigade","Y","Y","U",2013,"Total",523995,NA,NA,NA,NA
"56",2015,"2080A","Operation & Maintenance, Army Res","ARMY","01","Operating Forces","Land Forces","040","040","114","Theater Level Assets","Y","Y","U",2013,"Total",90731,NA,NA,NA,NA
"57",2015,"2080A","Operation & Maintenance, Army Res","ARMY","01","Operating Forces","Land Forces","050","050","115","Land Forces Operations Support","Y","Y","U",2013,"Total",585461,NA,NA,NA,NA
"58",2015,"2080A","Operation & Maintenance, Army Res","ARMY","01","Operating Forces","Land Forces","060","060","116","Aviation Assets","Y","Y","U",2013,"Total",76781,NA,NA,NA,NA
"59",2015,"2080A","Operation & Maintenance, Army Res","ARMY","01","Operating Forces","Land Forces Readiness","070","070","121","Force Readiness Operations Support","Y","Y","U",2013,"Total",432545,NA,NA,NA,NA
"60",2015,"2080A","Operation & Maintenance, Army Res","ARMY","01","Operating Forces","Land Forces Readiness","080","080","122","Land Forces Systems Readiness","Y","Y","U",2013,"Total",83218,NA,NA,NA,NA
"61",2015,"2080A","Operation & Maintenance, Army Res","ARMY","01","Operating Forces","Land Forces Readiness","090","090","123","Land Forces Depot Maintenance","Y","Y","U",2013,"Total",162073,NA,NA,NA,NA
"62",2015,"2080A","Operation & Maintenance, Army Res","ARMY","01","Operating Forces","Land Forces Readiness Support","100","100","131","Base Operations Support","Y","Y","U",2013,"Total",573867,NA,NA,NA,NA
"63",2015,"2080A","Operation & Maintenance, Army Res","ARMY","01","Operating Forces","Land Forces Readiness Support","110","110","132","Facilities Sustainment, Restoration & Modernization","Y","Y","U",2013,"Total",320908,NA,NA,NA,NA
"64",2015,"2080A","Operation & Maintenance, Army Res","ARMY","01","Operating Forces","Land Forces Readiness Support","120","120","133","Management and Operational Headquarters","Y","Y","U",2013,"Total",53059,NA,NA,NA,NA
"65",2015,"2080A","Operation & Maintenance, Army Res","ARMY","04","Admin & Srvwd Activities","Logistics Operations","130","130","421","Servicewide Transportation","Y","Y","U",2013,"Total",11192,NA,NA,NA,NA
"66",2015,"2080A","Operation & Maintenance, Army Res","ARMY","04","Admin & Srvwd Activities","Servicewide Support","140","140","431","Administration","Y","Y","U",2013,"Total",26032,NA,NA,NA,NA
"67",2015,"2080A","Operation & Maintenance, Army Res","ARMY","04","Admin & Srvwd Activities","Servicewide Support","150","150","432","Servicewide Communications","Y","Y","U",2013,"Total",4238,NA,NA,NA,NA
"68",2015,"2080A","Operation & Maintenance, Army Res","ARMY","04","Admin & Srvwd Activities","Servicewide Support","160","160","433","Manpower Management","Y","Y","U",2013,"Total",16140,NA,NA,NA,NA
"69",2015,"2080A","Operation & Maintenance, Army Res","ARMY","04","Admin & Srvwd Activities","Servicewide Support","170","170","434","Recruiting and Advertising","Y","Y","U",2013,"Total",46417,NA,NA,NA,NA
"70",2015,"2065A","Operation & Maintenance, ARNG","ARMY","01","Operating Forces","Land Forces","010","010","111","Maneuver Units","Y","Y","U",2013,"Total",610207,NA,NA,NA,NA
"71",2015,"2065A","Operation & Maintenance, ARNG","ARMY","01","Operating Forces","Land Forces","020","020","112","Modular Support Brigades","Y","Y","U",2013,"Total",148007,NA,NA,NA,NA
"72",2015,"2065A","Operation & Maintenance, ARNG","ARMY","01","Operating Forces","Land Forces","030","030","113","Echelons Above Brigade","Y","Y","U",2013,"Total",772456,NA,NA,NA,NA
"73",2015,"2065A","Operation & Maintenance, ARNG","ARMY","01","Operating Forces","Land Forces","040","040","114","Theater Level Assets","Y","Y","U",2013,"Total",129808,NA,NA,NA,NA
"74",2015,"2065A","Operation & Maintenance, ARNG","ARMY","01","Operating Forces","Land Forces","050","050","115","Land Forces Operations Support","Y","Y","U",2013,"Total",37976,NA,NA,NA,NA
"75",2015,"2065A","Operation & Maintenance, ARNG","ARMY","01","Operating Forces","Land Forces","060","060","116","Aviation Assets","Y","Y","U",2013,"Total",856015,NA,NA,NA,NA
"76",2015,"2065A","Operation & Maintenance, ARNG","ARMY","01","Operating Forces","Land Forces Readiness","070","070","121","Force Readiness Operations Support","Y","Y","U",2013,"Total",707170,NA,NA,NA,NA
"77",2015,"2065A","Operation & Maintenance, ARNG","ARMY","01","Operating Forces","Land Forces Readiness","080","080","122","Land Forces Systems Readiness","Y","Y","U",2013,"Total",52882,NA,NA,NA,NA
"78",2015,"2065A","Operation & Maintenance, ARNG","ARMY","01","Operating Forces","Land Forces Readiness","090","090","123","Land Forces Depot Maintenance","Y","Y","U",2013,"Total",357030,NA,NA,NA,NA
"79",2015,"2065A","Operation & Maintenance, ARNG","ARMY","01","Operating Forces","Land Forces Readiness Support","100","100","131","Base Operations Support","Y","Y","U",2013,"Total",1076568,NA,NA,NA,NA
"80",2015,"2065A","Operation & Maintenance, ARNG","ARMY","01","Operating Forces","Land Forces Readiness Support","110","110","132","Facilities Sustainment, Restoration & Modernization","Y","Y","U",2013,"Total",814799,NA,NA,NA,NA
"81",2015,"2065A","Operation & Maintenance, ARNG","ARMY","01","Operating Forces","Land Forces Readiness Support","120","120","133","Management and Operational Headquarters","Y","Y","U",2013,"Total",1073514,NA,NA,NA,NA
"82",2015,"2065A","Operation & Maintenance, ARNG","ARMY","04","Admin & Srvwd Activities","Logistics Operations","130","130","421","Servicewide Transportation","Y","Y","U",2013,"Total",7446,NA,NA,NA,NA
"83",2015,"2065A","Operation & Maintenance, ARNG","ARMY","04","Admin & Srvwd Activities","Servicewide Support","140","140","437","Real Estate Management","Y","Y","U",2013,"Total",1491,NA,NA,NA,NA
"84",2015,"2065A","Operation & Maintenance, ARNG","ARMY","04","Admin & Srvwd Activities","Servicewide Support","150","150","431","Administration","Y","Y","U",2013,"Total",69507,NA,NA,NA,NA
"85",2015,"2065A","Operation & Maintenance, ARNG","ARMY","04","Admin & Srvwd Activities","Servicewide Support","160","160","432","Servicewide Communications","Y","Y","U",2013,"Total",50086,NA,NA,NA,NA
"86",2015,"2065A","Operation & Maintenance, ARNG","ARMY","04","Admin & Srvwd Activities","Servicewide Support","170","170","433","Manpower Management","Y","Y","U",2013,"Total",6043,NA,NA,NA,NA
"87",2015,"2065A","Operation & Maintenance, ARNG","ARMY","04","Admin & Srvwd Activities","Servicewide Support","180","180","434","Other Personnel Support","Y","Y","U",2013,"Total",274161,NA,NA,NA,NA
"88",2015,"2091A","Afghanistan Security Forces Fund","ARMY","01","Ministry of Defense","Defense Forces","011","011","110","Sustainment","Y","Y","U",2013,"Total",0,NA,NA,NA,NA
"89",2015,"2091A","Afghanistan Security Forces Fund","ARMY","01","Ministry of Defense","Defense Forces","012","012","120","Infrastructure","Y","Y","U",2013,"Total",0,NA,NA,NA,NA
"90",2015,"2091A","Afghanistan Security Forces Fund","ARMY","01","Ministry of Defense","Defense Forces","013","013","130","Equipment and Transportation","Y","Y","U",2013,"Total",0,NA,NA,NA,NA
"91",2015,"2091A","Afghanistan Security Forces Fund","ARMY","01","Ministry of Defense","Defense Forces","014","014","140","Training and Operations","Y","Y","U",2013,"Total",0,NA,NA,NA,NA
"92",2015,"2091A","Afghanistan Security Forces Fund","ARMY","01","Ministry of Defense","Closed Account Adjustments","010","010","100","Afghanistan Security Forces Fund","Y","Y","U",2013,"Total",3049565,NA,NA,NA,NA
"93",2015,"2091A","Afghanistan Security Forces Fund","ARMY","02","Ministry of Interior","Interior Forces","021","021","210","Sustainment","Y","Y","U",2013,"Total",0,NA,NA,NA,NA
"94",2015,"2091A","Afghanistan Security Forces Fund","ARMY","02","Ministry of Interior","Interior Forces","022","022","220","Infrastructure","Y","Y","U",2013,"Total",0,NA,NA,NA,NA
"95",2015,"2091A","Afghanistan Security Forces Fund","ARMY","02","Ministry of Interior","Interior Forces","023","023","230","Equipment and Transportation","Y","Y","U",2013,"Total",0,NA,NA,NA,NA
"96",2015,"2091A","Afghanistan Security Forces Fund","ARMY","02","Ministry of Interior","Interior Forces","024","024","240","Training and Operations","Y","Y","U",2013,"Total",0,NA,NA,NA,NA
"97",2015,"2091A","Afghanistan Security Forces Fund","ARMY","02","Ministry of Interior","Closed Account Adjustments","020","020","200","Ministry Of Interior","Y","Y","U",2013,"Total",1842975,NA,NA,NA,NA
"98",2015,"2091A","Afghanistan Security Forces Fund","ARMY","04","Detainee Ops","Related Activities","031","031","410","Sustainment","Y","Y","U",2013,"Total",0,NA,NA,NA,NA
"99",2015,"2091A","Afghanistan Security Forces Fund","ARMY","04","Detainee Ops","Related Activities","032","032","440","Training and Operations","Y","Y","U",2013,"Total",0,NA,NA,NA,NA
"100",2015,"2091A","Afghanistan Security Forces Fund","ARMY","04","Detainee Ops","Closed Account Adjustments","030","030","400","Iraq Training Facility","Y","Y","U",2013,"Total",53652,NA,NA,NA,NA
"101",2015,"2096A","Afghanistan Infrastructure Fund","ARMY","01","Afghanistan Infrastructure Fund","Closed Account Adjustments","010","010","011","Power","Y","Y","U",2013,"Total",0,NA,NA,NA,NA
"102",2015,"2096A","Afghanistan Infrastructure Fund","ARMY","01","Afghanistan Infrastructure Fund","Closed Account Adjustments","020","020","110","Power","Y","Y","U",2013,"Total",325000,NA,NA,NA,NA
"103",2015,"5098A","Restoration of the Rocky Mountain Arsenal","ARMY","01","RESTORATION OF ROCKY MOUNTAIN ARSENAL","Restoration of the Rocky Mountain Arsenal","010","010","580","Restoration of the Rocky Mountain Arsenal","Y","Y","U",2013,"Total",3107,NA,NA,NA,NA
"104",2015,"1804N","Operation & Maintenance, Navy","NAVY","01","Operating Forces","Air Operations","010","010","1A1A","Mission and Other Flight Operations","Y","Y","U",2013,"Total",5344864,NA,NA,NA,NA
"105",2015,"1804N","Operation & Maintenance, Navy","NAVY","01","Operating Forces","Air Operations","020","020","1A2A","Fleet Air Training","Y","Y","U",2013,"Total",1847179,NA,NA,NA,NA
"106",2015,"1804N","Operation & Maintenance, Navy","NAVY","01","Operating Forces","Air Operations","030","030","1A3A","Aviation Technical Data & Engineering Services","Y","Y","U",2013,"Total",41678,NA,NA,NA,NA
"107",2015,"1804N","Operation & Maintenance, Navy","NAVY","01","Operating Forces","Air Operations","040","040","1A4A","Air Operations and Safety Support","Y","Y","U",2013,"Total",90065,NA,NA,NA,NA
"108",2015,"1804N","Operation & Maintenance, Navy","NAVY","01","Operating Forces","Air Operations","050","050","1A4N","Air Systems Support","Y","Y","U",2013,"Total",341200,NA,NA,NA,NA
"109",2015,"1804N","Operation & Maintenance, Navy","NAVY","01","Operating Forces","Air Operations","060","060","1A5A","Aircraft Depot Maintenance","Y","Y","U",2013,"Total",1031281,NA,NA,NA,NA
"110",2015,"1804N","Operation & Maintenance, Navy","NAVY","01","Operating Forces","Air Operations","070","070","1A6A","Aircraft Depot Operations Support","Y","Y","U",2013,"Total",38491,NA,NA,NA,NA
"111",2015,"1804N","Operation & Maintenance, Navy","NAVY","01","Operating Forces","Air Operations","080","080","1A9A","Aviation Logistics","Y","Y","U",2013,"Total",325333,NA,NA,NA,NA
"112",2015,"1804N","Operation & Maintenance, Navy","NAVY","01","Operating Forces","Ship Operations","090","090","1B1B","Mission and Other Ship Operations","Y","Y","U",2013,"Total",5289875,NA,NA,NA,NA
"113",2015,"1804N","Operation & Maintenance, Navy","NAVY","01","Operating Forces","Ship Operations","100","100","1B2B","Ship Operations Support & Training","Y","Y","U",2013,"Total",708492,NA,NA,NA,NA
"114",2015,"1804N","Operation & Maintenance, Navy","NAVY","01","Operating Forces","Ship Operations","110","110","1B4B","Ship Depot Maintenance","Y","Y","U",2013,"Total",6938324,NA,NA,NA,NA
"115",2015,"1804N","Operation & Maintenance, Navy","NAVY","01","Operating Forces","Ship Operations","120","120","1B5B","Ship Depot Operations Support","Y","Y","U",2013,"Total",1157393,NA,NA,NA,NA
"116",2015,"1804N","Operation & Maintenance, Navy","NAVY","01","Operating Forces","Combat Operations/Support","130","130","1C1C","Combat Communications","Y","Y","U",2013,"Total",709650,NA,NA,NA,NA
"117",2015,"1804N","Operation & Maintenance, Navy","NAVY","01","Operating Forces","Combat Operations/Support","140","140","1C2C","Electronic Warfare","Y","Y","U",2013,"Total",64084,NA,NA,NA,NA
"118",2015,"1804N","Operation & Maintenance, Navy","NAVY","01","Operating Forces","Combat Operations/Support","150","150","1C3C","Space Systems and Surveillance","Y","Y","U",2013,"Total",219150,NA,NA,NA,NA
"119",2015,"1804N","Operation & Maintenance, Navy","NAVY","01","Operating Forces","Combat Operations/Support","160","160","1C4C","Warfare Tactics","Y","Y","U",2013,"Total",467614,NA,NA,NA,NA
"120",2015,"1804N","Operation & Maintenance, Navy","NAVY","01","Operating Forces","Combat Operations/Support","170","170","1C5C","Operational Meteorology and Oceanography","Y","Y","U",2013,"Total",351524,NA,NA,NA,NA
"121",2015,"1804N","Operation & Maintenance, Navy","NAVY","01","Operating Forces","Combat Operations/Support","180","180","1C6C","Combat Support Forces","Y","Y","U",2013,"Total",2101091,NA,NA,NA,NA
"122",2015,"1804N","Operation & Maintenance, Navy","NAVY","01","Operating Forces","Combat Operations/Support","190","190","1C7C","Equipment Maintenance","Y","Y","U",2013,"Total",129285,NA,NA,NA,NA
"123",2015,"1804N","Operation & Maintenance, Navy","NAVY","01","Operating Forces","Combat Operations/Support","200","200","1C8C","Depot Operations Support","Y","Y","U",2013,"Total",3251,NA,NA,NA,NA
"124",2015,"1804N","Operation & Maintenance, Navy","NAVY","01","Operating Forces","Combat Operations/Support","210","210","1CCH","Combatant Commanders Core Operations","Y","Y","U",2013,"Total",104515,NA,NA,NA,NA
"125",2015,"1804N","Operation & Maintenance, Navy","NAVY","01","Operating Forces","Combat Operations/Support","220","220","1CCM","Combatant Commanders Direct Mission Support","Y","Y","U",2013,"Total",174519,NA,NA,NA,NA
"126",2015,"1804N","Operation & Maintenance, Navy","NAVY","01","Operating Forces","Weapons Support","230","230","1D1D","Cruise Missile","Y","Y","U",2013,"Total",89606,NA,NA,NA,NA
"127",2015,"1804N","Operation & Maintenance, Navy","NAVY","01","Operating Forces","Weapons Support","240","240","1D2D","Fleet Ballistic Missile","Y","Y","U",2013,"Total",1109152,NA,NA,NA,NA
"128",2015,"1804N","Operation & Maintenance, Navy","NAVY","01","Operating Forces","Weapons Support","250","250","1D3D","In-Service Weapons Systems Support","Y","Y","U",2013,"Total",125942,NA,NA,NA,NA
"129",2015,"1804N","Operation & Maintenance, Navy","NAVY","01","Operating Forces","Weapons Support","260","260","1D4D","Weapons Maintenance","Y","Y","U",2013,"Total",753326,NA,NA,NA,NA
"130",2015,"1804N","Operation & Maintenance, Navy","NAVY","01","Operating Forces","Weapons Support","270","270","1D7D","Other Weapon Systems Support","Y","Y","U",2013,"Total",281819,NA,NA,NA,NA
"131",2015,"1804N","Operation & Maintenance, Navy","NAVY","01","Operating Forces","Working Capital Fund Support","280","280","1Z1Z","NWCF Support","Y","Y","U",2013,"Total",0,NA,NA,NA,NA
"132",2015,"1804N","Operation & Maintenance, Navy","NAVY","01","Operating Forces","Base Support","290","290","BSIT","Enterprise Information","Y","Y","U",2013,"Total",976243,NA,NA,NA,NA
"133",2015,"1804N","Operation & Maintenance, Navy","NAVY","01","Operating Forces","Base Support","300","300","BSM1","Sustainment, Restoration and Modernization","Y","Y","U",2013,"Total",1598393,NA,NA,NA,NA
"134",2015,"1804N","Operation & Maintenance, Navy","NAVY","01","Operating Forces","Base Support","310","310","BSS1","Base Operating Support","Y","Y","U",2013,"Total",4573705,NA,NA,NA,NA
"135",2015,"1804N","Operation & Maintenance, Navy","NAVY","02","Mobilization","Ready Reserve and Prepositioning Force","320","320","2A1F","Ship Prepositioning and Surge","Y","Y","U",2013,"Total",358681,NA,NA,NA,NA
"136",2015,"1804N","Operation & Maintenance, Navy","NAVY","02","Mobilization","Ready Reserve and Prepositioning Force","330","330","2A2F","Ready Reserve Force","Y","Y","U",2013,"Total",0,NA,NA,NA,NA
"137",2015,"1804N","Operation & Maintenance, Navy","NAVY","02","Mobilization","Activations/Inactivations","340","340","2B1G","Aircraft Activations/Inactivations","Y","Y","U",2013,"Total",5219,NA,NA,NA,NA
"138",2015,"1804N","Operation & Maintenance, Navy","NAVY","02","Mobilization","Activations/Inactivations","350","350","2B2G","Ship Activations/Inactivations","Y","Y","U",2013,"Total",1017119,NA,NA,NA,NA
"139",2015,"1804N","Operation & Maintenance, Navy","NAVY","02","Mobilization","Mobilization Preparation","360","360","2C1H","Expeditionary Health Services Systems","Y","Y","U",2013,"Total",53271,NA,NA,NA,NA
"140",2015,"1804N","Operation & Maintenance, Navy","NAVY","02","Mobilization","Mobilization Preparation","370","370","2C2H","Industrial Readiness","Y","Y","U",2013,"Total",1952,NA,NA,NA,NA
"141",2015,"1804N","Operation & Maintenance, Navy","NAVY","02","Mobilization","Mobilization Preparation","380","380","2C3H","Coast Guard Support","Y","Y","U",2013,"Total",22713,NA,NA,NA,NA
