"SourceFiscalYear","AccountDSI","MilDeptDW","AccountTitle","Organization","BudgetActivity","BudgetActivityTitle","AGtitle","LineNumber","SAG","SAG.Title","IncludeInTOA","Classified","FiscalYear","OriginType","ActualTotal","EnactedTotal","EnactedType","PBtotal","PBtype","SpecialTotal","SpecialType","BudgetSubActivityTitle","BudgetLineItem","Var.16"
2016,"1804N",,"Operation & Maintenance, Navy","NAVY","03","Training and Recruiting","Recruiting and Other Training & Education","460","3C4L","Civilian Education and Training","Y","U",2015,"Total",,67646,,,,,,,,
2016,"1804N",,"Operation & Maintenance, Navy","NAVY","03","Training and Recruiting","Recruiting and Other Training & Education","470","3C5L","Junior ROTC","Y","U",2015,"Total",,41664,,,,,,,,
2016,"1804N",,"Operation & Maintenance, Navy","NAVY","04","Admin & Srvwd Activities","Servicewide Support","480","4A1M","Administration","Y","U",2015,"Total",,844904,,,,,,,,
2016,"1804N",,"Operation & Maintenance, Navy","NAVY","04","Admin & Srvwd Activities","Servicewide Support","490","4A2M","External Relations","Y","U",2015,"Total",,13327,,,,,,,,
2016,"1804N",,"Operation & Maintenance, Navy","NAVY","04","Admin & Srvwd Activities","Servicewide Support","500","4A3M","Civilian Manpower and Personnel Management","Y","U",2015,"Total",,115062,,,,,,,,
2016,"1804N",,"Operation & Maintenance, Navy","NAVY","04","Admin & Srvwd Activities","Servicewide Support","510","4A4M","Military Manpower and Personnel Management","Y","U",2015,"Total",,348117,,,,,,,,
2016,"1804N",,"Operation & Maintenance, Navy","NAVY","04","Admin & Srvwd Activities","Servicewide Support","520","4A5M","Other Personnel Support","Y","U",2015,"Total",,241223,,,,,,,,
2016,"1804N",,"Operation & Maintenance, Navy","NAVY","04","Admin & Srvwd Activities","Servicewide Support","530","4A6M","Servicewide Communications","Y","U",2015,"Total",,339232,,,,,,,,
2016,"1804N",,"Operation & Maintenance, Navy","NAVY","04","Admin & Srvwd Activities","Servicewide Support","540","4A8M","Medical Activities","Y","U",2015,"Total",,0,,,,,,,,
2016,"1804N",,"Operation & Maintenance, Navy","NAVY","04","Admin & Srvwd Activities","Logistics Operations and Technical Support","550","4B1N","Servicewide Transportation","Y","U",2015,"Total",,358521,,,,,,,,
2016,"1804N",,"Operation & Maintenance, Navy","NAVY","04","Admin & Srvwd Activities","Logistics Operations and Technical Support","560","4B2E","Environmental Programs","Y","U",2015,"Total",,0,,,,,,,,
2016,"1804N",,"Operation & Maintenance, Navy","NAVY","04","Admin & Srvwd Activities","Logistics Operations and Technical Support","570","4B2N","Planning, Engineering and Design","Y","U",2015,"Total",,277302,,,,,,,,
2016,"1804N",,"Operation & Maintenance, Navy","NAVY","04","Admin & Srvwd Activities","Logistics Operations and Technical Support","580","4B3N","Acquisition and Program Management","Y","U",2015,"Total",,1114535,,,,,,,,
2016,"1804N",,"Operation & Maintenance, Navy","NAVY","04","Admin & Srvwd Activities","Logistics Operations and Technical Support","590","4B5N","Hull, Mechanical and Electrical Support","Y","U",2015,"Total",,43232,,,,,,,,
2016,"1804N",,"Operation & Maintenance, Navy","NAVY","04","Admin & Srvwd Activities","Logistics Operations and Technical Support","600","4B6N","Combat/Weapons Systems","Y","U",2015,"Total",,25689,,,,,,,,
2016,"1804N",,"Operation & Maintenance, Navy","NAVY","04","Admin & Srvwd Activities","Logistics Operations and Technical Support","610","4B7N","Space and Electronic Warfare Systems","Y","U",2015,"Total",,72499,,,,,,,,
2016,"1804N",,"Operation & Maintenance, Navy","NAVY","04","Admin & Srvwd Activities","Investigations and Security Programs","620","4C1P","Naval Investigative Service","Y","U",2015,"Total",,540850,,,,,,,,
2016,"1804N",,"Operation & Maintenance, Navy","NAVY","04","Admin & Srvwd Activities","Support of Other Nations","680","4D1Q","International Headquarters and Agencies","Y","U",2015,"Total",,4713,,,,,,,,
2016,"1804N",,"Operation & Maintenance, Navy","NAVY","04","Admin & Srvwd Activities","Cancelled Accounts","690","4EMM","Cancelled Account Adjustments","Y","U",2015,"Total",,0,,,,,,,,
2016,"1804N",,"Operation & Maintenance, Navy","NAVY","04","Admin & Srvwd Activities","Cancelled Accounts","700","4EPJ","Judgement Fund","Y","U",2015,"Total",,0,,,,,,,,
2016,"1804N",,"Operation & Maintenance, Navy","","04","Admin & Srvwd Activities","","","9999","Classified Programs","Y","U",2015,"Total",,527639,,,,,,,,
2016,"1106N",,"Operation & Maintenance, Marine Corps","NAVY","01","Operating Forces","Expeditionary Forces","010","1A1A","Operational Forces","Y","U",2015,"Total",,1401160,,,,,,,,
2016,"1106N",,"Operation & Maintenance, Marine Corps","NAVY","01","Operating Forces","Expeditionary Forces","020","1A2A","Field Logistics","Y","U",2015,"Total",,1256060,,,,,,,,
2016,"1106N",,"Operation & Maintenance, Marine Corps","NAVY","01","Operating Forces","Expeditionary Forces","030","1A3A","Depot Maintenance","Y","U",2015,"Total",,665778,,,,,,,,
2016,"1106N",,"Operation & Maintenance, Marine Corps","NAVY","01","Operating Forces","USMC Prepositioning","040","1B1B","Maritime Prepositioning","Y","U",2015,"Total",,87660,,,,,,,,
2016,"1106N",,"Operation & Maintenance, Marine Corps","NAVY","01","Operating Forces","Base Support","050","BSM1","Sustainment, Restoration & Modernization","Y","U",2015,"Total",,631319,,,,,,,,
2016,"1106N",,"Operation & Maintenance, Marine Corps","NAVY","01","Operating Forces","Base Support","060","BSS1","Base Operating Support","Y","U",2015,"Total",,1986045,,,,,,,,
2016,"1106N",,"Operation & Maintenance, Marine Corps","NAVY","03","Training and Recruiting","Accession Training","070","3A1C","Recruit Training","Y","U",2015,"Total",,18227,,,,,,,,
2016,"1106N",,"Operation & Maintenance, Marine Corps","NAVY","03","Training and Recruiting","Accession Training","080","3A2C","Officer Acquisition","Y","U",2015,"Total",,948,,,,,,,,
2016,"1106N",,"Operation & Maintenance, Marine Corps","NAVY","03","Training and Recruiting","Basic Skill and Advanced Training","090","3B1D","Specialized Skill Training","Y","U",2015,"Total",,98448,,,,,,,,
2016,"1106N",,"Operation & Maintenance, Marine Corps","NAVY","03","Training and Recruiting","Basic Skill and Advanced Training","100","3B3D","Professional Development Education","Y","U",2015,"Total",,42305,,,,,,,,
2016,"1106N",,"Operation & Maintenance, Marine Corps","NAVY","03","Training and Recruiting","Basic Skill and Advanced Training","110","3B4D","Training Support","Y","U",2015,"Total",,379462,,,,,,,,
2016,"1106N",,"Operation & Maintenance, Marine Corps","NAVY","03","Training and Recruiting","Recruiting and Other Training & Education","120","3C1F","Recruiting and Advertising","Y","U",2015,"Total",,161752,,,,,,,,
2016,"1106N",,"Operation & Maintenance, Marine Corps","NAVY","03","Training and Recruiting","Recruiting and Other Training & Education","130","3C2F","Off-Duty and Voluntary Education","Y","U",2015,"Total",,19137,,,,,,,,
2016,"1106N",,"Operation & Maintenance, Marine Corps","NAVY","03","Training and Recruiting","Recruiting and Other Training & Education","140","3C3F","Junior ROTC","Y","U",2015,"Total",,23277,,,,,,,,
2016,"1106N",,"Operation & Maintenance, Marine Corps","NAVY","04","Admin & Srvwd Activities","Servicewide Support","150","4A3G","Servicewide Transportation","Y","U",2015,"Total",,199339,,,,,,,,
2016,"1106N",,"Operation & Maintenance, Marine Corps","NAVY","04","Admin & Srvwd Activities","Servicewide Support","160","4A4G","Administration","Y","U",2015,"Total",,363930,,,,,,,,
2016,"1106N",,"Operation & Maintenance, Marine Corps","NAVY","04","Admin & Srvwd Activities","Servicewide Support","180","4B3N","Acquisition and Program Management","Y","U",2015,"Total",,70515,,,,,,,,
2016,"1106N",,"Operation & Maintenance, Marine Corps","NAVY","04","Admin & Srvwd Activities","Cancelled Accounts","190","4EMM","Cancelled Account Adjustment","Y","U",2015,"Total",,0,,,,,,,,
2016,"1106N",,"Operation & Maintenance, Marine Corps","","04","Admin & Srvwd Activities","","","9999","Classified Programs","Y","U",2015,"Total",,46576,,,,,,,,
2016,"1806N",,"Operation & Maintenance, Navy Res","NAVY","01","Operating Forces","Air Operations","010","1A1A","Mission and Other Flight Operations","Y","U",2015,"Total",,589875,,,,,,,,
2016,"1806N",,"Operation & Maintenance, Navy Res","NAVY","01","Operating Forces","Air Operations","020","1A3A","Intermediate Maintenance","Y","U",2015,"Total",,5948,,,,,,,,
2016,"1806N",,"Operation & Maintenance, Navy Res","NAVY","01","Operating Forces","Air Operations","030","1A5A","Aircraft Depot Maintenance","Y","U",2015,"Total",,91086,,,,,,,,
2016,"1806N",,"Operation & Maintenance, Navy Res","NAVY","01","Operating Forces","Air Operations","040","1A6A","Aircraft Depot Operations Support","Y","U",2015,"Total",,353,,,,,,,,
2016,"1806N",,"Operation & Maintenance, Navy Res","NAVY","01","Operating Forces","Air Operations","050","1A9A","Aviation Logistics","Y","U",2015,"Total",,7007,,,,,,,,
2016,"1806N",,"Operation & Maintenance, Navy Res","NAVY","01","Operating Forces","Ship Operations","060","1B1B","Mission and Other Ship Operations","Y","U",2015,"Total",,20665,,,,,,,,
2016,"1806N",,"Operation & Maintenance, Navy Res","NAVY","01","Operating Forces","Ship Operations","070","1B2B","Ship Operations Support & Training","Y","U",2015,"Total",,556,,,,,,,,
2016,"1806N",,"Operation & Maintenance, Navy Res","NAVY","01","Operating Forces","Ship Operations","080","1B4B","Ship Depot Maintenance","Y","U",2015,"Total",,7271,,,,,,,,
2016,"1806N",,"Operation & Maintenance, Navy Res","NAVY","01","Operating Forces","Combat Operations/Support","090","1C1C","Combat Communications","Y","U",2015,"Total",,14472,,,,,,,,
2016,"1806N",,"Operation & Maintenance, Navy Res","NAVY","01","Operating Forces","Combat Operations/Support","100","1C6C","Combat Support Forces","Y","U",2015,"Total",,127293,,,,,,,,
2016,"1806N",,"Operation & Maintenance, Navy Res","NAVY","01","Operating Forces","Weapons Support","110","1D4D","Weapons Maintenance","Y","U",2015,"Total",,1852,,,,,,,,
2016,"1806N",,"Operation & Maintenance, Navy Res","NAVY","01","Operating Forces","Base Support","120","BSIT","Enterprise Information","Y","U",2015,"Total",,24908,,,,,,,,
2016,"1806N",,"Operation & Maintenance, Navy Res","NAVY","01","Operating Forces","Base Support","130","BSMR","Sustainment, Restoration and Modernization","Y","U",2015,"Total",,53098,,,,,,,,
2016,"1806N",,"Operation & Maintenance, Navy Res","NAVY","01","Operating Forces","Base Support","140","BSSR","Base Operating Support","Y","U",2015,"Total",,101833,,,,,,,,
2016,"1806N",,"Operation & Maintenance, Navy Res","NAVY","04","Admin & Srvwd Activities","Servicewide Support","150","4A1M","Administration","Y","U",2015,"Total",,1520,,,,,,,,
2016,"1806N",,"Operation & Maintenance, Navy Res","NAVY","04","Admin & Srvwd Activities","Servicewide Support","160","4A4M","Military Manpower and Personnel Management","Y","U",2015,"Total",,12853,,,,,,,,
2016,"1806N",,"Operation & Maintenance, Navy Res","NAVY","04","Admin & Srvwd Activities","Servicewide Support","170","4A6M","Servicewide Communications","Y","U",2015,"Total",,3328,,,,,,,,
2016,"1806N",,"Operation & Maintenance, Navy Res","NAVY","04","Admin & Srvwd Activities","Logistics Operations and Technical Support","180","4B3N","Acquisition and Program Management","Y","U",2015,"Total",,3158,,,,,,,,
2016,"1806N",,"Operation & Maintenance, Navy Res","NAVY","04","Admin & Srvwd Activities","Cancelled Accounts","190","4EMM","Cancelled Account Adjustments","Y","U",2015,"Total",,0,,,,,,,,
2016,"1806N",,"Operation & Maintenance, Navy Res","NAVY","04","Admin & Srvwd Activities","Cancelled Accounts","200","4EPJ","Judgment Fund","Y","U",2015,"Total",,0,,,,,,,,
2016,"1107N",,"Operation & Maintenance, MC Reserve","NAVY","01","Operating Forces","Expeditionary Forces","010","1A1A","Operating Forces","Y","U",2015,"Total",,102833,,,,,,,,
2016,"1107N",,"Operation & Maintenance, MC Reserve","NAVY","01","Operating Forces","Expeditionary Forces","020","1A3A","Depot Maintenance","Y","U",2015,"Total",,18377,,,,,,,,
2016,"1107N",,"Operation & Maintenance, MC Reserve","NAVY","01","Operating Forces","Base Support","030","BSM1","Sustainment, Restoration and Modernization","Y","U",2015,"Total",,32155,,,,,,,,
2016,"1107N",,"Operation & Maintenance, MC Reserve","NAVY","01","Operating Forces","Base Support","040","BSS1","Base Operating Support","Y","U",2015,"Total",,106588,,,,,,,,
2016,"1107N",,"Operation & Maintenance, MC Reserve","NAVY","04","Admin & Srvwd Activities","Servicewide Support","050","4A3G","Servicewide Transportation","Y","U",2015,"Total",,914,,,,,,,,
2016,"1107N",,"Operation & Maintenance, MC Reserve","NAVY","04","Admin & Srvwd Activities","Servicewide Support","060","4A4G","Administration","Y","U",2015,"Total",,11831,,,,,,,,
2016,"1107N",,"Operation & Maintenance, MC Reserve","NAVY","04","Admin & Srvwd Activities","Servicewide Support","070","4A6G","Recruiting and Advertising","Y","U",2015,"Total",,8688,,,,,,,,
2016,"0513N",,"Ship Modernization, Operations & Sustainment Fund","NAVY","01","Operating Forces","Servicewide Support","010","041","Ship Modernization, Operations & Sustainment Fund","Y","U",2015,"Total",,540000,,,,,,,,
2016,"5185N",,"Kaho'olawe Is Convync, Remediatn Env Rest","NAVY","10","Concept Obligations","Kaho'Olawe","010","0000","Kaho'Olawe Is Conv, Rm Env Res","Y","U",2015,"Total",,0,,,,,,,,
2016,"3400F",,"Operation & Maintenance, Air Force","AF","01","Operating Forces","Air Operations","010","011A","Primary Combat Forces","Y","U",2015,"Total",,4654820,,,,,,,,
2016,"3400F",,"Operation & Maintenance, Air Force","AF","01","Operating Forces","Air Operations","020","011C","Combat Enhancement Forces","Y","U",2015,"Total",,2672657,,,,,,,,
2016,"3400F",,"Operation & Maintenance, Air Force","AF","01","Operating Forces","Air Operations","030","011D","Air Operations Training (OJT, Maintain Skills)","Y","U",2015,"Total",,1580444,,,,,,,,
2016,"3400F",,"Operation & Maintenance, Air Force","AF","01","Operating Forces","Air Operations","040","011M","Depot Maintenance","Y","U",2015,"Total",,7225902,,,,,,,,
2016,"3400F",,"Operation & Maintenance, Air Force","AF","01","Operating Forces","Air Operations","050","011R","Facilities Sustainment, Restoration & Modernization","Y","U",2015,"Total",,1711922,,,,,,,,
2016,"3400F",,"Operation & Maintenance, Air Force","AF","01","Operating Forces","Air Operations","060","011Z","Base Support","Y","U",2015,"Total",,3781591,,,,,,,,
2016,"3400F",,"Operation & Maintenance, Air Force","AF","01","Operating Forces","Combat Related Operations","070","012A","Global C3I and Early Warning","Y","U",2015,"Total",,918356,,,,,,,,
2016,"3400F",,"Operation & Maintenance, Air Force","AF","01","Operating Forces","Combat Related Operations","080","012C","Other Combat Ops Spt Programs","Y","U",2015,"Total",,1046519,,,,,,,,
2016,"3400F",,"Operation & Maintenance, Air Force","AF","01","Operating Forces","Combat Related Operations","090","012F","Tactical Intel and Other Special Activities","Y","U",2015,"Total",,815146,,,,,,,,
2016,"3400F",,"Operation & Maintenance, Air Force","AF","01","Operating Forces","Space Operations","100","013A","Launch Facilities","Y","U",2015,"Total",,282632,,,,,,,,
2016,"3400F",,"Operation & Maintenance, Air Force","AF","01","Operating Forces","Space Operations","110","013C","Space Control Systems","Y","U",2015,"Total",,400567,,,,,,,,
2016,"3400F",,"Operation & Maintenance, Air Force","AF","01","Operating Forces","COCOM","120","015A","Combatant Commanders Direct Mission Support","Y","U",2015,"Total",,924219,,,,,,,,
2016,"3400F",,"Operation & Maintenance, Air Force","AF","01","Operating Forces","COCOM","130","015B","Combatant Commanders Core Operations","Y","U",2015,"Total",,233140,,,,,,,,
2016,"3400F",,"Operation & Maintenance, Air Force","","01","Operating Forces","","","9999","Classified Programs","Y","U",2015,"Total",,0,,,,,,,,
2016,"3400F",,"Operation & Maintenance, Air Force","AF","02","Mobilization","Mobility Operations","140","021A","Airlift Operations","Y","U",2015,"Total",,4838641,,,,,,,,
2016,"3400F",,"Operation & Maintenance, Air Force","AF","02","Mobilization","Mobility Operations","150","021D","Mobilization Preparedness","Y","U",2015,"Total",,262793,,,,,,,,
2016,"3400F",,"Operation & Maintenance, Air Force","AF","02","Mobilization","Mobility Operations","160","021M","Depot Maintenance","Y","U",2015,"Total",,1986839,,,,,,,,
2016,"3400F",,"Operation & Maintenance, Air Force","AF","02","Mobilization","Mobility Operations","170","021R","Facilities Sustainment, Restoration & Modernization","Y","U",2015,"Total",,192263,,,,,,,,
2016,"3400F",,"Operation & Maintenance, Air Force","AF","02","Mobilization","Mobility Operations","180","021Z","Base Support","Y","U",2015,"Total",,695354,,,,,,,,
2016,"3400F",,"Operation & Maintenance, Air Force","AF","03","Training and Recruiting","Accession Training","190","031A","Officer Acquisition","Y","U",2015,"Total",,80877,,,,,,,,
2016,"3400F",,"Operation & Maintenance, Air Force","AF","03","Training and Recruiting","Accession Training","200","031B","Recruit Training","Y","U",2015,"Total",,20250,,,,,,,,
2016,"3400F",,"Operation & Maintenance, Air Force","AF","03","Training and Recruiting","Accession Training","210","031D","Reserve Officers Training Corps (ROTC)","Y","U",2015,"Total",,76038,,,,,,,,
2016,"3400F",,"Operation & Maintenance, Air Force","AF","03","Training and Recruiting","Accession Training","220","031R","Facilities Sustainment, Restoration & Modernization","Y","U",2015,"Total",,231776,,,,,,,,
2016,"3400F",,"Operation & Maintenance, Air Force","AF","03","Training and Recruiting","Accession Training","230","031Z","Base Support","Y","U",2015,"Total",,753094,,,,,,,,
2016,"3400F",,"Operation & Maintenance, Air Force","AF","03","Training and Recruiting","Basic Skill and Advanced Training","240","032A","Specialized Skill Training","Y","U",2015,"Total",,355033,,,,,,,,
2016,"3400F",,"Operation & Maintenance, Air Force","AF","03","Training and Recruiting","Basic Skill and Advanced Training","250","032B","Flight Training","Y","U",2015,"Total",,694498,,,,,,,,
2016,"3400F",,"Operation & Maintenance, Air Force","AF","03","Training and Recruiting","Basic Skill and Advanced Training","260","032C","Professional Development Education","Y","U",2015,"Total",,217529,,,,,,,,
2016,"3400F",,"Operation & Maintenance, Air Force","AF","03","Training and Recruiting","Basic Skill and Advanced Training","270","032D","Training Support","Y","U",2015,"Total",,89206,,,,,,,,
2016,"3400F",,"Operation & Maintenance, Air Force","AF","03","Training and Recruiting","Basic Skill and Advanced Training","280","032M","Depot Maintenance","Y","U",2015,"Total",,316688,,,,,,,,
2016,"3400F",,"Operation & Maintenance, Air Force","AF","03","Training and Recruiting","Recruiting, and Other Training & Education","290","033A","Recruiting and Advertising","Y","U",2015,"Total",,73530,,,,,,,,
2016,"3400F",,"Operation & Maintenance, Air Force","AF","03","Training and Recruiting","Recruiting, and Other Training & Education","300","033B","Examining","Y","U",2015,"Total",,3089,,,,,,,,
2016,"3400F",,"Operation & Maintenance, Air Force","AF","03","Training and Recruiting","Recruiting, and Other Training & Education","310","033C","Off-Duty and Voluntary Education","Y","U",2015,"Total",,181131,,,,,,,,
2016,"3400F",,"Operation & Maintenance, Air Force","AF","03","Training and Recruiting","Recruiting, and Other Training & Education","320","033D","Civilian Education and Training","Y","U",2015,"Total",,144432,,,,,,,,
2016,"3400F",,"Operation & Maintenance, Air Force","AF","03","Training and Recruiting","Recruiting, and Other Training & Education","330","033E","Junior ROTC","Y","U",2015,"Total",,63205,,,,,,,,
2016,"3400F",,"Operation & Maintenance, Air Force","AF","04","Admin & Srvwd Activities","Logistics Operations","340","041A","Logistics Operations","Y","U",2015,"Total",,1066424,,,,,,,,
2016,"3400F",,"Operation & Maintenance, Air Force","AF","04","Admin & Srvwd Activities","Logistics Operations","350","041B","Technical Support Activities","Y","U",2015,"Total",,817090,,,,,,,,
2016,"3400F",,"Operation & Maintenance, Air Force","AF","04","Admin & Srvwd Activities","Logistics Operations","360","041M","Depot Maintenance","Y","U",2015,"Total",,78126,,,,,,,,
2016,"3400F",,"Operation & Maintenance, Air Force","AF","04","Admin & Srvwd Activities","Logistics Operations","370","041R","Facilities Sustainment, Restoration & Modernization","Y","U",2015,"Total",,268528,,,,,,,,
2016,"3400F",,"Operation & Maintenance, Air Force","AF","04","Admin & Srvwd Activities","Logistics Operations","380","041Z","Base Support","Y","U",2015,"Total",,1093445,,,,,,,,
2016,"3400F",,"Operation & Maintenance, Air Force","AF","04","Admin & Srvwd Activities","Servicewide Activities","390","042A","Administration","Y","U",2015,"Total",,589442,,,,,,,,
2016,"3400F",,"Operation & Maintenance, Air Force","AF","04","Admin & Srvwd Activities","Servicewide Activities","400","042B","Servicewide Communications","Y","U",2015,"Total",,668808,,,,,,,,
2016,"3400F",,"Operation & Maintenance, Air Force","AF","04","Admin & Srvwd Activities","Servicewide Activities","410","042G","Other Servicewide Activities","Y","U",2015,"Total",,1129210,,,,,,,,
2016,"3400F",,"Operation & Maintenance, Air Force","AF","04","Admin & Srvwd Activities","Servicewide Activities","420","042I","Civil Air Patrol","Y","U",2015,"Total",,27400,,,,,,,,
2016,"3400F",,"Operation & Maintenance, Air Force","AF","04","Admin & Srvwd Activities","Servicewide Activities","430","042N","Judgement Fund Reimbursement","Y","U",2015,"Total",,0,,,,,,,,
2016,"3400F",,"Operation & Maintenance, Air Force","AF","04","Admin & Srvwd Activities","Support to Other Nations","450","044A","International Support","Y","U",2015,"Total",,91909,,,,,,,,
2016,"3400F",,"Operation & Maintenance, Air Force","","04","Admin & Srvwd Activities","","","9999","Classified Programs","Y","U",2015,"Total",,1180490,,,,,,,,
2016,"3740F",,"Operation & Maintenance, AF Reserve","AF","01","Operating Forces","Air Operations","010","011A","Primary Combat Forces","Y","U",2015,"Total",,1722924,,,,,,,,
2016,"3740F",,"Operation & Maintenance, AF Reserve","AF","01","Operating Forces","Air Operations","020","011G","Mission Support Operations","Y","U",2015,"Total",,211132,,,,,,,,
2016,"3740F",,"Operation & Maintenance, AF Reserve","AF","01","Operating Forces","Air Operations","030","011M","Depot Maintenance","Y","U",2015,"Total",,605583,,,,,,,,
2016,"3740F",,"Operation & Maintenance, AF Reserve","AF","01","Operating Forces","Air Operations","040","011R","Facilities Sustainment, Restoration & Modernization","Y","U",2015,"Total",,94239,,,,,,,,
2016,"3740F",,"Operation & Maintenance, AF Reserve","AF","01","Operating Forces","Air Operations","050","011Z","Base Support","Y","U",2015,"Total",,368954,,,,,,,,
2016,"3740F",,"Operation & Maintenance, AF Reserve","AF","04","Administration And Servicewide Activities","Servicewide Activities","060","042A","Administration","Y","U",2015,"Total",,59899,,,,,,,,
2016,"3740F",,"Operation & Maintenance, AF Reserve","AF","04","Administration And Servicewide Activities","Servicewide Activities","070","042J","Recruiting and Advertising","Y","U",2015,"Total",,14509,,,,,,,,
2016,"3740F",,"Operation & Maintenance, AF Reserve","AF","04","Administration And Servicewide Activities","Servicewide Activities","080","042K","Military Manpower and Pers Mgmt (ARPC)","Y","U",2015,"Total",,20345,,,,,,,,
2016,"3740F",,"Operation & Maintenance, AF Reserve","AF","04","Administration And Servicewide Activities","Servicewide Activities","090","042L","Other Pers Support (Disability Comp)","Y","U",2015,"Total",,6551,,,,,,,,
2016,"3740F",,"Operation & Maintenance, AF Reserve","AF","04","Administration And Servicewide Activities","Servicewide Activities","100","042M","Audiovisual","Y","U",2015,"Total",,0,,,,,,,,
2016,"3840F",,"Operation & Maintenance, ANG","AF","01","Operating Forces","Air Operations","010","011F","Aircraft Operations","Y","U",2015,"Total",,3393013,,,,,,,,
2016,"3840F",,"Operation & Maintenance, ANG","AF","01","Operating Forces","Air Operations","020","011G","Mission Support Operations","Y","U",2015,"Total",,714395,,,,,,,,
2016,"3840F",,"Operation & Maintenance, ANG","AF","01","Operating Forces","Air Operations","030","011M","Depot Maintenance","Y","U",2015,"Total",,1531850,,,,,,,,
2016,"3840F",,"Operation & Maintenance, ANG","AF","01","Operating Forces","Air Operations","040","011R","Facilities Sustainment, Restoration & Modernization","Y","U",2015,"Total",,151364,,,,,,,,
2016,"3840F",,"Operation & Maintenance, ANG","AF","01","Operating Forces","Air Operations","050","011Z","Base Support","Y","U",2015,"Total",,581536,,,,,,,,
2016,"3840F",,"Operation & Maintenance, ANG","AF","04","Administration And Service-Wide Activities","Servicewide Activities","060","042A","Administration","Y","U",2015,"Total",,27812,,,,,,,,
2016,"3840F",,"Operation & Maintenance, ANG","AF","04","Administration And Service-Wide Activities","Servicewide Activities","070","042J","Recruiting and Advertising","Y","U",2015,"Total",,31188,,,,,,,,
2016,"0100D",,"Operation and Maintenance, Defense-Wide","TJS","01","Operating Forces","Defensewide Activities","010","1PL1","Joint Chiefs of Staff","Y","U",2015,"Total",,437816,,,,,,,,
2016,"0100D",,"Operation and Maintenance, Defense-Wide","OSD","01","Operating Forces","Defensewide Activities","020","4GTN","Office of the Secretary of Defense","Y","U",2015,"Total",,0,,,,,,,,
2016,"0100D",,"Operation and Maintenance, Defense-Wide","SOCOM","01","Operating Forces","Defensewide Activities","030","1PL2","Special Operations Command/Operating Forces","Y","U",2015,"Total",,7039423,,,,,,,,
2016,"0100D",,"Operation and Maintenance, Defense-Wide","DAU","03","Training and Recruiting","Defensewide Activities","040","3EV2","Defense Acquisition University","Y","U",2015,"Total",,135391,,,,,,,,
2016,"0100D",,"Operation and Maintenance, Defense-Wide","NDU","03","Training and Recruiting","Recruiting, and Other Training & Education","050","PEV5","National Defense University","Y","U",2015,"Total",,79955,,,,,,,,
2016,"0100D",,"Operation and Maintenance, Defense-Wide","SOCOM","03","Training and Recruiting","Defensewide Activities","060","3EV7","Special Operations Command/Training and Recruiting","Y","U",2015,"Total",,358007,,,,,,,,
2016,"0100D",,"Operation and Maintenance, Defense-Wide","CMP","04","Administration and Servicewide Activities","Defensewide Activities","070","4GT3","Civil Military Programs","Y","U",2015,"Total",,179088,,,,,,,,
2016,"0100D",,"Operation and Maintenance, Defense-Wide","DCAA","04","Administration and Servicewide Activities","Defensewide Activities","090","4GT6","Defense Contract Audit Agency","Y","U",2015,"Total",,570240,,,,,,,,
2016,"0100D",,"Operation and Maintenance, Defense-Wide","DCMA","04","Administration and Servicewide Activities","Defensewide Activities","100","4GTO","Defense Contract Management Agency","Y","U",2015,"Total",,1308307,,,,,,,,
2016,"0100D",,"Operation and Maintenance, Defense-Wide","DHRA","04","Administration and Servicewide Activities","Defensewide Activities","110","4GT8","Defense Human Resources Activity","Y","U",2015,"Total",,683439,,,,,,,,
2016,"0100D",,"Operation and Maintenance, Defense-Wide","DISA","04","Administration and Servicewide Activities","Defensewide Activities","120","4GT9","Defense Information Systems Agency","Y","U",2015,"Total",,1274741,,,,,,,,
2016,"0100D",,"Operation and Maintenance, Defense-Wide","DLSA","04","Administration and Servicewide Activities","Defensewide Activities","140","4GTA","Defense Legal Services Agency","Y","U",2015,"Total",,131667,,,,,,,,
2016,"0100D",,"Operation and Maintenance, Defense-Wide","DLA","04","Administration and Servicewide Activities","Defensewide Activities","150","4GTB","Defense Logistics Agency","Y","U",2015,"Total",,383178,,,,,,,,
2016,"0100D",,"Operation and Maintenance, Defense-Wide","DMACT","04","Administration and Servicewide Activities","Defensewide Activities","160","ES18","Defense Media Activity","Y","U",2015,"Total",,195878,,,,,,,,
2016,"0100D",,"Operation and Maintenance, Defense-Wide","DPMO","04","Administration and Servicewide Activities","Defensewide Activities","170","4GTC","Defense POW/MIA Office","Y","U",2015,"Total",,0,,,,,,,,
2016,"0100D",,"Operation and Maintenance, Defense-Wide","DPAA","04","Administration and Servicewide Activities","Defensewide Activities","180","4GTC","Defense Personnel Accounting Agency","Y","U",2015,"Total",,131185,,,,,,,,
2016,"0100D",,"Operation and Maintenance, Defense-Wide","DSCA","04","Administration and Servicewide Activities","Defensewide Activities","190","4GTD","Defense Security Cooperation Agency","Y","U",2015,"Total",,2168632,,,,,,,,
2016,"0100D",,"Operation and Maintenance, Defense-Wide","DSS","04","Administration and Servicewide Activities","Defensewide Activities","200","4GTE","Defense Security Service","Y","U",2015,"Total",,527047,,,,,,,,
2016,"0100D",,"Operation and Maintenance, Defense-Wide","DEFW","04","Administration and Servicewide Activities","Defensewide Activities","220","4GTG","Defense Support Activities","Y","U",2015,"Total",,1088002,,,,,,,,
