"SourceFiscalYear","AccountDSI","AccountTitle","Organization","BudgetActivity","BudgetActivityTitle","LineNumber","SAG","SAG.Title","IncludeInTOA","Classified","FiscalYear","OriginType","ActualTotal","EnactedTotal","EnactedType","PBtotal","PBtype","AGtitle","BudgetSubActivityTitle","BudgetLineItem"
2017,"4557N","National Defense Sealift Fund","NAVY","02","Operations, Maintenance And Lease","060","0230",,,"U",2016,"Total",,8243,,,,,"Mobilization Preparedness","DoD Mobilization Alterations"
2017,"4557N","National Defense Sealift Fund","NAVY","02","Operations, Maintenance And Lease","070","0250",,,"U",2016,"Total",,27784,,,,,"Mobilization Preparedness","TAH Maintenance"
2017,"4557N","National Defense Sealift Fund","NAVY","04","Research and Development","080","0900",,,"U",2016,"Total",,25197,,,,,"Research And Development","Research And Development"
2017,"4557N","National Defense Sealift Fund","NAVY","05","Ready Reserve Forces","090","0500",,,"U",2016,"Total",,272991,,,,,"Ready Reserve and Prepositioning Force","Ready Reserve Force"
2017,"493003F","Working Capital Fund, Air Force","AF","01","Transportation","010","ES17",,,"U",2016,"Total",,2500,,,,,"Working Capital Fund","Fuel Costs"
2017,"493003F","Working Capital Fund, Air Force","AF","03","Supply Management","020","110",,,"U",2016,"Total",,62898,,,,,"Working Capital Fund","Supplies and Materials"
2017,"493005D","Working Capital Fund, Defense-Wide","DLA","06","Energy Management - Defense","010","010",,,"U",2016,"Total",,47000,,,,,"Working Capital Fund Support","Energy Management - Def"
2017,"493005D","Working Capital Fund, Defense-Wide","DLA","08","Supply Chain Management - Defense","020","010",,,"U",2016,"Total",,84434,,,,,"Working Capital Fund Support","Supply Chain Management - Def"
2017,"493005D","Working Capital Fund, Defense-Wide","DLA","20","DLA Working Capital Funds","030","ES08",,,"U",2016,"Total",,0,,,,,"Working Capital Fund","Defense Logistics Agency (DLA)"
2017,"493004D","Working Capital Fund, DECA","DECA","02","Commissary Operations","010","ES12",,,"U",2016,"Total",,1435354,,,,,"Working Capital Fund Support","Working Capital Fund, DECA"
2017,"493001A","Working Capital Fund, Army","ARMY","01","Industrial Operations","010","100",,,"U",2017,"Base",,,,,0,,"Army Arsenals Initiative","Industrial Operations"
2017,"493001A","Working Capital Fund, Army","ARMY","04","Supply Management - Army","020","400",,,"U",2017,"Base",,,,,56469,,"Army Supply Management","Supply Management - Army"
2017,"4557N","National Defense Sealift Fund","NAVY","01","Construction And Conversion","010","0100",,,"U",2017,"Base",,,,,0,,"Strategic Sealift Acquisition","LMSR"
2017,"4557N","National Defense Sealift Fund","NAVY","01","Construction And Conversion","020","0401",,,"U",2017,"Base",,,,,0,,"Strategic Sealift Acquisition","MPF MLP"
2017,"4557N","National Defense Sealift Fund","NAVY","01","Construction And Conversion","030","5000",,,"U",2017,"Base",,,,,0,,"Strategic Sealift Acquisition","Post Delivery and Outfitting"
2017,"4557N","National Defense Sealift Fund","NAVY","02","Operations, Maintenance And Lease","040","0200",,,"U",2017,"Base",,,,,0,,"Mobilization Preparedness","National Def Sealift Vessel"
2017,"4557N","National Defense Sealift Fund","NAVY","02","Operations, Maintenance And Lease","050","0220",,,"U",2017,"Base",,,,,0,,"Mobilization Preparedness","LG Med Spd Ro/Ro Maintenance"
2017,"4557N","National Defense Sealift Fund","NAVY","02","Operations, Maintenance And Lease","060","0230",,,"U",2017,"Base",,,,,0,,"Mobilization Preparedness","DoD Mobilization Alterations"
2017,"4557N","National Defense Sealift Fund","NAVY","02","Operations, Maintenance And Lease","070","0250",,,"U",2017,"Base",,,,,0,,"Mobilization Preparedness","TAH Maintenance"
2017,"4557N","National Defense Sealift Fund","NAVY","04","Research and Development","080","0900",,,"U",2017,"Base",,,,,0,,"Research And Development","Research And Development"
2017,"4557N","National Defense Sealift Fund","NAVY","05","Ready Reserve Forces","090","0500",,,"U",2017,"Base",,,,,0,,"Ready Reserve and Prepositioning Force","Ready Reserve Force"
2017,"493003F","Working Capital Fund, Air Force","AF","01","Transportation","010","ES17",,,"U",2017,"Base",,,,,0,,"Working Capital Fund","Fuel Costs"
2017,"493003F","Working Capital Fund, Air Force","AF","03","Supply Management","020","110",,,"U",2017,"Base",,,,,63967,,"Working Capital Fund","Supplies and Materials"
2017,"493005D","Working Capital Fund, Defense-Wide","DLA","06","Energy Management - Defense","010","010",,,"U",2017,"Base",,,,,0,,"Working Capital Fund Support","Energy Management - Def"
2017,"493005D","Working Capital Fund, Defense-Wide","DLA","08","Supply Chain Management - Defense","020","010",,,"U",2017,"Base",,,,,37132,,"Working Capital Fund Support","Supply Chain Management - Def"
2017,"493005D","Working Capital Fund, Defense-Wide","DLA","20","DLA Working Capital Funds","030","ES08",,,"U",2017,"Base",,,,,0,,"Working Capital Fund","Defense Logistics Agency (DLA)"
2017,"493004D","Working Capital Fund, DECA","DECA","02","Commissary Operations","010","ES12",,,"U",2017,"Base",,,,,1214045,,"Working Capital Fund Support","Working Capital Fund, DECA"
2017,"493001A","Working Capital Fund, Army","ARMY","01","Industrial Operations","010","100",,,"U",2017,"OCO",,,,,0,,"Army Arsenals Initiative","Industrial Operations"
2017,"493001A","Working Capital Fund, Army","ARMY","04","Supply Management - Army","020","400",,,"U",2017,"OCO",,,,,46833,,"Army Supply Management","Supply Management - Army"
2017,"4557N","National Defense Sealift Fund","NAVY","01","Construction And Conversion","010","0100",,,"U",2017,"OCO",,,,,0,,"Strategic Sealift Acquisition","LMSR"
2017,"4557N","National Defense Sealift Fund","NAVY","01","Construction And Conversion","020","0401",,,"U",2017,"OCO",,,,,0,,"Strategic Sealift Acquisition","MPF MLP"
2017,"4557N","National Defense Sealift Fund","NAVY","01","Construction And Conversion","030","5000",,,"U",2017,"OCO",,,,,0,,"Strategic Sealift Acquisition","Post Delivery and Outfitting"
2017,"4557N","National Defense Sealift Fund","NAVY","02","Operations, Maintenance And Lease","040","0200",,,"U",2017,"OCO",,,,,0,,"Mobilization Preparedness","National Def Sealift Vessel"
2017,"4557N","National Defense Sealift Fund","NAVY","02","Operations, Maintenance And Lease","050","0220",,,"U",2017,"OCO",,,,,0,,"Mobilization Preparedness","LG Med Spd Ro/Ro Maintenance"
2017,"4557N","National Defense Sealift Fund","NAVY","02","Operations, Maintenance And Lease","060","0230",,,"U",2017,"OCO",,,,,0,,"Mobilization Preparedness","DoD Mobilization Alterations"
2017,"4557N","National Defense Sealift Fund","NAVY","02","Operations, Maintenance And Lease","070","0250",,,"U",2017,"OCO",,,,,0,,"Mobilization Preparedness","TAH Maintenance"
2017,"4557N","National Defense Sealift Fund","NAVY","04","Research and Development","080","0900",,,"U",2017,"OCO",,,,,0,,"Research And Development","Research And Development"
2017,"4557N","National Defense Sealift Fund","NAVY","05","Ready Reserve Forces","090","0500",,,"U",2017,"OCO",,,,,0,,"Ready Reserve and Prepositioning Force","Ready Reserve Force"
2017,"493003F","Working Capital Fund, Air Force","AF","01","Transportation","010","ES17",,,"U",2017,"OCO",,,,,0,,"Working Capital Fund","Fuel Costs"
2017,"493003F","Working Capital Fund, Air Force","AF","03","Supply Management","020","110",,,"U",2017,"OCO",,,,,0,,"Working Capital Fund","Supplies and Materials"
2017,"493005D","Working Capital Fund, Defense-Wide","DLA","06","Energy Management - Defense","010","010",,,"U",2017,"OCO",,,,,0,,"Working Capital Fund Support","Energy Management - Def"
2017,"493005D","Working Capital Fund, Defense-Wide","DLA","08","Supply Chain Management - Defense","020","010",,,"U",2017,"OCO",,,,,0,,"Working Capital Fund Support","Supply Chain Management - Def"
2017,"493005D","Working Capital Fund, Defense-Wide","DLA","20","DLA Working Capital Funds","030","ES08",,,"U",2017,"OCO",,,,,93800,,"Working Capital Fund","Defense Logistics Agency (DLA)"
2017,"493004D","Working Capital Fund, DECA","DECA","02","Commissary Operations","010","ES12",,,"U",2017,"OCO",,,,,0,,"Working Capital Fund Support","Working Capital Fund, DECA"
2017,"493001A","Working Capital Fund, Army","ARMY","01","Industrial Operations","010","100",,,"U",2017,"Total",,,,0,,,"Army Arsenals Initiative","Industrial Operations"
2017,"493001A","Working Capital Fund, Army","ARMY","04","Supply Management - Army","020","400",,,"U",2017,"Total",,,,103302,,,"Army Supply Management","Supply Management - Army"
2017,"4557N","National Defense Sealift Fund","NAVY","01","Construction And Conversion","010","0100",,,"U",2017,"Total",,,,0,,,"Strategic Sealift Acquisition","LMSR"
2017,"4557N","National Defense Sealift Fund","NAVY","01","Construction And Conversion","020","0401",,,"U",2017,"Total",,,,0,,,"Strategic Sealift Acquisition","MPF MLP"
2017,"4557N","National Defense Sealift Fund","NAVY","01","Construction And Conversion","030","5000",,,"U",2017,"Total",,,,0,,,"Strategic Sealift Acquisition","Post Delivery and Outfitting"
2017,"4557N","National Defense Sealift Fund","NAVY","02","Operations, Maintenance And Lease","040","0200",,,"U",2017,"Total",,,,0,,,"Mobilization Preparedness","National Def Sealift Vessel"
2017,"4557N","National Defense Sealift Fund","NAVY","02","Operations, Maintenance And Lease","050","0220",,,"U",2017,"Total",,,,0,,,"Mobilization Preparedness","LG Med Spd Ro/Ro Maintenance"
2017,"4557N","National Defense Sealift Fund","NAVY","02","Operations, Maintenance And Lease","060","0230",,,"U",2017,"Total",,,,0,,,"Mobilization Preparedness","DoD Mobilization Alterations"
2017,"4557N","National Defense Sealift Fund","NAVY","02","Operations, Maintenance And Lease","070","0250",,,"U",2017,"Total",,,,0,,,"Mobilization Preparedness","TAH Maintenance"
2017,"4557N","National Defense Sealift Fund","NAVY","04","Research and Development","080","0900",,,"U",2017,"Total",,,,0,,,"Research And Development","Research And Development"
2017,"4557N","National Defense Sealift Fund","NAVY","05","Ready Reserve Forces","090","0500",,,"U",2017,"Total",,,,0,,,"Ready Reserve and Prepositioning Force","Ready Reserve Force"
2017,"493003F","Working Capital Fund, Air Force","AF","01","Transportation","010","ES17",,,"U",2017,"Total",,,,0,,,"Working Capital Fund","Fuel Costs"
2017,"493003F","Working Capital Fund, Air Force","AF","03","Supply Management","020","110",,,"U",2017,"Total",,,,63967,,,"Working Capital Fund","Supplies and Materials"
2017,"493005D","Working Capital Fund, Defense-Wide","DLA","06","Energy Management - Defense","010","010",,,"U",2017,"Total",,,,0,,,"Working Capital Fund Support","Energy Management - Def"
2017,"493005D","Working Capital Fund, Defense-Wide","DLA","08","Supply Chain Management - Defense","020","010",,,"U",2017,"Total",,,,37132,,,"Working Capital Fund Support","Supply Chain Management - Def"
2017,"493005D","Working Capital Fund, Defense-Wide","DLA","20","DLA Working Capital Funds","030","ES08",,,"U",2017,"Total",,,,93800,,,"Working Capital Fund","Defense Logistics Agency (DLA)"
2017,"493004D","Working Capital Fund, DECA","DECA","02","Commissary Operations","010","ES12",,,"U",2017,"Total",,,,1214045,,,"Working Capital Fund Support","Working Capital Fund, DECA"
