"","SourceFiscalYear","AccountDSI","AccountTitle","Organization","BudgetActivity","BudgetActivityTitle","AGtitle","LineNumber","LineNumber","SAG","SAG.Title","IncludeInTOA","IncludeInTOA","Classified","FiscalYear","OriginType","ActualTotal","EnactedTotal","EnactedType","PBtotal","PBtype"
"314",2014,"0100D","Operation and Maintenance, Defense-Wide",NA,"04","Administration And Servicewide Activities",NA,NA,NA,"9999","Classified Programs","Y","Y","U",2012,"Total",16928381,NA,NA,NA,NA
"315",2014,"0100D","Operation and Maintenance, Defense-Wide","DEFW","20","Undistributed","Undistributed","300","300","CR","Adj to Match Continuing Resolution","Y","Y","U",2012,"Total",0,NA,NA,NA,NA
"316",2014,"0107D","Office of the Inspector General","IG","01","Operation And Maintenance","Defensewide Activities","010","010","4GTV","Office of the Inspector General","Y","Y","U",2012,"Total",331206,NA,NA,NA,NA
"317",2014,"0107D","Office of the Inspector General","IG","02","RDT&E","Defensewide Activities","020","020","4GTV","Office of the Inspector General","Y","Y","U",2012,"Total",4500,NA,NA,NA,NA
"318",2014,"0107D","Office of the Inspector General","IG","03","Procurement","Defensewide Activities","030","030","4GTV","Office of the Inspector General","Y","Y","U",2012,"Total",1000,NA,NA,NA,NA
"319",2014,"0107D","Office of the Inspector General","IG","20","Undistributed","Undistributed","040","040","CR","Adj to Match Continuing Resolution","Y","Y","U",2012,"Total",0,NA,NA,NA,NA
"320",2014,"0104D","US Court of Appeals for Armed Forces, Def","CAAF","04","Administration And Associated Activities","Defensewide Activities","010","010","4GTT","Us Court of Appeals for the Armed Forces, Defense","Y","Y","U",2012,"Total",13385,NA,NA,NA,NA
"321",2014,"0104D","US Court of Appeals for Armed Forces, Def","CAAF","20","Undistributed","Undistributed","020","020","CR","Adj to Match Continuing Resolution","Y","Y","U",2012,"Total",0,NA,NA,NA,NA
"322",2014,"0130D","Defense Health Program","DHP","01","Operation & Maintenance","Defense Health Program","010","010","1","In-House Care","Y","Y","U",2012,"Total",8873031,NA,NA,NA,NA
"323",2014,"0130D","Defense Health Program","DHP","01","Operation & Maintenance","Defense Health Program","020","020","2","Private Sector Care","Y","Y","U",2012,"Total",14962666,NA,NA,NA,NA
"324",2014,"0130D","Defense Health Program","DHP","01","Operation & Maintenance","Defense Health Program","030","030","3","Consolidated Health Support","Y","Y","U",2012,"Total",2102511,NA,NA,NA,NA
"325",2014,"0130D","Defense Health Program","DHP","01","Operation & Maintenance","Defense Health Program","040","040","4","Information Management","Y","Y","U",2012,"Total",1485352,NA,NA,NA,NA
"326",2014,"0130D","Defense Health Program","DHP","01","Operation & Maintenance","Defense Health Program","050","050","5","Management Activities","Y","Y","U",2012,"Total",298630,NA,NA,NA,NA
"327",2014,"0130D","Defense Health Program","DHP","01","Operation & Maintenance","Defense Health Program","060","060","6","Education and Training","Y","Y","U",2012,"Total",696598,NA,NA,NA,NA
"328",2014,"0130D","Defense Health Program","DHP","01","Operation & Maintenance","Defense Health Program","070","070","7","Base Operations/Communications","Y","Y","U",2012,"Total",2019061,NA,NA,NA,NA
"329",2014,"0130D","Defense Health Program","DHP","02","RDT&E","Defensewide Activities","080","080","0601","R&D Research","Y","Y","U",2012,"Total",3827,NA,NA,NA,NA
"330",2014,"0130D","Defense Health Program","DHP","02","RDT&E","Defensewide Activities","090","090","0602","R&D Exploratry Development","Y","Y","U",2012,"Total",70718,NA,NA,NA,NA
"331",2014,"0130D","Defense Health Program","DHP","02","RDT&E","Defensewide Activities","100","100","0603","R&D Advanced Development","Y","Y","U",2012,"Total",714619,NA,NA,NA,NA
"332",2014,"0130D","Defense Health Program","DHP","02","RDT&E","Defensewide Activities","110","110","0604","R&D Demonstration/Validation","Y","Y","U",2012,"Total",191536,NA,NA,NA,NA
"333",2014,"0130D","Defense Health Program","DHP","02","RDT&E","Defensewide Activities","120","120","0605","R&D Engineering Development","Y","Y","U",2012,"Total",231339,NA,NA,NA,NA
"334",2014,"0130D","Defense Health Program","DHP","02","RDT&E","Defensewide Activities","130","130","0606","R&D Management and Support","Y","Y","U",2012,"Total",46252,NA,NA,NA,NA
"335",2014,"0130D","Defense Health Program","DHP","02","RDT&E","Defensewide Activities","140","140","0607","R&D Capabilities Enhancement","Y","Y","U",2012,"Total",14146,NA,NA,NA,NA
"336",2014,"0130D","Defense Health Program","DHP","02","RDT&E","Defensewide Activities","150","150","4GTR","Defense Health Program","Y","Y","U",2012,"Total",0,NA,NA,NA,NA
"337",2014,"0130D","Defense Health Program","DHP","03","Procurement","Defensewide Activities","160","160","4GTR","Defense Health Program","Y","Y","U",2012,"Total",632518,NA,NA,NA,NA
"338",2014,"0130D","Defense Health Program","DHP","03","Procurement","Defensewide Activities","170","170","7720","PROC Initial Outfitting","Y","Y","U",2012,"Total",0,NA,NA,NA,NA
"339",2014,"0130D","Defense Health Program","DHP","03","Procurement","Defensewide Activities","180","180","7721","PROC Replacement & Modernization","Y","Y","U",2012,"Total",0,NA,NA,NA,NA
"340",2014,"0130D","Defense Health Program","DHP","03","Procurement","Defensewide Activities","190","190","7740","PROC IEHR","Y","Y","U",2012,"Total",0,NA,NA,NA,NA
"341",2014,"0130D","Defense Health Program","DHP","20","Undistributed","Undistributed","200","200","CR","Adj to Match Continuing Resolution","Y","Y","U",2012,"Total",0,NA,NA,NA,NA
"342",2014,"0819D","Overseas Humanitarian, Disaster, and Civic Aid","DSCA","01","Humanitarian Assistance","Defensewide Activities","010","010","4GTD","Overseas Humanitarian, Disaster and Civic Aid","Y","Y","U",2012,"Total",107662,NA,NA,NA,NA
"343",2014,"0819D","Overseas Humanitarian, Disaster, and Civic Aid","DSCA","20","Undistributed","Undistributed","020","020","CR","Adj to Match Continuing Resolution","Y","Y","U",2012,"Total",0,NA,NA,NA,NA
"344",2014,"0134D","Cooperative Threat Reduction Account","DTRA","01","Fsu Threat Reduction","Defensewide Activities","010","010","1PL3","Former Soviet Union (FSU) Threat Reduction","Y","Y","U",2012,"Total",508219,NA,NA,NA,NA
"345",2014,"0134D","Cooperative Threat Reduction Account","DTRA","20","Undistributed","Undistributed","020","020","CR","Adj to Match Continuing Resolution","Y","Y","U",2012,"Total",0,NA,NA,NA,NA
"346",2014,"0462D","Military Intelligence Program Transfer Fund","NGA","20","Undistributed","Undistributed","010","010","CR","Adj to Match Continuing Resolution","Y","Y","U",2012,"Total",0,NA,NA,NA,NA
"347",2014,"0111D","DoD Acquisition Workforce Development Fund","DAU","01","Acquisition Workforce Development","Acq Workforce Dev Fd","010","010","012","Acq Workforce Dev Fd","Y","Y","U",2012,"Total",632466,NA,NA,NA,NA
"348",2014,"0111D","DoD Acquisition Workforce Development Fund","DAU","20","Undistributed","Undistributed","020","020","CR","Adj to Match Continuing Resolution","Y","Y","U",2012,"Total",0,NA,NA,NA,NA
"349",2014,"0105D","Drug Interdiction & Ctr-Drug Activities, Def","DEPS","01","Drug Interdiction And Counter Drug Activities","Defensewide Activities","010","010","2FU1","Drug Interdiction and Counter-Drug Activities, Defense","Y","Y","U",2012,"Total",204869,NA,NA,NA,NA
"350",2014,"0105D","Drug Interdiction & Ctr-Drug Activities, Def","DEPS","02","Drug Demand Reduction Program","Drug Intrdct & Cntr-Drg Act, Def","020","020","ES01","Drug Demand Reduction Program","Y","Y","U",2012,"Total",0,NA,NA,NA,NA
"351",2014,"0105D","Drug Interdiction & Ctr-Drug Activities, Def","DEPSDDR","02","Drug Demand Reduction Program","Drug Intrdct & Cntr-Drg Act, Def","030","030","ES01","Drug Demand Reduction Program","Y","Y","U",2012,"Total",0,NA,NA,NA,NA
"352",2014,"0105D","Drug Interdiction & Ctr-Drug Activities, Def","DEPS","20","Undistributed","Undistributed","040","040","CR","Adj to Match Continuing Resolution","Y","Y","U",2012,"Total",0,NA,NA,NA,NA
"353",2014,"0810A","Environmental Restoration, Army","ARMY","01","Department Of The Army","Defense Environmental Restoration Fund","050","050","493","Environmental Restoration, Army","Y","Y","U",2012,"Total",0,NA,NA,NA,NA
"354",2014,"0810A","Environmental Restoration, Army","ARMY","20","Environmental Restoration, Army","Undistributed","060","060","CR","Adj to Match Continuing Resolution","Y","Y","U",2012,"Total",0,NA,NA,NA,NA
"355",2014,"0810N","Environmental Restoration, Navy","NAVY","02","Department Of The Navy","Administration","070","070","044G","Environmental Restoration, Navy","Y","Y","U",2012,"Total",0,NA,NA,NA,NA
"356",2014,"0810N","Environmental Restoration, Navy","NAVY","20","Environmental Restoration, Navy","Undistributed","080","080","CR","Adj to Match Continuing Resolution","Y","Y","U",2012,"Total",0,NA,NA,NA,NA
"357",2014,"0810F","Environmental Restoration, Air Force","AF","03","Department Of The Air Force","Administration","090","090","042G","Environmental Restoration, Air Force","Y","Y","U",2012,"Total",0,NA,NA,NA,NA
"358",2014,"0810F","Environmental Restoration, Air Force","AF","20","Environmental Restoration, Air Force","Undistributed","100","100","CR","Adj to Match Continuing Resolution","Y","Y","U",2012,"Total",0,NA,NA,NA,NA
"359",2014,"0810D","Environmental Restoration, Defense","DEFW","04","Defense-Wide","Administration","110","110","045G","Environmental Restoration, Defense","Y","Y","U",2012,"Total",0,NA,NA,NA,NA
"360",2014,"0810D","Environmental Restoration, Defense","DEFW","20","Environmental Restoration, Defense","Undistributed","120","120","CR","Adj to Match Continuing Resolution","Y","Y","U",2012,"Total",0,NA,NA,NA,NA
"361",2014,"0811D","Environmental Restoration Formerly Used Sites","DEFW","05","Defense-Wide","Administration","130","130","047G","Environmental Restoration Formerly Used Sites","Y","Y","U",2012,"Total",0,NA,NA,NA,NA
"362",2014,"0811D","Environmental Restoration Formerly Used Sites","DEFW","20","Undistributed","Undistributed","140","140","CR","Adj to Match Continuing Resolution","Y","Y","U",2012,"Total",0,NA,NA,NA,NA
"363",2014,"0118D","Overseas Contingency Operations Transfer Fund","DEFR","01","Overseas Contingency Operations Transfer Fund","Administration","150","150","052","Overseas Contingency Operations Transfer Fund","Y","Y","U",2012,"Total",0,NA,NA,NA,NA
"364",2014,"0118D","Overseas Contingency Operations Transfer Fund",NA,"01","Overseas Contingency Operations Transfer Fund",NA,NA,NA,"9999","Classified Programs","Y","Y","U",2012,"Total",0,NA,NA,NA,NA
"365",2014,"0838D","Support for International Sporting Competitions , Defense","DEFW","01","Operations Support","Administration","160","160","054","Support of International Sporting Competitions, Defense","Y","Y","U",2012,"Total",2019,NA,NA,NA,NA
"366",2014,"0833D","Emergency Response Fund, Defense","DEFW","10","Airport Security","Administration","170","170","4GTF","Emergency Response Fund, Defense","Y","Y","U",2012,"Total",4693,NA,NA,NA,NA
"367",2014,"5286A","National Science Center, Army","ARMY","10","Concept Obligations","National Science Center, Army","180","180","110","National Science Center, Army","N","N","U",2012,"Total",0,NA,NA,NA,NA
"368",2014,"5286A","National Science Center, Army","ARMY","20","Undistributed","Undistributed","190","190","CR","Adj to Match Continuing Resolution","N","N","U",2012,"Total",0,NA,NA,NA,NA
"369",2014,"5188D","Disposal of DoD Real Property","AF","10","Concept Obligations","Disposal of DoD Real Property","200","200","110","Disposal of DoD Real Property","N","N","U",2012,"Total",16495,NA,NA,NA,NA
"370",2014,"5188D","Disposal of DoD Real Property","ARMY","10","Concept Obligations","Disposal of DoD Real Property","210","210","110","Disposal of DoD Real Property","N","N","U",2012,"Total",17305,NA,NA,NA,NA
"371",2014,"5188D","Disposal of DoD Real Property","NAVY","10","Concept Obligations","Disposal of DoD Real Property","220","220","110","Disposal of DoD Real Property","N","N","U",2012,"Total",3689,NA,NA,NA,NA
"372",2014,"5188D","Disposal of DoD Real Property","AF","20","Undistributed","Undistributed","230","230","CR","Adj to Match Continuing Resolution","N","N","U",2012,"Total",0,NA,NA,NA,NA
"373",2014,"5188D","Disposal of DoD Real Property","ARMY","20","Undistributed","Undistributed","240","240","CR","Adj to Match Continuing Resolution","N","N","U",2012,"Total",0,NA,NA,NA,NA
"374",2014,"5188D","Disposal of DoD Real Property","NAVY","20","Undistributed","Undistributed","250","250","CR","Adj to Match Continuing Resolution","N","N","U",2012,"Total",0,NA,NA,NA,NA
"375",2014,"5189D","Lease of DoD Real Property","AF","10","Concept Obligations","Lease of DoD Real Property","260","260","110","Lease of DoD Real Property","N","N","U",2012,"Total",2934,NA,NA,NA,NA
"376",2014,"5189D","Lease of DoD Real Property","ARMY","10","Concept Obligations","Lease of DoD Real Property","270","270","110","Lease of DoD Real Property","N","N","U",2012,"Total",70418,NA,NA,NA,NA
"377",2014,"5189D","Lease of DoD Real Property","NAVY","10","Concept Obligations","Lease of DoD Real Property","280","280","110","Lease of DoD Real Property","N","N","U",2012,"Total",5438,NA,NA,NA,NA
"378",2014,"5189D","Lease of DoD Real Property","AF","20","Undistributed","Undistributed","290","290","CR","Adj to Match Continuing Resolution","N","N","U",2012,"Total",0,NA,NA,NA,NA
"379",2014,"5189D","Lease of DoD Real Property","ARMY","20","Undistributed","Undistributed","300","300","CR","Adj to Match Continuing Resolution","N","N","U",2012,"Total",0,NA,NA,NA,NA
"380",2014,"5189D","Lease of DoD Real Property","NAVY","20","Undistributed","Undistributed","310","310","CR","Adj to Match Continuing Resolution","N","N","U",2012,"Total",0,NA,NA,NA,NA
"381",2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2012,"Total",NA,NA,NA,NA,NA
"382",2014,"*  Reflects the FY 2013 President's Budget with an undistributed adjustment to match the Annualized Continuing Resolution funding level",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2012,"Total",NA,NA,NA,NA,NA
"383",2014,"   by appropriation.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2012,"Total",NA,NA,NA,NA,NA
"384",2014,"2020A","Operation & Maintenance, Army","ARMY","01","Operating Forces","Land Forces","010","010","111","Maneuver Units","Y","Y","U",2013,"Base",NA,NA,1223087,NA,NA
"385",2014,"2020A","Operation & Maintenance, Army","ARMY","01","Operating Forces","Land Forces","020","020","112","Modular Support Brigades","Y","Y","U",2013,"Base",NA,NA,80574,NA,NA
"386",2014,"2020A","Operation & Maintenance, Army","ARMY","01","Operating Forces","Land Forces","030","030","113","Echelons Above Brigade","Y","Y","U",2013,"Base",NA,NA,723039,NA,NA
"387",2014,"2020A","Operation & Maintenance, Army","ARMY","01","Operating Forces","Land Forces","040","040","114","Theater Level Assets","Y","Y","U",2013,"Base",NA,NA,706974,NA,NA
"388",2014,"2020A","Operation & Maintenance, Army","ARMY","01","Operating Forces","Land Forces","050","050","115","Land Forces Operations Support","Y","Y","U",2013,"Base",NA,NA,1226650,NA,NA
"389",2014,"2020A","Operation & Maintenance, Army","ARMY","01","Operating Forces","Land Forces","060","060","116","Aviation Assets","Y","Y","U",2013,"Base",NA,NA,1319832,NA,NA
"390",2014,"2020A","Operation & Maintenance, Army","ARMY","01","Operating Forces","Land Forces Readiness","070","070","121","Force Readiness Operations Support","Y","Y","U",2013,"Base",NA,NA,3447174,NA,NA
"391",2014,"2020A","Operation & Maintenance, Army","ARMY","01","Operating Forces","Land Forces Readiness","080","080","122","Land Forces Systems Readiness","Y","Y","U",2013,"Base",NA,NA,454774,NA,NA
"392",2014,"2020A","Operation & Maintenance, Army","ARMY","01","Operating Forces","Land Forces Readiness","090","090","123","Land Forces Depot Maintenance","Y","Y","U",2013,"Base",NA,NA,1762757,NA,NA
"393",2014,"2020A","Operation & Maintenance, Army","ARMY","01","Operating Forces","Land Forces Readiness Support","100","100","131","Base Operations Support","Y","Y","U",2013,"Base",NA,NA,7404156,NA,NA
"394",2014,"2020A","Operation & Maintenance, Army","ARMY","01","Operating Forces","Land Forces Readiness Support","110","110","132","Facilities Sustainment, Restoration & Modernization","Y","Y","U",2013,"Base",NA,NA,3043886,NA,NA
"395",2014,"2020A","Operation & Maintenance, Army","ARMY","01","Operating Forces","Land Forces Readiness Support","120","120","133","Management and Operational Hq's","Y","Y","U",2013,"Base",NA,NA,410171,NA,NA
"396",2014,"2020A","Operation & Maintenance, Army","ARMY","01","Operating Forces","Land Forces Readiness Support","130","130","134","Combatant Commanders Core Operations","Y","Y","U",2013,"Base",NA,NA,177819,NA,NA
"397",2014,"2020A","Operation & Maintenance, Army","ARMY","01","Operating Forces","Land Forces Readiness Support","140","140","135","Additional Activities","Y","Y","U",2013,"Base",NA,NA,0,NA,NA
"398",2014,"2020A","Operation & Maintenance, Army","ARMY","01","Operating Forces","Land Forces Readiness Support","150","150","136","Commanders Emergency Response Program","Y","Y","U",2013,"Base",NA,NA,0,NA,NA
"399",2014,"2020A","Operation & Maintenance, Army","ARMY","01","Operating Forces","Land Forces Readiness Support","160","160","137","RESET","Y","Y","U",2013,"Base",NA,NA,0,NA,NA
"400",2014,"2020A","Operation & Maintenance, Army","ARMY","01","Operating Forces","Land Forces Readiness Support","170","170","138","Combatant Commanders Ancillary Missions","Y","Y","U",2013,"Base",NA,NA,461333,NA,NA
"401",2014,"2020A","Operation & Maintenance, Army","ARMY","02","Mobilization","Mobility Operations","180","180","211","Strategic Mobility","Y","Y","U",2013,"Base",NA,NA,405496,NA,NA
"402",2014,"2020A","Operation & Maintenance, Army","ARMY","02","Mobilization","Mobility Operations","190","190","212","Army Prepositioning Stocks","Y","Y","U",2013,"Base",NA,NA,195349,NA,NA
"403",2014,"2020A","Operation & Maintenance, Army","ARMY","02","Mobilization","Mobility Operations","200","200","213","Industrial Preparedness","Y","Y","U",2013,"Base",NA,NA,6379,NA,NA
"404",2014,"2020A","Operation & Maintenance, Army","ARMY","03","Training and Recruiting","Accession Training","210","210","311","Officer Acquisition","Y","Y","U",2013,"Base",NA,NA,112866,NA,NA
"405",2014,"2020A","Operation & Maintenance, Army","ARMY","03","Training and Recruiting","Accession Training","220","220","312","Recruit Training","Y","Y","U",2013,"Base",NA,NA,73265,NA,NA
"406",2014,"2020A","Operation & Maintenance, Army","ARMY","03","Training and Recruiting","Accession Training","230","230","313","One Station Unit Training","Y","Y","U",2013,"Base",NA,NA,51227,NA,NA
"407",2014,"2020A","Operation & Maintenance, Army","ARMY","03","Training and Recruiting","Accession Training","240","240","314","Senior Reserve Officers Training Corps","Y","Y","U",2013,"Base",NA,NA,443306,NA,NA
"408",2014,"2020A","Operation & Maintenance, Army","ARMY","03","Training and Recruiting","Basic Skills and Advanced Training","250","250","321","Specialized Skill Training","Y","Y","U",2013,"Base",NA,NA,1099569,NA,NA
"409",2014,"2020A","Operation & Maintenance, Army","ARMY","03","Training and Recruiting","Basic Skills and Advanced Training","260","260","322","Flight Training","Y","Y","U",2013,"Base",NA,NA,1130627,NA,NA
"410",2014,"2020A","Operation & Maintenance, Army","ARMY","03","Training and Recruiting","Basic Skills and Advanced Training","270","270","323","Professional Development Education","Y","Y","U",2013,"Base",NA,NA,191683,NA,NA
"411",2014,"2020A","Operation & Maintenance, Army","ARMY","03","Training and Recruiting","Basic Skills and Advanced Training","280","280","324","Training Support","Y","Y","U",2013,"Base",NA,NA,652095,NA,NA
"412",2014,"2020A","Operation & Maintenance, Army","ARMY","03","Training and Recruiting","Recruiting and Other Training & Education","290","290","331","Recruiting and Advertising","Y","Y","U",2013,"Base",NA,NA,507510,NA,NA
"413",2014,"2020A","Operation & Maintenance, Army","ARMY","03","Training and Recruiting","Recruiting and Other Training & Education","300","300","332","Examining","Y","Y","U",2013,"Base",NA,NA,156964,NA,NA
"414",2014,"2020A","Operation & Maintenance, Army","ARMY","03","Training and Recruiting","Recruiting and Other Training & Education","310","310","333","Off-Duty and Voluntary Education","Y","Y","U",2013,"Base",NA,NA,244343,NA,NA
"415",2014,"2020A","Operation & Maintenance, Army","ARMY","03","Training and Recruiting","Recruiting and Other Training & Education","320","320","334","Civilian Education and Training","Y","Y","U",2013,"Base",NA,NA,212477,NA,NA
"416",2014,"2020A","Operation & Maintenance, Army","ARMY","03","Training and Recruiting","Recruiting and Other Training & Education","330","330","335","Junior ROTC","Y","Y","U",2013,"Base",NA,NA,182691,NA,NA
"417",2014,"2020A","Operation & Maintenance, Army","ARMY","04","Admin & Srvwide Activities","Logistics Operations","350","350","421","Servicewide Transportation","Y","Y","U",2013,"Base",NA,NA,601331,NA,NA
"418",2014,"2020A","Operation & Maintenance, Army","ARMY","04","Admin & Srvwide Activities","Logistics Operations","360","360","422","Central Supply Activities","Y","Y","U",2013,"Base",NA,NA,741324,NA,NA
"419",2014,"2020A","Operation & Maintenance, Army","ARMY","04","Admin & Srvwide Activities","Logistics Operations","370","370","423","Logistic Support Activities","Y","Y","U",2013,"Base",NA,NA,610136,NA,NA
"420",2014,"2020A","Operation & Maintenance, Army","ARMY","04","Admin & Srvwide Activities","Logistics Operations","380","380","424","Ammunition Management","Y","Y","U",2013,"Base",NA,NA,478707,NA,NA
"421",2014,"2020A","Operation & Maintenance, Army","ARMY","04","Admin & Srvwide Activities","Servicewide Support","390","390","431","Administration","Y","Y","U",2013,"Base",NA,NA,556307,NA,NA
"422",2014,"2020A","Operation & Maintenance, Army","ARMY","04","Admin & Srvwide Activities","Servicewide Support","400","400","432","Servicewide Communications","Y","Y","U",2013,"Base",NA,NA,1547925,NA,NA
"423",2014,"2020A","Operation & Maintenance, Army","ARMY","04","Admin & Srvwide Activities","Servicewide Support","410","410","433","Manpower Management","Y","Y","U",2013,"Base",NA,NA,362205,NA,NA
"424",2014,"2020A","Operation & Maintenance, Army","ARMY","04","Admin & Srvwide Activities","Servicewide Support","420","420","434","Other Personnel Support","Y","Y","U",2013,"Base",NA,NA,220754,NA,NA
"425",2014,"2020A","Operation & Maintenance, Army","ARMY","04","Admin & Srvwide Activities","Servicewide Support","430","430","435","Other Service Support","Y","Y","U",2013,"Base",NA,NA,1153558,NA,NA
"426",2014,"2020A","Operation & Maintenance, Army","ARMY","04","Admin & Srvwide Activities","Servicewide Support","440","440","436","Army Claims Activities","Y","Y","U",2013,"Base",NA,NA,250970,NA,NA
"427",2014,"2020A","Operation & Maintenance, Army","ARMY","04","Admin & Srvwide Activities","Servicewide Support","450","450","437","Real Estate Management","Y","Y","U",2013,"Base",NA,NA,222351,NA,NA
"428",2014,"2020A","Operation & Maintenance, Army","ARMY","04","Admin & Srvwide Activities","Servicewide Support","460","460","438","Base Operations Support","Y","Y","U",2013,"Base",NA,NA,222379,NA,NA
"429",2014,"2020A","Operation & Maintenance, Army","ARMY","04","Admin & Srvwide Activities","Support of Other Nations","470","470","441","Support of NATO Operations","Y","Y","U",2013,"Base",NA,NA,459710,NA,NA
"430",2014,"2020A","Operation & Maintenance, Army","ARMY","04","Admin & Srvwide Activities","Support of Other Nations","480","480","442","Misc. Support of Other Nations","Y","Y","U",2013,"Base",NA,NA,25637,NA,NA
"431",2014,"2020A","Operation & Maintenance, Army","ARMY","04","Admin & Srvwide Activities","Administration","490","490","451","Closed Account Adjustments","Y","Y","U",2013,"Base",NA,NA,0,NA,NA
"432",2014,"2020A","Operation & Maintenance, Army","ARMY","04","Admin & Srvwide Activities","Administration","500","500","471","Foreign Currency Fluctuation","Y","Y","U",2013,"Base",NA,NA,0,NA,NA
"433",2014,"2020A","Operation & Maintenance, Army","ARMY","04","Admin & Srvwide Activities","Administration","510","510","493","Defense Environmental Restoration Account (DERA)","Y","Y","U",2013,"Base",NA,NA,0,NA,NA
"434",2014,"2020A","Operation & Maintenance, Army","ARMY","04","Admin & Srvwide Activities","Judgment Fund","520","520","461","Judgment Fund","Y","Y","U",2013,"Base",NA,NA,0,NA,NA
"435",2014,"2020A","Operation & Maintenance, Army",NA,"04","Admin & Srvwide Activities",NA,NA,NA,"9999","Classified Programs","Y","Y","U",2013,"Base",NA,NA,1052595,NA,NA
"436",2014,"2020A","Operation & Maintenance, Army","ARMY","20","Undistributed","Undistributed","530","530","CR","Adj to Match Continuing Resolution","Y","Y","U",2013,"Base",NA,NA,-5868723,NA,NA
"437",2014,"2080A","Operation & Maintenance, Army Res","ARMY","01","Operating Forces","Land Forces","010","010","111","Maneuver Units","Y","Y","U",2013,"Base",NA,NA,1391,NA,NA
"438",2014,"2080A","Operation & Maintenance, Army Res","ARMY","01","Operating Forces","Land Forces","020","020","112","Modular Support Brigades","Y","Y","U",2013,"Base",NA,NA,20889,NA,NA
"439",2014,"2080A","Operation & Maintenance, Army Res","ARMY","01","Operating Forces","Land Forces","030","030","113","Echelons Above Brigade","Y","Y","U",2013,"Base",NA,NA,592724,NA,NA
"440",2014,"2080A","Operation & Maintenance, Army Res","ARMY","01","Operating Forces","Land Forces","040","040","114","Theater Level Assets","Y","Y","U",2013,"Base",NA,NA,114983,NA,NA
"441",2014,"2080A","Operation & Maintenance, Army Res","ARMY","01","Operating Forces","Land Forces","050","050","115","Land Forces Operations Support","Y","Y","U",2013,"Base",NA,NA,633091,NA,NA
"442",2014,"2080A","Operation & Maintenance, Army Res","ARMY","01","Operating Forces","Land Forces","060","060","116","Aviation Assets","Y","Y","U",2013,"Base",NA,NA,76823,NA,NA
"443",2014,"2080A","Operation & Maintenance, Army Res","ARMY","01","Operating Forces","Land Forces Readiness","070","070","121","Force Readiness Operations Support","Y","Y","U",2013,"Base",NA,NA,481997,NA,NA
"444",2014,"2080A","Operation & Maintenance, Army Res","ARMY","01","Operating Forces","Land Forces Readiness","080","080","122","Land Forces Systems Readiness","Y","Y","U",2013,"Base",NA,NA,70118,NA,NA
"445",2014,"2080A","Operation & Maintenance, Army Res","ARMY","01","Operating Forces","Land Forces Readiness","090","090","123","Land Forces Depot Maintenance","Y","Y","U",2013,"Base",NA,NA,141205,NA,NA
"446",2014,"2080A","Operation & Maintenance, Army Res","ARMY","01","Operating Forces","Land Forces Readiness Support","100","100","131","Base Operations Support","Y","Y","U",2013,"Base",NA,NA,561878,NA,NA
"447",2014,"2080A","Operation & Maintenance, Army Res","ARMY","01","Operating Forces","Land Forces Readiness Support","110","110","132","Facilities Sustainment, Restoration & Modernization","Y","Y","U",2013,"Base",NA,NA,287399,NA,NA
"448",2014,"2080A","Operation & Maintenance, Army Res","ARMY","01","Operating Forces","Land Forces Readiness Support","120","120","133","Management and Operational Hq's","Y","Y","U",2013,"Base",NA,NA,52431,NA,NA
"449",2014,"2080A","Operation & Maintenance, Army Res","ARMY","04","Admin & Srvwd Activities","Logistics Operations","130","130","421","Servicewide Transportation","Y","Y","U",2013,"Base",NA,NA,12995,NA,NA
"450",2014,"2080A","Operation & Maintenance, Army Res","ARMY","04","Admin & Srvwd Activities","Servicewide Support","140","140","431","Administration","Y","Y","U",2013,"Base",NA,NA,32432,NA,NA
"451",2014,"2080A","Operation & Maintenance, Army Res","ARMY","04","Admin & Srvwd Activities","Servicewide Support","150","150","432","Servicewide Communications","Y","Y","U",2013,"Base",NA,NA,4895,NA,NA
"452",2014,"2080A","Operation & Maintenance, Army Res","ARMY","04","Admin & Srvwd Activities","Servicewide Support","160","160","433","Manpower Management","Y","Y","U",2013,"Base",NA,NA,16074,NA,NA
"453",2014,"2080A","Operation & Maintenance, Army Res","ARMY","04","Admin & Srvwd Activities","Servicewide Support","170","170","434","Recruiting and Advertising","Y","Y","U",2013,"Base",NA,NA,60683,NA,NA
"454",2014,"2080A","Operation & Maintenance, Army Res","ARMY","20","Undistributed","Undistributed","180","180","CR","Adj to Match Continuing Resolution","Y","Y","U",2013,"Base",NA,NA,-71476,NA,NA
"455",2014,"2065A","Operation & Maintenance, ARNG","ARMY","01","Operating Forces","Land Forces","010","010","111","Maneuver Units","Y","Y","U",2013,"Base",NA,NA,680206,NA,NA
"456",2014,"2065A","Operation & Maintenance, ARNG","ARMY","01","Operating Forces","Land Forces","020","020","112","Modular Support Brigades","Y","Y","U",2013,"Base",NA,NA,186408,NA,NA
"457",2014,"2065A","Operation & Maintenance, ARNG","ARMY","01","Operating Forces","Land Forces","030","030","113","Echelons Above Brigade","Y","Y","U",2013,"Base",NA,NA,865628,NA,NA
