"","SourceFiscalYear","AccountDSI","MilDeptDW","AccountTitle","Organization","BudgetActivity","BudgetActivityTitle","AGtitle","LineNumber","LineNumber","SAG","SAG.Title","IncludeInTOA","IncludeInTOA","Classified","FiscalYear","OriginType","ActualTotal","EnactedTotal","EnactedType","PBtotal","PBtype"
"132",2012,"1804","N","Operation & Maintenance, Navy","NAVY","01","Operating Forces","Combat Operations/Support","190","190","1C7C","Equipment Maintenance","Y","Y","U",2010,"Total",182326,NA,NA,NA,NA
"133",2012,"1804","N","Operation & Maintenance, Navy","NAVY","01","Operating Forces","Combat Operations/Support","200","200","1C8C","Depot Operations Support","Y","Y","U",2010,"Total",4575,NA,NA,NA,NA
"134",2012,"1804","N","Operation & Maintenance, Navy","NAVY","01","Operating Forces","Combat Operations/Support","210","210","1CCH","Combatant Commanders Core Operations","Y","Y","U",2010,"Total",190112,NA,NA,NA,NA
"135",2012,"1804","N","Operation & Maintenance, Navy","NAVY","01","Operating Forces","Combat Operations/Support","220","220","1CCM","Combatant Commanders Direct Mission Support","Y","Y","U",2010,"Total",283736,NA,NA,NA,NA
"136",2012,"1804","N","Operation & Maintenance, Navy","NAVY","01","Operating Forces","Weapons Support","230","230","1D1D","Cruise Missile","Y","Y","U",2010,"Total",126775,NA,NA,NA,NA
"137",2012,"1804","N","Operation & Maintenance, Navy","NAVY","01","Operating Forces","Weapons Support","240","240","1D2D","Fleet Ballistic Missile","Y","Y","U",2010,"Total",1108483,NA,NA,NA,NA
"138",2012,"1804","N","Operation & Maintenance, Navy","NAVY","01","Operating Forces","Weapons Support","250","250","1D3D","In-Service Weapons Systems Support","Y","Y","U",2010,"Total",136573,NA,NA,NA,NA
"139",2012,"1804","N","Operation & Maintenance, Navy","NAVY","01","Operating Forces","Weapons Support","260","260","1D4D","Weapons Maintenance","Y","Y","U",2010,"Total",551799,NA,NA,NA,NA
"140",2012,"1804","N","Operation & Maintenance, Navy","NAVY","01","Operating Forces","Weapons Support","270","270","1D7D","Other Weapon Systems Support","Y","Y","U",2010,"Total",348727,NA,NA,NA,NA
"141",2012,"1804","N","Operation & Maintenance, Navy","NAVY","01","Operating Forces","Base Support","280","280","BSIT","Enterprise Information","Y","Y","U",2010,"Total",973127,NA,NA,NA,NA
"142",2012,"1804","N","Operation & Maintenance, Navy","NAVY","01","Operating Forces","Base Support","290","290","BSM1","Sustainment, Restoration And Modernization","Y","Y","U",2010,"Total",1814916,NA,NA,NA,NA
"143",2012,"1804","N","Operation & Maintenance, Navy","NAVY","01","Operating Forces","Base Support","300","300","BSS1","Base Operating Support","Y","Y","U",2010,"Total",4391125,NA,NA,NA,NA
"144",2012,"1804","N","Operation & Maintenance, Navy","NAVY","02","Mobilization","Ready Reserve And Prepositioning Force","310","310","2A1F","Ship Prepositioning And Surge","Y","Y","U",2010,"Total",410811,NA,NA,NA,NA
"145",2012,"1804","N","Operation & Maintenance, Navy","NAVY","02","Mobilization","Activations/Inactivations","320","320","2B1G","Aircraft Activations/Inactivations","Y","Y","U",2010,"Total",6587,NA,NA,NA,NA
"146",2012,"1804","N","Operation & Maintenance, Navy","NAVY","02","Mobilization","Activations/Inactivations","330","330","2B2G","Ship Activations/Inactivations","Y","Y","U",2010,"Total",208988,NA,NA,NA,NA
"147",2012,"1804","N","Operation & Maintenance, Navy","NAVY","02","Mobilization","Mobilization Preparation","340","340","2C1H","Expeditionary Health Services Systems","Y","Y","U",2010,"Total",26850,NA,NA,NA,NA
"148",2012,"1804","N","Operation & Maintenance, Navy","NAVY","02","Mobilization","Mobilization Preparation","350","350","2C2H","Industrial Readiness","Y","Y","U",2010,"Total",2257,NA,NA,NA,NA
"149",2012,"1804","N","Operation & Maintenance, Navy","NAVY","02","Mobilization","Mobilization Preparation","360","360","2C3H","Coast Guard Support","Y","Y","U",2010,"Total",25094,NA,NA,NA,NA
"150",2012,"1804","N","Operation & Maintenance, Navy","NAVY","03","Training and Recruiting","Accession Training","370","370","3A1J","Officer Acquisition","Y","Y","U",2010,"Total",145930,NA,NA,NA,NA
"151",2012,"1804","N","Operation & Maintenance, Navy","NAVY","03","Training and Recruiting","Accession Training","380","380","3A2J","Recruit Training","Y","Y","U",2010,"Total",10437,NA,NA,NA,NA
"152",2012,"1804","N","Operation & Maintenance, Navy","NAVY","03","Training and Recruiting","Accession Training","390","390","3A3J","Reserve Officers Training Corps","Y","Y","U",2010,"Total",132892,NA,NA,NA,NA
"153",2012,"1804","N","Operation & Maintenance, Navy","NAVY","03","Training and Recruiting","Basic Skills And Advanced Training","400","400","3B1K","Specialized Skill Training","Y","Y","U",2010,"Total",593979,NA,NA,NA,NA
"154",2012,"1804","N","Operation & Maintenance, Navy","NAVY","03","Training and Recruiting","Basic Skills And Advanced Training","410","410","3B2K","Flight Training","Y","Y","U",2010,"Total",1437583,NA,NA,NA,NA
"155",2012,"1804","N","Operation & Maintenance, Navy","NAVY","03","Training and Recruiting","Basic Skills And Advanced Training","420","420","3B3K","Professional Development Education","Y","Y","U",2010,"Total",172013,NA,NA,NA,NA
"156",2012,"1804","N","Operation & Maintenance, Navy","NAVY","03","Training and Recruiting","Basic Skills And Advanced Training","430","430","3B4K","Training Support","Y","Y","U",2010,"Total",160066,NA,NA,NA,NA
"157",2012,"1804","N","Operation & Maintenance, Navy","NAVY","03","Training and Recruiting","Recruiting And Other Training & Education","440","440","3C1L","Recruiting And Advertising","Y","Y","U",2010,"Total",247385,NA,NA,NA,NA
"158",2012,"1804","N","Operation & Maintenance, Navy","NAVY","03","Training and Recruiting","Recruiting And Other Training & Education","450","450","3C3L","Off-Duty And Voluntary Education","Y","Y","U",2010,"Total",149734,NA,NA,NA,NA
"159",2012,"1804","N","Operation & Maintenance, Navy","NAVY","03","Training and Recruiting","Recruiting And Other Training & Education","460","460","3C4L","Civilian Education And Training","Y","Y","U",2010,"Total",101259,NA,NA,NA,NA
"160",2012,"1804","N","Operation & Maintenance, Navy","NAVY","03","Training and Recruiting","Recruiting And Other Training & Education","470","470","3C5L","Junior ROTC","Y","Y","U",2010,"Total",52648,NA,NA,NA,NA
"161",2012,"1804","N","Operation & Maintenance, Navy","NAVY","04","Admin & Srvwd Activities","Servicewide Support","480","480","4A1M","Administration","Y","Y","U",2010,"Total",824816,NA,NA,NA,NA
"162",2012,"1804","N","Operation & Maintenance, Navy","NAVY","04","Admin & Srvwd Activities","Servicewide Support","490","490","4A2M","External Relations","Y","Y","U",2010,"Total",11337,NA,NA,NA,NA
"163",2012,"1804","N","Operation & Maintenance, Navy","NAVY","04","Admin & Srvwd Activities","Servicewide Support","500","500","4A3M","Civilian Manpower And Personnel Management","Y","Y","U",2010,"Total",118736,NA,NA,NA,NA
"164",2012,"1804","N","Operation & Maintenance, Navy","NAVY","04","Admin & Srvwd Activities","Servicewide Support","510","510","4A4M","Military Manpower And Personnel Management","Y","Y","U",2010,"Total",211558,NA,NA,NA,NA
"165",2012,"1804","N","Operation & Maintenance, Navy","NAVY","04","Admin & Srvwd Activities","Servicewide Support","520","520","4A5M","Other Personnel Support","Y","Y","U",2010,"Total",296941,NA,NA,NA,NA
"166",2012,"1804","N","Operation & Maintenance, Navy","NAVY","04","Admin & Srvwd Activities","Servicewide Support","530","530","4A6M","Servicewide Communications","Y","Y","U",2010,"Total",435024,NA,NA,NA,NA
"167",2012,"1804","N","Operation & Maintenance, Navy","NAVY","04","Admin & Srvwd Activities","Servicewide Support","540","540","4A8M","Medical Activities","Y","Y","U",2010,"Total",21548,NA,NA,NA,NA
"168",2012,"1804","N","Operation & Maintenance, Navy","NAVY","04","Admin & Srvwd Activities","Logistics Operations And Technical Support","550","550","4B1N","Servicewide Transportation","Y","Y","U",2010,"Total",423768,NA,NA,NA,NA
"169",2012,"1804","N","Operation & Maintenance, Navy","NAVY","04","Admin & Srvwd Activities","Logistics Operations And Technical Support","560","560","4B2E","Environmental Programs","Y","Y","U",2010,"Total",285681,NA,NA,NA,NA
"170",2012,"1804","N","Operation & Maintenance, Navy","NAVY","04","Admin & Srvwd Activities","Logistics Operations And Technical Support","570","570","4B2N","Planning, Engineering And Design","Y","Y","U",2010,"Total",247959,NA,NA,NA,NA
"171",2012,"1804","N","Operation & Maintenance, Navy","NAVY","04","Admin & Srvwd Activities","Logistics Operations And Technical Support","580","580","4B3N","Acquisition And Program Management","Y","Y","U",2010,"Total",783833,NA,NA,NA,NA
"172",2012,"1804","N","Operation & Maintenance, Navy","NAVY","04","Admin & Srvwd Activities","Logistics Operations And Technical Support","590","590","4B5N","Hull, Mechanical And Electrical Support","Y","Y","U",2010,"Total",59188,NA,NA,NA,NA
"173",2012,"1804","N","Operation & Maintenance, Navy","NAVY","04","Admin & Srvwd Activities","Logistics Operations And Technical Support","600","600","4B6N","Combat/Weapons Systems","Y","Y","U",2010,"Total",16341,NA,NA,NA,NA
"174",2012,"1804","N","Operation & Maintenance, Navy","NAVY","04","Admin & Srvwd Activities","Logistics Operations And Technical Support","610","610","4B7N","Space And Electronic Warfare Systems","Y","Y","U",2010,"Total",70103,NA,NA,NA,NA
"175",2012,"1804","N","Operation & Maintenance, Navy","NAVY","04","Admin & Srvwd Activities","Investigations And Security Programs","620","620","4C1P","Naval Investigative Service","Y","Y","U",2010,"Total",559411,NA,NA,NA,NA
"176",2012,"1804","N","Operation & Maintenance, Navy","NAVY","04","Admin & Srvwd Activities","Support Of Other Nations","680","680","4D1Q","International Headquarters And Agencies","Y","Y","U",2010,"Total",4885,NA,NA,NA,NA
"177",2012,"1804","N","Operation & Maintenance, Navy","NAVY","04","Admin & Srvwd Activities","Cancelled Accounts","690","690","4EMM","Cancelled Account Adjustments","Y","Y","U",2010,"Total",3553,NA,NA,NA,NA
"178",2012,"1804","N","Operation & Maintenance, Navy","NAVY","04","Admin & Srvwd Activities","Cancelled Accounts","700","700","4EPJ","Judgement Fund","Y","Y","U",2010,"Total",400,NA,NA,NA,NA
"179",2012,"1804","N","Operation & Maintenance, Navy","","04","Admin & Srvwd Activities","","","","9999","Classified Programs","Y","Y","U",2010,"Total",632020,NA,NA,NA,NA
"180",2012,"1804","N","Operation & Maintenance, Navy","NAVY","20","Undistributed","Undistributed","710","710","CR11","Adj to Match Continuing Resolution","Y","Y","U",2010,"Total",0,NA,NA,NA,NA
"181",2012,"1106","N","Operation & Maintenance, Marine Corps","NAVY","01","Operating Forces","Expeditionary Forces","010","010","1A1A","Operational Forces","Y","Y","U",2010,"Total",2737312,NA,NA,NA,NA
"182",2012,"1106","N","Operation & Maintenance, Marine Corps","NAVY","01","Operating Forces","Expeditionary Forces","020","020","1A2A","Field Logistics","Y","Y","U",2010,"Total",1752177,NA,NA,NA,NA
"183",2012,"1106","N","Operation & Maintenance, Marine Corps","NAVY","01","Operating Forces","Expeditionary Forces","030","030","1A3A","Depot Maintenance","Y","Y","U",2010,"Total",499991,NA,NA,NA,NA
"184",2012,"1106","N","Operation & Maintenance, Marine Corps","NAVY","01","Operating Forces","USMC Prepositioning","040","040","1B1B","Maritime Prepositioning","Y","Y","U",2010,"Total",71124,NA,NA,NA,NA
"185",2012,"1106","N","Operation & Maintenance, Marine Corps","NAVY","01","Operating Forces","USMC Prepositioning","050","050","1B2B","Norway Prepositioning","Y","Y","U",2010,"Total",5551,NA,NA,NA,NA
"186",2012,"1106","N","Operation & Maintenance, Marine Corps","NAVY","01","Operating Forces","Base Support","060","060","BSM1","Sustainment, Restoration, & Modernization","Y","Y","U",2010,"Total",728248,NA,NA,NA,NA
"187",2012,"1106","N","Operation & Maintenance, Marine Corps","NAVY","01","Operating Forces","Base Support","070","070","BSS1","Base Operating Support","Y","Y","U",2010,"Total",2535828,NA,NA,NA,NA
"188",2012,"1106","N","Operation & Maintenance, Marine Corps","NAVY","03","Training and Recruiting","Accession Training","080","080","3A1C","Recruit Training","Y","Y","U",2010,"Total",16921,NA,NA,NA,NA
"189",2012,"1106","N","Operation & Maintenance, Marine Corps","NAVY","03","Training and Recruiting","Accession Training","090","090","3A2C","Officer Acquisition","Y","Y","U",2010,"Total",536,NA,NA,NA,NA
"190",2012,"1106","N","Operation & Maintenance, Marine Corps","NAVY","03","Training and Recruiting","Basic Skills And Advanced Training","100","100","3B1D","Specialized Skill Training","Y","Y","U",2010,"Total",86815,NA,NA,NA,NA
"191",2012,"1106","N","Operation & Maintenance, Marine Corps","NAVY","03","Training and Recruiting","Basic Skills And Advanced Training","110","110","3B2D","Flight Training","Y","Y","U",2010,"Total",368,NA,NA,NA,NA
"192",2012,"1106","N","Operation & Maintenance, Marine Corps","NAVY","03","Training and Recruiting","Basic Skills And Advanced Training","120","120","3B3D","Professional Development Education","Y","Y","U",2010,"Total",28678,NA,NA,NA,NA
"193",2012,"1106","N","Operation & Maintenance, Marine Corps","NAVY","03","Training and Recruiting","Basic Skills And Advanced Training","130","130","3B4D","Training Support","Y","Y","U",2010,"Total",574356,NA,NA,NA,NA
"194",2012,"1106","N","Operation & Maintenance, Marine Corps","NAVY","03","Training and Recruiting","Recruiting And Other Training & Education","140","140","3C1F","Recruiting And Advertising","Y","Y","U",2010,"Total",240319,NA,NA,NA,NA
"195",2012,"1106","N","Operation & Maintenance, Marine Corps","NAVY","03","Training and Recruiting","Recruiting And Other Training & Education","150","150","3C2F","Off-Duty And Voluntary Education","Y","Y","U",2010,"Total",53162,NA,NA,NA,NA
"196",2012,"1106","N","Operation & Maintenance, Marine Corps","NAVY","03","Training and Recruiting","Recruiting And Other Training & Education","160","160","3C3F","Junior ROTC","Y","Y","U",2010,"Total",19241,NA,NA,NA,NA
"197",2012,"1106","N","Operation & Maintenance, Marine Corps","NAVY","04","Admin & Srvwd Activities","Servicewide Support","170","170","4A2G","Special Support","Y","Y","U",2010,"Total",343190,NA,NA,NA,NA
"198",2012,"1106","N","Operation & Maintenance, Marine Corps","NAVY","04","Admin & Srvwd Activities","Servicewide Support","180","180","4A3G","Servicewide Transportation","Y","Y","U",2010,"Total",549611,NA,NA,NA,NA
"199",2012,"1106","N","Operation & Maintenance, Marine Corps","NAVY","04","Admin & Srvwd Activities","Servicewide Support","190","190","4A4G","Administration","Y","Y","U",2010,"Total",83906,NA,NA,NA,NA
"200",2012,"1106","N","Operation & Maintenance, Marine Corps","NAVY","04","Admin & Srvwd Activities","Servicewide Support","200","200","4B3N","Acquisition & Program Management","Y","Y","U",2010,"Total",0,NA,NA,NA,NA
"201",2012,"1106","N","Operation & Maintenance, Marine Corps","NAVY","20","Undistributed","Undistributed","210","210","CR11","Adj to Match Continuing Resolution","Y","Y","U",2010,"Total",0,NA,NA,NA,NA
"202",2012,"1806","N","Operation & Maintenance, Navy Res","NAVY","01","Operating Forces","Air Operations","010","010","1A1A","Mission And Other Flight Operations","Y","Y","U",2010,"Total",609104,NA,NA,NA,NA
"203",2012,"1806","N","Operation & Maintenance, Navy Res","NAVY","01","Operating Forces","Air Operations","020","020","1A3A","Intermediate Maintenance","Y","Y","U",2010,"Total",16715,NA,NA,NA,NA
"204",2012,"1806","N","Operation & Maintenance, Navy Res","NAVY","01","Operating Forces","Air Operations","030","030","1A4A","Air Operations And Safety Support","Y","Y","U",2010,"Total",2304,NA,NA,NA,NA
"205",2012,"1806","N","Operation & Maintenance, Navy Res","NAVY","01","Operating Forces","Air Operations","040","040","1A5A","Aircraft Depot Maintenance","Y","Y","U",2010,"Total",156315,NA,NA,NA,NA
"206",2012,"1806","N","Operation & Maintenance, Navy Res","NAVY","01","Operating Forces","Air Operations","050","050","1A6A","Aircraft Depot Operations Support","Y","Y","U",2010,"Total",305,NA,NA,NA,NA
"207",2012,"1806","N","Operation & Maintenance, Navy Res","NAVY","01","Operating Forces","Ship Operations","060","060","1B1B","Mission And Other Ship Operations","Y","Y","U",2010,"Total",78431,NA,NA,NA,NA
"208",2012,"1806","N","Operation & Maintenance, Navy Res","NAVY","01","Operating Forces","Ship Operations","070","070","1B2B","Ship Operations Support & Training","Y","Y","U",2010,"Total",588,NA,NA,NA,NA
"209",2012,"1806","N","Operation & Maintenance, Navy Res","NAVY","01","Operating Forces","Ship Operations","080","080","1B4B","Ship Depot Maintenance","Y","Y","U",2010,"Total",59442,NA,NA,NA,NA
"210",2012,"1806","N","Operation & Maintenance, Navy Res","NAVY","01","Operating Forces","Combat Operations/Support","090","090","1C1C","Combat Communications","Y","Y","U",2010,"Total",18365,NA,NA,NA,NA
"211",2012,"1806","N","Operation & Maintenance, Navy Res","NAVY","01","Operating Forces","Combat Operations/Support","100","100","1C6C","Combat Support Forces","Y","Y","U",2010,"Total",157013,NA,NA,NA,NA
"212",2012,"1806","N","Operation & Maintenance, Navy Res","NAVY","01","Operating Forces","Weapons Support","110","110","1D4D","Weapons Maintenance","Y","Y","U",2010,"Total",5487,NA,NA,NA,NA
"213",2012,"1806","N","Operation & Maintenance, Navy Res","NAVY","01","Operating Forces","Base Support","120","120","BSIT","Enterprise Information","Y","Y","U",2010,"Total",75892,NA,NA,NA,NA
"214",2012,"1806","N","Operation & Maintenance, Navy Res","NAVY","01","Operating Forces","Base Support","130","130","BSMR","Sustainment, Restoration And Modernization","Y","Y","U",2010,"Total",93424,NA,NA,NA,NA
"215",2012,"1806","N","Operation & Maintenance, Navy Res","NAVY","01","Operating Forces","Base Support","140","140","BSSR","Base Operating Support","Y","Y","U",2010,"Total",115511,NA,NA,NA,NA
"216",2012,"1806","N","Operation & Maintenance, Navy Res","NAVY","04","Admin & Srvwd Activities","Servicewide Support","150","150","4A1M","Administration","Y","Y","U",2010,"Total",2205,NA,NA,NA,NA
"217",2012,"1806","N","Operation & Maintenance, Navy Res","NAVY","04","Admin & Srvwd Activities","Servicewide Support","160","160","4A4M","Military Manpower And Personnel Management","Y","Y","U",2010,"Total",15422,NA,NA,NA,NA
"218",2012,"1806","N","Operation & Maintenance, Navy Res","NAVY","04","Admin & Srvwd Activities","Servicewide Support","170","170","4A6M","Servicewide Communications","Y","Y","U",2010,"Total",1955,NA,NA,NA,NA
"219",2012,"1806","N","Operation & Maintenance, Navy Res","NAVY","04","Admin & Srvwd Activities","Logistics Operations And Technical Support","180","180","4B3N","Acquisition And Program Management","Y","Y","U",2010,"Total",3578,NA,NA,NA,NA
"220",2012,"1806","N","Operation & Maintenance, Navy Res","NAVY","04","Admin & Srvwd Activities","Cancelled Accounts","190","190","4EMM","Cancelled Account Adjustments","Y","Y","U",2010,"Total",27,NA,NA,NA,NA
"221",2012,"1806","N","Operation & Maintenance, Navy Res","NAVY","04","Admin & Srvwd Activities","Cancelled Accounts","200","200","4EPJ","Judgment Fund","Y","Y","U",2010,"Total",25,NA,NA,NA,NA
