"","SourceFiscalYear","AccountDSI","MilDeptDW","AccountTitle","Organization","BudgetActivity","BudgetActivityTitle","AGtitle","LineNumber","LineNumber","SAG","SAG.Title","IncludeInTOA","IncludeInTOA","Classified","FiscalYear","OriginType","ActualTotal","EnactedTotal","EnactedType","PBtotal","PBtype"
"1062",2012,"0100","D","Operation & Maintenance, Defense-Wide","NDU","03","Training and Recruiting","Recruiting And Other Training & Education","040","040","","National Defense University","Y","Y","U",2011,"OCO",NA,NA,0,NA,NA
"1063",2012,"0100","D","Operation & Maintenance, Defense-Wide","BTA","04","Admin & Srvwd Activities","Defensewide Activities","070","070","","Defense Business Transformation Agency","Y","Y","U",2011,"OCO",NA,NA,0,NA,NA
"1064",2012,"0100","D","Operation & Maintenance, Defense-Wide","CMP","04","Admin & Srvwd Activities","Defensewide Activities","050","050","","Civil Military Programs","Y","Y","U",2011,"OCO",NA,NA,0,NA,NA
"1065",2012,"0100","D","Operation & Maintenance, Defense-Wide","DCAA","04","Admin & Srvwd Activities","Defensewide Activities","080","080","","Defense Contract Audit Agency","Y","Y","U",2011,"OCO",NA,NA,51563,NA,NA
"1066",2012,"0100","D","Operation & Maintenance, Defense-Wide","DCMA","04","Admin & Srvwd Activities","Defensewide Activities","090","090","","Defense Contract Management Agency","Y","Y","U",2011,"OCO",NA,NA,142967,NA,NA
"1067",2012,"0100","D","Operation & Maintenance, Defense-Wide","DFAS","04","Admin & Srvwd Activities","Defensewide Activities","100","100","","Defense Finance And Accounting Service","Y","Y","U",2011,"OCO",NA,NA,0,NA,NA
"1068",2012,"0100","D","Operation & Maintenance, Defense-Wide","DHRA","04","Admin & Srvwd Activities","Defensewide Activities","110","110","","Defense Human Resources Activity","Y","Y","U",2011,"OCO",NA,NA,0,NA,NA
"1069",2012,"0100","D","Operation & Maintenance, Defense-Wide","DISA","04","Admin & Srvwd Activities","Defensewide Activities","120","120","","Defense Information Systems Agency","Y","Y","U",2011,"OCO",NA,NA,260328,NA,NA
"1070",2012,"0100","D","Operation & Maintenance, Defense-Wide","DLA","04","Admin & Srvwd Activities","Defensewide Activities","150","150","","Defense Logistics Agency","Y","Y","U",2011,"OCO",NA,NA,0,NA,NA
"1071",2012,"0100","D","Operation & Maintenance, Defense-Wide","DLSA","04","Admin & Srvwd Activities","Defensewide Activities","140","140","","Defense Legal Services Agency","Y","Y","U",2011,"OCO",NA,NA,230064,NA,NA
"1072",2012,"0100","D","Operation & Maintenance, Defense-Wide","DMACT","04","Admin & Srvwd Activities","Defensewide Activities","160","160","","Defense Media Activity","Y","Y","U",2011,"OCO",NA,NA,28262,NA,NA
"1073",2012,"0100","D","Operation & Maintenance, Defense-Wide","DODEA","04","Admin & Srvwd Activities","Defensewide Activities","220","220","","Department Of Defense Education Activity","Y","Y","U",2011,"OCO",NA,NA,927691,NA,NA
"1074",2012,"0100","D","Operation & Maintenance, Defense-Wide","DPMO","04","Admin & Srvwd Activities","Defensewide Activities","170","170","","Defense Pow/Mia Office","Y","Y","U",2011,"OCO",NA,NA,0,NA,NA
"1075",2012,"0100","D","Operation & Maintenance, Defense-Wide","DSCA","04","Admin & Srvwd Activities","Defensewide Activities","180","180","","Defense Security Cooperation Agency","Y","Y","U",2011,"OCO",NA,NA,3819473,NA,NA
"1076",2012,"0100","D","Operation & Maintenance, Defense-Wide","DSS","04","Admin & Srvwd Activities","Defensewide Activities","190","190","","Defense Security Service","Y","Y","U",2011,"OCO",NA,NA,0,NA,NA
"1077",2012,"0100","D","Operation & Maintenance, Defense-Wide","DTRA","04","Admin & Srvwd Activities","Defensewide Activities","210","210","","Defense Threat Reduction Agency","Y","Y","U",2011,"OCO",NA,NA,2326,NA,NA
"1078",2012,"0100","D","Operation & Maintenance, Defense-Wide","DTSA","04","Admin & Srvwd Activities","Defensewide Activities","200","200","","Defense Technology Security Administration","Y","Y","U",2011,"OCO",NA,NA,0,NA,NA
"1079",2012,"0100","D","Operation & Maintenance, Defense-Wide","MDA","04","Admin & Srvwd Activities","Defensewide Activities","230","230","","Missile Defense Agency","Y","Y","U",2011,"OCO",NA,NA,0,NA,NA
"1080",2012,"0100","D","Operation & Maintenance, Defense-Wide","OEA","04","Admin & Srvwd Activities","Defensewide Activities","250","250","","Office Of Economic Adjustment","Y","Y","U",2011,"OCO",NA,NA,0,NA,NA
"1081",2012,"0100","D","Operation & Maintenance, Defense-Wide","OSD","04","Admin & Srvwd Activities","Defensewide Activities","260","260","","Office Of The Secretary Of Defense","Y","Y","U",2011,"OCO",NA,NA,359219,NA,NA
"1082",2012,"0100","D","Operation & Maintenance, Defense-Wide","WHS","04","Admin & Srvwd Activities","Defensewide Activities","270","270","","Washington Headquarters Service","Y","Y","U",2011,"OCO",NA,NA,0,NA,NA
"1083",2012,"0100","D","Operation & Maintenance, Defense-Wide","","04","Admin & Srvwd Activities","","","","9999","Classified Programs","Y","Y","U",2011,"OCO",NA,NA,6388641,NA,NA
"1084",2012,"0100","D","Operation & Maintenance, Defense-Wide","UNDD","20","Undistributed","Undistributed","280","280","","Adj to Match Continuing Resolution","Y","Y","U",2011,"OCO",NA,NA,-850858,NA,NA
"1085",2012,"0107","D","Office of the Inspector General","IG","01","Operation & Maintenance","Defensewide Activities","010","010","","Office Of The Inspector General","Y","Y","U",2011,"OCO",NA,NA,19405,NA,NA
"1086",2012,"0107","D","Office of the Inspector General","IG","02","RDT&E","Defensewide Activities","020","020","","Office Of The Inspector General","Y","Y","U",2011,"OCO",NA,NA,0,NA,NA
"1087",2012,"0107","D","Office of the Inspector General","IG","03","Procurement","Defensewide Activities","030","030","","Office Of The Inspector General","Y","Y","U",2011,"OCO",NA,NA,0,NA,NA
"1088",2012,"0107","D","Office of the Inspector General","IG","20","Undistributed","Undistributed","040","040","","Adj to Match Continuing Resolution","Y","Y","U",2011,"OCO",NA,NA,-1653,NA,NA
"1089",2012,"0104","D","US Court of Appeals for Armed Forces, Def","DASD","04","Administration & Associated Activities","Defensewide Activities","010","010","","Us Court Of Appeals For The Armed Forces, Defense","Y","Y","U",2011,"OCO",NA,NA,0,NA,NA
"1090",2012,"0104","D","US Court of Appeals for Armed Forces, Def","DASD","20","Undistributed","Undistributed","020","020","","Adj to Match Continuing Resolution","Y","Y","U",2011,"OCO",NA,NA,0,NA,NA
"1091",2012,"0130","D","Defense Health Program","DHP","01","Operation & Maintenance","Defense Health Program","010","010","","In-House Care","Y","Y","U",2011,"OCO",NA,NA,1361757,NA,NA
"1092",2012,"0130","D","Defense Health Program","DHP","01","Operation & Maintenance","Defense Health Program","020","020","","Private Sector Care","Y","Y","U",2011,"OCO",NA,NA,1034038,NA,NA
"1093",2012,"0130","D","Defense Health Program","DHP","01","Operation & Maintenance","Defense Health Program","030","030","","Consolidated Health Support","Y","Y","U",2011,"OCO",NA,NA,246636,NA,NA
"1094",2012,"0130","D","Defense Health Program","DHP","01","Operation & Maintenance","Defense Health Program","040","040","","Information Management","Y","Y","U",2011,"OCO",NA,NA,4391,NA,NA
"1095",2012,"0130","D","Defense Health Program","DHP","01","Operation & Maintenance","Defense Health Program","050","050","","Management Activities","Y","Y","U",2011,"OCO",NA,NA,995,NA,NA
"1096",2012,"0130","D","Defense Health Program","DHP","01","Operation & Maintenance","Defense Health Program","060","060","","Education And Training","Y","Y","U",2011,"OCO",NA,NA,34689,NA,NA
"1097",2012,"0130","D","Defense Health Program","DHP","01","Operation & Maintenance","Defense Health Program","070","070","","Base Operations/Communications","Y","Y","U",2011,"OCO",NA,NA,2756,NA,NA
"1098",2012,"0130","D","Defense Health Program","DHP","02","RDT&E","Defensewide Activities","080","080","","Defense Health Program","Y","Y","U",2011,"OCO",NA,NA,0,NA,NA
"1099",2012,"0130","D","Defense Health Program","DHP","03","Procurement","Defensewide Activities","090","090","","Defense Health Program","Y","Y","U",2011,"OCO",NA,NA,0,NA,NA
"1100",2012,"0130","D","Defense Health Program","DHP","20","Undistributed","Undistributed","100","100","","Adj to Match Continuing Resolution","Y","Y","U",2011,"OCO",NA,NA,-110922,NA,NA
"1101",2012,"0819","D","Overseas Humanitarian, Disaster and Civic Aid","DSCA","01","Humanitarian Assistance","Defensewide Activities","010","010","","Overseas Humanitarian, Disaster And Civic Aid","Y","Y","U",2011,"OCO",NA,NA,0,NA,NA
"1102",2012,"0819","D","Overseas Humanitarian, Disaster and Civic Aid","DSCA","20","Undistributed","Undistributed","020","020","","Adj to Match Continuing Resolution","Y","Y","U",2011,"OCO",NA,NA,0,NA,NA
"1103",2012,"0134","D","Former Soviet Union (FSU) Threat Reduction","DTRA","01","Former Soviet Union (FSU) Threat Reduction","Defensewide Activities","010","010","","Former Soviet Union (Fsu) Threat Reduction","Y","Y","U",2011,"OCO",NA,NA,0,NA,NA
"1104",2012,"0134","D","Former Soviet Union (FSU) Threat Reduction","DTRA","20","Undistributed","Undistributed","020","020","","Adj to Match Continuing Resolution","Y","Y","U",2011,"OCO",NA,NA,0,NA,NA
"1105",2012,"0111","D","DoD Acquisition Workforce Development Fund","AT&L","01","ACQ WORKFORCE DEV FD","Acq Workforce Dev Fd","010","010","","Acq Workforce Dev Fd","Y","Y","U",2011,"OCO",NA,NA,0,NA,NA
"1106",2012,"0111","D","DoD Acquisition Workforce Development Fund","AT&L","20","Undistributed","Undistributed","020","020","","Adj to Match Continuing Resolution","Y","Y","U",2011,"OCO",NA,NA,0,NA,NA
"1107",2012,"0105","D","Drug Interdiction & Ctr-Drug Activities, Def","DEPS","01","Operating Forces","Defensewide Activities","010","010","","Drug Interdiction And Counter-Drug Activities, Defense","Y","Y","U",2011,"OCO",NA,NA,889624,NA,NA
"1108",2012,"0105","D","Drug Interdiction & Ctr-Drug Activities, Def","DEPS","20","Undistributed","Undistributed","020","020","","Adj to Match Continuing Resolution","Y","Y","U",2011,"OCO",NA,NA,-24596,NA,NA
"1109",2012,"0810","A","Environmental Restoration, Army","ARMY","01","Environmental Restoration, Army","Defense Environmental Restoration Fund","030","030","","Environmental Restoration, Army","Y","Y","U",2011,"OCO",NA,NA,0,NA,NA
"1110",2012,"0810","A","Environmental Restoration, Army","ARMY","20","Environmental Restoration, Army","Undistributed","040","040","","Adj to Match Continuing Resolution","Y","Y","U",2011,"OCO",NA,NA,0,NA,NA
"1111",2012,"0810","N","Environmental Restoration, Navy","NAVY","02","Environmental Restoration, Navy","Administration","050","050","","Environmental Restoration, Navy","Y","Y","U",2011,"OCO",NA,NA,0,NA,NA
"1112",2012,"0810","N","Environmental Restoration, Navy","NAVY","20","Environmental Restoration, Navy","Undistributed","060","060","","Adj to Match Continuing Resolution","Y","Y","U",2011,"OCO",NA,NA,0,NA,NA
"1113",2012,"0810","F","Environmental Restoration, Air Force","AF","03","Environmental Restoration, Air Force","Administration","070","070","","Environmental Restoration, Air Force","Y","Y","U",2011,"OCO",NA,NA,0,NA,NA
"1114",2012,"0810","F","Environmental Restoration, Air Force","AF","20","Environmental Restoration, Air Force","Undistributed","080","080","","Adj to Match Continuing Resolution","Y","Y","U",2011,"OCO",NA,NA,0,NA,NA
"1115",2012,"0810","D","Environmental Restoration, Defense","UNDD","04","Environmental Restoration, Defense","Administration","090","090","","Environmental Restoration, Defense","Y","Y","U",2011,"OCO",NA,NA,0,NA,NA
"1116",2012,"0810","D","Environmental Restoration, Defense","UNDD","20","Environmental Restoration, Defense","Undistributed","100","100","","Adj to Match Continuing Resolution","Y","Y","U",2011,"OCO",NA,NA,0,NA,NA
"1117",2012,"0811","D","Environmental Restoration Formerly Used Sites","UNDD","05","Environmental Restoration Used Sites","Administration","110","110","","Environmental Restoration Formerly Used Sites","Y","Y","U",2011,"OCO",NA,NA,0,NA,NA
"1118",2012,"0811","D","Environmental Restoration Formerly Used Sites","UNDD","20","Undistributed","Undistributed","120","120","","Adj to Match Continuing Resolution","Y","Y","U",2011,"OCO",NA,NA,0,NA,NA
"1119",2012,"0118","D","Overseas Contingency Operations Transfer Fund","UNDD","01","Overseas Contingency Operations Transfer Fund","Administration","130","130","","Overseas Contingency Operations Transfer Fund","Y","Y","U",2011,"OCO",NA,NA,6551781,NA,NA
"1120",2012,"0118","D","Overseas Contingency Operations Transfer Fund","UNDD","20","Undistributed","Undistributed","140","140","","Adj to Match Continuing Resolution","Y","Y","U",2011,"OCO",NA,NA,3448219,NA,NA
"1121",2012,"1236","N","Payment to Kaho'olawe Island Fund","NAVY","01","Payment to Kaho'olawe Island Fund","Logistics Operations And Technical Support","150","150","","Payment To Kaho'Olawe Island Fund","Y","Y","U",2011,"OCO",NA,NA,0,NA,NA
"1122",2012,"0838","D","Support Of International Sporting Comptns, Def","ARMY","01","Operations Support","Administration","160","160","","Support Of International Sporting Competitions, Defense","Y","Y","U",2011,"OCO",NA,NA,0,NA,NA
"1123",2012,"0833","D","Emergency Response Fund, Defense","UNDD","01","Increased Situational Awareness","Administration","170","170","","Emergency Response Fund, Defense","Y","Y","U",2011,"OCO",NA,NA,0,NA,NA
"1124",2012,"4965","D","Emergency Response Fund","UNDD","20","Undistributed","Administration","180","180","","Emergency Response Fund","Y","Y","U",2011,"OCO",NA,NA,0,NA,NA
"1125",2012,"5286","A","National Science Center, Army","ARMY","10","Concept Obligations","National Science Center, Army","190","190","","National Science Center, Army","N","N","U",2011,"OCO",NA,NA,0,NA,NA
"1126",2012,"5188","D","Disposal of DoD Real Property","AF","10","Concept Obligations","Disposal Of Dod Real Property","","","","Disposal Of DoD Real Property","N","N","U",2011,"OCO",NA,NA,0,NA,NA
"1127",2012,"5188","D","Disposal of DoD Real Property","ARMY","10","Concept Obligations","Disposal Of Dod Real Property","200","200","","Disposal Of DoD Real Property","N","N","U",2011,"OCO",NA,NA,0,NA,NA
"1128",2012,"5188","D","Disposal of DoD Real Property","NAVY","10","Concept Obligations","Disposal Of Dod Real Property","","","","Disposal Of DoD Real Property","N","N","U",2011,"OCO",NA,NA,0,NA,NA
"1129",2012,"5188","D","Disposal of DoD Real Property","UNDD","10","Concept Obligations","Disposal Of Dod Real Property","","","","Disposal Of DoD Real Property","N","N","U",2011,"OCO",NA,NA,0,NA,NA
"1130",2012,"5188","D","Disposal of DoD Real Property","UNDD","20","Undistributed","Undistributed","210","210","","Adj to Match Continuing Resolution","N","N","U",2011,"OCO",NA,NA,0,NA,NA
"1131",2012,"5189","D","Lease of DoD Real Property","AF","10","Concept Obligations","Lease Of Dod Real Property","","","","Lease Of DoD Real Property","N","N","U",2011,"OCO",NA,NA,0,NA,NA
"1132",2012,"5189","D","Lease of DoD Real Property","ARMY","10","Concept Obligations","Lease Of Dod Real Property","220","220","","Lease Of DoD Real Property","N","N","U",2011,"OCO",NA,NA,0,NA,NA
"1133",2012,"5189","D","Lease of DoD Real Property","NAVY","10","Concept Obligations","Lease Of Dod Real Property","","","","Lease Of DoD Real Property","N","N","U",2011,"OCO",NA,NA,0,NA,NA
"1134",2012,"5189","D","Lease of DoD Real Property","UNDD","10","Concept Obligations","Lease Of Dod Real Property","","","","Lease Of DoD Real Property","N","N","U",2011,"OCO",NA,NA,0,NA,NA
"1135",2012,"5189","D","Lease of DoD Real Property","UNDD","20","Undistributed","Undistributed","230","230","","Adj to Match Continuing Resolution","N","N","U",2011,"OCO",NA,NA,0,NA,NA
"1136",2012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011,"OCO",NA,NA,NA,NA,NA
"1137",2012,"* Reflects the FY 2011 President's Budget with an undistributed adjustment to match the Annualized Continuing Resolution funding level",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011,"OCO",NA,NA,NA,NA,NA
"1138",2012,"by appropriation.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011,"OCO",NA,NA,NA,NA,NA
"1139",2012,"** Adjusts each budget line included in the FY 2011 President's Budget request proportionally to match the Annualized Continuing Resolution funding",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011,"OCO",NA,NA,NA,NA,NA
"1140",2012,"level for each appropriation.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011,"OCO",NA,NA,NA,NA,NA
"1141",2012,"2020","A","Operation & Maintenance, Army","ARMY","01","Operating Forces","Land Forces","010","010","111","Maneuver Units","Y","Y","U",2011,"Total",NA,2071379,NA,NA,NA
"1142",2012,"2020","A","Operation & Maintenance, Army","ARMY","01","Operating Forces","Land Forces","020","020","112","Modular Support Brigades","Y","Y","U",2011,"Total",NA,218027,NA,NA,NA
"1143",2012,"2020","A","Operation & Maintenance, Army","ARMY","01","Operating Forces","Land Forces","030","030","113","Echelons Above Brigade","Y","Y","U",2011,"Total",NA,1473617,NA,NA,NA
"1144",2012,"2020","A","Operation & Maintenance, Army","ARMY","01","Operating Forces","Land Forces","040","040","114","Theater Level Assets","Y","Y","U",2011,"Total",NA,1514129,NA,NA,NA
"1145",2012,"2020","A","Operation & Maintenance, Army","ARMY","01","Operating Forces","Land Forces","050","050","115","Land Forces Operations Support","Y","Y","U",2011,"Total",NA,2665769,NA,NA,NA
"1146",2012,"2020","A","Operation & Maintenance, Army","ARMY","01","Operating Forces","Land Forces","060","060","116","Aviation Assets","Y","Y","U",2011,"Total",NA,1710081,NA,NA,NA
"1147",2012,"2020","A","Operation & Maintenance, Army","ARMY","01","Operating Forces","Land Forces Readiness","070","070","121","Force Readiness Operations Support","Y","Y","U",2011,"Total",NA,4802571,NA,NA,NA
"1148",2012,"2020","A","Operation & Maintenance, Army","ARMY","01","Operating Forces","Land Forces Readiness","080","080","122","Land Forces Systems Readiness","Y","Y","U",2011,"Total",NA,1135621,NA,NA,NA
"1149",2012,"2020","A","Operation & Maintenance, Army","ARMY","01","Operating Forces","Land Forces Readiness","090","090","123","Land Forces Depot Maintenance","Y","Y","U",2011,"Total",NA,1695709,NA,NA,NA
"1150",2012,"2020","A","Operation & Maintenance, Army","ARMY","01","Operating Forces","Land Forces Readiness Support","100","100","131","Base Operations Support","Y","Y","U",2011,"Total",NA,14408820,NA,NA,NA
"1151",2012,"2020","A","Operation & Maintenance, Army","ARMY","01","Operating Forces","Land Forces Readiness Support","110","110","132","Facilities Sustainment, Restoration, & Modernization","Y","Y","U",2011,"Total",NA,4764274,NA,NA,NA
"1152",2012,"2020","A","Operation & Maintenance, Army","ARMY","01","Operating Forces","Land Forces Readiness Support","120","120","133","Management And Operational Hq","Y","Y","U",2011,"Total",NA,742969,NA,NA,NA
"1153",2012,"2020","A","Operation & Maintenance, Army","ARMY","01","Operating Forces","Land Forces Readiness Support","130","130","134","Combatant Commanders Core Operations","Y","Y","U",2011,"Total",NA,319584,NA,NA,NA
"1154",2012,"2020","A","Operation & Maintenance, Army","ARMY","01","Operating Forces","Land Forces Readiness Support","140","140","135","Additional Activities","Y","Y","U",2011,"Total",NA,92027379,NA,NA,NA
"1155",2012,"2020","A","Operation & Maintenance, Army","ARMY","01","Operating Forces","Land Forces Readiness Support","150","150","136","CommanderS Emergency Response Program","Y","Y","U",2011,"Total",NA,2511337,NA,NA,NA
"1156",2012,"2020","A","Operation & Maintenance, Army","ARMY","01","Operating Forces","Land Forces Readiness Support","160","160","137","RESET","Y","Y","U",2011,"Total",NA,15145701,NA,NA,NA
"1157",2012,"2020","A","Operation & Maintenance, Army","ARMY","01","Operating Forces","Land Forces Readiness Support","170","170","138","Combatant Commanders Ancillary Missions","Y","Y","U",2011,"Total",NA,885555,NA,NA,NA
"1158",2012,"2020","A","Operation & Maintenance, Army","ARMY","02","Mobilization","Mobility Operations","180","180","211","Strategic Mobility","Y","Y","U",2011,"Total",NA,634882,NA,NA,NA
"1159",2012,"2020","A","Operation & Maintenance, Army","ARMY","02","Mobilization","Mobility Operations","190","190","212","Army Prepositioning Stocks","Y","Y","U",2011,"Total",NA,194770,NA,NA,NA
"1160",2012,"2020","A","Operation & Maintenance, Army","ARMY","02","Mobilization","Mobility Operations","200","200","213","Industrial Preparedness","Y","Y","U",2011,"Total",NA,10927,NA,NA,NA
"1161",2012,"2020","A","Operation & Maintenance, Army","ARMY","03","Training and Recruiting","Accession Training","210","210","311","Officer Acquisition","Y","Y","U",2011,"Total",NA,247467,NA,NA,NA
"1162",2012,"2020","A","Operation & Maintenance, Army","ARMY","03","Training and Recruiting","Accession Training","220","220","312","Recruit Training","Y","Y","U",2011,"Total",NA,142315,NA,NA,NA
"1163",2012,"2020","A","Operation & Maintenance, Army","ARMY","03","Training and Recruiting","Accession Training","230","230","313","One Station Unit Training","Y","Y","U",2011,"Total",NA,120442,NA,NA,NA
"1164",2012,"2020","A","Operation & Maintenance, Army","ARMY","03","Training and Recruiting","Accession Training","240","240","314","Senior Reserve Officers Training Corps","Y","Y","U",2011,"Total",NA,913163,NA,NA,NA
"1165",2012,"2020","A","Operation & Maintenance, Army","ARMY","03","Training and Recruiting","Basic Skills And Advanced Training","250","250","321","Specialized Skill Training","Y","Y","U",2011,"Total",NA,2062227,NA,NA,NA
"1166",2012,"2020","A","Operation & Maintenance, Army","ARMY","03","Training and Recruiting","Basic Skills And Advanced Training","260","260","322","Flight Training","Y","Y","U",2011,"Total",NA,1992898,NA,NA,NA
"1167",2012,"2020","A","Operation & Maintenance, Army","ARMY","03","Training and Recruiting","Basic Skills And Advanced Training","270","270","323","Professional Development Education","Y","Y","U",2011,"Total",NA,311676,NA,NA,NA
"1168",2012,"2020","A","Operation & Maintenance, Army","ARMY","03","Training and Recruiting","Basic Skills And Advanced Training","280","280","324","Training Support","Y","Y","U",2011,"Total",NA,1324377,NA,NA,NA
"1169",2012,"2020","A","Operation & Maintenance, Army","ARMY","03","Training and Recruiting","Recruiting And Other Training & Education","290","290","331","Recruiting And Advertising","Y","Y","U",2011,"Total",NA,1036363,NA,NA,NA
"1170",2012,"2020","A","Operation & Maintenance, Army","ARMY","03","Training and Recruiting","Recruiting And Other Training & Education","300","300","332","Examining","Y","Y","U",2011,"Total",NA,291643,NA,NA,NA
"1171",2012,"2020","A","Operation & Maintenance, Army","ARMY","03","Training and Recruiting","Recruiting And Other Training & Education","310","310","333","Off-Duty And Voluntary Education","Y","Y","U",2011,"Total",NA,459436,NA,NA,NA
"1172",2012,"2020","A","Operation & Maintenance, Army","ARMY","03","Training and Recruiting","Recruiting And Other Training & Education","320","320","334","Civilian Education And Training","Y","Y","U",2011,"Total",NA,420575,NA,NA,NA
"1173",2012,"2020","A","Operation & Maintenance, Army","ARMY","03","Training and Recruiting","Recruiting And Other Training & Education","330","330","335","Junior ROTC","Y","Y","U",2011,"Total",NA,334041,NA,NA,NA
"1174",2012,"2020","A","Operation & Maintenance, Army","ARMY","04","Admin & Srvwide Activities","Security Programs","340","340","411","Security Programs","Y","Y","U",2011,"Total",NA,6519707,NA,NA,NA
"1175",2012,"2020","A","Operation & Maintenance, Army","ARMY","04","Admin & Srvwide Activities","Logistics Operations","350","350","421","Servicewide Transportation","Y","Y","U",2011,"Total",NA,7814390,NA,NA,NA
"1176",2012,"2020","A","Operation & Maintenance, Army","ARMY","04","Admin & Srvwide Activities","Logistics Operations","360","360","422","Central Supply Activities","Y","Y","U",2011,"Total",NA,1276090,NA,NA,NA
"1177",2012,"2020","A","Operation & Maintenance, Army","ARMY","04","Admin & Srvwide Activities","Logistics Operations","370","370","423","Logistic Support Activities","Y","Y","U",2011,"Total",NA,959899,NA,NA,NA
"1178",2012,"2020","A","Operation & Maintenance, Army","ARMY","04","Admin & Srvwide Activities","Logistics Operations","380","380","424","Ammunition Management","Y","Y","U",2011,"Total",NA,828726,NA,NA,NA
"1179",2012,"2020","A","Operation & Maintenance, Army","ARMY","04","Admin & Srvwide Activities","Servicewide Support","390","390","431","Administration","Y","Y","U",2011,"Total",NA,1738064,NA,NA,NA
"1180",2012,"2020","A","Operation & Maintenance, Army","ARMY","04","Admin & Srvwide Activities","Servicewide Support","400","400","432","Servicewide Communications","Y","Y","U",2011,"Total",NA,2911592,NA,NA,NA
"1181",2012,"2020","A","Operation & Maintenance, Army","ARMY","04","Admin & Srvwide Activities","Servicewide Support","410","410","433","Manpower Management","Y","Y","U",2011,"Total",NA,701965,NA,NA,NA
"1182",2012,"2020","A","Operation & Maintenance, Army","ARMY","04","Admin & Srvwide Activities","Servicewide Support","420","420","434","Other Personnel Support","Y","Y","U",2011,"Total",NA,498792,NA,NA,NA
"1183",2012,"2020","A","Operation & Maintenance, Army","ARMY","04","Admin & Srvwide Activities","Servicewide Support","430","430","435","Other Service Support","Y","Y","U",2011,"Total",NA,2182978,NA,NA,NA
"1184",2012,"2020","A","Operation & Maintenance, Army","ARMY","04","Admin & Srvwide Activities","Servicewide Support","440","440","436","Army Claims Activities","Y","Y","U",2011,"Total",NA,392373,NA,NA,NA
"1185",2012,"2020","A","Operation & Maintenance, Army","ARMY","04","Admin & Srvwide Activities","Servicewide Support","450","450","437","Real Estate Management","Y","Y","U",2011,"Total",NA,321310,NA,NA,NA
"1186",2012,"2020","A","Operation & Maintenance, Army","ARMY","04","Admin & Srvwide Activities","Support Of Other Nations","460","460","441","Support Of NATO Operations","Y","Y","U",2011,"Total",NA,881053,NA,NA,NA
"1187",2012,"2020","A","Operation & Maintenance, Army","ARMY","04","Admin & Srvwide Activities","Support Of Other Nations","470","470","442","Misc. Support Of Other Nations","Y","Y","U",2011,"Total",NA,36538,NA,NA,NA
"1188",2012,"2020","A","Operation & Maintenance, Army","ARMY","20","Undistributed","Undistributed","480","480","CR11","Adj to Match Continuing Resolution","Y","Y","U",2011,"Total",NA,-7495965,NA,NA,NA
"1189",2012,"2080","A","Operation & Maintenance, Army Res","ARMY","01","Operating Forces","Land Forces","010","010","111","Maneuver Units","Y","Y","U",2011,"Total",NA,2446,NA,NA,NA
"1190",2012,"2080","A","Operation & Maintenance, Army Res","ARMY","01","Operating Forces","Land Forces","020","020","112","Modular Support Brigades","Y","Y","U",2011,"Total",NA,23684,NA,NA,NA
"1191",2012,"2080","A","Operation & Maintenance, Army Res","ARMY","01","Operating Forces","Land Forces","030","030","113","Echelons Above Brigade","Y","Y","U",2011,"Total",NA,879233,NA,NA,NA
"1192",2012,"2080","A","Operation & Maintenance, Army Res","ARMY","01","Operating Forces","Land Forces","040","040","114","Theater Level Assets","Y","Y","U",2011,"Total",NA,320582,NA,NA,NA
"1193",2012,"2080","A","Operation & Maintenance, Army Res","ARMY","01","Operating Forces","Land Forces","050","050","115","Land Forces Operations Support","Y","Y","U",2011,"Total",NA,1060742,NA,NA,NA
"1194",2012,"2080","A","Operation & Maintenance, Army Res","ARMY","01","Operating Forces","Land Forces","060","060","116","Aviation Assets","Y","Y","U",2011,"Total",NA,134281,NA,NA,NA
"1195",2012,"2080","A","Operation & Maintenance, Army Res","ARMY","01","Operating Forces","Land Forces Readiness","070","070","121","Force Readiness Operations Support","Y","Y","U",2011,"Total",NA,746650,NA,NA,NA
"1196",2012,"2080","A","Operation & Maintenance, Army Res","ARMY","01","Operating Forces","Land Forces Readiness","080","080","122","Land Forces Systems Readiness","Y","Y","U",2011,"Total",NA,206242,NA,NA,NA
"1197",2012,"2080","A","Operation & Maintenance, Army Res","ARMY","01","Operating Forces","Land Forces Readiness","090","090","123","Land Forces Depot Maintenance","Y","Y","U",2011,"Total",NA,261118,NA,NA,NA
"1198",2012,"2080","A","Operation & Maintenance, Army Res","ARMY","01","Operating Forces","Land Forces Readiness Support","100","100","131","Base Operations Support","Y","Y","U",2011,"Total",NA,1101195,NA,NA,NA
"1199",2012,"2080","A","Operation & Maintenance, Army Res","ARMY","01","Operating Forces","Land Forces Readiness Support","110","110","132","Facilities Sustainment, Restoration, & Modernization","Y","Y","U",2011,"Total",NA,447399,NA,NA,NA
