"","SourceFiscalYear","FiscalYear","OriginType","AccountDSI","EnactedTotal","EnactedType"
"3135",2016,"2015","OCO","0838D",0,0
"3136",2016,"2015","OCO","1106N",0,1850984
"3137",2016,"2015","OCO","1107N",0,10540
"3138",2016,"2015","OCO","1109N",0,131178
"3139",2016,"2015","OCO","1236N",0,0
"3140",2016,"2015","OCO","1319N",0,36020
"3141",2016,"2015","OCO","1506N",0,486718
"3142",2016,"2015","OCO","1507N",0,133570
"3143",2016,"2015","OCO","1508N",0,309038
"3144",2016,"2015","OCO","1611N",0,0
"3145",2016,"2015","OCO","1804N",0,6253819
"3146",2016,"2015","OCO","1806N",0,45876
"3147",2016,"2015","OCO","1810N",0,247420
"3148",2016,"2015","OCO","2020A",0,18358656
"3149",2016,"2015","OCO","2031A",0,392400
"3150",2016,"2015","OCO","2032A",0,64272
"3151",2016,"2015","OCO","2033A",0,10000
"3152",2016,"2015","OCO","2034A",0,281810
"3153",2016,"2015","OCO","2035A",0,1547166
"3154",2016,"2015","OCO","2040A",0,2000
"3155",2016,"2015","OCO","2065A",0,77661
"3156",2016,"2015","OCO","2080A",0,41532
"3157",2016,"2015","OCO","2091A",0,4109333
"3158",2016,"2015","OCO","2093A",0,888928
"3159",2016,"2015","OCO","2096A",0,0
"3160",2016,"2015","OCO","2097A",0,1618000
"3161",2016,"2015","OCO","2098A",0,0
"3162",2016,"2015","OCO","3010F",0,962038
"3163",2016,"2015","OCO","3011F",0,439570
"3164",2016,"2015","OCO","3020F",0,272378
"3165",2016,"2015","OCO","3021F",0,0
"3166",2016,"2015","OCO","3080F",0,7215052
"3167",2016,"2015","OCO","3400F",0,10076383
"3168",2016,"2015","OCO","3600F",0,14706
"3169",2016,"2015","OCO","3740F",0,77794
"3170",2016,"2015","OCO","3840F",0,22600
"3171",2016,"2015","OCO","4557N",0,0
"3172",2016,"2015","OCO","493001A",0,0
"3173",2016,"2015","OCO","493003F",0,5000
"3174",2016,"2015","OCO","493004D",0,0
"3175",2016,"2015","OCO","493005D",0,86350
"3176",2016,"2015","OCO","5185N",0,0
"3177",2016,"2015","OCO","5188D",0,0
"3178",2016,"2015","OCO","5189D",0,0
"3179",2016,"2015","OCO","5751D",0,0
"3180",2016,"2015","OCO","Unlabeled",0,221000
"3181",2016,"2015","Total","",0,0
"3182",2016,"2015","Total","*  $95M for Ebola Response and Preparedness included in this total.",0,0
"3183",2016,"2015","Total","* $17M for Ebola Response and Preparedness included in this total.",0,0
"3184",2016,"2015","Total","* Defense Health Program - $135.4M for transfer to the Veteran’s Administration included in this total.",0,0
"3185",2016,"2015","Total","0100D",38312430,0
"3186",2016,"2015","Total","0104D",13723,0
"3187",2016,"2015","Total","0105D",1155687,0
"3188",2016,"2015","Total","0107D",323853,0
"3189",2016,"2015","Total","0111D",83034,0
"3190",2016,"2015","Total","0114D",175000,0
"3191",2016,"2015","Total","0130D",34082064,0
"3192",2016,"2015","Total","0134D",365108,0
"3193",2016,"2015","Total","0145D",1300000,0
"3194",2016,"2015","Total","0300D",9392642,0
"3195",2016,"2015","Total","0303D",0,0
"3196",2016,"2015","Total","0350D",2400000,0
"3197",2016,"2015","Total","0360D",103276,0
"3198",2016,"2015","Total","0390D",2200449,0
"3199",2016,"2015","Total","0400D",17486872,0
"3200",2016,"2015","Total","0460D",208711,0
"3201",2016,"2015","Total","0513N",540000,0
"3202",2016,"2015","Total","0810A",201560,0
"3203",2016,"2015","Total","0810D",8547,0
"3204",2016,"2015","Total","0810F",408716,0
"3205",2016,"2015","Total","0810N",277294,0
"3206",2016,"2015","Total","0811D",250853,0
"3207",2016,"2015","Total","0819D",103000,0
"3208",2016,"2015","Total","0838D",10000,0
"3209",2016,"2015","Total","1106N",7451938,0
"3210",2016,"2015","Total","1107N",281386,0
"3211",2016,"2015","Total","1109N",2001596,0
"3212",2016,"2015","Total","1236N",0,0
"3213",2016,"2015","Total","1319N",15990624,0
"3214",2016,"2015","Total","1506N",30002788,0
"3215",2016,"2015","Total","1507N",6408084,0
"3216",2016,"2015","Total","1508N",1657238,0
"3217",2016,"2015","Total","1611N",32287520,0
"3218",2016,"2015","Total","1804N",43805865,0
"3219",2016,"2015","Total","1806N",1067076,0
"3220",2016,"2015","Total","1810N",11940536,0
"3221",2016,"2015","Total","2020A",50111405,0
"3222",2016,"2015","Total","2031A",10824850,0
"3223",2016,"2015","Total","2032A",2481656,0
"3224",2016,"2015","Total","2033A",3454272,0
"3225",2016,"2015","Total","2034A",2312764,0
"3226",2016,"2015","Total","2035A",11042212,0
"3227",2016,"2015","Total","2040A",6675146,0
"3228",2016,"2015","Total","2065A",6253612,0
"3229",2016,"2015","Total","2080A",2554925,0
"3230",2016,"2015","Total","2091A",4109333,0
"3231",2016,"2015","Total","2093A",888928,0
"3232",2016,"2015","Total","2096A",0,0
"3233",2016,"2015","Total","2097A",1618000,0
"3234",2016,"2015","Total","2098A",0,0
"3235",2016,"2015","Total","3010F",25097444,0
"3236",2016,"2015","Total","3011F",1759388,0
"3237",2016,"2015","Total","3020F",9524408,0
"3238",2016,"2015","Total","3021F",0,0
"3239",2016,"2015","Total","3080F",40774318,0
"3240",2016,"2015","Total","3400F",44535053,0
"3241",2016,"2015","Total","3600F",23645180,0
"3242",2016,"2015","Total","3740F",3104136,0
"3243",2016,"2015","Total","3840F",6431158,0
"3244",2016,"2015","Total","4557N",509429,0
"3245",2016,"2015","Total","493001A",238727,0
"3246",2016,"2015","Total","493003F",66717,0
"3247",2016,"2015","Total","493004D",1304731,0
"3248",2016,"2015","Total","493005D",130643,0
"3249",2016,"2015","Total","5185N",0,0
"3250",2016,"2015","Total","5188D",5546,0
"3251",2016,"2015","Total","5189D",24629,0
"3252",2016,"2015","Total","5751D",0,0
"3253",2016,"2015","Total","Unlabeled",0,0
"3254",2016,"2016","Base","",0,0
"3255",2016,"2016","Base","*  $95M for Ebola Response and Preparedness included in this total.",0,0
"3256",2016,"2016","Base","* $17M for Ebola Response and Preparedness included in this total.",0,0
"3257",2016,"2016","Base","* Defense Health Program - $135.4M for transfer to the Veteran’s Administration included in this total.",0,0
"3258",2016,"2016","Base","0100D",0,0
"3259",2016,"2016","Base","0104D",0,0
"3260",2016,"2016","Base","0105D",0,0
"3261",2016,"2016","Base","0107D",0,0
"3262",2016,"2016","Base","0111D",0,0
"3263",2016,"2016","Base","0114D",0,0
"3264",2016,"2016","Base","0130D",0,0
"3265",2016,"2016","Base","0134D",0,0
"3266",2016,"2016","Base","0145D",0,0
"3267",2016,"2016","Base","0300D",0,0
"3268",2016,"2016","Base","0303D",0,0
"3269",2016,"2016","Base","0350D",0,0
"3270",2016,"2016","Base","0360D",0,0
"3271",2016,"2016","Base","0390D",0,0
"3272",2016,"2016","Base","0400D",0,0
"3273",2016,"2016","Base","0460D",0,0
"3274",2016,"2016","Base","0513N",0,0
"3275",2016,"2016","Base","0810A",0,0
"3276",2016,"2016","Base","0810D",0,0
"3277",2016,"2016","Base","0810F",0,0
"3278",2016,"2016","Base","0810N",0,0
"3279",2016,"2016","Base","0811D",0,0
"3280",2016,"2016","Base","0819D",0,0
"3281",2016,"2016","Base","0838D",0,0
"3282",2016,"2016","Base","1106N",0,0
"3283",2016,"2016","Base","1107N",0,0
"3284",2016,"2016","Base","1109N",0,0
"3285",2016,"2016","Base","1236N",0,0
"3286",2016,"2016","Base","1319N",0,0
"3287",2016,"2016","Base","1506N",0,0
"3288",2016,"2016","Base","1507N",0,0
"3289",2016,"2016","Base","1508N",0,0
"3290",2016,"2016","Base","1611N",0,0
"3291",2016,"2016","Base","1804N",0,0
"3292",2016,"2016","Base","1806N",0,0
"3293",2016,"2016","Base","1810N",0,0
"3294",2016,"2016","Base","2020A",0,0
"3295",2016,"2016","Base","2031A",0,0
"3296",2016,"2016","Base","2032A",0,0
"3297",2016,"2016","Base","2033A",0,0
"3298",2016,"2016","Base","2034A",0,0
"3299",2016,"2016","Base","2035A",0,0
"3300",2016,"2016","Base","2040A",0,0
"3301",2016,"2016","Base","2065A",0,0
"3302",2016,"2016","Base","2080A",0,0
"3303",2016,"2016","Base","2091A",0,0
"3304",2016,"2016","Base","2093A",0,0
"3305",2016,"2016","Base","2096A",0,0
"3306",2016,"2016","Base","2097A",0,0
"3307",2016,"2016","Base","2098A",0,0
"3308",2016,"2016","Base","3010F",0,0
"3309",2016,"2016","Base","3011F",0,0
"3310",2016,"2016","Base","3020F",0,0
"3311",2016,"2016","Base","3021F",0,0
"3312",2016,"2016","Base","3080F",0,0
"3313",2016,"2016","Base","3400F",0,0
"3314",2016,"2016","Base","3600F",0,0
"3315",2016,"2016","Base","3740F",0,0
"3316",2016,"2016","Base","3840F",0,0
"3317",2016,"2016","Base","4557N",0,0
"3318",2016,"2016","Base","493001A",0,0
"3319",2016,"2016","Base","493003F",0,0
"3320",2016,"2016","Base","493004D",0,0
"3321",2016,"2016","Base","493005D",0,0
"3322",2016,"2016","Base","5185N",0,0
"3323",2016,"2016","Base","5188D",0,0
"3324",2016,"2016","Base","5189D",0,0
"3325",2016,"2016","Base","5751D",0,0
"3326",2016,"2016","Base","Unlabeled",0,0
"3327",2016,"2016","OCO","",0,0
"3328",2016,"2016","OCO","*  $95M for Ebola Response and Preparedness included in this total.",0,0
"3329",2016,"2016","OCO","* $17M for Ebola Response and Preparedness included in this total.",0,0
"3330",2016,"2016","OCO","* Defense Health Program - $135.4M for transfer to the Veteran’s Administration included in this total.",0,0
"3331",2016,"2016","OCO","0100D",0,0
"3332",2016,"2016","OCO","0104D",0,0
"3333",2016,"2016","OCO","0105D",0,0
"3334",2016,"2016","OCO","0107D",0,0
"3335",2016,"2016","OCO","0111D",0,0
"3336",2016,"2016","OCO","0114D",0,0
"3337",2016,"2016","OCO","0130D",0,0
"3338",2016,"2016","OCO","0134D",0,0
"3339",2016,"2016","OCO","0145D",0,0
"3340",2016,"2016","OCO","0300D",0,0
"3341",2016,"2016","OCO","0303D",0,0
"3342",2016,"2016","OCO","0350D",0,0
"3343",2016,"2016","OCO","0360D",0,0
"3344",2016,"2016","OCO","0390D",0,0
"3345",2016,"2016","OCO","0400D",0,0
"3346",2016,"2016","OCO","0460D",0,0
"3347",2016,"2016","OCO","0513N",0,0
"3348",2016,"2016","OCO","0810A",0,0
"3349",2016,"2016","OCO","0810D",0,0
"3350",2016,"2016","OCO","0810F",0,0
"3351",2016,"2016","OCO","0810N",0,0
"3352",2016,"2016","OCO","0811D",0,0
"3353",2016,"2016","OCO","0819D",0,0
"3354",2016,"2016","OCO","0838D",0,0
"3355",2016,"2016","OCO","1106N",0,0
"3356",2016,"2016","OCO","1107N",0,0
"3357",2016,"2016","OCO","1109N",0,0
"3358",2016,"2016","OCO","1236N",0,0
"3359",2016,"2016","OCO","1319N",0,0
"3360",2016,"2016","OCO","1506N",0,0
"3361",2016,"2016","OCO","1507N",0,0
"3362",2016,"2016","OCO","1508N",0,0
"3363",2016,"2016","OCO","1611N",0,0
"3364",2016,"2016","OCO","1804N",0,0
"3365",2016,"2016","OCO","1806N",0,0
"3366",2016,"2016","OCO","1810N",0,0
"3367",2016,"2016","OCO","2020A",0,0
"3368",2016,"2016","OCO","2031A",0,0
"3369",2016,"2016","OCO","2032A",0,0
"3370",2016,"2016","OCO","2033A",0,0
"3371",2016,"2016","OCO","2034A",0,0
"3372",2016,"2016","OCO","2035A",0,0
"3373",2016,"2016","OCO","2040A",0,0
"3374",2016,"2016","OCO","2065A",0,0
"3375",2016,"2016","OCO","2080A",0,0
"3376",2016,"2016","OCO","2091A",0,0
"3377",2016,"2016","OCO","2093A",0,0
"3378",2016,"2016","OCO","2096A",0,0
"3379",2016,"2016","OCO","2097A",0,0
"3380",2016,"2016","OCO","2098A",0,0
"3381",2016,"2016","OCO","3010F",0,0
"3382",2016,"2016","OCO","3011F",0,0
"3383",2016,"2016","OCO","3020F",0,0
"3384",2016,"2016","OCO","3021F",0,0
"3385",2016,"2016","OCO","3080F",0,0
"3386",2016,"2016","OCO","3400F",0,0
"3387",2016,"2016","OCO","3600F",0,0
"3388",2016,"2016","OCO","3740F",0,0
"3389",2016,"2016","OCO","3840F",0,0
"3390",2016,"2016","OCO","4557N",0,0
"3391",2016,"2016","OCO","493001A",0,0
"3392",2016,"2016","OCO","493003F",0,0
"3393",2016,"2016","OCO","493004D",0,0
"3394",2016,"2016","OCO","493005D",0,0
"3395",2016,"2016","OCO","5185N",0,0
"3396",2016,"2016","OCO","5188D",0,0
"3397",2016,"2016","OCO","5189D",0,0
"3398",2016,"2016","OCO","5751D",0,0
"3399",2016,"2016","OCO","Unlabeled",0,0
"3400",2016,"2016","Total","",0,0
"3401",2016,"2016","Total","*  $95M for Ebola Response and Preparedness included in this total.",0,0
"3402",2016,"2016","Total","* $17M for Ebola Response and Preparedness included in this total.",0,0
"3403",2016,"2016","Total","* Defense Health Program - $135.4M for transfer to the Veteran’s Administration included in this total.",0,0
"3404",2016,"2016","Total","0100D",0,0
"3405",2016,"2016","Total","0104D",0,0
"3406",2016,"2016","Total","0105D",0,0
"3407",2016,"2016","Total","0107D",0,0
"3408",2016,"2016","Total","0111D",0,0
"3409",2016,"2016","Total","0114D",0,0
"3410",2016,"2016","Total","0130D",0,0
"3411",2016,"2016","Total","0134D",0,0
"3412",2016,"2016","Total","0145D",0,0
"3413",2016,"2016","Total","0300D",0,0
"3414",2016,"2016","Total","0303D",0,0
"3415",2016,"2016","Total","0350D",0,0
"3416",2016,"2016","Total","0360D",0,0
"3417",2016,"2016","Total","0390D",0,0
"3418",2016,"2016","Total","0400D",0,0
"3419",2016,"2016","Total","0460D",0,0
"3420",2016,"2016","Total","0513N",0,0
"3421",2016,"2016","Total","0810A",0,0
"3422",2016,"2016","Total","0810D",0,0
"3423",2016,"2016","Total","0810F",0,0
"3424",2016,"2016","Total","0810N",0,0
"3425",2016,"2016","Total","0811D",0,0
"3426",2016,"2016","Total","0819D",0,0
"3427",2016,"2016","Total","0838D",0,0
"3428",2016,"2016","Total","1106N",0,0
"3429",2016,"2016","Total","1107N",0,0
"3430",2016,"2016","Total","1109N",0,0
"3431",2016,"2016","Total","1236N",0,0
"3432",2016,"2016","Total","1319N",0,0
"3433",2016,"2016","Total","1506N",0,0
"3434",2016,"2016","Total","1507N",0,0
"3435",2016,"2016","Total","1508N",0,0
"3436",2016,"2016","Total","1611N",0,0
"3437",2016,"2016","Total","1804N",0,0
"3438",2016,"2016","Total","1806N",0,0
"3439",2016,"2016","Total","1810N",0,0
"3440",2016,"2016","Total","2020A",0,0
"3441",2016,"2016","Total","2031A",0,0
"3442",2016,"2016","Total","2032A",0,0
"3443",2016,"2016","Total","2033A",0,0
"3444",2016,"2016","Total","2034A",0,0
"3445",2016,"2016","Total","2035A",0,0
"3446",2016,"2016","Total","2040A",0,0
"3447",2016,"2016","Total","2065A",0,0
"3448",2016,"2016","Total","2080A",0,0
"3449",2016,"2016","Total","2091A",0,0
"3450",2016,"2016","Total","2093A",0,0
"3451",2016,"2016","Total","2096A",0,0
"3452",2016,"2016","Total","2097A",0,0
"3453",2016,"2016","Total","2098A",0,0
"3454",2016,"2016","Total","3010F",0,0
"3455",2016,"2016","Total","3011F",0,0
"3456",2016,"2016","Total","3020F",0,0
"3457",2016,"2016","Total","3021F",0,0
"3458",2016,"2016","Total","3080F",0,0
"3459",2016,"2016","Total","3400F",0,0
"3460",2016,"2016","Total","3600F",0,0
"3461",2016,"2016","Total","3740F",0,0
"3462",2016,"2016","Total","3840F",0,0
"3463",2016,"2016","Total","4557N",0,0
"3464",2016,"2016","Total","493001A",0,0
"3465",2016,"2016","Total","493003F",0,0
"3466",2016,"2016","Total","493004D",0,0
"3467",2016,"2016","Total","493005D",0,0
"3468",2016,"2016","Total","5185N",0,0
"3469",2016,"2016","Total","5188D",0,0
"3470",2016,"2016","Total","5189D",0,0
"3471",2016,"2016","Total","5751D",0,0
"3472",2016,"2016","Total","Unlabeled",0,0
"3473",2017,"2015","Total","1000N",0,0
"3474",2017,"2015","Total","1001N",0,0
"3475",2017,"2015","Total","1002N",0,0
"3476",2017,"2015","Total","1003N",0,0
"3477",2017,"2015","Total","1004A",0,0
"3478",2017,"2015","Total","1005A",0,0
"3479",2017,"2015","Total","1006A",0,0
"3480",2017,"2015","Total","1007F",0,0
"3481",2017,"2015","Total","1008F",0,0
"3482",2017,"2015","Total","1009F",0,0
"3483",2017,"2015","Total","1105N",0,0
"3484",2017,"2015","Total","1108N",0,0
"3485",2017,"2015","Total","1405N",0,0
"3486",2017,"2015","Total","1453N",0,0
"3487",2017,"2015","Total","2010A",0,0
"3488",2017,"2015","Total","2060A",0,0
"3489",2017,"2015","Total","2070A",0,0
"3490",2017,"2015","Total","3500F",0,0
"3491",2017,"2015","Total","3700F",0,0
"3492",2017,"2015","Total","3850F",0,0
"3493",2017,"2016","Base","1000N",0,1281468
"3494",2017,"2016","Base","1001N",0,726196
"3495",2017,"2016","Base","1002N",0,115519
"3496",2017,"2016","Base","1003N",0,67797
"3497",2017,"2016","Base","1004A",0,1889889
"3498",2017,"2016","Base","1005A",0,357528
"3499",2017,"2016","Base","1006A",0,629824
"3500",2017,"2016","Base","1007F",0,1239093
"3501",2017,"2016","Base","1008F",0,117541
"3502",2017,"2016","Base","1009F",0,203847
"3503",2017,"2016","Base","1105N",0,12817521
"3504",2017,"2016","Base","1108N",0,702481
"3505",2017,"2016","Base","1405N",0,1866891
"3506",2017,"2016","Base","1453N",0,27704040
"3507",2017,"2016","Base","2010A",0,40923483
"3508",2017,"2016","Base","2060A",0,7892327
"3509",2017,"2016","Base","2070A",0,4463164
"3510",2017,"2016","Base","3500F",0,27446772
"3511",2017,"2016","Base","3700F",0,1682942
"3512",2017,"2016","Base","3850F",0,3201890
"3513",2017,"2016","OCO","1000N",0,0
"3514",2017,"2016","OCO","1001N",0,0
"3515",2017,"2016","OCO","1002N",0,0
"3516",2017,"2016","OCO","1003N",0,0
"3517",2017,"2016","OCO","1004A",0,0
"3518",2017,"2016","OCO","1005A",0,0
"3519",2017,"2016","OCO","1006A",0,0
"3520",2017,"2016","OCO","1007F",0,0
"3521",2017,"2016","OCO","1008F",0,0
"3522",2017,"2016","OCO","1009F",0,0
"3523",2017,"2016","OCO","1105N",0,171079
"3524",2017,"2016","OCO","1108N",0,3393
"3525",2017,"2016","OCO","1405N",0,12693
"3526",2017,"2016","OCO","1453N",0,251011
"3527",2017,"2016","OCO","2010A",0,1846356
"3528",2017,"2016","OCO","2060A",0,166015
"3529",2017,"2016","OCO","2070A",0,24462
"3530",2017,"2016","OCO","3500F",0,726126
"3531",2017,"2016","OCO","3700F",0,18710
"3532",2017,"2016","OCO","3850F",0,2828
"3533",2017,"2016","Total","1000N",1281468,0
"3534",2017,"2016","Total","1001N",726196,0
"3535",2017,"2016","Total","1002N",115519,0
"3536",2017,"2016","Total","1003N",67797,0
"3537",2017,"2016","Total","1004A",1889889,0
"3538",2017,"2016","Total","1005A",357528,0
"3539",2017,"2016","Total","1006A",629824,0
"3540",2017,"2016","Total","1007F",1239093,0
"3541",2017,"2016","Total","1008F",117541,0
"3542",2017,"2016","Total","1009F",203847,0
"3543",2017,"2016","Total","1105N",12988600,0
"3544",2017,"2016","Total","1108N",705874,0
"3545",2017,"2016","Total","1405N",1879584,0
"3546",2017,"2016","Total","1453N",27955051,0
"3547",2017,"2016","Total","2010A",42769839,0
"3548",2017,"2016","Total","2060A",8058342,0
"3549",2017,"2016","Total","2070A",4487626,0
"3550",2017,"2016","Total","3500F",28172898,0
"3551",2017,"2016","Total","3700F",1701652,0
"3552",2017,"2016","Total","3850F",3204718,0
"3553",2017,"2017","Base","1000N",0,0
"3554",2017,"2017","Base","1001N",0,0
"3555",2017,"2017","Base","1002N",0,0
"3556",2017,"2017","Base","1003N",0,0
"3557",2017,"2017","Base","1004A",0,0
"3558",2017,"2017","Base","1005A",0,0
"3559",2017,"2017","Base","1006A",0,0
"3560",2017,"2017","Base","1007F",0,0
"3561",2017,"2017","Base","1008F",0,0
"3562",2017,"2017","Base","1009F",0,0
"3563",2017,"2017","Base","1105N",0,0
"3564",2017,"2017","Base","1108N",0,0
"3565",2017,"2017","Base","1405N",0,0
"3566",2017,"2017","Base","1453N",0,0
"3567",2017,"2017","Base","2010A",0,0
"3568",2017,"2017","Base","2060A",0,0
"3569",2017,"2017","Base","2070A",0,0
"3570",2017,"2017","Base","3500F",0,0
"3571",2017,"2017","Base","3700F",0,0
"3572",2017,"2017","Base","3850F",0,0
"3573",2017,"2017","OCO","1000N",0,0
"3574",2017,"2017","OCO","1001N",0,0
"3575",2017,"2017","OCO","1002N",0,0
"3576",2017,"2017","OCO","1003N",0,0
"3577",2017,"2017","OCO","1004A",0,0
"3578",2017,"2017","OCO","1005A",0,0
"3579",2017,"2017","OCO","1006A",0,0
"3580",2017,"2017","OCO","1007F",0,0
"3581",2017,"2017","OCO","1008F",0,0
"3582",2017,"2017","OCO","1009F",0,0
"3583",2017,"2017","OCO","1105N",0,0
"3584",2017,"2017","OCO","1108N",0,0
"3585",2017,"2017","OCO","1405N",0,0
"3586",2017,"2017","OCO","1453N",0,0
"3587",2017,"2017","OCO","2010A",0,0
"3588",2017,"2017","OCO","2060A",0,0
"3589",2017,"2017","OCO","2070A",0,0
"3590",2017,"2017","OCO","3500F",0,0
"3591",2017,"2017","OCO","3700F",0,0
"3592",2017,"2017","OCO","3850F",0,0
"3593",2017,"2017","Total","1000N",0,0
"3594",2017,"2017","Total","1001N",0,0
"3595",2017,"2017","Total","1002N",0,0
"3596",2017,"2017","Total","1003N",0,0
"3597",2017,"2017","Total","1004A",0,0
"3598",2017,"2017","Total","1005A",0,0
"3599",2017,"2017","Total","1006A",0,0
"3600",2017,"2017","Total","1007F",0,0
"3601",2017,"2017","Total","1008F",0,0
"3602",2017,"2017","Total","1009F",0,0
"3603",2017,"2017","Total","1105N",0,0
"3604",2017,"2017","Total","1108N",0,0
"3605",2017,"2017","Total","1405N",0,0
"3606",2017,"2017","Total","1453N",0,0
"3607",2017,"2017","Total","2010A",0,0
"3608",2017,"2017","Total","2060A",0,0
"3609",2017,"2017","Total","2070A",0,0
"3610",2017,"2017","Total","3500F",0,0
"3611",2017,"2017","Total","3700F",0,0
"3612",2017,"2017","Total","3850F",0,0
"3613",2017,"2015","Total","* Defense Health Program - $137.4M for transfer to the Department of Veterans Affairs included in this total.",0,0
"3614",2017,"2015","Total","0100D",0,0
"3615",2017,"2015","Total","0104D",0,0
"3616",2017,"2015","Total","0105D",0,0
"3617",2017,"2015","Total","0107D",0,0
"3618",2017,"2015","Total","0111D",0,0
"3619",2017,"2015","Total","0130D",0,0
"3620",2017,"2015","Total","0134D",0,0
"3621",2017,"2015","Total","0145D",0,0
"3622",2017,"2015","Total","0300D",0,0
"3623",2017,"2015","Total","0303D",0,0
"3624",2017,"2015","Total","0350D",0,0
"3625",2017,"2015","Total","0360D",0,0
"3626",2017,"2015","Total","0390D",0,0
"3627",2017,"2015","Total","0400D",0,0
"3628",2017,"2015","Total","0460D",0,0
"3629",2017,"2015","Total","0513N",0,0
"3630",2017,"2015","Total","0810A",0,0
"3631",2017,"2015","Total","0810D",0,0
"3632",2017,"2015","Total","0810F",0,0
"3633",2017,"2015","Total","0810N",0,0
"3634",2017,"2015","Total","0811D",0,0
"3635",2017,"2015","Total","0819D",0,0
"3636",2017,"2015","Total","0838D",0,0
"3637",2017,"2015","Total","1000N",0,0
"3638",2017,"2015","Total","1001N",0,0
"3639",2017,"2015","Total","1002N",0,0
"3640",2017,"2015","Total","1003N",0,0
"3641",2017,"2015","Total","1004A",0,0
"3642",2017,"2015","Total","1005A",0,0
"3643",2017,"2015","Total","1006A",0,0
"3644",2017,"2015","Total","1007F",0,0
"3645",2017,"2015","Total","1008F",0,0
"3646",2017,"2015","Total","1009F",0,0
"3647",2017,"2015","Total","1105N",0,0
"3648",2017,"2015","Total","1106N",0,0
"3649",2017,"2015","Total","1107N",0,0
"3650",2017,"2015","Total","1108N",0,0
"3651",2017,"2015","Total","1109N",0,0
"3652",2017,"2015","Total","1319N",0,0
"3653",2017,"2015","Total","1405N",0,0
"3654",2017,"2015","Total","1453N",0,0
"3655",2017,"2015","Total","1506N",0,0
"3656",2017,"2015","Total","1507N",0,0
"3657",2017,"2015","Total","1508N",0,0
"3658",2017,"2015","Total","1611N",0,0
"3659",2017,"2015","Total","1804N",0,0
"3660",2017,"2015","Total","1806N",0,0
"3661",2017,"2015","Total","1810N",0,0
"3662",2017,"2015","Total","2010A",0,0
"3663",2017,"2015","Total","2020A",0,0
"3664",2017,"2015","Total","2031A",0,0
"3665",2017,"2015","Total","2032A",0,0
"3666",2017,"2015","Total","2033A",0,0
"3667",2017,"2015","Total","2034A",0,0
"3668",2017,"2015","Total","2035A",0,0
"3669",2017,"2015","Total","2040A",0,0
"3670",2017,"2015","Total","2060A",0,0
"3671",2017,"2015","Total","2065A",0,0
"3672",2017,"2015","Total","2070A",0,0
"3673",2017,"2015","Total","2080A",0,0
"3674",2017,"2015","Total","2091A",0,0
"3675",2017,"2015","Total","2093A",0,0
"3676",2017,"2015","Total","2093D",0,0
"3677",2017,"2015","Total","2097A",0,0
"3678",2017,"2015","Total","2098A",0,0
"3679",2017,"2015","Total","3010F",0,0
"3680",2017,"2015","Total","3011F",0,0
"3681",2017,"2015","Total","3020F",0,0
"3682",2017,"2015","Total","3021F",0,0
"3683",2017,"2015","Total","3080F",0,0
"3684",2017,"2015","Total","3400F",0,0
"3685",2017,"2015","Total","3500F",0,0
"3686",2017,"2015","Total","3600F",0,0
"3687",2017,"2015","Total","3700F",0,0
"3688",2017,"2015","Total","3740F",0,0
"3689",2017,"2015","Total","3840F",0,0
"3690",2017,"2015","Total","3850F",0,0
"3691",2017,"2015","Total","4557N",0,0
"3692",2017,"2015","Total","493001A",0,0
"3693",2017,"2015","Total","493003F",0,0
"3694",2017,"2015","Total","493004D",0,0
"3695",2017,"2015","Total","493005D",0,0
"3696",2017,"2015","Total","5188D",0,0
"3697",2017,"2015","Total","5189D",0,0
"3698",2017,"2015","Total","5751D",0,0
"3699",2017,"2015","Total","Unlabeled",0,0
"3700",2017,"2016","Base","* Defense Health Program - $137.4M for transfer to the Department of Veterans Affairs included in this total.",0,0
"3701",2017,"2016","Base","0100D",0,32322396
"3702",2017,"2016","Base","0104D",0,14078
"3703",2017,"2016","Base","0105D",0,1050598
"3704",2017,"2016","Base","0107D",0,316759
"3705",2017,"2016","Base","0111D",0,0
"3706",2017,"2016","Base","0130D",0,36516773
"3707",2017,"2016","Base","0134D",0,358496
"3708",2017,"2016","Base","0145D",0,0
"3709",2017,"2016","Base","0300D",0,10490886
"3710",2017,"2016","Base","0303D",0,0
"3711",2017,"2016","Base","0350D",0,0
"3712",2017,"2016","Base","0360D",0,153360
"3713",2017,"2016","Base","0390D",0,2558326
"3714",2017,"2016","Base","0400D",0,37363318
"3715",2017,"2016","Base","0460D",0,374966
"3716",2017,"2016","Base","0513N",0,0
"3717",2017,"2016","Base","0810A",0,234829
"3718",2017,"2016","Base","0810D",0,8232
"3719",2017,"2016","Base","0810F",0,368131
"3720",2017,"2016","Base","0810N",0,3e+05
"3721",2017,"2016","Base","0811D",0,231217
"3722",2017,"2016","Base","0819D",0,103266
"3723",2017,"2016","Base","0838D",0,0
"3724",2017,"2016","Base","1000N",0,1281468
"3725",2017,"2016","Base","1001N",0,726196
"3726",2017,"2016","Base","1002N",0,115519
"3727",2017,"2016","Base","1003N",0,67797
"3728",2017,"2016","Base","1004A",0,1889889
"3729",2017,"2016","Base","1005A",0,357528
"3730",2017,"2016","Base","1006A",0,629824
"3731",2017,"2016","Base","1007F",0,1239093
"3732",2017,"2016","Base","1008F",0,117541
"3733",2017,"2016","Base","1009F",0,203847
