"ID","SourceFiscalYear","AccountDSI","TreasuryAgencyCode","MainAccountCode","AccountTitle","Organization","BudgetActivity","BudgetActivityTitle","LineNumber","BSA","BSA.Title","LineItem","LineItemTitle","CostType","CostTypeTitle","AddOrNonAdd","Classified","Category","FiscalYear","OriginType","PBtotal","PBtype","EnactedTotal","EnactedType","SpecialType","ActualTotal","QuantPBtotal","QuantPBtype","QuantEnactedTotal","QuantEnactedType","QuantSpecialTotal","QuantActualTotal"
,2011,"2031A",,,"Aircraft Procurement, Army","ARMY","01","Aircraft","11 ","20",,"6772AA0005","Uh-60 Blackhawk (MYP)","B","Less: Advance Procurement (PY)","Add","U",,2009,"Total",,,,,,-116795,,,,,,0
,2011,"2031A",,,"Aircraft Procurement, Army","ARMY","01","Aircraft","12 ","20",,"6772AA0005","Uh-60 Blackhawk (MYP)","C","Advance Procurement (CY)","Add","U",,2009,"Total",,,,,,136770,,,,,,0
,2011,"2031A",,,"Aircraft Procurement, Army","ARMY","01","Aircraft","13 ","20",,"6775A05101","Ch-47 Helicopter","A","Weapon System Cost","Add","U",,2009,"Total",,,,,,728417,,,,,,28
,2011,"2031A",,,"Aircraft Procurement, Army","ARMY","01","Aircraft","13 ","20",,"6775A05101","Ch-47 Helicopter","B","Less: Advance Procurement (PY)","Add","U",,2009,"Total",,,,,,-32759,,,,,,0
,2011,"2031A",,,"Aircraft Procurement, Army","ARMY","01","Aircraft","14 ","20",,"6775A05101","Ch-47 Helicopter","C","Advance Procurement (CY)","Add","U",,2009,"Total",,,,,,0,,,,,,0
,2011,"2031A",,,"Aircraft Procurement, Army","ARMY","01","Aircraft","15 ","20",,"7064A06500","Helicopter New Training","A","Weapon System Cost","Add","U",,2009,"Total",,,,,,74,,,,,,0
,2011,"2031A",,,"Aircraft Procurement, Army","ARMY","02","Modification of Aircraft","16 ","10",,"0330A01234","C12 AIRCRAFT MODS","A","Weapon System Cost","Add","U",,2009,"Total",,,,,,0,,,,,,0
,2011,"2031A",,,"Aircraft Procurement, Army","ARMY","02","Modification of Aircraft","17 ","10",,"0420A00020","MQ-1 PAYLOAD - UAS","A","Weapon System Cost","Add","U",,2009,"Total",,,,,,0,,,,,,0
,2011,"2031A",,,"Aircraft Procurement, Army","ARMY","02","Modification of Aircraft","18 ","10",,"0430A00025","MQ-1 WEAPONIZATION - UAS","A","Weapon System Cost","Add","U",,2009,"Total",,,,,,0,,,,,,0
,2011,"2031A",,,"Aircraft Procurement, Army","ARMY","02","Modification of Aircraft","19 ","10",,"1032AZ2000","GUARDRAIL MODS (MIP)","A","Weapon System Cost","Add","U",,2009,"Total",,,,,,147737,,,,,,0
,2011,"2031A",,,"Aircraft Procurement, Army","ARMY","02","Modification of Aircraft","20 ","10",,"1036AZ2001","MULTI SENSOR ABN RECON (MIP)","A","Weapon System Cost","Add","U",,2009,"Total",,,,,,23228,,,,,,0
,2011,"2031A",,,"Aircraft Procurement, Army","ARMY","02","Modification of Aircraft","21 ","10",,"2706AA6605","Ah-64 Mods","A","Weapon System Cost","Add","U",,2009,"Total",,,,,,1820502,,,,,,0
,2011,"2031A",,,"Aircraft Procurement, Army","ARMY","02","Modification of Aircraft","21 ","10",,"2706AA6605","Ah-64 Mods","B","Less: Advance Procurement (PY)","Add","U",,2009,"Total",,,,,,-51380,,,,,,0
,2011,"2031A",,,"Aircraft Procurement, Army","ARMY","02","Modification of Aircraft","22 ","10",,"2706AA6605","Ah-64 Mods","C","Advance Procurement (CY)","Add","U",,2009,"Total",,,,,,47800,,,,,,0
,2011,"2031A",,,"Aircraft Procurement, Army","ARMY","02","Modification of Aircraft","23 ","10",,"3264AA0252","Ch-47 Cargo Helicopter Mods (MYP)","A","Weapon System Cost","Add","U",,2009,"Total",,,,,,690600,,,,,,0
,2011,"2031A",,,"Aircraft Procurement, Army","ARMY","02","Modification of Aircraft","23 ","10",,"3264AA0252","Ch-47 Cargo Helicopter Mods (MYP)","B","Less: Advance Procurement (PY)","Add","U",,2009,"Total",,,,,,-38917,,,,,,0
,2011,"2031A",,,"Aircraft Procurement, Army","ARMY","02","Modification of Aircraft","24 ","10",,"3264AA0252","Ch-47 Cargo Helicopter Mods (MYP)","C","Advance Procurement (CY)","Add","U",,2009,"Total",,,,,,49473,,,,,,0
,2011,"2031A",,,"Aircraft Procurement, Army","ARMY","02","Modification of Aircraft","25 ","10",,"4194AA0270","Utility/Cargo Airplane Mods","A","Weapon System Cost","Add","U",,2009,"Total",,,,,,13872,,,,,,0
,2011,"2031A",,,"Aircraft Procurement, Army","ARMY","02","Modification of Aircraft","26 ","10",,"5310AA0560","Aircraft Long Range Mods","A","Weapon System Cost","Add","U",,2009,"Total",,,,,,1575,,,,,,0
,2011,"2031A",,,"Aircraft Procurement, Army","ARMY","02","Modification of Aircraft","27 ","10",,"6949AA0480","Utility Helicopter Mods","A","Weapon System Cost","Add","U",,2009,"Total",,,,,,41011,,,,,,0
,2011,"2031A",,,"Aircraft Procurement, Army","ARMY","02","Modification of Aircraft","28 ","10",,"7542AZ2200","Kiowa Warrior","A","Weapon System Cost","Add","U",,2009,"Total",,,,,,120151,,,,,,0
,2011,"2031A",,,"Aircraft Procurement, Army","ARMY","02","Modification of Aircraft","29 ","10",,"8472AA0700","Airborne Avionics","A","Weapon System Cost","Add","U",,2009,"Total",,,,,,146974,,,,,,0
,2011,"2031A",,,"Aircraft Procurement, Army","ARMY","02","Modification of Aircraft","30 ","10",,"8859AA0711","Gatm Rollup","A","Weapon System Cost","Add","U",,2009,"Total",,,,,,78989,,,,,,0
,2011,"2031A",,,"Aircraft Procurement, Army","ARMY","02","Modification of Aircraft","31 ","10",,"9555A00018","RQ-7 UAV MODS","A","Weapon System Cost","Add","U",,2009,"Total",,,,,,0,,,,,,0
,2011,"2031A",,,"Aircraft Procurement, Army","ARMY","03","Spares and Repair Parts","34 ","10",,"0420AA0950","Spare Parts (AIR)","A","Weapon System Cost","Add","U",,2009,"Total",,,,,,6855,,,,,,0
,2011,"2031A",,,"Aircraft Procurement, Army","ARMY","04","Support Equipment and Facilities","35 ","10",,"3632AZ3504","Aircraft Survivability Equipment","A","Weapon System Cost","Add","U",,2009,"Total",,,,,,59138,,,,,,0
,2011,"2031A",,,"Aircraft Procurement, Army","ARMY","04","Support Equipment and Facilities","36 ","10",,"5044AZ3507","Ase Infrared CM","A","Weapon System Cost","Add","U",,2009,"Total",,,,,,565462,,,,,,0
,2011,"2031A",,,"Aircraft Procurement, Army","ARMY","04","Support Equipment and Facilities","37 ","30",,"0832AZ3000","Avionics Support Equipment","A","Weapon System Cost","Add","U",,2009,"Total",,,,,,5013,,,,,,0
,2011,"2031A",,,"Aircraft Procurement, Army","ARMY","04","Support Equipment and Facilities","38 ","30",,"5212AZ3100","Common Ground Equipment","A","Weapon System Cost","Add","U",,2009,"Total",,,,,,95726,,,,,,0
,2011,"2031A",,,"Aircraft Procurement, Army","ARMY","04","Support Equipment and Facilities","39 ","30",,"6380AZ3110","Aircrew Integrated Systems","A","Weapon System Cost","Add","U",,2009,"Total",,,,,,48149,,,,,,0
,2011,"2031A",,,"Aircraft Procurement, Army","ARMY","04","Support Equipment and Facilities","40 ","30",,"6818AA0050","Air Traffic Control","A","Weapon System Cost","Add","U",,2009,"Total",,,,,,122413,,,,,,0
,2011,"2031A",,,"Aircraft Procurement, Army","ARMY","04","Support Equipment and Facilities","41 ","30",,"8132AZ3300","Industrial Facilities","A","Weapon System Cost","Add","U",,2009,"Total",,,,,,2529,,,,,,0
,2011,"2031A",,,"Aircraft Procurement, Army","ARMY","04","Support Equipment and Facilities","42 ","30",,"9154A50100","Launcher, 2.75 Rocket","A","Weapon System Cost","Add","U",,2009,"Total",,,,,,2435,,,,,,0
,2011,"2031A",,,"Aircraft Procurement, Army","ARMY","04","Support Equipment and Facilities","43 ","30",,"9161AA0705","Airborne Communications","A","Weapon System Cost","Add","U",,2009,"Total",,,,,,24596,,,,,,0
,2011,"2032A",,,"Missile Procurement, Army","ARMY","02","Other Missiles","1  ","10",,"7152C49100","Patriot System Summary","A","Weapon System Cost","Add","U",,2009,"Total",,,,,,510576,,,,,,108
,2011,"2032A",,,"Missile Procurement, Army","ARMY","02","Other Missiles","2  ","10",,"9001C81001","Surface-Launched Amraam System Summary:","A","Weapon System Cost","Add","U",,2009,"Total",,,,,,0,,,,,,0
,2011,"2032A",,,"Missile Procurement, Army","ARMY","02","Other Missiles","2  ","10",,"9001C81001","Surface-Launched Amraam System Summary:","B","Less: Advance Procurement (PY)","Add","U",,2009,"Total",,,,,,0,,,,,,0
,2011,"2032A",,,"Missile Procurement, Army","ARMY","02","Other Missiles","3  ","10",,"9001C81001","Surface-Launched Amraam System Summary:","C","Advance Procurement (CY)","Add","U",,2009,"Total",,,,,,40349,,,,,,0
,2011,"2032A",,,"Missile Procurement, Army","ARMY","02","Other Missiles","4  ","20",,"1338C70000","Hellfire Sys Summary","A","Weapon System Cost","Add","U",,2009,"Total",,,,,,253124,,,,,,2945
,2011,"2032A",,,"Missile Procurement, Army","ARMY","02","Other Missiles","5  ","30",,"0648CC0007","Javelin (Aaws-M) System Summary","A","Weapon System Cost","Add","U",,2009,"Total",,,,,,367888,,,,,,1320
,2011,"2032A",,,"Missile Procurement, Army","ARMY","02","Other Missiles","6  ","30",,"2104C59300","Tow 2 System Summary","A","Weapon System Cost","Add","U",,2009,"Total",,,,,,404345,,,,,,9022
,2011,"2032A",,,"Missile Procurement, Army","ARMY","02","Other Missiles","6  ","30",,"2104C59300","Tow 2 System Summary","B","Less: Advance Procurement (PY)","Add","U",,2009,"Total",,,,,,-10000,,,,,,0
,2011,"2032A",,,"Missile Procurement, Army","ARMY","02","Other Missiles","7  ","30",,"2104C59300","Tow 2 System Summary","C","Advance Procurement (CY)","Add","U",,2009,"Total",,,,,,0,,,,,,0
,2011,"2032A",,,"Missile Procurement, Army","ARMY","02","Other Missiles","8  ","30",,"4500C64501","BCT Non Line of Sight Launch System - Increme","A","Weapon System Cost","Add","U",,2009,"Total",,,,,,0,,,,,,0
,2011,"2032A",,,"Missile Procurement, Army","ARMY","02","Other Missiles","9  ","30",,"6005C64400","Guided Mlrs Rocket (GMLRS)","A","Weapon System Cost","Add","U",,2009,"Total",,,,,,309205,,,,,,2652
,2011,"2032A",,,"Missile Procurement, Army","ARMY","02","Other Missiles","10 ","30",,"6060C65405","MLRS REDUCED RANGE PRACTICE ROCKETS (RRPR)","A","Weapon System Cost","Add","U",,2009,"Total",,,,,,25225,,,,,,4014
,2011,"2032A",,,"Missile Procurement, Army","ARMY","02","Other Missiles","11 ","30",,"6200C02901","High Mobility Artillery Rocket System (HIMARS","A","Weapon System Cost","Add","U",,2009,"Total",,,,,,227509,,,,,,57
,2011,"2032A",,,"Missile Procurement, Army","ARMY","03","Modification of Missiles","12 ","10",,"0962C50700","Patriot Mods","A","Weapon System Cost","Add","U",,2009,"Total",,,,,,515375,,,,,,0
,2011,"2032A",,,"Missile Procurement, Army","ARMY","03","Modification of Missiles","13 ","10",,"3972C61700","Itas/Tow Mods","A","Weapon System Cost","Add","U",,2009,"Total",,,,,,136705,,,,,,0
,2011,"2032A",,,"Missile Procurement, Army","ARMY","03","Modification of Missiles","14 ","10",,"6552C67500","Mlrs Mods","A","Weapon System Cost","Add","U",,2009,"Total",,,,,,1866,,,,,,0
,2011,"2032A",,,"Missile Procurement, Army","ARMY","03","Modification of Missiles","15 ","10",,"6580C67501","Himars Modifications","A","Weapon System Cost","Add","U",,2009,"Total",,,,,,33144,,,,,,0
,2011,"2032A",,,"Missile Procurement, Army","ARMY","03","Modification of Missiles","16 ","10",,"6700C71500","Hellfire Modifications","A","Weapon System Cost","Add","U",,2009,"Total",,,,,,0,,,,,,0
,2011,"2032A",,,"Missile Procurement, Army","ARMY","04","Spares and Repair Parts","17 ","10",,"1242CA0250","Spares And Repair Parts","A","Weapon System Cost","Add","U",,2009,"Total",,,,,,25850,,,,,,0
,2011,"2032A",,,"Missile Procurement, Army","ARMY","05","Support Equipment and Facilities","18 ","10",,"1242C93000","Air Defense Targets","A","Weapon System Cost","Add","U",,2009,"Total",,,,,,6423,,,,,,0
,2011,"2032A",,,"Missile Procurement, Army","ARMY","05","Support Equipment and Facilities","19 ","10",,"3902CL2000","Items Less Than $5.0m (Missiles)","A","Weapon System Cost","Add","U",,2009,"Total",,,,,,10,,,,,,0
,2011,"2032A",,,"Missile Procurement, Army","ARMY","05","Support Equipment and Facilities","20 ","10",,"4662CA0100","Production Base Support","A","Weapon System Cost","Add","U",,2009,"Total",,,,,,4106,,,,,,0
,2011,"2033A",,,"Procurement of W&TCV, Army","ARMY","01","Tracked Combat Vehicles","1  ","10",,"2897G80718","Bradley Program","A","Weapon System Cost","Add","U",,2009,"Total",,,,,,394800,,,,,,94
,2011,"2033A",,,"Procurement of W&TCV, Army","ARMY","01","Tracked Combat Vehicles","2  ","10",,"3450GZ2500","Bradley Training Devices (MOD)","A","Weapon System Cost","Add","U",,2009,"Total",,,,,,10954,,,,,,0
,2011,"2033A",,,"Procurement of W&TCV, Army","ARMY","01","Tracked Combat Vehicles","3  ","10",,"6984GB1300","Abrams Tank Training Devices","A","Weapon System Cost","Add","U",,2009,"Total",,,,,,2991,,,,,,0
,2011,"2033A",,,"Procurement of W&TCV, Army","ARMY","01","Tracked Combat Vehicles","4  ","10",,"7180G85100","Stryker Vehicle","A","Weapon System Cost","Add","U",,2009,"Total",,,,,,1498984,,,,,,352
,2011,"2033A",,,"Procurement of W&TCV, Army","ARMY","01","Tracked Combat Vehicles","5  ","10",,"7300G86100","Future Combat Systems: (FCS)","A","Weapon System Cost","Add","U",,2009,"Total",,,,,,115053,,,,,,0
,2011,"2033A",,,"Procurement of W&TCV, Army","ARMY","01","Tracked Combat Vehicles","5  ","10",,"7300G86100","Future Combat Systems: (FCS)","B","Less: Advance Procurement (PY)","Add","U",,2009,"Total",,,,,,-28100,,,,,,0
,2011,"2033A",,,"Procurement of W&TCV, Army","ARMY","01","Tracked Combat Vehicles","6  ","10",,"7300G86100","Future Combat Systems: (FCS)","C","Advance Procurement (CY)","Add","U",,2009,"Total",,,,,,26087,,,,,,0
,2011,"2033A",,,"Procurement of W&TCV, Army","ARMY","01","Tracked Combat Vehicles","7  ","10",,"7310G86200","Fcs Spin Outs","A","Weapon System Cost","Add","U",,2009,"Total",,,,,,24129,,,,,,0
,2011,"2033A",,,"Procurement of W&TCV, Army","ARMY","01","Tracked Combat Vehicles","7  ","10",,"7310G86200","Fcs Spin Outs","B","Less: Advance Procurement (PY)","Add","U",,2009,"Total",,,,,,0,,,,,,0
,2011,"2033A",,,"Procurement of W&TCV, Army","ARMY","01","Tracked Combat Vehicles","8  ","10",,"7310G86200","Fcs Spin Outs","C","Advance Procurement (CY)","Add","U",,2009,"Total",,,,,,43139,,,,,,0
,2011,"2033A",,,"Procurement of W&TCV, Army","ARMY","01","Tracked Combat Vehicles","9  ","20",,"0230GM0100","STRYKER (MOD)","A","Weapon System Cost","Add","U",,2009,"Total",,,,,,0,,,,,,0
,2011,"2033A",,,"Procurement of W&TCV, Army","ARMY","01","Tracked Combat Vehicles","10 ","20",,"1284GZ2300","Fist Vehicle (MOD)","A","Weapon System Cost","Add","U",,2009,"Total",,,,,,28927,,,,,,0
,2011,"2033A",,,"Procurement of W&TCV, Army","ARMY","01","Tracked Combat Vehicles","11 ","20",,"1678GZ2400","Bradley Program (MOD)","A","Weapon System Cost","Add","U",,2009,"Total",,,,,,1095588,,,,,,0
,2011,"2033A",,,"Procurement of W&TCV, Army","ARMY","01","Tracked Combat Vehicles","12 ","20",,"2072GA0400","Howitzer, Med Sp Ft 155mm M109a6 (MOD)","A","Weapon System Cost","Add","U",,2009,"Total",,,,,,48728,,,,,,0
,2011,"2033A",,,"Procurement of W&TCV, Army","ARMY","01","Tracked Combat Vehicles","13 ","20",,"3700GA0570","Improved Recovery Vehicle (M88a2 Hercules)","A","Weapon System Cost","Add","U",,2009,"Total",,,,,,254110,,,,,,82
,2011,"2033A",,,"Procurement of W&TCV, Army","ARMY","01","Tracked Combat Vehicles","14 ","20",,"4872G82925","Armored Breacher Vehicle","A","Weapon System Cost","Add","U",,2009,"Total",,,,,,0,,,,,,0
,2011,"2033A",,,"Procurement of W&TCV, Army","ARMY","01","Tracked Combat Vehicles","15 ","20",,"5129G80571","M88 FOV MODS","A","Weapon System Cost","Add","U",,2009,"Total",,,,,,0,,,,,,0
,2011,"2033A",,,"Procurement of W&TCV, Army","ARMY","01","Tracked Combat Vehicles","16 ","20",,"5225GZ3001","Joint Assault Bridge","A","Weapon System Cost","Add","U",,2009,"Total",,,,,,12714,,,,,,2
,2011,"2033A",,,"Procurement of W&TCV, Army","ARMY","01","Tracked Combat Vehicles","17 ","20",,"6406GA0700","M1 Abrams Tank (MOD)","A","Weapon System Cost","Add","U",,2009,"Total",,,,,,737057,,,,,,0
,2011,"2033A",,,"Procurement of W&TCV, Army","ARMY","01","Tracked Combat Vehicles","18 ","20",,"6500GA0750","Abrams Upgrade Program","A","Weapon System Cost","Add","U",,2009,"Total",,,,,,580543,,,,,,111
,2011,"2033A",,,"Procurement of W&TCV, Army","ARMY","01","Tracked Combat Vehicles","19 ","30",,"5960GA0050","Production Base Support (TCV-WTCV)","A","Weapon System Cost","Add","U",,2009,"Total",,,,,,7115,,,,,,0
,2011,"2033A",,,"Procurement of W&TCV, Army","ARMY","02","Weapons and Other Combat Vehicles","20 ","10",,"1366G01300","Howitzer, Light, Towed, 105mm, M119","A","Weapon System Cost","Add","U",,2009,"Total",,,,,,112598,,,,,,90
,2011,"2033A",,,"Procurement of W&TCV, Army","ARMY","02","Weapons and Other Combat Vehicles","21 ","10",,"2472G13000","M240 Medium Machine Gun (7.62MM)","A","Weapon System Cost","Add","U",,2009,"Total",,,,,,83990,,,,,,8416
,2011,"2033A",,,"Procurement of W&TCV, Army","ARMY","02","Weapons and Other Combat Vehicles","22 ","10",,"5000GB2000","Machine Gun, Cal .50 M2 Roll","A","Weapon System Cost","Add","U",,2009,"Total",,,,,,99586,,,,,,7568
,2011,"2033A",,,"Procurement of W&TCV, Army","ARMY","02","Weapons and Other Combat Vehicles","23 ","10",,"5237G12800","Lightweight .50 Caliber Machine Gun","A","Weapon System Cost","Add","U",,2009,"Total",,,,,,0,,,,,,0
,2011,"2033A",,,"Procurement of W&TCV, Army","ARMY","02","Weapons and Other Combat Vehicles","24 ","10",,"5632G12900","M249 Saw Machine Gun (5.56MM)","A","Weapon System Cost","Add","U",,2009,"Total",,,,,,22069,,,,,,5150
,2011,"2033A",,,"Procurement of W&TCV, Army","ARMY","02","Weapons and Other Combat Vehicles","25 ","10",,"6106G13400","Mk-19 Grenade Machine Gun (40MM)","A","Weapon System Cost","Add","U",,2009,"Total",,,,,,17277,,,,,,976
,2011,"2033A",,,"Procurement of W&TCV, Army","ARMY","02","Weapons and Other Combat Vehicles","26 ","10",,"6580G02200","Mortar Systems","A","Weapon System Cost","Add","U",,2009,"Total",,,,,,16975,,,,,,310
,2011,"2033A",,,"Procurement of W&TCV, Army","ARMY","02","Weapons and Other Combat Vehicles","27 ","10",,"8165G01500","M107, Cal. 50, Sniper Rifle","A","Weapon System Cost","Add","U",,2009,"Total",,,,,,222,,,,,,0
,2011,"2033A",,,"Procurement of W&TCV, Army","ARMY","02","Weapons and Other Combat Vehicles","28 ","10",,"8181G01501","Xm320 Grenade Launcher Module (GLM)","A","Weapon System Cost","Add","U",,2009,"Total",,,,,,21036,,,,,,7857
,2011,"2033A",,,"Procurement of W&TCV, Army","ARMY","02","Weapons and Other Combat Vehicles","29 ","10",,"8182G01505","M110 Semi-Automatic Sniper System (SASS)","A","Weapon System Cost","Add","U",,2009,"Total",,,,,,7385,,,,,,439
,2011,"2033A",,,"Procurement of W&TCV, Army","ARMY","02","Weapons and Other Combat Vehicles","30 ","10",,"8198G14904","M4 Carbine","A","Weapon System Cost","Add","U",,2009,"Total",,,,,,52046,,,,,,29290
,2011,"2033A",,,"Procurement of W&TCV, Army","ARMY","02","Weapons and Other Combat Vehicles","31 ","10",,"8262G18300","Shotgun, Modular Accessory System (MASS)","A","Weapon System Cost","Add","U",,2009,"Total",,,,,,9070,,,,,,4884
,2011,"2033A",,,"Procurement of W&TCV, Army","ARMY","02","Weapons and Other Combat Vehicles","32 ","10",,"8310G04700","Common Remotely Operated Weapons Station (CRO","A","Weapon System Cost","Add","U",,2009,"Total",,,,,,601500,,,,,,1102
,2011,"2033A",,,"Procurement of W&TCV, Army","ARMY","02","Weapons and Other Combat Vehicles","33 ","10",,"8635G15325"," Handgun","A","Weapon System Cost","Add","U",,2009,"Total",,,,,,1570,,,,,,2895
,2011,"2033A",,,"Procurement of W&TCV, Army","ARMY","02","Weapons and Other Combat Vehicles","34 ","10",,"9582G01700","Howitzer Lt Wt 155mm (T)","A","Weapon System Cost","Add","U",,2009,"Total",,,,,,120871,,,,,,38
,2011,"2033A",,,"Procurement of W&TCV, Army","ARMY","02","Weapons and Other Combat Vehicles","35 ","20",,"3000GB3000","Mk-19 Grenade Machine Gun Mods","A","Weapon System Cost","Add","U",,2009,"Total",,,,,,7631,,,,,,0
,2011,"2033A",,,"Procurement of W&TCV, Army","ARMY","02","Weapons and Other Combat Vehicles","36 ","20",,"3010GB3007","M4 Carbine Mods","A","Weapon System Cost","Add","U",,2009,"Total",,,,,,16746,,,,,,0
,2011,"2033A",,,"Procurement of W&TCV, Army","ARMY","02","Weapons and Other Combat Vehicles","37 ","20",,"3015GB4000","M2 50 Cal Machine Gun Mods","A","Weapon System Cost","Add","U",,2009,"Total",,,,,,0,,,,,,0
,2011,"2033A",,,"Procurement of W&TCV, Army","ARMY","02","Weapons and Other Combat Vehicles","38 ","20",,"3020GZ1290","M249 Saw Machine Gun Mods","A","Weapon System Cost","Add","U",,2009,"Total",,,,,,11067,,,,,,0
,2011,"2033A",,,"Procurement of W&TCV, Army","ARMY","02","Weapons and Other Combat Vehicles","39 ","20",,"3030GZ1300","M240 Medium Machine Gun Mods","A","Weapon System Cost","Add","U",,2009,"Total",,,,,,17066,,,,,,0
,2011,"2033A",,,"Procurement of W&TCV, Army","ARMY","02","Weapons and Other Combat Vehicles","40 ","20",,"3640GC0401","M119 Modifications","A","Weapon System Cost","Add","U",,2009,"Total",,,,,,961,,,,,,0
,2011,"2033A",,,"Procurement of W&TCV, Army","ARMY","02","Weapons and Other Combat Vehicles","41 ","20",,"6456GZ2800","M16 Rifle Mods","A","Weapon System Cost","Add","U",,2009,"Total",,,,,,1178,,,,,,0
,2011,"2033A",,,"Procurement of W&TCV, Army","ARMY","02","Weapons and Other Combat Vehicles","42 ","20",,"7869GZ2801","M14 7.62 Rifle Mods","A","Weapon System Cost","Add","U",,2009,"Total",,,,,,1904,,,,,,0
,2011,"2033A",,,"Procurement of W&TCV, Army","ARMY","02","Weapons and Other Combat Vehicles","43 ","20",,"9280GC0925","Modifications Less Than $5.0m (WOCV-WTCV)","A","Weapon System Cost","Add","U",,2009,"Total",,,,,,3752,,,,,,0
,2011,"2033A",,,"Procurement of W&TCV, Army","ARMY","02","Weapons and Other Combat Vehicles","44 ","30",,"1862GL3200","Items Less Than $5.0m (WOCV-WTCV)","A","Weapon System Cost","Add","U",,2009,"Total",,,,,,12373,,,,,,0
,2011,"2033A",,,"Procurement of W&TCV, Army","ARMY","02","Weapons and Other Combat Vehicles","45 ","30",,"3270GC0050","Production Base Support (WOCV-WTCV)","A","Weapon System Cost","Add","U",,2009,"Total",,,,,,26874,,,,,,0
,2011,"2033A",,,"Procurement of W&TCV, Army","ARMY","02","Weapons and Other Combat Vehicles","46 ","30",,"3400GC0075","Industrial Preparedness","A","Weapon System Cost","Add","U",,2009,"Total",,,,,,394,,,,,,0
,2011,"2033A",,,"Procurement of W&TCV, Army","ARMY","02","Weapons and Other Combat Vehicles","47 ","30",,"4010GC0076","SMALL ARMS EQUIPMENT (SOLDIER ENH PROG)","A","Weapon System Cost","Add","U",,2009,"Total",,,,,,1246,,,,,,0
,2011,"2033A",,,"Procurement of W&TCV, Army","ARMY","02","Weapons and Other Combat Vehicles","48 ","30",,"9900GC9500","Closed Account Adjustments","A","Weapon System Cost","Add","U",,2009,"Total",,,,,,17,,,,,,0
,2011,"2034A",,,"Procurement of Ammunition, Army","ARMY","01","Ammunition","1  ","30",,"0132E00700","Ctg, 5.56mm, All Types","A","Weapon System Cost","Add","U",,2009,"Total",,,,,,163814,,,,,,0
,2011,"2034A",,,"Procurement of Ammunition, Army","ARMY","01","Ammunition","2  ","30",,"0612E02000","Ctg, 7.62mm, All Types","A","Weapon System Cost","Add","U",,2009,"Total",,,,,,70669,,,,,,0
,2011,"2034A",,,"Procurement of Ammunition, Army","ARMY","01","Ammunition","3  ","30",,"1450EA3000","Ctg, Handgun, All Types","A","Weapon System Cost","Add","U",,2009,"Total",,,,,,5191,,,,,,0
