"","SourceFiscalYear","AccountDSI","MilDeptDW","AccountTitle","Organization","BudgetActivity","BudgetActivityTitle","AGtitle","LineNumber","LineNumber","SAG","SAG.Title","IncludeInTOA","Classified","FiscalYear","OriginType","ActualTotal","EnactedTotal","EnactedType","PBtotal","PBtype","SpecialTotal","SpecialType"
"2625",2012,"0111","D","DoD Acquisition Workforce Development Fund","AT&L","01","ACQ WORKFORCE DEV FD","Acq Workforce Dev Fd","010","010","","Acq Workforce Dev Fd","Y","U",2011,"Total.Ann",NA,NA,NA,NA,NA,411874,NA
"2626",2012,"0111","D","DoD Acquisition Workforce Development Fund","AT&L","20","Undistributed","Undistributed","020","020","","Adj to Match Continuing Resolution","Y","U",2011,"Total.Ann",NA,NA,NA,NA,NA,0,NA
"2627",2012,"0105","D","Drug Interdiction & Ctr-Drug Activities, Def","DEPS","01","Operating Forces","Defensewide Activities","010","010","","Drug Interdiction And Counter-Drug Activities, Defense","Y","U",2011,"Total.Ann",NA,NA,NA,NA,NA,1590740,NA
"2628",2012,"0105","D","Drug Interdiction & Ctr-Drug Activities, Def","DEPS","20","Undistributed","Undistributed","020","020","","Adj to Match Continuing Resolution","Y","U",2011,"Total.Ann",NA,NA,NA,NA,NA,0,NA
"2629",2012,"0810","A","Environmental Restoration, Army","ARMY","01","Environmental Restoration, Army","Defense Environmental Restoration Fund","030","030","","Environmental Restoration, Army","Y","U",2011,"Total.Ann",NA,NA,NA,NA,NA,422832,NA
"2630",2012,"0810","A","Environmental Restoration, Army","ARMY","20","Environmental Restoration, Army","Undistributed","040","040","","Adj to Match Continuing Resolution","Y","U",2011,"Total.Ann",NA,NA,NA,NA,NA,0,NA
"2631",2012,"0810","N","Environmental Restoration, Navy","NAVY","02","Environmental Restoration, Navy","Administration","050","050","","Environmental Restoration, Navy","Y","U",2011,"Total.Ann",NA,NA,NA,NA,NA,285509,NA
"2632",2012,"0810","N","Environmental Restoration, Navy","NAVY","20","Environmental Restoration, Navy","Undistributed","060","060","","Adj to Match Continuing Resolution","Y","U",2011,"Total.Ann",NA,NA,NA,NA,NA,0,NA
"2633",2012,"0810","F","Environmental Restoration, Air Force","AF","03","Environmental Restoration, Air Force","Administration","070","070","","Environmental Restoration, Air Force","Y","U",2011,"Total.Ann",NA,NA,NA,NA,NA,493654,NA
"2634",2012,"0810","F","Environmental Restoration, Air Force","AF","20","Environmental Restoration, Air Force","Undistributed","080","080","","Adj to Match Continuing Resolution","Y","U",2011,"Total.Ann",NA,NA,NA,NA,NA,0,NA
"2635",2012,"0810","D","Environmental Restoration, Defense","UNDD","04","Environmental Restoration, Defense","Administration","090","090","","Environmental Restoration, Defense","Y","U",2011,"Total.Ann",NA,NA,NA,NA,NA,11086,NA
"2636",2012,"0810","D","Environmental Restoration, Defense","UNDD","20","Environmental Restoration, Defense","Undistributed","100","100","","Adj to Match Continuing Resolution","Y","U",2011,"Total.Ann",NA,NA,NA,NA,NA,0,NA
"2637",2012,"0811","D","Environmental Restoration Formerly Used Sites","UNDD","05","Environmental Restoration Used Sites","Administration","110","110","","Environmental Restoration Formerly Used Sites","Y","U",2011,"Total.Ann",NA,NA,NA,NA,NA,292332,NA
"2638",2012,"0811","D","Environmental Restoration Formerly Used Sites","UNDD","20","Undistributed","Undistributed","120","120","","Adj to Match Continuing Resolution","Y","U",2011,"Total.Ann",NA,NA,NA,NA,NA,0,NA
"2639",2012,"0118","D","Overseas Contingency Operations Transfer Fund","UNDD","01","Overseas Contingency Operations Transfer Fund","Administration","130","130","","Overseas Contingency Operations Transfer Fund","Y","U",2011,"Total.Ann",NA,NA,NA,NA,NA,5e+06,NA
"2640",2012,"0118","D","Overseas Contingency Operations Transfer Fund","UNDD","20","Undistributed","Undistributed","140","140","","Adj to Match Continuing Resolution","Y","U",2011,"Total.Ann",NA,NA,NA,NA,NA,0,NA
"2641",2012,"1236","N","Payment to Kaho'olawe Island Fund","NAVY","01","Payment to Kaho'olawe Island Fund","Logistics Operations And Technical Support","150","150","","Payment To Kaho'Olawe Island Fund","Y","U",2011,"Total.Ann",NA,NA,NA,NA,NA,0,NA
"2642",2012,"0838","D","Support Of International Sporting Comptns, Def","ARMY","01","Operations Support","Administration","160","160","","Support Of International Sporting Competitions, Defense","Y","U",2011,"Total.Ann",NA,NA,NA,NA,NA,0,NA
"2643",2012,"0833","D","Emergency Response Fund, Defense","UNDD","01","Increased Situational Awareness","Administration","170","170","","Emergency Response Fund, Defense","Y","U",2011,"Total.Ann",NA,NA,NA,NA,NA,0,NA
"2644",2012,"4965","D","Emergency Response Fund","UNDD","20","Undistributed","Administration","180","180","","Emergency Response Fund","Y","U",2011,"Total.Ann",NA,NA,NA,NA,NA,0,NA
"2645",2012,"5286","A","National Science Center, Army","ARMY","10","Concept Obligations","National Science Center, Army","190","190","","National Science Center, Army","N","U",2011,"Total.Ann",NA,NA,NA,NA,NA,25,NA
"2646",2012,"5188","D","Disposal of DoD Real Property","AF","10","Concept Obligations","Disposal Of Dod Real Property","","","","Disposal Of DoD Real Property","N","U",2011,"Total.Ann",NA,NA,NA,NA,NA,59187,NA
"2647",2012,"5188","D","Disposal of DoD Real Property","ARMY","10","Concept Obligations","Disposal Of Dod Real Property","200","200","","Disposal Of DoD Real Property","N","U",2011,"Total.Ann",NA,NA,NA,NA,NA,27359,NA
"2648",2012,"5188","D","Disposal of DoD Real Property","NAVY","10","Concept Obligations","Disposal Of Dod Real Property","","","","Disposal Of DoD Real Property","N","U",2011,"Total.Ann",NA,NA,NA,NA,NA,4771,NA
"2649",2012,"5188","D","Disposal of DoD Real Property","UNDD","10","Concept Obligations","Disposal Of Dod Real Property","","","","Disposal Of DoD Real Property","N","U",2011,"Total.Ann",NA,NA,NA,NA,NA,0,NA
"2650",2012,"5188","D","Disposal of DoD Real Property","UNDD","20","Undistributed","Undistributed","210","210","","Adj to Match Continuing Resolution","N","U",2011,"Total.Ann",NA,NA,NA,NA,NA,0,NA
"2651",2012,"5189","D","Lease of DoD Real Property","AF","10","Concept Obligations","Lease Of Dod Real Property","","","","Lease Of DoD Real Property","N","U",2011,"Total.Ann",NA,NA,NA,NA,NA,15986,NA
"2652",2012,"5189","D","Lease of DoD Real Property","ARMY","10","Concept Obligations","Lease Of Dod Real Property","220","220","","Lease Of DoD Real Property","N","U",2011,"Total.Ann",NA,NA,NA,NA,NA,63883,NA
"2653",2012,"5189","D","Lease of DoD Real Property","NAVY","10","Concept Obligations","Lease Of Dod Real Property","","","","Lease Of DoD Real Property","N","U",2011,"Total.Ann",NA,NA,NA,NA,NA,10131,NA
"2654",2012,"5189","D","Lease of DoD Real Property","UNDD","10","Concept Obligations","Lease Of Dod Real Property","","","","Lease Of DoD Real Property","N","U",2011,"Total.Ann",NA,NA,NA,NA,NA,0,NA
"2655",2012,"5189","D","Lease of DoD Real Property","UNDD","20","Undistributed","Undistributed","230","230","","Adj to Match Continuing Resolution","N","U",2011,"Total.Ann",NA,NA,NA,NA,NA,0,NA
"2656",2012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011,"Total.Ann",NA,NA,NA,NA,NA,NA,NA
"2657",2012,"* Reflects the FY 2011 President's Budget with an undistributed adjustment to match the Annualized Continuing Resolution funding level",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011,"Total.Ann",NA,NA,NA,NA,NA,NA,NA
"2658",2012,"by appropriation.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011,"Total.Ann",NA,NA,NA,NA,NA,NA,NA
"2659",2012,"** Adjusts each budget line included in the FY 2011 President's Budget request proportionally to match the Annualized Continuing Resolution funding",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011,"Total.Ann",NA,NA,NA,NA,NA,NA,NA
"2660",2012,"level for each appropriation.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011,"Total.Ann",NA,NA,NA,NA,NA,NA,NA
"2661",2012,"2020","A","Operation & Maintenance, Army","ARMY","01","Operating Forces","Land Forces","010","010","111","Maneuver Units","Y","U",2012,"Base",NA,NA,NA,NA,1399804,NA,NA
"2662",2012,"2020","A","Operation & Maintenance, Army","ARMY","01","Operating Forces","Land Forces","020","020","112","Modular Support Brigades","Y","U",2012,"Base",NA,NA,NA,NA,104629,NA,NA
"2663",2012,"2020","A","Operation & Maintenance, Army","ARMY","01","Operating Forces","Land Forces","030","030","113","Echelons Above Brigade","Y","U",2012,"Base",NA,NA,NA,NA,815920,NA,NA
"2664",2012,"2020","A","Operation & Maintenance, Army","ARMY","01","Operating Forces","Land Forces","040","040","114","Theater Level Assets","Y","U",2012,"Base",NA,NA,NA,NA,825587,NA,NA
"2665",2012,"2020","A","Operation & Maintenance, Army","ARMY","01","Operating Forces","Land Forces","050","050","115","Land Forces Operations Support","Y","U",2012,"Base",NA,NA,NA,NA,1245231,NA,NA
"2666",2012,"2020","A","Operation & Maintenance, Army","ARMY","01","Operating Forces","Land Forces","060","060","116","Aviation Assets","Y","U",2012,"Base",NA,NA,NA,NA,1199340,NA,NA
"2667",2012,"2020","A","Operation & Maintenance, Army","ARMY","01","Operating Forces","Land Forces Readiness","070","070","121","Force Readiness Operations Support","Y","U",2012,"Base",NA,NA,NA,NA,2939455,NA,NA
"2668",2012,"2020","A","Operation & Maintenance, Army","ARMY","01","Operating Forces","Land Forces Readiness","080","080","122","Land Forces Systems Readiness","Y","U",2012,"Base",NA,NA,NA,NA,451228,NA,NA
"2669",2012,"2020","A","Operation & Maintenance, Army","ARMY","01","Operating Forces","Land Forces Readiness","090","090","123","Land Forces Depot Maintenance","Y","U",2012,"Base",NA,NA,NA,NA,1179675,NA,NA
"2670",2012,"2020","A","Operation & Maintenance, Army","ARMY","01","Operating Forces","Land Forces Readiness Support","100","100","131","Base Operations Support","Y","U",2012,"Base",NA,NA,NA,NA,7637052,NA,NA
"2671",2012,"2020","A","Operation & Maintenance, Army","ARMY","01","Operating Forces","Land Forces Readiness Support","110","110","132","Facilities Sustainment, Restoration, & Modernization","Y","U",2012,"Base",NA,NA,NA,NA,2495667,NA,NA
"2672",2012,"2020","A","Operation & Maintenance, Army","ARMY","01","Operating Forces","Land Forces Readiness Support","120","120","133","Management And Operational Hq","Y","U",2012,"Base",NA,NA,NA,NA,397952,NA,NA
"2673",2012,"2020","A","Operation & Maintenance, Army","ARMY","01","Operating Forces","Land Forces Readiness Support","130","130","134","Combatant Commanders Core Operations","Y","U",2012,"Base",NA,NA,NA,NA,171179,NA,NA
"2674",2012,"2020","A","Operation & Maintenance, Army","ARMY","01","Operating Forces","Land Forces Readiness Support","140","140","135","Additional Activities","Y","U",2012,"Base",NA,NA,NA,NA,0,NA,NA
"2675",2012,"2020","A","Operation & Maintenance, Army","ARMY","01","Operating Forces","Land Forces Readiness Support","150","150","136","CommanderS Emergency Response Program","Y","U",2012,"Base",NA,NA,NA,NA,0,NA,NA
"2676",2012,"2020","A","Operation & Maintenance, Army","ARMY","01","Operating Forces","Land Forces Readiness Support","160","160","137","RESET","Y","U",2012,"Base",NA,NA,NA,NA,0,NA,NA
"2677",2012,"2020","A","Operation & Maintenance, Army","ARMY","01","Operating Forces","Land Forces Readiness Support","170","170","138","Combatant Commanders Ancillary Missions","Y","U",2012,"Base",NA,NA,NA,NA,459585,NA,NA
"2678",2012,"2020","A","Operation & Maintenance, Army","ARMY","02","Mobilization","Mobility Operations","180","180","211","Strategic Mobility","Y","U",2012,"Base",NA,NA,NA,NA,390394,NA,NA
"2679",2012,"2020","A","Operation & Maintenance, Army","ARMY","02","Mobilization","Mobility Operations","190","190","212","Army Prepositioning Stocks","Y","U",2012,"Base",NA,NA,NA,NA,169535,NA,NA
"2680",2012,"2020","A","Operation & Maintenance, Army","ARMY","02","Mobilization","Mobility Operations","200","200","213","Industrial Preparedness","Y","U",2012,"Base",NA,NA,NA,NA,6675,NA,NA
"2681",2012,"2020","A","Operation & Maintenance, Army","ARMY","03","Training and Recruiting","Accession Training","210","210","311","Officer Acquisition","Y","U",2012,"Base",NA,NA,NA,NA,113262,NA,NA
"2682",2012,"2020","A","Operation & Maintenance, Army","ARMY","03","Training and Recruiting","Accession Training","220","220","312","Recruit Training","Y","U",2012,"Base",NA,NA,NA,NA,71012,NA,NA
"2683",2012,"2020","A","Operation & Maintenance, Army","ARMY","03","Training and Recruiting","Accession Training","230","230","313","One Station Unit Training","Y","U",2012,"Base",NA,NA,NA,NA,49275,NA,NA
"2684",2012,"2020","A","Operation & Maintenance, Army","ARMY","03","Training and Recruiting","Accession Training","240","240","314","Senior Reserve Officers Training Corps","Y","U",2012,"Base",NA,NA,NA,NA,417071,NA,NA
"2685",2012,"2020","A","Operation & Maintenance, Army","ARMY","03","Training and Recruiting","Basic Skills And Advanced Training","250","250","321","Specialized Skill Training","Y","U",2012,"Base",NA,NA,NA,NA,1045948,NA,NA
"2686",2012,"2020","A","Operation & Maintenance, Army","ARMY","03","Training and Recruiting","Basic Skills And Advanced Training","260","260","322","Flight Training","Y","U",2012,"Base",NA,NA,NA,NA,1083808,NA,NA
"2687",2012,"2020","A","Operation & Maintenance, Army","ARMY","03","Training and Recruiting","Basic Skills And Advanced Training","270","270","323","Professional Development Education","Y","U",2012,"Base",NA,NA,NA,NA,191073,NA,NA
"2688",2012,"2020","A","Operation & Maintenance, Army","ARMY","03","Training and Recruiting","Basic Skills And Advanced Training","280","280","324","Training Support","Y","U",2012,"Base",NA,NA,NA,NA,607896,NA,NA
"2689",2012,"2020","A","Operation & Maintenance, Army","ARMY","03","Training and Recruiting","Recruiting And Other Training & Education","290","290","331","Recruiting And Advertising","Y","U",2012,"Base",NA,NA,NA,NA,523501,NA,NA
"2690",2012,"2020","A","Operation & Maintenance, Army","ARMY","03","Training and Recruiting","Recruiting And Other Training & Education","300","300","332","Examining","Y","U",2012,"Base",NA,NA,NA,NA,139159,NA,NA
"2691",2012,"2020","A","Operation & Maintenance, Army","ARMY","03","Training and Recruiting","Recruiting And Other Training & Education","310","310","333","Off-Duty And Voluntary Education","Y","U",2012,"Base",NA,NA,NA,NA,238978,NA,NA
"2692",2012,"2020","A","Operation & Maintenance, Army","ARMY","03","Training and Recruiting","Recruiting And Other Training & Education","320","320","334","Civilian Education And Training","Y","U",2012,"Base",NA,NA,NA,NA,221156,NA,NA
"2693",2012,"2020","A","Operation & Maintenance, Army","ARMY","03","Training and Recruiting","Recruiting And Other Training & Education","330","330","335","Junior ROTC","Y","U",2012,"Base",NA,NA,NA,NA,170889,NA,NA
"2694",2012,"2020","A","Operation & Maintenance, Army","ARMY","04","Admin & Srvwide Activities","Security Programs","340","340","411","Security Programs","Y","U",2012,"Base",NA,NA,NA,NA,995161,NA,NA
"2695",2012,"2020","A","Operation & Maintenance, Army","ARMY","04","Admin & Srvwide Activities","Logistics Operations","350","350","421","Servicewide Transportation","Y","U",2012,"Base",NA,NA,NA,NA,524334,NA,NA
"2696",2012,"2020","A","Operation & Maintenance, Army","ARMY","04","Admin & Srvwide Activities","Logistics Operations","360","360","422","Central Supply Activities","Y","U",2012,"Base",NA,NA,NA,NA,705668,NA,NA
"2697",2012,"2020","A","Operation & Maintenance, Army","ARMY","04","Admin & Srvwide Activities","Logistics Operations","370","370","423","Logistic Support Activities","Y","U",2012,"Base",NA,NA,NA,NA,484075,NA,NA
"2698",2012,"2020","A","Operation & Maintenance, Army","ARMY","04","Admin & Srvwide Activities","Logistics Operations","380","380","424","Ammunition Management","Y","U",2012,"Base",NA,NA,NA,NA,457741,NA,NA
"2699",2012,"2020","A","Operation & Maintenance, Army","ARMY","04","Admin & Srvwide Activities","Servicewide Support","390","390","431","Administration","Y","U",2012,"Base",NA,NA,NA,NA,775313,NA,NA
"2700",2012,"2020","A","Operation & Maintenance, Army","ARMY","04","Admin & Srvwide Activities","Servicewide Support","400","400","432","Servicewide Communications","Y","U",2012,"Base",NA,NA,NA,NA,1534706,NA,NA
"2701",2012,"2020","A","Operation & Maintenance, Army","ARMY","04","Admin & Srvwide Activities","Servicewide Support","410","410","433","Manpower Management","Y","U",2012,"Base",NA,NA,NA,NA,316924,NA,NA
"2702",2012,"2020","A","Operation & Maintenance, Army","ARMY","04","Admin & Srvwide Activities","Servicewide Support","420","420","434","Other Personnel Support","Y","U",2012,"Base",NA,NA,NA,NA,214356,NA,NA
"2703",2012,"2020","A","Operation & Maintenance, Army","ARMY","04","Admin & Srvwide Activities","Servicewide Support","430","430","435","Other Service Support","Y","U",2012,"Base",NA,NA,NA,NA,1093877,NA,NA
"2704",2012,"2020","A","Operation & Maintenance, Army","ARMY","04","Admin & Srvwide Activities","Servicewide Support","440","440","436","Army Claims Activities","Y","U",2012,"Base",NA,NA,NA,NA,216621,NA,NA
"2705",2012,"2020","A","Operation & Maintenance, Army","ARMY","04","Admin & Srvwide Activities","Servicewide Support","450","450","437","Real Estate Management","Y","U",2012,"Base",NA,NA,NA,NA,180717,NA,NA
"2706",2012,"2020","A","Operation & Maintenance, Army","ARMY","04","Admin & Srvwide Activities","Support Of Other Nations","460","460","441","Support Of NATO Operations","Y","U",2012,"Base",NA,NA,NA,NA,449901,NA,NA
"2707",2012,"2020","A","Operation & Maintenance, Army","ARMY","04","Admin & Srvwide Activities","Support Of Other Nations","470","470","442","Misc. Support Of Other Nations","Y","U",2012,"Base",NA,NA,NA,NA,23886,NA,NA
"2708",2012,"2020","A","Operation & Maintenance, Army","ARMY","20","Undistributed","Undistributed","480","480","CR11","Adj to Match Continuing Resolution","Y","U",2012,"Base",NA,NA,NA,NA,0,NA,NA
"2709",2012,"2080","A","Operation & Maintenance, Army Res","ARMY","01","Operating Forces","Land Forces","010","010","111","Maneuver Units","Y","U",2012,"Base",NA,NA,NA,NA,1091,NA,NA
"2710",2012,"2080","A","Operation & Maintenance, Army Res","ARMY","01","Operating Forces","Land Forces","020","020","112","Modular Support Brigades","Y","U",2012,"Base",NA,NA,NA,NA,18129,NA,NA
"2711",2012,"2080","A","Operation & Maintenance, Army Res","ARMY","01","Operating Forces","Land Forces","030","030","113","Echelons Above Brigade","Y","U",2012,"Base",NA,NA,NA,NA,492705,NA,NA
"2712",2012,"2080","A","Operation & Maintenance, Army Res","ARMY","01","Operating Forces","Land Forces","040","040","114","Theater Level Assets","Y","U",2012,"Base",NA,NA,NA,NA,137304,NA,NA
"2713",2012,"2080","A","Operation & Maintenance, Army Res","ARMY","01","Operating Forces","Land Forces","050","050","115","Land Forces Operations Support","Y","U",2012,"Base",NA,NA,NA,NA,597786,NA,NA
"2714",2012,"2080","A","Operation & Maintenance, Army Res","ARMY","01","Operating Forces","Land Forces","060","060","116","Aviation Assets","Y","U",2012,"Base",NA,NA,NA,NA,67366,NA,NA
"2715",2012,"2080","A","Operation & Maintenance, Army Res","ARMY","01","Operating Forces","Land Forces Readiness","070","070","121","Force Readiness Operations Support","Y","U",2012,"Base",NA,NA,NA,NA,474966,NA,NA
"2716",2012,"2080","A","Operation & Maintenance, Army Res","ARMY","01","Operating Forces","Land Forces Readiness","080","080","122","Land Forces Systems Readiness","Y","U",2012,"Base",NA,NA,NA,NA,69841,NA,NA
"2717",2012,"2080","A","Operation & Maintenance, Army Res","ARMY","01","Operating Forces","Land Forces Readiness","090","090","123","Land Forces Depot Maintenance","Y","U",2012,"Base",NA,NA,NA,NA,247010,NA,NA
"2718",2012,"2080","A","Operation & Maintenance, Army Res","ARMY","01","Operating Forces","Land Forces Readiness Support","100","100","131","Base Operations Support","Y","U",2012,"Base",NA,NA,NA,NA,590078,NA,NA
"2719",2012,"2080","A","Operation & Maintenance, Army Res","ARMY","01","Operating Forces","Land Forces Readiness Support","110","110","132","Facilities Sustainment, Restoration, & Modernization","Y","U",2012,"Base",NA,NA,NA,NA,255618,NA,NA
"2720",2012,"2080","A","Operation & Maintenance, Army Res","ARMY","01","Operating Forces","Land Forces Readiness Support","120","120","135","Additional Activities","Y","U",2012,"Base",NA,NA,NA,NA,0,NA,NA
"2721",2012,"2080","A","Operation & Maintenance, Army Res","ARMY","04","Admin & Srvwd Activities","Logistics Operations","130","130","421","Servicewide Transportation","Y","U",2012,"Base",NA,NA,NA,NA,14447,NA,NA
"2722",2012,"2080","A","Operation & Maintenance, Army Res","ARMY","04","Admin & Srvwd Activities","Servicewide Support","140","140","431","Administration","Y","U",2012,"Base",NA,NA,NA,NA,76393,NA,NA
"2723",2012,"2080","A","Operation & Maintenance, Army Res","ARMY","04","Admin & Srvwd Activities","Servicewide Support","150","150","432","Servicewide Communications","Y","U",2012,"Base",NA,NA,NA,NA,3844,NA,NA
"2724",2012,"2080","A","Operation & Maintenance, Army Res","ARMY","04","Admin & Srvwd Activities","Servicewide Support","160","160","433","Manpower Management","Y","U",2012,"Base",NA,NA,NA,NA,9033,NA,NA
"2725",2012,"2080","A","Operation & Maintenance, Army Res","ARMY","04","Admin & Srvwd Activities","Servicewide Support","170","170","434","Recruiting And Advertising","Y","U",2012,"Base",NA,NA,NA,NA,53565,NA,NA
"2726",2012,"2080","A","Operation & Maintenance, Army Res","ARMY","20","Undistributed","Undistributed","180","180","CR11","Adj to Match Continuing Resolution","Y","U",2012,"Base",NA,NA,NA,NA,0,NA,NA
"2727",2012,"2065","A","Operation & Maintenance, ARNG","ARMY","01","Operating Forces","Land Forces","010","010","111","Maneuver Units","Y","U",2012,"Base",NA,NA,NA,NA,634181,NA,NA
"2728",2012,"2065","A","Operation & Maintenance, ARNG","ARMY","01","Operating Forces","Land Forces","020","020","112","Modular Support Brigades","Y","U",2012,"Base",NA,NA,NA,NA,189899,NA,NA
"2729",2012,"2065","A","Operation & Maintenance, ARNG","ARMY","01","Operating Forces","Land Forces","030","030","113","Echelons Above Brigade","Y","U",2012,"Base",NA,NA,NA,NA,751899,NA,NA
"2730",2012,"2065","A","Operation & Maintenance, ARNG","ARMY","01","Operating Forces","Land Forces","040","040","114","Theater Level Assets","Y","U",2012,"Base",NA,NA,NA,NA,112971,NA,NA
"2731",2012,"2065","A","Operation & Maintenance, ARNG","ARMY","01","Operating Forces","Land Forces","050","050","115","Land Forces Operations Support","Y","U",2012,"Base",NA,NA,NA,NA,33972,NA,NA
"2732",2012,"2065","A","Operation & Maintenance, ARNG","ARMY","01","Operating Forces","Land Forces","060","060","116","Aviation Assets","Y","U",2012,"Base",NA,NA,NA,NA,854048,NA,NA
"2733",2012,"2065","A","Operation & Maintenance, ARNG","ARMY","01","Operating Forces","Land Forces Readiness","070","070","121","Force Readiness Operations Support","Y","U",2012,"Base",NA,NA,NA,NA,706299,NA,NA
"2734",2012,"2065","A","Operation & Maintenance, ARNG","ARMY","01","Operating Forces","Land Forces Readiness","080","080","122","Land Forces Systems Readiness","Y","U",2012,"Base",NA,NA,NA,NA,50453,NA,NA
"2735",2012,"2065","A","Operation & Maintenance, ARNG","ARMY","01","Operating Forces","Land Forces Readiness","090","090","123","Land Forces Depot Maintenance","Y","U",2012,"Base",NA,NA,NA,NA,646608,NA,NA
"2736",2012,"2065","A","Operation & Maintenance, ARNG","ARMY","01","Operating Forces","Land Forces Readiness Support","100","100","131","Base Operations Support","Y","U",2012,"Base",NA,NA,NA,NA,1028126,NA,NA
"2737",2012,"2065","A","Operation & Maintenance, ARNG","ARMY","01","Operating Forces","Land Forces Readiness Support","110","110","132","Facilities Sustainment, Restoration, & Modernization","Y","U",2012,"Base",NA,NA,NA,NA,618513,NA,NA
"2738",2012,"2065","A","Operation & Maintenance, ARNG","ARMY","01","Operating Forces","Land Forces Readiness Support","120","120","133","Management And Operational Hq","Y","U",2012,"Base",NA,NA,NA,NA,792575,NA,NA
"2739",2012,"2065","A","Operation & Maintenance, ARNG","ARMY","01","Operating Forces","Land Forces Readiness Support","130","130","135","Additional Activities","Y","U",2012,"Base",NA,NA,NA,NA,0,NA,NA
"2740",2012,"2065","A","Operation & Maintenance, ARNG","ARMY","04","Admin & Srvwd Activities","Logistics Operations","140","140","421","Servicewide Transportation","Y","U",2012,"Base",NA,NA,NA,NA,11703,NA,NA
"2741",2012,"2065","A","Operation & Maintenance, ARNG","ARMY","04","Admin & Srvwd Activities","Servicewide Support","150","150","431","Administration","Y","U",2012,"Base",NA,NA,NA,NA,178655,NA,NA
"2742",2012,"2065","A","Operation & Maintenance, ARNG","ARMY","04","Admin & Srvwd Activities","Servicewide Support","160","160","432","Servicewide Communications","Y","U",2012,"Base",NA,NA,NA,NA,42073,NA,NA
"2743",2012,"2065","A","Operation & Maintenance, ARNG","ARMY","04","Admin & Srvwd Activities","Servicewide Support","170","170","433","Manpower Management","Y","U",2012,"Base",NA,NA,NA,NA,6789,NA,NA
"2744",2012,"2065","A","Operation & Maintenance, ARNG","ARMY","04","Admin & Srvwd Activities","Servicewide Support","180","180","434","Recruiting And Advertising","Y","U",2012,"Base",NA,NA,NA,NA,382668,NA,NA
"2745",2012,"2065","A","Operation & Maintenance, ARNG","ARMY","20","Undistributed","Undistributed","190","190","CR11","Adj to Match Continuing Resolution","Y","U",2012,"Base",NA,NA,NA,NA,0,NA,NA
"2746",2012,"2091","A","Afghanistan Security Forces Fund","ARMY","01","Ministry of Defense","Defense Forces","010","010","ES01","Infrastructure","Y","U",2012,"Base",NA,NA,NA,NA,0,NA,NA
"2747",2012,"2091","A","Afghanistan Security Forces Fund","ARMY","01","Ministry of Defense","Defense Forces","020","020","ES02","Equipment And Transportation","Y","U",2012,"Base",NA,NA,NA,NA,0,NA,NA
"2748",2012,"2091","A","Afghanistan Security Forces Fund","ARMY","01","Ministry of Defense","Defense Forces","030","030","ES03","Training And Operations","Y","U",2012,"Base",NA,NA,NA,NA,0,NA,NA
"2749",2012,"2091","A","Afghanistan Security Forces Fund","ARMY","01","Ministry of Defense","Defense Forces","040","040","ES04","Sustainment","Y","U",2012,"Base",NA,NA,NA,NA,0,NA,NA
"2750",2012,"2091","A","Afghanistan Security Forces Fund","ARMY","02","Ministry of Interior","Interior Forces","060","060","ES05","Infrastructure","Y","U",2012,"Base",NA,NA,NA,NA,0,NA,NA
"2751",2012,"2091","A","Afghanistan Security Forces Fund","ARMY","02","Ministry of Interior","Interior Forces","070","070","ES06","Equipment And Transportation","Y","U",2012,"Base",NA,NA,NA,NA,0,NA,NA
"2752",2012,"2091","A","Afghanistan Security Forces Fund","ARMY","02","Ministry of Interior","Interior Forces","080","080","ES07","Training And Operations","Y","U",2012,"Base",NA,NA,NA,NA,0,NA,NA
"2753",2012,"2091","A","Afghanistan Security Forces Fund","ARMY","02","Ministry of Interior","Interior Forces","090","090","ES08","Sustainment","Y","U",2012,"Base",NA,NA,NA,NA,0,NA,NA
"2754",2012,"2091","A","Afghanistan Security Forces Fund","ARMY","03","Associated Activities","Related Activities","110","110","ES10","Sustainment","Y","U",2012,"Base",NA,NA,NA,NA,0,NA,NA
"2755",2012,"2091","A","Afghanistan Security Forces Fund","ARMY","03","Associated Activities","Related Activities","120","120","ES11","Training And Operations","Y","U",2012,"Base",NA,NA,NA,NA,0,NA,NA
"2756",2012,"2091","A","Afghanistan Security Forces Fund","ARMY","03","Associated Activities","Related Activities","130","130","ES12","Infrastructure","Y","U",2012,"Base",NA,NA,NA,NA,0,NA,NA
"2757",2012,"2091","A","Afghanistan Security Forces Fund","ARMY","03","Associated Activities","Related Activities","140","140","ES14","Coin Activities","Y","U",2012,"Base",NA,NA,NA,NA,0,NA,NA
"2758",2012,"2091","A","Afghanistan Security Forces Fund","ARMY","03","Associated Activities","Related Activities","150","150","ES16","Equipment And Transportation","Y","U",2012,"Base",NA,NA,NA,NA,0,NA,NA
"2759",2012,"2091","A","Afghanistan Security Forces Fund","ARMY","05","Contributions","Related Activities","170","170","500","Contributions","Y","U",2012,"Base",NA,NA,NA,NA,0,NA,NA
