"","SourceFiscalYear","AccountDSI","AccountTitle","MilDeptDW","Organization","BudgetActivity","BudgetActivityTitle","AGtitle","LineNumber","EnactedTotal","EnactedType","PBtotal","PBtype","SAG","SAG.Title","FiscalYear","BudgetSubActivityTitle","BudgetLineItem","ActualTotal"
"13152",2016,"0100D","Operation and Maintenance, Defense-Wide","","MDA",4,"Administration and Servicewide Activities","Defensewide Activities",270,NA,NA,NA,432068,"011A","Missile Defense Agency",2016,"","",NA
"13153",2016,"0100D","Operation and Maintenance, Defense-Wide","","OEA",4,"Administration and Servicewide Activities","Defensewide Activities",290,NA,NA,NA,110612,"4GTM","Office of Economic Adjustment",2016,"","",NA
"13154",2016,"0100D","Operation and Maintenance, Defense-Wide","","OSD",4,"Administration and Servicewide Activities","Defensewide Activities",300,NA,NA,NA,1388285,"4GTN","Office of the Secretary of Defense",2016,"","",NA
"13155",2016,"0100D","Operation and Maintenance, Defense-Wide","","SOCOM",4,"Administration and Servicewide Activities","Defensewide Activities",310,NA,NA,NA,83263,"4GT1","Special Operations Command/Admin & Svc-wide Activities",2016,"","",NA
"13156",2016,"0100D","Operation and Maintenance, Defense-Wide","","WHS",4,"Administration and Servicewide Activities","Defensewide Activities",320,NA,NA,NA,621688,"4GTQ","Washington Headquarters Services",2016,"","",NA
"13157",2016,"0100D","Operation and Maintenance, Defense-Wide","","",4,"Administration and Servicewide Activities","",NA,NA,NA,NA,14379428,"9999","Classified Programs",2016,"","",NA
"13158",2016,"0107D","Office of the Inspector General","","IG",1,"Operation And Maintenance","Defensewide Activities",10,NA,NA,NA,310459,"4GTV","Office of the Inspector General",2016,"","",NA
"13159",2016,"0107D","Office of the Inspector General","","IG",2,"RDT&E","Defensewide Activities",20,NA,NA,NA,4700,"4GTV","Office of the Inspector General",2016,"","",NA
"13160",2016,"0107D","Office of the Inspector General","","IG",3,"Procurement","Defensewide Activities",30,NA,NA,NA,1000,"4GTV","Office of the Inspector General",2016,"","",NA
"13161",2016,"0104D","US Court of Appeals for Armed Forces, Def","","CAAF",4,"Administration And Associated Activities","Defensewide Activities",10,NA,NA,NA,14078,"4GTT","Us Court of Appeals for the Armed Forces, Defense",2016,"","",NA
"13162",2016,"0130D","Defense Health Program","","DHA",1,"Operation & Maintenance","Defense Health Program",10,NA,NA,NA,9082298,"1","In-House Care",2016,"","",NA
"13163",2016,"0130D","Defense Health Program","","DHA",1,"Operation & Maintenance","Defense Health Program",20,NA,NA,NA,14892683,"2","Private Sector Care",2016,"","",NA
"13164",2016,"0130D","Defense Health Program","","DHA",1,"Operation & Maintenance","Defense Health Program",30,NA,NA,NA,2415658,"3","Consolidated Health Support",2016,"","",NA
"13165",2016,"0130D","Defense Health Program","","DHA",1,"Operation & Maintenance","Defense Health Program",40,NA,NA,NA,1677827,"4","Information Management",2016,"","",NA
"13166",2016,"0130D","Defense Health Program","","DHA",1,"Operation & Maintenance","Defense Health Program",50,NA,NA,NA,327967,"5","Management Activities",2016,"","",NA
"13167",2016,"0130D","Defense Health Program","","DHA",1,"Operation & Maintenance","Defense Health Program",60,NA,NA,NA,750614,"6","Education and Training",2016,"","",NA
"13168",2016,"0130D","Defense Health Program","","DHA",1,"Operation & Maintenance","Defense Health Program",70,NA,NA,NA,1742893,"7","Base Operations/Communications",2016,"","",NA
"13169",2016,"0130D","Defense Health Program","","DHA",2,"RDT&E","Defensewide Activities",90,NA,NA,NA,10996,"601","R&D Research",2016,"","",NA
"13170",2016,"0130D","Defense Health Program","","DHA",2,"RDT&E","Defensewide Activities",100,NA,NA,NA,59473,"602","R&D Exploratry Development",2016,"","",NA
"13171",2016,"0130D","Defense Health Program","","DHA",2,"RDT&E","Defensewide Activities",110,NA,NA,NA,231356,"603","R&D Advanced Development",2016,"","",NA
"13172",2016,"0130D","Defense Health Program","","DHA",2,"RDT&E","Defensewide Activities",120,NA,NA,NA,103443,"604","R&D Demonstration/Validation",2016,"","",NA
"13173",2016,"0130D","Defense Health Program","","DHA",2,"RDT&E","Defensewide Activities",130,NA,NA,NA,515910,"605","R&D Engineering Development",2016,"","",NA
"13174",2016,"0130D","Defense Health Program","","DHA",2,"RDT&E","Defensewide Activities",140,NA,NA,NA,41567,"606","R&D Management and Support",2016,"","",NA
"13175",2016,"0130D","Defense Health Program","","DHA",2,"RDT&E","Defensewide Activities",150,NA,NA,NA,17356,"607","R&D Capabilities Enhancement",2016,"","",NA
"13176",2016,"0130D","Defense Health Program","","DHA",3,"Procurement","Defensewide Activities",160,NA,NA,NA,33392,"7720","PROC Initial Outfitting",2016,"","",NA
"13177",2016,"0130D","Defense Health Program","","DHA",3,"Procurement","Defensewide Activities",170,NA,NA,NA,330504,"7721","PROC Replacement & Modernization",2016,"","",NA
"13178",2016,"0130D","Defense Health Program","","DHA",3,"Procurement","Defensewide Activities",180,NA,NA,NA,1494,"7744","PROC Theater Medical Information Program",2016,"","",NA
"13179",2016,"0130D","Defense Health Program","","DHA",3,"Procurement","Defensewide Activities",190,NA,NA,NA,7897,"7784","PROC IEHR",2016,"","",NA
"13180",2016,"0819D","Overseas Humanitarian, Disaster, and Civic Aid","","DSCA",1,"Humanitarian Assistance","Defensewide Activities",10,NA,NA,NA,100266,"4GTD","Overseas Humanitarian, Disaster and Civic Aid",2016,"","",NA
"13181",2016,"0134D","Cooperative Threat Reduction Account","","DTRA",1,"FSU Threat Reduction","Defensewide Activities",10,NA,NA,NA,358496,"1PL3","Former Soviet Union (FSU) Threat Reduction",2016,"","",NA
"13182",2016,"5751D","Contributions to the Cooperative Threat Red Pgm","","DTRA",1,"FSU Threat Reduction","Defensewide Activities",10,NA,NA,NA,0,"1PL3","Contributions to the CTR Program",2016,"","",NA
"13183",2016,"0111D","DoD Acquisition Workforce Development Fund","","DAU",1,"Acquisition Workforce Development","Acq Workforce Dev Fd",10,NA,NA,NA,84140,"12","Acq Workforce Dev Fd",2016,"","",NA
"13184",2016,"0105D","Drug Interdiction & Ctr-Drug Activities, Def","","DEPS",1,"Drug Interdiction And Counter Drug Activities","Defensewide Activities",10,NA,NA,NA,739009,"2FU1","Drug Interdiction and Counter-Drug Activities, Defense",2016,"","",NA
"13185",2016,"0105D","Drug Interdiction & Ctr-Drug Activities, Def","","DEPSDDR",2,"Drug Demand Reduction Program","Drug Intrdct & Cntr-Drg Act, Def",20,NA,NA,NA,111589,"ES01","Drug Demand Reduction Program",2016,"","",NA
"13186",2016,"0105D","Drug Interdiction & Ctr-Drug Activities, Def","","DEPS",3,"National Guard Counter-Drug Program","Drug Intrdct & Cntr-Drg Act, Def",30,NA,NA,NA,0,"ES01","National Guard Counter-Drug Program",2016,"","",NA
"13187",2016,"0810A","Environmental Restoration, Army","","ARMY",1,"Department Of The Army","Defense Environmental Restoration Fund",40,NA,NA,NA,234829,"493","Environmental Restoration, Army",2016,"","",NA
"13188",2016,"0810N","Environmental Restoration, Navy","","NAVY",2,"Department Of The Navy","Closed Account Adjustments",50,NA,NA,NA,292453,"044G","Environmental Restoration, Navy",2016,"","",NA
"13189",2016,"0810F","Environmental Restoration, Air Force","","AF",3,"Department Of The Air Force","Closed Account Adjustments",60,NA,NA,NA,368131,"042G","Environmental Restoration, Air Force",2016,"","",NA
"13190",2016,"0810D","Environmental Restoration, Defense","","DEFW",4,"Defense-Wide","Closed Account Adjustments",70,NA,NA,NA,8232,"045G","Environmental Restoration, Defense",2016,"","",NA
"13191",2016,"0811D","Environmental Restoration Formerly Used Sites","","DEFW",5,"Defense-Wide","Closed Account Adjustments",80,NA,NA,NA,203717,"047G","Environmental Restoration Formerly Used Sites",2016,"","",NA
"13192",2016,"0145D","Counterterrorism Partnerships Fund","","DEFW",1,"Counterterrorism Partnerships Fund","Counterterrorism Partnerships Fund",90,NA,NA,NA,0,"10","Counterterrorism Partnerships Fund",2016,"","",NA
"13193",2016,"0114D","European Reassurance Initiative","","DEFW",1,"European Reassurance Initiative","European Reassurantce Initiative",100,NA,NA,NA,0,"10","European Reassurance Initiative",2016,"","",NA
"13194",2016,"1236N","Payment to Kaho'olawe Island Fund","","NAVY",1,"Payment to Kaho'olawe Island Fund","Logistics Operations and Technical Support",110,NA,NA,NA,0,"0","Payment To Kaho'Olawe Island Fund",2016,"","",NA
"13195",2016,"0838D","Support for International Sporting Competitions , Defense","","DEFW",1,"Operations Support","Closed Account Adjustments",120,NA,NA,NA,0,"54","Support of International Sporting Competitions, Defense",2016,"","",NA
"13196",2016,"5188D","Disposal of DoD Real Property","","AF",10,"Concept Obligations","Disposal of DoD Real Property",130,NA,NA,NA,3420,"110","Disposal of DoD Real Property",2016,"","",NA
"13197",2016,"5188D","Disposal of DoD Real Property","","ARMY",10,"Concept Obligations","Disposal of DoD Real Property",140,NA,NA,NA,1260,"110","Disposal of DoD Real Property",2016,"","",NA
"13198",2016,"5188D","Disposal of DoD Real Property","","NAVY",10,"Concept Obligations","Disposal of DoD Real Property",150,NA,NA,NA,13320,"110","Disposal of DoD Real Property",2016,"","",NA
"13199",2016,"5189D","Lease of DoD Real Property","","AF",10,"Concept Obligations","Lease of DoD Real Property",160,NA,NA,NA,14400,"110","Lease of DoD Real Property",2016,"","",NA
"13200",2016,"5189D","Lease of DoD Real Property","","ARMY",10,"Concept Obligations","Lease of DoD Real Property",170,NA,NA,NA,11200,"110","Lease of DoD Real Property",2016,"","",NA
"13201",2016,"5189D","Lease of DoD Real Property","","NAVY",10,"Concept Obligations","Lease of DoD Real Property",180,NA,NA,NA,14400,"110","Lease of DoD Real Property",2016,"","",NA
"13202",2016,"","","","",NA,"","",NA,NA,NA,NA,NA,"","",2016,"","",NA
"13203",2016,"* Defense Health Program - $135.4M for transfer to the Veteran’s Administration included in this total.","","","",NA,"","",NA,NA,NA,NA,NA,"","",2016,"","",NA
"13204",2016,"2020A","Operation & Maintenance, Army","","ARMY",1,"Operating Forces","Land Forces",10,NA,NA,NA,257900,"111","Maneuver Units",2016,"","",NA
"13205",2016,"2020A","Operation & Maintenance, Army","","ARMY",1,"Operating Forces","Land Forces",20,NA,NA,NA,0,"112","Modular Support Brigades",2016,"","",NA
"13206",2016,"2020A","Operation & Maintenance, Army","","ARMY",1,"Operating Forces","Land Forces",30,NA,NA,NA,0,"113","Echelons Above Brigade",2016,"","",NA
"13207",2016,"2020A","Operation & Maintenance, Army","","ARMY",1,"Operating Forces","Land Forces",40,NA,NA,NA,1110836,"114","Theater Level Assets",2016,"","",NA
"13208",2016,"2020A","Operation & Maintenance, Army","","ARMY",1,"Operating Forces","Land Forces",50,NA,NA,NA,261943,"115","Land Forces Operations Support",2016,"","",NA
"13209",2016,"2020A","Operation & Maintenance, Army","","ARMY",1,"Operating Forces","Land Forces",60,NA,NA,NA,22160,"116","Aviation Assets",2016,"","",NA
"13210",2016,"2020A","Operation & Maintenance, Army","","ARMY",1,"Operating Forces","Land Forces Readiness",70,NA,NA,NA,1119201,"121","Force Readiness Operations Support",2016,"","",NA
"13211",2016,"2020A","Operation & Maintenance, Army","","ARMY",1,"Operating Forces","Land Forces Readiness",80,NA,NA,NA,117881,"122","Land Forces Systems Readiness",2016,"","",NA
"13212",2016,"2020A","Operation & Maintenance, Army","","ARMY",1,"Operating Forces","Land Forces Readiness",90,NA,NA,NA,0,"123","Land Forces Depot Maintenance",2016,"","",NA
"13213",2016,"2020A","Operation & Maintenance, Army","","ARMY",1,"Operating Forces","Land Forces Readiness Support",100,NA,NA,NA,50000,"131","Base Operations Support",2016,"","",NA
"13214",2016,"2020A","Operation & Maintenance, Army","","ARMY",1,"Operating Forces","Land Forces Readiness Support",110,NA,NA,NA,0,"132","Facilities Sustainment, Restoration & Modernization",2016,"","",NA
"13215",2016,"2020A","Operation & Maintenance, Army","","ARMY",1,"Operating Forces","Land Forces Readiness Support",120,NA,NA,NA,0,"133","Management and Operational Headquarters",2016,"","",NA
"13216",2016,"2020A","Operation & Maintenance, Army","","ARMY",1,"Operating Forces","Land Forces Readiness Support",130,NA,NA,NA,0,"134","Combatant Commanders Core Operations",2016,"","",NA
"13217",2016,"2020A","Operation & Maintenance, Army","","ARMY",1,"Operating Forces","Land Forces Readiness Support",140,NA,NA,NA,4500666,"135","Additional Activities",2016,"","",NA
"13218",2016,"2020A","Operation & Maintenance, Army","","ARMY",1,"Operating Forces","Land Forces Readiness Support",150,NA,NA,NA,10000,"136","Commanders Emergency Response Program",2016,"","",NA
"13219",2016,"2020A","Operation & Maintenance, Army","","ARMY",1,"Operating Forces","Land Forces Readiness Support",160,NA,NA,NA,1834777,"137","RESET",2016,"","",NA
"13220",2016,"2020A","Operation & Maintenance, Army","","ARMY",1,"Operating Forces","Land Forces Readiness Support",170,NA,NA,NA,0,"138","Combatant Commands Direct Mission Support",2016,"","",NA
"13221",2016,"2020A","Operation & Maintenance, Army","","ARMY",2,"Mobilization","Mobility Operations",180,NA,NA,NA,0,"211","Strategic Mobility",2016,"","",NA
"13222",2016,"2020A","Operation & Maintenance, Army","","ARMY",2,"Mobilization","Mobility Operations",190,NA,NA,NA,40000,"212","Army Prepositioned Stocks",2016,"","",NA
"13223",2016,"2020A","Operation & Maintenance, Army","","ARMY",2,"Mobilization","Mobility Operations",200,NA,NA,NA,0,"213","Industrial Preparedness",2016,"","",NA
"13224",2016,"2020A","Operation & Maintenance, Army","","ARMY",3,"Training and Recruiting","Accession Training",210,NA,NA,NA,0,"311","Officer Acquisition",2016,"","",NA
"13225",2016,"2020A","Operation & Maintenance, Army","","ARMY",3,"Training and Recruiting","Accession Training",220,NA,NA,NA,0,"312","Recruit Training",2016,"","",NA
"13226",2016,"2020A","Operation & Maintenance, Army","","ARMY",3,"Training and Recruiting","Accession Training",230,NA,NA,NA,0,"313","One Station Unit Training",2016,"","",NA
"13227",2016,"2020A","Operation & Maintenance, Army","","ARMY",3,"Training and Recruiting","Accession Training",240,NA,NA,NA,0,"314","Senior Reserve Officers Training Corps",2016,"","",NA
"13228",2016,"2020A","Operation & Maintenance, Army","","ARMY",3,"Training and Recruiting","Basic Skill and Advanced Training",250,NA,NA,NA,0,"321","Specialized Skill Training",2016,"","",NA
"13229",2016,"2020A","Operation & Maintenance, Army","","ARMY",3,"Training and Recruiting","Basic Skill and Advanced Training",260,NA,NA,NA,0,"322","Flight Training",2016,"","",NA
"13230",2016,"2020A","Operation & Maintenance, Army","","ARMY",3,"Training and Recruiting","Basic Skill and Advanced Training",270,NA,NA,NA,0,"323","Professional Development Education",2016,"","",NA
"13231",2016,"2020A","Operation & Maintenance, Army","","ARMY",3,"Training and Recruiting","Basic Skill and Advanced Training",280,NA,NA,NA,0,"324","Training Support",2016,"","",NA
"13232",2016,"2020A","Operation & Maintenance, Army","","ARMY",3,"Training and Recruiting","Recruiting, and Other Training & Education",290,NA,NA,NA,0,"331","Recruiting and Advertising",2016,"","",NA
"13233",2016,"2020A","Operation & Maintenance, Army","","ARMY",3,"Training and Recruiting","Recruiting, and Other Training & Education",300,NA,NA,NA,0,"332","Examining",2016,"","",NA
"13234",2016,"2020A","Operation & Maintenance, Army","","ARMY",3,"Training and Recruiting","Recruiting, and Other Training & Education",310,NA,NA,NA,0,"333","Off-Duty and Voluntary Education",2016,"","",NA
"13235",2016,"2020A","Operation & Maintenance, Army","","ARMY",3,"Training and Recruiting","Recruiting, and Other Training & Education",320,NA,NA,NA,0,"334","Civilian Education and Training",2016,"","",NA
"13236",2016,"2020A","Operation & Maintenance, Army","","ARMY",3,"Training and Recruiting","Recruiting, and Other Training & Education",330,NA,NA,NA,0,"335","Junior Reserve Officer Training Corps",2016,"","",NA
"13237",2016,"2020A","Operation & Maintenance, Army","","ARMY",4,"Admin & Srvwide Activities","Logistics Operations",350,NA,NA,NA,529891,"421","Servicewide Transportation",2016,"","",NA
"13238",2016,"2020A","Operation & Maintenance, Army","","ARMY",4,"Admin & Srvwide Activities","Logistics Operations",360,NA,NA,NA,0,"422","Central Supply Activities",2016,"","",NA
"13239",2016,"2020A","Operation & Maintenance, Army","","ARMY",4,"Admin & Srvwide Activities","Logistics Operations",370,NA,NA,NA,0,"423","Logistic Support Activities",2016,"","",NA
"13240",2016,"2020A","Operation & Maintenance, Army","","ARMY",4,"Admin & Srvwide Activities","Logistics Operations",380,NA,NA,NA,5033,"424","Ammunition Management",2016,"","",NA
"13241",2016,"2020A","Operation & Maintenance, Army","","ARMY",4,"Admin & Srvwide Activities","Servicewide Support",390,NA,NA,NA,0,"431","Administration",2016,"","",NA
"13242",2016,"2020A","Operation & Maintenance, Army","","ARMY",4,"Admin & Srvwide Activities","Servicewide Support",400,NA,NA,NA,0,"432","Servicewide Communications",2016,"","",NA
"13243",2016,"2020A","Operation & Maintenance, Army","","ARMY",4,"Admin & Srvwide Activities","Servicewide Support",410,NA,NA,NA,0,"433","Manpower Management",2016,"","",NA
"13244",2016,"2020A","Operation & Maintenance, Army","","ARMY",4,"Admin & Srvwide Activities","Servicewide Support",420,NA,NA,NA,100480,"434","Other Personnel Support",2016,"","",NA
"13245",2016,"2020A","Operation & Maintenance, Army","","ARMY",4,"Admin & Srvwide Activities","Servicewide Support",430,NA,NA,NA,0,"435","Other Service Support",2016,"","",NA
"13246",2016,"2020A","Operation & Maintenance, Army","","ARMY",4,"Admin & Srvwide Activities","Servicewide Support",440,NA,NA,NA,0,"436","Army Claims Activities",2016,"","",NA
"13247",2016,"2020A","Operation & Maintenance, Army","","ARMY",4,"Admin & Srvwide Activities","Servicewide Support",450,NA,NA,NA,154350,"437","Real Estate Management",2016,"","",NA
"13248",2016,"2020A","Operation & Maintenance, Army","","ARMY",4,"Admin & Srvwide Activities","Servicewide Support",460,NA,NA,NA,0,"438","Financial Management and Audit Readiness",2016,"","",NA
"13249",2016,"2020A","Operation & Maintenance, Army","","ARMY",4,"Admin & Srvwide Activities","Support of Other Nations",470,NA,NA,NA,0,"441","International Military Headquarters",2016,"","",NA
"13250",2016,"2020A","Operation & Maintenance, Army","","ARMY",4,"Admin & Srvwide Activities","Support of Other Nations",480,NA,NA,NA,0,"442","Misc. Support of Other Nations",2016,"","",NA
"13251",2016,"2020A","Operation & Maintenance, Army","","ARMY",4,"Admin & Srvwide Activities","Closed Account Adjustments",490,NA,NA,NA,0,"451","Closed Account Adjustments",2016,"","",NA
"13252",2016,"2020A","Operation & Maintenance, Army","","ARMY",4,"Admin & Srvwide Activities","Closed Account Adjustments",500,NA,NA,NA,0,"471","Foreign Currency Fluctuation",2016,"","",NA
"13253",2016,"2020A","Operation & Maintenance, Army","","ARMY",4,"Admin & Srvwide Activities","Closed Account Adjustments",510,NA,NA,NA,0,"493","Defense Environmental Restoration Account (DERA)",2016,"","",NA
"13254",2016,"2020A","Operation & Maintenance, Army","","ARMY",4,"Admin & Srvwide Activities","Judgment Fund",520,NA,NA,NA,0,"461","Judgment Fund",2016,"","",NA
"13255",2016,"2020A","Operation & Maintenance, Army","","",4,"Admin & Srvwide Activities","",NA,NA,NA,NA,1267632,"9999","Classified Programs",2016,"","",NA
"13256",2016,"2080A","Operation & Maintenance, Army Res","","ARMY",1,"Operating Forces","Land Forces",10,NA,NA,NA,0,"111","Maneuver Units",2016,"","",NA
"13257",2016,"2080A","Operation & Maintenance, Army Res","","ARMY",1,"Operating Forces","Land Forces",20,NA,NA,NA,0,"112","Modular Support Brigades",2016,"","",NA
"13258",2016,"2080A","Operation & Maintenance, Army Res","","ARMY",1,"Operating Forces","Land Forces",30,NA,NA,NA,2442,"113","Echelons Above Brigade",2016,"","",NA
"13259",2016,"2080A","Operation & Maintenance, Army Res","","ARMY",1,"Operating Forces","Land Forces",40,NA,NA,NA,0,"114","Theater Level Assets",2016,"","",NA
"13260",2016,"2080A","Operation & Maintenance, Army Res","","ARMY",1,"Operating Forces","Land Forces",50,NA,NA,NA,813,"115","Land Forces Operations Support",2016,"","",NA
"13261",2016,"2080A","Operation & Maintenance, Army Res","","ARMY",1,"Operating Forces","Land Forces",60,NA,NA,NA,0,"116","Aviation Assets",2016,"","",NA
"13262",2016,"2080A","Operation & Maintenance, Army Res","","ARMY",1,"Operating Forces","Land Forces Readiness",70,NA,NA,NA,779,"121","Force Readiness Operations Support",2016,"","",NA
"13263",2016,"2080A","Operation & Maintenance, Army Res","","ARMY",1,"Operating Forces","Land Forces Readiness",80,NA,NA,NA,0,"122","Land Forces Systems Readiness",2016,"","",NA
"13264",2016,"2080A","Operation & Maintenance, Army Res","","ARMY",1,"Operating Forces","Land Forces Readiness",90,NA,NA,NA,0,"123","Land Forces Depot Maintenance",2016,"","",NA
"13265",2016,"2080A","Operation & Maintenance, Army Res","","ARMY",1,"Operating Forces","Land Forces Readiness Support",100,NA,NA,NA,20525,"131","Base Operations Support",2016,"","",NA
"13266",2016,"2080A","Operation & Maintenance, Army Res","","ARMY",1,"Operating Forces","Land Forces Readiness Support",110,NA,NA,NA,0,"132","Facilities Sustainment, Restoration & Modernization",2016,"","",NA
"13267",2016,"2080A","Operation & Maintenance, Army Res","","ARMY",1,"Operating Forces","Land Forces Readiness Support",120,NA,NA,NA,0,"133","Management and Operational Headquarters",2016,"","",NA
"13268",2016,"2080A","Operation & Maintenance, Army Res","","ARMY",4,"Admin & Srvwd Activities","Logistics Operations",130,NA,NA,NA,0,"421","Servicewide Transportation",2016,"","",NA
"13269",2016,"2080A","Operation & Maintenance, Army Res","","ARMY",4,"Admin & Srvwd Activities","Servicewide Support",140,NA,NA,NA,0,"431","Administration",2016,"","",NA
"13270",2016,"2080A","Operation & Maintenance, Army Res","","ARMY",4,"Admin & Srvwd Activities","Servicewide Support",150,NA,NA,NA,0,"432","Servicewide Communications",2016,"","",NA
"13271",2016,"2080A","Operation & Maintenance, Army Res","","ARMY",4,"Admin & Srvwd Activities","Servicewide Support",160,NA,NA,NA,0,"433","Manpower Management",2016,"","",NA
"13272",2016,"2080A","Operation & Maintenance, Army Res","","ARMY",4,"Admin & Srvwd Activities","Servicewide Support",170,NA,NA,NA,0,"434","Recruiting and Advertising",2016,"","",NA
"13273",2016,"2080A","Operation & Maintenance, Army Res","","ARMY",4,"Admin & Srvwd Activities","Closed Account Adjustments",180,NA,NA,NA,0,"451","Closed Account Adjustments",2016,"","",NA
"13274",2016,"2065A","Operation & Maintenance, ARNG","","ARMY",1,"Operating Forces","Land Forces",10,NA,NA,NA,1984,"111","Maneuver Units",2016,"","",NA
"13275",2016,"2065A","Operation & Maintenance, ARNG","","ARMY",1,"Operating Forces","Land Forces",20,NA,NA,NA,0,"112","Modular Support Brigades",2016,"","",NA
"13276",2016,"2065A","Operation & Maintenance, ARNG","","ARMY",1,"Operating Forces","Land Forces",30,NA,NA,NA,4671,"113","Echelons Above Brigade",2016,"","",NA
"13277",2016,"2065A","Operation & Maintenance, ARNG","","ARMY",1,"Operating Forces","Land Forces",40,NA,NA,NA,0,"114","Theater Level Assets",2016,"","",NA
"13278",2016,"2065A","Operation & Maintenance, ARNG","","ARMY",1,"Operating Forces","Land Forces",50,NA,NA,NA,0,"115","Land Forces Operations Support",2016,"","",NA
"13279",2016,"2065A","Operation & Maintenance, ARNG","","ARMY",1,"Operating Forces","Land Forces",60,NA,NA,NA,15980,"116","Aviation Assets",2016,"","",NA
"13280",2016,"2065A","Operation & Maintenance, ARNG","","ARMY",1,"Operating Forces","Land Forces Readiness",70,NA,NA,NA,12867,"121","Force Readiness Operations Support",2016,"","",NA
"13281",2016,"2065A","Operation & Maintenance, ARNG","","ARMY",1,"Operating Forces","Land Forces Readiness",80,NA,NA,NA,0,"122","Land Forces Systems Readiness",2016,"","",NA
"13282",2016,"2065A","Operation & Maintenance, ARNG","","ARMY",1,"Operating Forces","Land Forces Readiness",90,NA,NA,NA,0,"123","Land Forces Depot Maintenance",2016,"","",NA
"13283",2016,"2065A","Operation & Maintenance, ARNG","","ARMY",1,"Operating Forces","Land Forces Readiness Support",100,NA,NA,NA,23134,"131","Base Operations Support",2016,"","",NA
"13284",2016,"2065A","Operation & Maintenance, ARNG","","ARMY",1,"Operating Forces","Land Forces Readiness Support",110,NA,NA,NA,0,"132","Facilities Sustainment, Restoration & Modernization",2016,"","",NA
"13285",2016,"2065A","Operation & Maintenance, ARNG","","ARMY",1,"Operating Forces","Land Forces Readiness Support",120,NA,NA,NA,1426,"133","Management and Operational Headquarters",2016,"","",NA
"13286",2016,"2065A","Operation & Maintenance, ARNG","","ARMY",4,"Admin & Srvwd Activities","Logistics Operations",130,NA,NA,NA,0,"421","Servicewide Transportation",2016,"","",NA
"13287",2016,"2065A","Operation & Maintenance, ARNG","","ARMY",4,"Admin & Srvwd Activities","Servicewide Support",140,NA,NA,NA,0,"431","Administration",2016,"","",NA
"13288",2016,"2065A","Operation & Maintenance, ARNG","","ARMY",4,"Admin & Srvwd Activities","Servicewide Support",150,NA,NA,NA,783,"432","Servicewide Communications",2016,"","",NA
"13289",2016,"2065A","Operation & Maintenance, ARNG","","ARMY",4,"Admin & Srvwd Activities","Servicewide Support",160,NA,NA,NA,0,"433","Manpower Management",2016,"","",NA
"13290",2016,"2065A","Operation & Maintenance, ARNG","","ARMY",4,"Admin & Srvwd Activities","Servicewide Support",170,NA,NA,NA,0,"434","Other Personnel Support",2016,"","",NA
"13291",2016,"2065A","Operation & Maintenance, ARNG","","ARMY",4,"Admin & Srvwd Activities","Servicewide Support",180,NA,NA,NA,0,"437","Real Estate Management",2016,"","",NA
"13292",2016,"2065A","Operation & Maintenance, ARNG","","ARMY",4,"Admin & Srvwd Activities","Closed Account Adjustments",190,NA,NA,NA,0,"451","Closed Account Adjustments",2016,"","",NA
"13293",2016,"2091A","Afghanistan Security Forces Fund","","ARMY",1,"Ministry of Defense","Defense Forces",10,NA,NA,NA,2214899,"110","Sustainment",2016,"","",NA
"13294",2016,"2091A","Afghanistan Security Forces Fund","","ARMY",1,"Ministry of Defense","Defense Forces",20,NA,NA,NA,0,"120","Infrastructure",2016,"","",NA
"13295",2016,"2091A","Afghanistan Security Forces Fund","","ARMY",1,"Ministry of Defense","Defense Forces",30,NA,NA,NA,182751,"130","Equipment and Transportation",2016,"","",NA
"13296",2016,"2091A","Afghanistan Security Forces Fund","","ARMY",1,"Ministry of Defense","Defense Forces",40,NA,NA,NA,281555,"140","Training and Operations",2016,"","",NA
"13297",2016,"2091A","Afghanistan Security Forces Fund","","ARMY",1,"Ministry of Defense","Closed Account Adjustments",50,NA,NA,NA,0,"100","Afghanistan Security Forces Fund",2016,"","",NA
"13298",2016,"2091A","Afghanistan Security Forces Fund","","ARMY",2,"Ministry of Interior","Interior Forces",60,NA,NA,NA,901137,"210","Sustainment",2016,"","",NA
"13299",2016,"2091A","Afghanistan Security Forces Fund","","ARMY",2,"Ministry of Interior","Interior Forces",70,NA,NA,NA,0,"220","Infrastructure",2016,"","",NA
"13300",2016,"2091A","Afghanistan Security Forces Fund","","ARMY",2,"Ministry of Interior","Interior Forces",80,NA,NA,NA,116573,"230","Equipment and Transportation",2016,"","",NA
"13301",2016,"2091A","Afghanistan Security Forces Fund","","ARMY",2,"Ministry of Interior","Interior Forces",90,NA,NA,NA,65342,"240","Training and Operations",2016,"","",NA
"13302",2016,"2091A","Afghanistan Security Forces Fund","","ARMY",2,"Ministry of Interior","Closed Account Adjustments",100,NA,NA,NA,0,"200","Ministry Of Interior",2016,"","",NA
"13303",2016,"2091A","Afghanistan Security Forces Fund","","ARMY",4,"Detainee Ops","Related Activities",110,NA,NA,NA,0,"410","Sustainment",2016,"","",NA
"13304",2016,"2091A","Afghanistan Security Forces Fund","","ARMY",4,"Detainee Ops","Related Activities",120,NA,NA,NA,0,"440","Training and Operations",2016,"","",NA
"13305",2016,"2091A","Afghanistan Security Forces Fund","","ARMY",4,"Detainee Ops","Closed Account Adjustments",130,NA,NA,NA,0,"400","Iraq Training Facility",2016,"","",NA
