"","SourceFiscalYear","AccountDSI","AccountTitle","Organization","BudgetActivity","BudgetActivityTitle","BudgetSubActivityTitle","BudgetLineItem","LineNumber","LineNumber","SAG","IncludeInTOA","IncludeInTOA","Classified","FiscalYear","OriginType","ActualTotal","EnactedTotal","EnactedType","PBtotal","PBtype"
"142",2017,"1804N","Operation & Maintenance, Navy","NAVY","03","Training and Recruiting","Basic Skill and Advanced Training","Professional Development Education","430","430","3B3K","Y","Y","U",2015,"Total",164911,NA,NA,NA,NA
"143",2017,"1804N","Operation & Maintenance, Navy","NAVY","03","Training and Recruiting","Basic Skill and Advanced Training","Training Support","440","440","3B4K","Y","Y","U",2015,"Total",188967,NA,NA,NA,NA
"144",2017,"1804N","Operation & Maintenance, Navy","NAVY","03","Training and Recruiting","Recruiting and Other Training & Education","Recruiting and Advertising","450","450","3C1L","Y","Y","U",2015,"Total",214244,NA,NA,NA,NA
"145",2017,"1804N","Operation & Maintenance, Navy","NAVY","03","Training and Recruiting","Recruiting and Other Training & Education","Off-Duty and Voluntary Education","460","460","3C3L","Y","Y","U",2015,"Total",132820,NA,NA,NA,NA
"146",2017,"1804N","Operation & Maintenance, Navy","NAVY","03","Training and Recruiting","Recruiting and Other Training & Education","Civilian Education and Training","470","470","3C4L","Y","Y","U",2015,"Total",57789,NA,NA,NA,NA
"147",2017,"1804N","Operation & Maintenance, Navy","NAVY","03","Training and Recruiting","Recruiting and Other Training & Education","Junior ROTC","480","480","3C5L","Y","Y","U",2015,"Total",51355,NA,NA,NA,NA
"148",2017,"1804N","Operation & Maintenance, Navy","NAVY","04","Admin & Srvwd Activities","Servicewide Support","Administration","490","490","4A1M","Y","Y","U",2015,"Total",885816,NA,NA,NA,NA
"149",2017,"1804N","Operation & Maintenance, Navy","NAVY","04","Admin & Srvwd Activities","Servicewide Support","External Relations","500","500","4A2M","Y","Y","U",2015,"Total",14218,NA,NA,NA,NA
"150",2017,"1804N","Operation & Maintenance, Navy","NAVY","04","Admin & Srvwd Activities","Servicewide Support","Civilian Manpower and Personnel Management","510","510","4A3M","Y","Y","U",2015,"Total",122120,NA,NA,NA,NA
"151",2017,"1804N","Operation & Maintenance, Navy","NAVY","04","Admin & Srvwd Activities","Servicewide Support","Military Manpower and Personnel Management","520","520","4A4M","Y","Y","U",2015,"Total",350002,NA,NA,NA,NA
"152",2017,"1804N","Operation & Maintenance, Navy","NAVY","04","Admin & Srvwd Activities","Servicewide Support","Other Personnel Support","530","530","4A5M","Y","Y","U",2015,"Total",245098,NA,NA,NA,NA
"153",2017,"1804N","Operation & Maintenance, Navy","NAVY","04","Admin & Srvwd Activities","Servicewide Support","Servicewide Communications","540","540","4A6M","Y","Y","U",2015,"Total",352684,NA,NA,NA,NA
"154",2017,"1804N","Operation & Maintenance, Navy","NAVY","04","Admin & Srvwd Activities","Servicewide Support","Spectrum Relocation Pre-Auction","550","550","4A6S","Y","Y","U",2015,"Total",1521,NA,NA,NA,NA
"155",2017,"1804N","Operation & Maintenance, Navy","NAVY","04","Admin & Srvwd Activities","Servicewide Support","Medical Activities","560","560","4A8M","Y","Y","U",2015,"Total",24301,NA,NA,NA,NA
"156",2017,"1804N","Operation & Maintenance, Navy","NAVY","04","Admin & Srvwd Activities","Logistics Operations and Technical Support","Servicewide Transportation","570","570","4B1N","Y","Y","U",2015,"Total",309521,NA,NA,NA,NA
"157",2017,"1804N","Operation & Maintenance, Navy","NAVY","04","Admin & Srvwd Activities","Logistics Operations and Technical Support","Environmental Programs","580","580","4B2E","Y","Y","U",2015,"Total",286312,NA,NA,NA,NA
"158",2017,"1804N","Operation & Maintenance, Navy","NAVY","04","Admin & Srvwd Activities","Logistics Operations and Technical Support","Planning, Engineering and Design","590","590","4B2N","Y","Y","U",2015,"Total",306648,NA,NA,NA,NA
"159",2017,"1804N","Operation & Maintenance, Navy","NAVY","04","Admin & Srvwd Activities","Logistics Operations and Technical Support","Acquisition and Program Management","600","600","4B3N","Y","Y","U",2015,"Total",1081368,NA,NA,NA,NA
"160",2017,"1804N","Operation & Maintenance, Navy","NAVY","04","Admin & Srvwd Activities","Logistics Operations and Technical Support","Hull, Mechanical and Electrical Support","610","610","4B5N","Y","Y","U",2015,"Total",42997,NA,NA,NA,NA
"161",2017,"1804N","Operation & Maintenance, Navy","NAVY","04","Admin & Srvwd Activities","Logistics Operations and Technical Support","Combat/Weapons Systems","620","620","4B6N","Y","Y","U",2015,"Total",25415,NA,NA,NA,NA
"162",2017,"1804N","Operation & Maintenance, Navy","NAVY","04","Admin & Srvwd Activities","Logistics Operations and Technical Support","Space and Electronic Warfare Systems","630","630","4B7N","Y","Y","U",2015,"Total",70341,NA,NA,NA,NA
"163",2017,"1804N","Operation & Maintenance, Navy","NAVY","04","Admin & Srvwd Activities","Investigations and Security Programs","Naval Investigative Service","640","640","4C1P","Y","Y","U",2015,"Total",602909,NA,NA,NA,NA
"164",2017,"1804N","Operation & Maintenance, Navy","NAVY","04","Admin & Srvwd Activities","Support of Other Nations","International Headquarters and Agencies","700","700","4D1Q","Y","Y","U",2015,"Total",4645,NA,NA,NA,NA
"165",2017,"1804N","Operation & Maintenance, Navy","NAVY","04","Admin & Srvwd Activities","Cancelled Accounts","Cancelled Account Adjustments","710","710","4EMM","Y","Y","U",2015,"Total",7836,NA,NA,NA,NA
"166",2017,"1804N","Operation & Maintenance, Navy","NAVY","04","Admin & Srvwd Activities","Cancelled Accounts","Judgement Fund","720","720","4EPJ","Y","Y","U",2015,"Total",1277,NA,NA,NA,NA
"167",2017,"1804N","Operation & Maintenance, Navy","","04","Admin & Srvwd Activities","","Classified Programs","","","9999","Y","Y","U",2015,"Total",522647,NA,NA,NA,NA
"168",2017,"1106N","Operation & Maintenance, Marine Corps","NAVY","01","Operating Forces","Expeditionary Forces","Operational Forces","010","010","1A1A","Y","Y","U",2015,"Total",1450628,NA,NA,NA,NA
"169",2017,"1106N","Operation & Maintenance, Marine Corps","NAVY","01","Operating Forces","Expeditionary Forces","Field Logistics","020","020","1A2A","Y","Y","U",2015,"Total",1188616,NA,NA,NA,NA
"170",2017,"1106N","Operation & Maintenance, Marine Corps","NAVY","01","Operating Forces","Expeditionary Forces","Depot Maintenance","030","030","1A3A","Y","Y","U",2015,"Total",658348,NA,NA,NA,NA
"171",2017,"1106N","Operation & Maintenance, Marine Corps","NAVY","01","Operating Forces","USMC Prepositioning","Maritime Prepositioning","040","040","1B1B","Y","Y","U",2015,"Total",87771,NA,NA,NA,NA
"172",2017,"1106N","Operation & Maintenance, Marine Corps","NAVY","01","Operating Forces","Base Support","Sustainment, Restoration & Modernization","050","050","BSM1","Y","Y","U",2015,"Total",634795,NA,NA,NA,NA
"173",2017,"1106N","Operation & Maintenance, Marine Corps","NAVY","01","Operating Forces","Base Support","Base Operating Support","060","060","BSS1","Y","Y","U",2015,"Total",2100600,NA,NA,NA,NA
"174",2017,"1106N","Operation & Maintenance, Marine Corps","NAVY","03","Training and Recruiting","Accession Training","Recruit Training","070","070","3A1C","Y","Y","U",2015,"Total",18647,NA,NA,NA,NA
"175",2017,"1106N","Operation & Maintenance, Marine Corps","NAVY","03","Training and Recruiting","Accession Training","Officer Acquisition","080","080","3A2C","Y","Y","U",2015,"Total",942,NA,NA,NA,NA
"176",2017,"1106N","Operation & Maintenance, Marine Corps","NAVY","03","Training and Recruiting","Basic Skill and Advanced Training","Specialized Skill Training","090","090","3B1D","Y","Y","U",2015,"Total",91790,NA,NA,NA,NA
"177",2017,"1106N","Operation & Maintenance, Marine Corps","NAVY","03","Training and Recruiting","Basic Skill and Advanced Training","Professional Development Education","100","100","3B3D","Y","Y","U",2015,"Total",42738,NA,NA,NA,NA
"178",2017,"1106N","Operation & Maintenance, Marine Corps","NAVY","03","Training and Recruiting","Basic Skill and Advanced Training","Training Support","110","110","3B4D","Y","Y","U",2015,"Total",363172,NA,NA,NA,NA
"179",2017,"1106N","Operation & Maintenance, Marine Corps","NAVY","03","Training and Recruiting","Recruiting and Other Training & Education","Recruiting and Advertising","120","120","3C1F","Y","Y","U",2015,"Total",174207,NA,NA,NA,NA
"180",2017,"1106N","Operation & Maintenance, Marine Corps","NAVY","03","Training and Recruiting","Recruiting and Other Training & Education","Off-Duty and Voluntary Education","130","130","3C2F","Y","Y","U",2015,"Total",36770,NA,NA,NA,NA
"181",2017,"1106N","Operation & Maintenance, Marine Corps","NAVY","03","Training and Recruiting","Recruiting and Other Training & Education","Junior ROTC","140","140","3C3F","Y","Y","U",2015,"Total",23259,NA,NA,NA,NA
"182",2017,"1106N","Operation & Maintenance, Marine Corps","NAVY","04","Admin & Srvwd Activities","Servicewide Support","Servicewide Transportation","150","150","4A3G","Y","Y","U",2015,"Total",107050,NA,NA,NA,NA
"183",2017,"1106N","Operation & Maintenance, Marine Corps","NAVY","04","Admin & Srvwd Activities","Servicewide Support","Administration","160","160","4A4G","Y","Y","U",2015,"Total",371620,NA,NA,NA,NA
"184",2017,"1106N","Operation & Maintenance, Marine Corps","NAVY","04","Admin & Srvwd Activities","Servicewide Support","Acquisition and Program Management","180","180","4B3N","Y","Y","U",2015,"Total",69996,NA,NA,NA,NA
"185",2017,"1106N","Operation & Maintenance, Marine Corps","NAVY","04","Admin & Srvwd Activities","Cancelled Accounts","Cancelled Account Adjustment","190","190","4EMM","Y","Y","U",2015,"Total",534,NA,NA,NA,NA
"186",2017,"1106N","Operation & Maintenance, Marine Corps","","04","Admin & Srvwd Activities","","Classified Programs","","","9999","Y","Y","U",2015,"Total",45877,NA,NA,NA,NA
"187",2017,"1806N","Operation & Maintenance, Navy Res","NAVY","01","Operating Forces","Air Operations","Mission and Other Flight Operations","010","010","1A1A","Y","Y","U",2015,"Total",551867,NA,NA,NA,NA
"188",2017,"1806N","Operation & Maintenance, Navy Res","NAVY","01","Operating Forces","Air Operations","Intermediate Maintenance","020","020","1A3A","Y","Y","U",2015,"Total",5735,NA,NA,NA,NA
"189",2017,"1806N","Operation & Maintenance, Navy Res","NAVY","01","Operating Forces","Air Operations","Aircraft Depot Maintenance","030","030","1A5A","Y","Y","U",2015,"Total",97140,NA,NA,NA,NA
"190",2017,"1806N","Operation & Maintenance, Navy Res","NAVY","01","Operating Forces","Air Operations","Aircraft Depot Operations Support","040","040","1A6A","Y","Y","U",2015,"Total",352,NA,NA,NA,NA
"191",2017,"1806N","Operation & Maintenance, Navy Res","NAVY","01","Operating Forces","Air Operations","Aviation Logistics","050","050","1A9A","Y","Y","U",2015,"Total",10897,NA,NA,NA,NA
"192",2017,"1806N","Operation & Maintenance, Navy Res","NAVY","01","Operating Forces","Ship Operations","Mission and Other Ship Operations","060","060","1B1B","Y","Y","U",2015,"Total",34742,NA,NA,NA,NA
"193",2017,"1806N","Operation & Maintenance, Navy Res","NAVY","01","Operating Forces","Ship Operations","Ship Operations Support & Training","070","070","1B2B","Y","Y","U",2015,"Total",556,NA,NA,NA,NA
"194",2017,"1806N","Operation & Maintenance, Navy Res","NAVY","01","Operating Forces","Ship Operations","Ship Depot Maintenance","080","080","1B4B","Y","Y","U",2015,"Total",6134,NA,NA,NA,NA
"195",2017,"1806N","Operation & Maintenance, Navy Res","NAVY","01","Operating Forces","Combat Operations/Support","Combat Communications","090","090","1C1C","Y","Y","U",2015,"Total",14437,NA,NA,NA,NA
"196",2017,"1806N","Operation & Maintenance, Navy Res","NAVY","01","Operating Forces","Combat Operations/Support","Combat Support Forces","100","100","1C6C","Y","Y","U",2015,"Total",122782,NA,NA,NA,NA
"197",2017,"1806N","Operation & Maintenance, Navy Res","NAVY","01","Operating Forces","Weapons Support","Weapons Maintenance","110","110","1D4D","Y","Y","U",2015,"Total",1652,NA,NA,NA,NA
"198",2017,"1806N","Operation & Maintenance, Navy Res","NAVY","01","Operating Forces","Base Support","Enterprise Information","120","120","BSIT","Y","Y","U",2015,"Total",27259,NA,NA,NA,NA
"199",2017,"1806N","Operation & Maintenance, Navy Res","NAVY","01","Operating Forces","Base Support","Sustainment, Restoration and Modernization","130","130","BSMR","Y","Y","U",2015,"Total",63861,NA,NA,NA,NA
"200",2017,"1806N","Operation & Maintenance, Navy Res","NAVY","01","Operating Forces","Base Support","Base Operating Support","140","140","BSSR","Y","Y","U",2015,"Total",100239,NA,NA,NA,NA
"201",2017,"1806N","Operation & Maintenance, Navy Res","NAVY","04","Admin & Srvwd Activities","Servicewide Support","Administration","150","150","4A1M","Y","Y","U",2015,"Total",1740,NA,NA,NA,NA
"202",2017,"1806N","Operation & Maintenance, Navy Res","NAVY","04","Admin & Srvwd Activities","Servicewide Support","Military Manpower and Personnel Management","160","160","4A4M","Y","Y","U",2015,"Total",12354,NA,NA,NA,NA
"203",2017,"1806N","Operation & Maintenance, Navy Res","NAVY","04","Admin & Srvwd Activities","Servicewide Support","Servicewide Communications","170","170","4A6M","Y","Y","U",2015,"Total",2737,NA,NA,NA,NA
"204",2017,"1806N","Operation & Maintenance, Navy Res","NAVY","04","Admin & Srvwd Activities","Logistics Operations and Technical Support","Acquisition and Program Management","180","180","4B3N","Y","Y","U",2015,"Total",3158,NA,NA,NA,NA
"205",2017,"1806N","Operation & Maintenance, Navy Res","NAVY","04","Admin & Srvwd Activities","Cancelled Accounts","Cancelled Account Adjustments","190","190","4EMM","Y","Y","U",2015,"Total",5,NA,NA,NA,NA
"206",2017,"1107N","Operation & Maintenance, MC Reserve","NAVY","01","Operating Forces","Expeditionary Forces","Operating Forces","010","010","1A1A","Y","Y","U",2015,"Total",102261,NA,NA,NA,NA
"207",2017,"1107N","Operation & Maintenance, MC Reserve","NAVY","01","Operating Forces","Expeditionary Forces","Depot Maintenance","020","020","1A3A","Y","Y","U",2015,"Total",18377,NA,NA,NA,NA
"208",2017,"1107N","Operation & Maintenance, MC Reserve","NAVY","01","Operating Forces","Base Support","Sustainment, Restoration and Modernization","030","030","BSM1","Y","Y","U",2015,"Total",47251,NA,NA,NA,NA
"209",2017,"1107N","Operation & Maintenance, MC Reserve","NAVY","01","Operating Forces","Base Support","Base Operating Support","040","040","BSS1","Y","Y","U",2015,"Total",99044,NA,NA,NA,NA
"210",2017,"1107N","Operation & Maintenance, MC Reserve","NAVY","04","Admin & Srvwd Activities","Servicewide Support","Servicewide Transportation","050","050","4A3G","Y","Y","U",2015,"Total",806,NA,NA,NA,NA
"211",2017,"1107N","Operation & Maintenance, MC Reserve","NAVY","04","Admin & Srvwd Activities","Servicewide Support","Administration","060","060","4A4G","Y","Y","U",2015,"Total",7855,NA,NA,NA,NA
"212",2017,"1107N","Operation & Maintenance, MC Reserve","NAVY","04","Admin & Srvwd Activities","Servicewide Support","Recruiting and Advertising","070","070","4A6G","Y","Y","U",2015,"Total",8686,NA,NA,NA,NA
"213",2017,"1107N","Operation & Maintenance, MC Reserve","NAVY","04","Admin & Srvwd Activities","Cancelled Accounts","Cancelled Account Adjustment","080","080","4EMM","Y","Y","U",2015,"Total",7,NA,NA,NA,NA
"214",2017,"0513N","Ship Modernization, Operations & Sustainment Fund","NAVY","01","Operating Forces","Servicewide Support","Ship Modernization, Operations & Sustainment Fund","010","010","041","Y","Y","U",2015,"Total",294400,NA,NA,NA,NA
"215",2017,"3400F","Operation & Maintenance, Air Force","AF","01","Operating Forces","Air Operations","Primary Combat Forces","010","010","011A","Y","Y","U",2015,"Total",4710226,NA,NA,NA,NA
"216",2017,"3400F","Operation & Maintenance, Air Force","AF","01","Operating Forces","Air Operations","Combat Enhancement Forces","020","020","011C","Y","Y","U",2015,"Total",2931873,NA,NA,NA,NA
"217",2017,"3400F","Operation & Maintenance, Air Force","AF","01","Operating Forces","Air Operations","Air Operations Training (OJT, Maintain Skills)","030","030","011D","Y","Y","U",2015,"Total",1192523,NA,NA,NA,NA
"218",2017,"3400F","Operation & Maintenance, Air Force","AF","01","Operating Forces","Air Operations","Depot Maintenance","040","040","011M","Y","Y","U",2015,"Total",7256028,NA,NA,NA,NA
"219",2017,"3400F","Operation & Maintenance, Air Force","AF","01","Operating Forces","Air Operations","Facilities Sustainment, Restoration & Modernization","050","050","011R","Y","Y","U",2015,"Total",1914223,NA,NA,NA,NA
"220",2017,"3400F","Operation & Maintenance, Air Force","AF","01","Operating Forces","Air Operations","Base Support","060","060","011Z","Y","Y","U",2015,"Total",3767177,NA,NA,NA,NA
"221",2017,"3400F","Operation & Maintenance, Air Force","AF","01","Operating Forces","Combat Related Operations","Global C3I and Early Warning","070","070","012A","Y","Y","U",2015,"Total",1031688,NA,NA,NA,NA
"222",2017,"3400F","Operation & Maintenance, Air Force","AF","01","Operating Forces","Combat Related Operations","Other Combat Ops Spt Programs","080","080","012C","Y","Y","U",2015,"Total",983224,NA,NA,NA,NA
