"SourceFiscalYear","AccountDSI","AccountTitle","Organization","BudgetActivity","BudgetActivityTitle","LineNumber","ProgramElement","ProgramElementTitle","LineNumber","IncludeInTOA","Classified","FiscalYear","OriginType","ActualTotal","EnactedTotal","EnactedType","PBtotal","PBtype"
2011,"2040A","Research, Development, Test & Eval, Army","ARMY","02","Applied Research","12  ","0602308A","Advanced Concepts and Simulation","12  ","Y","U",2014,"Total",23364,,,,
2011,"2040A","Research, Development, Test & Eval, Army","ARMY","02","Applied Research","13  ","0602601A","Combat Vehicle and Automotive Technology","13  ","Y","U",2014,"Total",63476,,,,
2011,"2040A","Research, Development, Test & Eval, Army","ARMY","02","Applied Research","14  ","0602618A","Ballistics Technology","14  ","Y","U",2014,"Total",73906,,,,
2011,"2040A","Research, Development, Test & Eval, Army","ARMY","02","Applied Research","15  ","0602622A","Chemical, Smoke and Equipment Defeating Technology","15  ","Y","U",2014,"Total",4378,,,,
2011,"2040A","Research, Development, Test & Eval, Army","ARMY","02","Applied Research","16  ","0602623A","Joint Service Small Arms Program","16  ","Y","U",2014,"Total",7592,,,,
2011,"2040A","Research, Development, Test & Eval, Army","ARMY","02","Applied Research","17  ","0602624A","Weapons and Munitions Technology","17  ","Y","U",2014,"Total",52013,,,,
2011,"2040A","Research, Development, Test & Eval, Army","ARMY","02","Applied Research","18  ","0602705A","Electronics and Electronic Devices","18  ","Y","U",2014,"Total",68062,,,,
2011,"2040A","Research, Development, Test & Eval, Army","ARMY","02","Applied Research","19  ","0602709A","Night Vision Technology","19  ","Y","U",2014,"Total",42624,,,,
2011,"2040A","Research, Development, Test & Eval, Army","ARMY","02","Applied Research","20  ","0602712A","Countermine Systems","20  ","Y","U",2014,"Total",30019,,,,
2011,"2040A","Research, Development, Test & Eval, Army","ARMY","02","Applied Research","21  ","0602716A","Human Factors Engineering Technology","21  ","Y","U",2014,"Total",21118,,,,
2011,"2040A","Research, Development, Test & Eval, Army","ARMY","02","Applied Research","22  ","0602720A","Environmental Quality Technology","22  ","Y","U",2014,"Total",22333,,,,
2011,"2040A","Research, Development, Test & Eval, Army","ARMY","02","Applied Research","23  ","0602782A","Command, Control, Communications Technology","23  ","Y","U",2014,"Total",33580,,,,
2011,"2040A","Research, Development, Test & Eval, Army","ARMY","02","Applied Research","24  ","0602783A","Computer and Software Technology","24  ","Y","U",2014,"Total",10232,,,,
2011,"2040A","Research, Development, Test & Eval, Army","ARMY","02","Applied Research","25  ","0602784A","Military Engineering Technology","25  ","Y","U",2014,"Total",69192,,,,
2011,"2040A","Research, Development, Test & Eval, Army","ARMY","02","Applied Research","26  ","0602785A","Manpower/Personnel/Training Technology","26  ","Y","U",2014,"Total",17395,,,,
2011,"2040A","Research, Development, Test & Eval, Army","ARMY","02","Applied Research","27  ","0602786A","Warfighter Technology","27  ","Y","U",2014,"Total",30950,,,,
2011,"2040A","Research, Development, Test & Eval, Army","ARMY","02","Applied Research","28  ","0602787A","Medical Technology","28  ","Y","U",2014,"Total",81386,,,,
2011,"2040A","Research, Development, Test & Eval, Army","ARMY","03","Advanced Technology Development","29  ","0603001A","Warfighter Advanced Technology","29  ","Y","U",2014,"Total",64337,,,,
2011,"2040A","Research, Development, Test & Eval, Army","ARMY","03","Advanced Technology Development","30  ","0603002A","Medical Advanced Technology","30  ","Y","U",2014,"Total",100646,,,,
2011,"2040A","Research, Development, Test & Eval, Army","ARMY","03","Advanced Technology Development","31  ","0603003A","Aviation Advanced Technology","31  ","Y","U",2014,"Total",78513,,,,
2011,"2040A","Research, Development, Test & Eval, Army","ARMY","03","Advanced Technology Development","32  ","0603004A","Weapons and Munitions Advanced Technology","32  ","Y","U",2014,"Total",72934,,,,
2011,"2040A","Research, Development, Test & Eval, Army","ARMY","03","Advanced Technology Development","33  ","0603005A","Combat Vehicle and Automotive Advanced Technology","33  ","Y","U",2014,"Total",146486,,,,
2011,"2040A","Research, Development, Test & Eval, Army","ARMY","03","Advanced Technology Development","34  ","0603006A","Space Application Advanced Technology","34  ","Y","U",2014,"Total",10706,,,,
2011,"2040A","Research, Development, Test & Eval, Army","ARMY","03","Advanced Technology Development","35  ","0603007A","Manpower, Personnel and Training Advanced Technology","35  ","Y","U",2014,"Total",6145,,,,
2011,"2040A","Research, Development, Test & Eval, Army","ARMY","03","Advanced Technology Development","36  ","0603008A","Electronic Warfare Advanced Technology","36  ","Y","U",2014,"Total",40345,,,,
2011,"2040A","Research, Development, Test & Eval, Army","ARMY","03","Advanced Technology Development","37  ","0603009A","TRACTOR HIKE","37  ","Y","U",2014,"Total",9161,,,,
2011,"2040A","Research, Development, Test & Eval, Army","ARMY","03","Advanced Technology Development","38  ","0603015A","Next Generation Training & Simulation Systems","38  ","Y","U",2014,"Total",13168,,,,
2011,"2040A","Research, Development, Test & Eval, Army","ARMY","03","Advanced Technology Development","39  ","0603020A","TRACTOR ROSE","39  ","Y","U",2014,"Total",10662,,,,
2011,"2040A","Research, Development, Test & Eval, Army","ARMY","03","Advanced Technology Development","40  ","0603125A","Combating Terrorism - Technology Development","40  ","Y","U",2014,"Total",14546,,,,
2011,"2040A","Research, Development, Test & Eval, Army","ARMY","03","Advanced Technology Development","41  ","0603130A","TRACTOR NAIL","41  ","Y","U",2014,"Total",3192,,,,
2011,"2040A","Research, Development, Test & Eval, Army","ARMY","03","Advanced Technology Development","42  ","0603131A","TRACTOR EGGS","42  ","Y","U",2014,"Total",2366,,,,
2011,"2040A","Research, Development, Test & Eval, Army","ARMY","03","Advanced Technology Development","43  ","0603270A","Electronic Warfare Technology","43  ","Y","U",2014,"Total",24652,,,,
2011,"2040A","Research, Development, Test & Eval, Army","ARMY","03","Advanced Technology Development","44  ","0603313A","Missile and Rocket Advanced Technology","44  ","Y","U",2014,"Total",81951,,,,
2011,"2040A","Research, Development, Test & Eval, Army","ARMY","03","Advanced Technology Development","45  ","0603322A","TRACTOR CAGE","45  ","Y","U",2014,"Total",11857,,,,
2011,"2040A","Research, Development, Test & Eval, Army","ARMY","03","Advanced Technology Development","46  ","0603461A","High Performance Computing Modernization Program","46  ","Y","U",2014,"Total",213238,,,,
2011,"2040A","Research, Development, Test & Eval, Army","ARMY","03","Advanced Technology Development","47  ","0603606A","Landmine Warfare and Barrier Advanced Technology","47  ","Y","U",2014,"Total",22233,,,,
2011,"2040A","Research, Development, Test & Eval, Army","ARMY","03","Advanced Technology Development","48  ","0603607A","Joint Service Small Arms Program","48  ","Y","U",2014,"Total",4902,,,,
2011,"2040A","Research, Development, Test & Eval, Army","ARMY","03","Advanced Technology Development","49  ","0603710A","Night Vision Advanced Technology","49  ","Y","U",2014,"Total",43459,,,,
2011,"2040A","Research, Development, Test & Eval, Army","ARMY","03","Advanced Technology Development","50  ","0603728A","Environmental Quality Technology Demonstrations","50  ","Y","U",2014,"Total",11540,,,,
2011,"2040A","Research, Development, Test & Eval, Army","ARMY","03","Advanced Technology Development","51  ","0603734A","Military Engineering Advanced Technology","51  ","Y","U",2014,"Total",23838,,,,
2011,"2040A","Research, Development, Test & Eval, Army","ARMY","03","Advanced Technology Development","52  ","0603772A","Advanced Tactical Computer Science and Sensor Technology","52  ","Y","U",2014,"Total",34042,,,,
2011,"2040A","Research, Development, Test & Eval, Army","ARMY","03","Advanced Technology Development","53  ","0603794A","C3 Advanced Technology","53  ","Y","U",2014,"Total",0,,,,
2011,"2040A","Research, Development, Test & Eval, Army","ARMY","04","Advanced Component Development & Prototypes","54  ","0603305A","Army Missle Defense Systems Integration","54  ","Y","U",2014,"Total",23117,,,,
2011,"2040A","Research, Development, Test & Eval, Army","ARMY","04","Advanced Component Development & Prototypes","55  ","0603308A","Army Space Systems Integration","55  ","Y","U",2014,"Total",13448,,,,
2011,"2040A","Research, Development, Test & Eval, Army","ARMY","04","Advanced Component Development & Prototypes","56  ","0603619A","Landmine Warfare and Barrier - Adv Dev","56  ","Y","U",2014,"Total",0,,,,
2011,"2040A","Research, Development, Test & Eval, Army","ARMY","04","Advanced Component Development & Prototypes","57  ","0603627A","Smoke, Obscurant and Target Defeating Sys-Adv Dev","57  ","Y","U",2014,"Total",0,,,,
2011,"2040A","Research, Development, Test & Eval, Army","ARMY","04","Advanced Component Development & Prototypes","58  ","0603639A","Tank and Medium Caliber Ammunition","58  ","Y","U",2014,"Total",31580,,,,
2011,"2040A","Research, Development, Test & Eval, Army","ARMY","04","Advanced Component Development & Prototypes","59  ","0603653A","Advanced Tank Armament System (ATAS)","59  ","Y","U",2014,"Total",54259,,,,
2011,"2040A","Research, Development, Test & Eval, Army","ARMY","04","Advanced Component Development & Prototypes","60  ","0603747A","Soldier Support and Survivability","60  ","Y","U",2014,"Total",11513,,,,
2011,"2040A","Research, Development, Test & Eval, Army","ARMY","04","Advanced Component Development & Prototypes","61  ","0603766A","Tactical Electronic Surveillance System - Adv Dev","61  ","Y","U",2014,"Total",10390,,,,
2011,"2040A","Research, Development, Test & Eval, Army","ARMY","04","Advanced Component Development & Prototypes","62  ","0603774A","Night Vision Systems Advanced Development","62  ","Y","U",2014,"Total",8760,,,,
2011,"2040A","Research, Development, Test & Eval, Army","ARMY","04","Advanced Component Development & Prototypes","63  ","0603779A","Environmental Quality Technology - Dem/Val","63  ","Y","U",2014,"Total",2544,,,,
2011,"2040A","Research, Development, Test & Eval, Army","ARMY","04","Advanced Component Development & Prototypes","64  ","0603782A","Warfighter Information Network-Tactical - DEM/VAL","64  ","Y","U",2014,"Total",118256,,,,
2011,"2040A","Research, Development, Test & Eval, Army","ARMY","04","Advanced Component Development & Prototypes","65  ","0603790A","NATO Research and Development","65  ","Y","U",2014,"Total",3743,,,,
2011,"2040A","Research, Development, Test & Eval, Army","ARMY","04","Advanced Component Development & Prototypes","66  ","0603801A","Aviation - Adv Dev","66  ","Y","U",2014,"Total",4848,,,,
2011,"2040A","Research, Development, Test & Eval, Army","ARMY","04","Advanced Component Development & Prototypes","67  ","0603804A","Logistics and Engineer Equipment - Adv Dev","67  ","Y","U",2014,"Total",11623,,,,
2011,"2040A","Research, Development, Test & Eval, Army","ARMY","04","Advanced Component Development & Prototypes","68  ","0603807A","Medical Systems - Adv Dev","68  ","Y","U",2014,"Total",17524,,,,
2011,"2040A","Research, Development, Test & Eval, Army","ARMY","04","Advanced Component Development & Prototypes","69  ","0603827A","Soldier Systems - Advanced Development","69  ","Y","U",2014,"Total",13844,,,,
2011,"2040A","Research, Development, Test & Eval, Army","ARMY","04","Advanced Component Development & Prototypes","70  ","0603850A","Integrated Broadcast Service","70  ","Y","U",2014,"Total",79,,,,
2011,"2040A","Research, Development, Test & Eval, Army","ARMY","04","Advanced Component Development & Prototypes","71  ","0604100A","Analysis Of Alternatives","71  ","Y","U",2014,"Total",0,,,,
2011,"2040A","Research, Development, Test & Eval, Army","ARMY","04","Advanced Component Development & Prototypes","72  ","0604115A","Technology Maturation Initiatives","72  ","Y","U",2014,"Total",10741,,,,
2011,"2040A","Research, Development, Test & Eval, Army","ARMY","04","Advanced Component Development & Prototypes","73  ","0604120A","Assured Positioning, Navigation and Timing (PNT)","73  ","Y","U",2014,"Total",7500,,,,
2011,"2040A","Research, Development, Test & Eval, Army","ARMY","04","Advanced Component Development & Prototypes","74  ","0604319A","Indirect Fire Protection Capability Increment 2-Intercept (IFPC2)","74  ","Y","U",2014,"Total",76559,,,,
2011,"2040A","Research, Development, Test & Eval, Army","ARMY","04","Advanced Component Development & Prototypes","75  ","0604785A","Integrated Base Defense (Budget Activity 4)","75  ","Y","U",2014,"Total",4324,,,,
2011,"2040A","Research, Development, Test & Eval, Army","ARMY","05","System Development & Demonstration","76  ","0604201A","Aircraft Avionics","76  ","Y","U",2014,"Total",64396,,,,
2011,"2040A","Research, Development, Test & Eval, Army","ARMY","05","System Development & Demonstration","77  ","0604220A","Armed, Deployable Helos","77  ","Y","U",2014,"Total",26000,,,,
2011,"2040A","Research, Development, Test & Eval, Army","ARMY","05","System Development & Demonstration","78  ","0604270A","Electronic Warfare Development","78  ","Y","U",2014,"Total",134260,,,,
2011,"2040A","Research, Development, Test & Eval, Army","ARMY","05","System Development & Demonstration","79  ","0604280A","Joint Tactical Radio","79  ","Y","U",2014,"Total",30752,,,,
2011,"2040A","Research, Development, Test & Eval, Army","ARMY","05","System Development & Demonstration","80  ","0604290A","Mid-tier Networking Vehicular Radio (MNVR)","80  ","Y","U",2014,"Total",22553,,,,
2011,"2040A","Research, Development, Test & Eval, Army","ARMY","05","System Development & Demonstration","81  ","0604321A","All Source Analysis System","81  ","Y","U",2014,"Total",4837,,,,
2011,"2040A","Research, Development, Test & Eval, Army","ARMY","05","System Development & Demonstration","82  ","0604328A","TRACTOR CAGE","82  ","Y","U",2014,"Total",28229,,,,
2011,"2040A","Research, Development, Test & Eval, Army","ARMY","05","System Development & Demonstration","83  ","0604601A","Infantry Support Weapons","83  ","Y","U",2014,"Total",82332,,,,
2011,"2040A","Research, Development, Test & Eval, Army","ARMY","05","System Development & Demonstration","84  ","0604604A","Medium Tactical Vehicles","84  ","Y","U",2014,"Total",2068,,,,
2011,"2040A","Research, Development, Test & Eval, Army","ARMY","05","System Development & Demonstration","85  ","0604611A","JAVELIN","85  ","Y","U",2014,"Total",4471,,,,
2011,"2040A","Research, Development, Test & Eval, Army","ARMY","05","System Development & Demonstration","86  ","0604622A","Family of Heavy Tactical Vehicles","86  ","Y","U",2014,"Total",23944,,,,
2011,"2040A","Research, Development, Test & Eval, Army","ARMY","05","System Development & Demonstration","87  ","0604633A","Air Traffic Control","87  ","Y","U",2014,"Total",514,,,,
2011,"2040A","Research, Development, Test & Eval, Army","ARMY","05","System Development & Demonstration","88  ","0604641A","Tactical Unmanned Ground Vehicle (TUGV)","88  ","Y","U",2014,"Total",0,,,,
2011,"2040A","Research, Development, Test & Eval, Army","ARMY","05","System Development & Demonstration","89  ","0604710A","Night Vision Systems - Eng Dev","89  ","Y","U",2014,"Total",47811,,,,
2011,"2040A","Research, Development, Test & Eval, Army","ARMY","05","System Development & Demonstration","90  ","0604713A","Combat Feeding, Clothing, and Equipment","90  ","Y","U",2014,"Total",1874,,,,
2011,"2040A","Research, Development, Test & Eval, Army","ARMY","05","System Development & Demonstration","91  ","0604715A","Non-System Training Devices - Eng Dev","91  ","Y","U",2014,"Total",22168,,,,
2011,"2040A","Research, Development, Test & Eval, Army","ARMY","05","System Development & Demonstration","92  ","0604741A","Air Defense Command, Control and Intelligence - Eng Dev","92  ","Y","U",2014,"Total",38412,,,,
2011,"2040A","Research, Development, Test & Eval, Army","ARMY","05","System Development & Demonstration","93  ","0604742A","Constructive Simulation Systems Development","93  ","Y","U",2014,"Total",19596,,,,
2011,"2040A","Research, Development, Test & Eval, Army","ARMY","05","System Development & Demonstration","94  ","0604746A","Automatic Test Equipment Development","94  ","Y","U",2014,"Total",6498,,,,
2011,"2040A","Research, Development, Test & Eval, Army","ARMY","05","System Development & Demonstration","95  ","0604760A","Distributive Interactive Simulations (DIS) - Eng Dev","95  ","Y","U",2014,"Total",12193,,,,
2011,"2040A","Research, Development, Test & Eval, Army","ARMY","05","System Development & Demonstration","96  ","0604780A","Combined Arms Tactical Trainer (CATT) Core","96  ","Y","U",2014,"Total",26720,,,,
2011,"2040A","Research, Development, Test & Eval, Army","ARMY","05","System Development & Demonstration","97  ","0604798A","Brigade Analysis, Integration and Evaluation","97  ","Y","U",2014,"Total",91427,,,,
2011,"2040A","Research, Development, Test & Eval, Army","ARMY","05","System Development & Demonstration","98  ","0604802A","Weapons and Munitions - Eng Dev","98  ","Y","U",2014,"Total",16770,,,,
2011,"2040A","Research, Development, Test & Eval, Army","ARMY","05","System Development & Demonstration","99  ","0604804A","Logistics and Engineer Equipment - Eng Dev","99  ","Y","U",2014,"Total",43497,,,,
2011,"2040A","Research, Development, Test & Eval, Army","ARMY","05","System Development & Demonstration","100 ","0604805A","Command, Control, Communications Systems - Eng Dev","100 ","Y","U",2014,"Total",7131,,,,
2011,"2040A","Research, Development, Test & Eval, Army","ARMY","05","System Development & Demonstration","101 ","0604807A","Medical Materiel/Medical Biological Defense Equipment - Eng Dev","101 ","Y","U",2014,"Total",33890,,,,
2011,"2040A","Research, Development, Test & Eval, Army","ARMY","05","System Development & Demonstration","102 ","0604808A","Landmine Warfare/Barrier - Eng Dev","102 ","Y","U",2014,"Total",87895,,,,
2011,"2040A","Research, Development, Test & Eval, Army","ARMY","05","System Development & Demonstration","103 ","0604814A","Artillery Munitions - EMD","103 ","Y","U",2014,"Total",6352,,,,
2011,"2040A","Research, Development, Test & Eval, Army","ARMY","05","System Development & Demonstration","104 ","0604818A","Army Tactical Command & Control Hardware & Software","104 ","Y","U",2014,"Total",22900,,,,
2011,"2040A","Research, Development, Test & Eval, Army","ARMY","05","System Development & Demonstration","105 ","0604820A","Radar Development","105 ","Y","U",2014,"Total",1796,,,,
2011,"2040A","Research, Development, Test & Eval, Army","ARMY","05","System Development & Demonstration","106 ","0604822A","General Fund Enterprise Business System (GFEBS)","106 ","Y","U",2014,"Total",3218,,,,
2011,"2040A","Research, Development, Test & Eval, Army","ARMY","05","System Development & Demonstration","107 ","0604823A","Firefinder","107 ","Y","U",2014,"Total",17734,,,,
2011,"2040A","Research, Development, Test & Eval, Army","ARMY","05","System Development & Demonstration","108 ","0604827A","Soldier Systems - Warrior Dem/Val","108 ","Y","U",2014,"Total",25477,,,,
2011,"2040A","Research, Development, Test & Eval, Army","ARMY","05","System Development & Demonstration","109 ","0604854A","Artillery Systems - EMD","109 ","Y","U",2014,"Total",117241,,,,
2011,"2040A","Research, Development, Test & Eval, Army","ARMY","05","System Development & Demonstration","110 ","0605013A","Information Technology Development","110 ","Y","U",2014,"Total",59329,,,,
2011,"2040A","Research, Development, Test & Eval, Army","ARMY","05","System Development & Demonstration","111 ","0605018A","Integrated Personnel and Pay System-Army (IPPS-A)","111 ","Y","U",2014,"Total",34400,,,,
2011,"2040A","Research, Development, Test & Eval, Army","ARMY","05","System Development & Demonstration","112 ","0605028A","Armored Multi-Purpose Vehicle (AMPV)","112 ","Y","U",2014,"Total",27345,,,,
2011,"2040A","Research, Development, Test & Eval, Army","ARMY","05","System Development & Demonstration","113 ","0605030A","Joint Tactical Network Center (JTNC)","113 ","Y","U",2014,"Total",65849,,,,
2011,"2040A","Research, Development, Test & Eval, Army","ARMY","05","System Development & Demonstration","114 ","0605031A","Joint Tactical Network (JTN)","114 ","Y","U",2014,"Total",0,,,,
2011,"2040A","Research, Development, Test & Eval, Army","ARMY","05","System Development & Demonstration","115 ","0605032A","TRACTOR TIRE","115 ","Y","U",2014,"Total",0,,,,
2011,"2040A","Research, Development, Test & Eval, Army","ARMY","05","System Development & Demonstration","116 ","0605035A","Common Infrared Countermeasures (CIRCM)","116 ","Y","U",2014,"Total",0,,,,
2011,"2040A","Research, Development, Test & Eval, Army","ARMY","05","System Development & Demonstration","117 ","0605051A","Aircraft Survivability Development","117 ","Y","U",2014,"Total",0,,,,
2011,"2040A","Research, Development, Test & Eval, Army","ARMY","05","System Development & Demonstration","118 ","0605350A","WIN-T Increment 3 - Full Networking","118 ","Y","U",2014,"Total",0,,,,
2011,"2040A","Research, Development, Test & Eval, Army","ARMY","05","System Development & Demonstration","119 ","0605380A","AMF Joint Tactical Radio System (JTRS)","119 ","Y","U",2014,"Total",9874,,,,
2011,"2040A","Research, Development, Test & Eval, Army","ARMY","05","System Development & Demonstration","120 ","0605450A","Joint Air-to-Ground Missile (JAGM)","120 ","Y","U",2014,"Total",15684,,,,
2011,"2040A","Research, Development, Test & Eval, Army","ARMY","05","System Development & Demonstration","121 ","0605456A","PAC-3/MSE Missile","121 ","Y","U",2014,"Total",86223,,,,
2011,"2040A","Research, Development, Test & Eval, Army","ARMY","05","System Development & Demonstration","122 ","0605457A","Army Integrated Air and Missile Defense (AIAMD)","122 ","Y","U",2014,"Total",358192,,,,
2011,"2040A","Research, Development, Test & Eval, Army","ARMY","05","System Development & Demonstration","123 ","0605625A","Manned Ground Vehicle","123 ","Y","U",2014,"Total",96820,,,,
2011,"2040A","Research, Development, Test & Eval, Army","ARMY","05","System Development & Demonstration","124 ","0605626A","Aerial Common Sensor","124 ","Y","U",2014,"Total",10377,,,,
2011,"2040A","Research, Development, Test & Eval, Army","ARMY","05","System Development & Demonstration","125 ","0605766A","National Capabilities Integration (MIP)","125 ","Y","U",2014,"Total",21132,,,,
2011,"2040A","Research, Development, Test & Eval, Army","ARMY","05","System Development & Demonstration","126 ","0605812A","Joint Light Tactical Vehicle (JLTV) Engineering and Manufacturing Development Ph","126 ","Y","U",2014,"Total",81388,,,,
2011,"2040A","Research, Development, Test & Eval, Army","ARMY","05","System Development & Demonstration","127 ","0605830A","Aviation Ground Support Equipment","127 ","Y","U",2014,"Total",0,,,,
2011,"2040A","Research, Development, Test & Eval, Army","ARMY","05","System Development & Demonstration","128 ","0210609A","Paladin Integrated Management (PIM)","128 ","Y","U",2014,"Total",0,,,,
2011,"2040A","Research, Development, Test & Eval, Army","ARMY","05","System Development & Demonstration","129 ","0303032A","TROJAN - RH12","129 ","Y","U",2014,"Total",3463,,,,
2011,"2040A","Research, Development, Test & Eval, Army","ARMY","05","System Development & Demonstration","130 ","0304270A","Electronic Warfare Development","130 ","Y","U",2014,"Total",10801,,,,
2011,"2040A","Research, Development, Test & Eval, Army","ARMY","06","RDT&E Management Support","131 ","0604256A","Threat Simulator Development","131 ","Y","U",2014,"Total",23598,,,,
2011,"2040A","Research, Development, Test & Eval, Army","ARMY","06","RDT&E Management Support","132 ","0604258A","Target Systems Development","132 ","Y","U",2014,"Total",13139,,,,
2011,"2040A","Research, Development, Test & Eval, Army","ARMY","06","RDT&E Management Support","133 ","0604759A","Major T&E Investment","133 ","Y","U",2014,"Total",38534,,,,
2011,"2040A","Research, Development, Test & Eval, Army","ARMY","06","RDT&E Management Support","134 ","0605103A","Rand Arroyo Center","134 ","Y","U",2014,"Total",18281,,,,
2011,"2040A","Research, Development, Test & Eval, Army","ARMY","06","RDT&E Management Support","135 ","0605301A","Army Kwajalein Atoll","135 ","Y","U",2014,"Total",187225,,,,
2011,"2040A","Research, Development, Test & Eval, Army","ARMY","06","RDT&E Management Support","136 ","0605326A","Concepts Experimentation Program","136 ","Y","U",2014,"Total",21563,,,,
2011,"2040A","Research, Development, Test & Eval, Army","ARMY","06","RDT&E Management Support","137 ","0605502A","Small Business Innovative Research","137 ","Y","U",2014,"Total",182958,,,,
2011,"2040A","Research, Development, Test & Eval, Army","ARMY","06","RDT&E Management Support","138 ","0605601A","Army Test Ranges and Facilities","138 ","Y","U",2014,"Total",335270,,,,
2011,"2040A","Research, Development, Test & Eval, Army","ARMY","06","RDT&E Management Support","139 ","0605602A","Army Technical Test Instrumentation and Targets","139 ","Y","U",2014,"Total",63944,,,,
2011,"2040A","Research, Development, Test & Eval, Army","ARMY","06","RDT&E Management Support","140 ","0605604A","Survivability/Lethality Analysis","140 ","Y","U",2014,"Total",42865,,,,
2011,"2040A","Research, Development, Test & Eval, Army","ARMY","06","RDT&E Management Support","141 ","0605606A","Aircraft Certification","141 ","Y","U",2014,"Total",5953,,,,
2011,"2040A","Research, Development, Test & Eval, Army","ARMY","06","RDT&E Management Support","142 ","0605702A","Meteorological Support to RDT&E Activities","142 ","Y","U",2014,"Total",7210,,,,
2011,"2040A","Research, Development, Test & Eval, Army","ARMY","06","RDT&E Management Support","143 ","0605706A","Materiel Systems Analysis","143 ","Y","U",2014,"Total",19694,,,,
2011,"2040A","Research, Development, Test & Eval, Army","ARMY","06","RDT&E Management Support","144 ","0605709A","Exploitation of Foreign Items","144 ","Y","U",2014,"Total",7125,,,,
2011,"2040A","Research, Development, Test & Eval, Army","ARMY","06","RDT&E Management Support","145 ","0605712A","Support of Operational Testing","145 ","Y","U",2014,"Total",55062,,,,
2011,"2040A","Research, Development, Test & Eval, Army","ARMY","06","RDT&E Management Support","146 ","0605716A","Army Evaluation Center","146 ","Y","U",2014,"Total",64425,,,,
2011,"2040A","Research, Development, Test & Eval, Army","ARMY","06","RDT&E Management Support","147 ","0605718A","Army Modeling & Sim X-Cmd Collaboration & Integ","147 ","Y","U",2014,"Total",1239,,,,
2011,"2040A","Research, Development, Test & Eval, Army","ARMY","06","RDT&E Management Support","148 ","0605801A","Programwide Activities","148 ","Y","U",2014,"Total",81013,,,,
2011,"2040A","Research, Development, Test & Eval, Army","ARMY","06","RDT&E Management Support","149 ","0605803A","Technical Information Activities","149 ","Y","U",2014,"Total",33018,,,,
2011,"2040A","Research, Development, Test & Eval, Army","ARMY","06","RDT&E Management Support","150 ","0605805A","Munitions Standardization, Effectiveness and Safety","150 ","Y","U",2014,"Total",56543,,,,
2011,"2040A","Research, Development, Test & Eval, Army","ARMY","06","RDT&E Management Support","151 ","0605857A","Environmental Quality Technology Mgmt Support","151 ","Y","U",2014,"Total",5019,,,,
2011,"2040A","Research, Development, Test & Eval, Army","ARMY","06","RDT&E Management Support","152 ","0605898A","Management HQ - R&D","152 ","Y","U",2014,"Total",53476,,,,
2011,"2040A","Research, Development, Test & Eval, Army","ARMY","06","RDT&E Management Support","153 ","0909999A","Financing for Cancelled Account Adjustments","153 ","Y","U",2014,"Total",126,,,,
2011,"2040A","Research, Development, Test & Eval, Army","ARMY","07","Operational Systems Development","154 ","0603778A","MLRS Product Improvement Program","154 ","Y","U",2014,"Total",93621,,,,
2011,"2040A","Research, Development, Test & Eval, Army","ARMY","07","Operational Systems Development","155 ","0603813A","TRACTOR PULL","155 ","Y","U",2014,"Total",0,,,,
2011,"2040A","Research, Development, Test & Eval, Army","ARMY","07","Operational Systems Development","156 ","0607131A","Weapons and Munitions Product Improvement Programs","156 ","Y","U",2014,"Total",0,,,,
